FileName: C:\TRAWLS~1\FALL\GP097F.TXT
Local Time: Tue Jul 21 05:11:25 2009

Ship: July 21, 2009 Trip: GP097F Tow: 1
Comments: zone 12  sud banc bradelle
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
090721  081127  47  11.1617 N  62  34.7123 W   6.3        3.1*       4.1*      56.6*       0.0 
090721  081128  47  11.1598 N  62  34.7114 W   6.4        3.1        4.1       56.6        0.0 
090721  081129  47  11.1578 N  62  34.7105 W   6.6        3.1        4.1       56.6        0.0 
090721  081130  47  11.1559 N  62  34.7095 W   6.7        3.1        4.1       56.6        0.0 
090721  081131  47  11.1540 N  62  34.7087 W   6.8        3.1        4.1       56.6        0.0 
090721  081132  47  11.1520 N  62  34.7077 W   6.9        3.1        4.1      119.9*       0.0 
090721  081133  47  11.1501 N  62  34.7069 W   6.9        3.1        4.1      119.9        0.0 
090721  081134  47  11.1482 N  62  34.7060 W   7.0        3.1        4.1      119.9        0.0 
090721  081135  47  11.1463 N  62  34.7051 W   7.0        3.1        4.1      119.9        0.0 
090721  081136  47  11.1445 N  62  34.7042 W   7.0        3.1        4.1      119.9        0.0 
090721  081137  47  11.1427 N  62  34.7034 W   6.9        3.1        4.1      119.9        0.0 
090721  081138  47  11.1410 N  62  34.7027 W   6.8        3.1        4.1      119.9        0.0 
090721  081139  47  11.1394 N  62  34.7020 W   6.7        3.1        4.1      119.9        0.0 
090721  081140  47  11.1378 N  62  34.7012 W   6.6        3.1        4.1      119.9        0.0 
090721  081141  47  11.1363 N  62  34.7005 W   6.5        3.1        4.1      119.9        0.0 
090721  081142  47  11.1347 N  62  34.6997 W   6.4        3.1        4.1      119.9        0.0 
090721  081143  47  11.1334 N  62  34.6990 W   6.2        3.1        4.1      119.9        0.0 
090721  081144  47  11.1320 N  62  34.6983 W   6.0        3.1        4.1      119.9        0.0 
090721  081145  47  11.1307 N  62  34.6977 W   5.9        3.1        4.1      119.9        0.0 
090721  081146  47  11.1295 N  62  34.6971 W   5.7        3.1        4.1      119.9        0.0 
090721  081147  47  11.1283 N  62  34.6965 W   5.5        3.1        4.1      119.9        0.0 
090721  081148  47  11.1271 N  62  34.6958 W   5.3        3.1        4.1      119.9        0.0 
090721  081149  47  11.1260 N  62  34.6953 W   5.1        3.1        4.1      119.9        0.0 
090721  081150  47  11.1249 N  62  34.6947 W   5.0        3.1        4.1      119.9        0.0 
090721  081151  47  11.1239 N  62  34.6942 W   4.9        3.1        4.1      119.9        0.0 
090721  081152  47  11.1228 N  62  34.6936 W   4.7        3.1        4.1      119.9        0.0 
090721  081153  47  11.1219 N  62  34.6930 W   4.6        3.1        4.1      119.9        0.0 
090721  081154  47  11.1209 N  62  34.6925 W   4.4        3.1        4.1      119.9        0.0 
090721  081155  47  11.1199 N  62  34.6919 W   4.3        3.1        4.1      119.9        0.0 
090721  081156  47  11.1190 N  62  34.6914 W   4.2        3.1        4.1      119.9        0.0 
090721  081157  47  11.1181 N  62  34.6909 W   4.1        3.1        4.1      119.9        0.0 
090721  081158  47  11.1172 N  62  34.6903 W   4.1        3.1        4.1      119.9        0.0 
090721  081159  47  11.1163 N  62  34.6897 W   4.0        3.1        4.1      119.9        0.0 
090721  081200  47  11.1154 N  62  34.6892 W   3.9        3.1        4.1      119.9        0.0 
