FileName: C:\TRAWLS~1\FALL\GP179F.TXT
Local Time: Thu Jul 16 10:25:15 2009

Ship: July 16, 2009 Trip: GP179F Tow: 4
Comments: zone f 
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
090716  132517  47  35.0077 N  60  35.4189 W   3.8        2.6*       2.5      122.8*      37.4*
090716  132518  47  35.0090 N  60  35.4187 W   4.0        2.6        2.5      122.8       37.4 
090716  132519  47  35.0105 N  60  35.4185 W   4.2        2.6        2.5      122.8       37.4 
090716  132520  47  35.0121 N  60  35.4184 W   4.4        2.6        2.5      122.8       37.4 
090716  132521  47  35.0137 N  60  35.4183 W   4.6        2.6        2.5      122.8       37.4 
090716  132522  47  35.0154 N  60  35.4181 W   4.9        2.6        2.5      122.8       37.4 
090716  132523  47  35.0171 N  60  35.4179 W   5.1        2.6        2.5      122.8       37.4 
090716  132524  47  35.0189 N  60  35.4178 W   5.3        2.6        2.5      122.8       37.4 
090716  132525  47  35.0206 N  60  35.4178 W   5.4        2.6        2.5      122.8       37.4 
090716  132526  47  35.0223 N  60  35.4178 W   5.5        2.6        2.5      122.8       37.4 
090716  132527  47  35.0241 N  60  35.4177 W   5.6        2.6        2.5      122.8       37.4 
090716  132528  47  35.0260 N  60  35.4176 W   5.8        2.6        2.5      122.8       37.4 
090716  132529  47  35.0277 N  60  35.4173 W   5.9        2.6        2.5      122.8       37.4 
090716  132530  47  35.0295 N  60  35.4172 W   6.0        2.6        2.5      122.8       37.4 
090716  132531  47  35.0313 N  60  35.4170 W   6.0        2.6        2.5      122.8       37.4 
090716  132532  47  35.0331 N  60  35.4170 W   6.1        2.6        2.5      122.8       37.4 
090716  132533  47  35.0348 N  60  35.4169 W   6.1        2.6        2.5      122.8       37.4 
090716  132534  47  35.0364 N  60  35.4167 W   6.1        2.6        2.5      122.8       37.4 
090716  132535  47  35.0381 N  60  35.4165 W   6.1        2.6        2.5      122.8       37.4 
090716  132536  47  35.0397 N  60  35.4164 W   6.0        2.6        2.5      122.8       37.4 
090716  132537  47  35.0413 N  60  35.4163 W   5.9        2.6        2.5      122.8       37.4 
090716  132538  47  35.0428 N  60  35.4161 W   5.8        2.6        2.5      122.8       37.4 
090716  132539  47  35.0442 N  60  35.4159 W   5.7        2.6        2.5      122.8       37.4 
090716  132540  47  35.0455 N  60  35.4155 W   5.5        2.6        2.5      122.8       37.4 
090716  132541  47  35.0467 N  60  35.4153 W   5.3        2.6        2.5      122.8       37.4 
090716  132542  47  35.0479 N  60  35.4152 W   5.1        2.6        2.5      122.8       37.4 
090716  132543  47  35.0490 N  60  35.4151 W   5.0        2.6        2.5      122.8       37.4 
090716  132544  47  35.0501 N  60  35.4149 W   4.8        2.6        2.5      122.8       37.4 
090716  132545  47  35.0513 N  60  35.4146 W   4.7        2.6        2.5      122.8       37.4 
090716  132546  47  35.0523 N  60  35.4144 W   4.6        2.6        2.5      122.8       37.4 
090716  132547  47  35.0534 N  60  35.4142 W   4.4        2.6        2.5      122.8       37.4 
090716  132548  47  35.0543 N  60  35.4140 W   4.3        2.6        2.5      122.8       37.4 
090716  132549  47  35.0552 N  60  35.4139 W   4.2        2.6        2.5      122.8       37.4 
090716  132550  47  35.0562 N  60  35.4137 W   4.1        2.6        2.5      122.8       37.4 
090716  132551  47  35.0571 N  60  35.4134 W   4.0        2.6        2.5      122.8       37.4 
090716  132552  47  35.0580 N  60  35.4132 W   3.9        2.6        2.5      122.8       37.4 
