FileName: C:\TRAWLS~3\GP002F
Local Time: Tue Aug 21 07:29:25 2012

Ship: August 21, 2012 Trip: GP002F Tow: tow 2
Comments: Zone 12 baie des chaleurs
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
120821  102927  47  53.9392 N  65  28.4658 W   4.6        2.5*       0.0        0.0      260.8*
120821  103935  47  54.3450 N  65  28.8648 W   0.8        2.2       12.1*       1.0       23.8 
120821  103936  47  54.3448 N  65  28.8645 W   0.8        2.2       12.1        1.0       23.8 
120821  103937  47  54.3447 N  65  28.8641 W   0.8        2.2       12.1       10.7*      23.8 
120821  103938  47  54.3446 N  65  28.8637 W   0.8        2.2       12.1       10.7       23.8 
120821  103939  47  54.3444 N  65  28.8634 W   0.9        2.2       12.1       10.7       23.8 
120821  103940  47  54.3443 N  65  28.8630 W   0.9        2.2       12.1       10.7       23.8 
120821  103941  47  54.3442 N  65  28.8627 W   0.9        2.2        2.2*      10.7       23.8 
120821  103942  47  54.3440 N  65  28.8623 W   0.9        2.2        2.2       10.7       23.8 
120821  103943  47  54.3439 N  65  28.8619 W   0.9        2.2        2.2       10.7       23.8 
120821  103944  47  54.3437 N  65  28.8615 W   0.9        2.2        2.2       10.7       23.8 
120821  103945  47  54.3436 N  65  28.8611 W   0.9        2.2        2.2       10.7       23.8 
120821  103946  47  54.3434 N  65  28.8607 W   0.9        2.2        2.2       10.7       23.8 
120821  103947  47  54.3432 N  65  28.8602 W   0.9        2.2        2.2       10.7       23.8 
120821  103948  47  54.3430 N  65  28.8598 W   0.9        2.2       13.6*      10.7       23.8 
120821  103949  47  54.3429 N  65  28.8595 W   0.9        2.2       13.6       10.7       23.8 
120821  103950  47  54.3427 N  65  28.8591 W   0.9        2.2       13.6       10.7       23.8 
120821  103951  47  54.3425 N  65  28.8588 W   0.9        2.2       13.6       10.7       23.8 
120821  103952  47  54.3424 N  65  28.8584 W   1.0        2.2       13.6       10.7       23.8 
120821  103953  47  54.3423 N  65  28.8581 W   1.0        2.2       13.6       10.7       23.8 
120821  103954  47  54.3421 N  65  28.8578 W   1.0        2.2        2.2*      10.7       23.8 
120821  103955  47  54.3420 N  65  28.8574 W   1.0        2.2        2.2       10.7       41.8*
120821  103956  47  54.3418 N  65  28.8571 W   1.0        2.2        2.2       10.7       41.8 
120821  103957  47  54.3416 N  65  28.8567 W   1.0        2.2        2.2       10.7       41.8 
120821  103958  47  54.3415 N  65  28.8563 W   1.0        2.2        2.2        4.8*      41.8 
120821  103959  47  54.3413 N  65  28.8560 W   1.0        2.2        2.2        4.8       41.8 
120821  104000  47  54.3412 N  65  28.8557 W   1.0        2.2        2.2        4.8       31.2*
120821  104001  47  54.3410 N  65  28.8553 W   1.0        2.2       12.6*       4.8       31.2 
120821  104002  47  54.3409 N  65  28.8550 W   1.0        2.2       12.6        4.8       31.2 
120821  104003  47  54.3408 N  65  28.8547 W   1.0        2.2       12.6        4.8       31.2 
120821  104004  47  54.3406 N  65  28.8544 W   0.9        2.2       12.6       14.9*      31.2 
120821  104005  47  54.3405 N  65  28.8541 W   0.9        2.2       12.6       14.9       37.8*
120821  104006  47  54.3404 N  65  28.8538 W   0.9        2.2       12.6       14.9       37.8 
120821  104007  47  54.3403 N  65  28.8535 W   0.9        2.2       12.6       14.9       37.8 
120821  104008  47  54.3402 N  65  28.8531 W   0.9        2.2       12.6       14.9       37.8 
120821  104009  47  54.3401 N  65  28.8529 W   0.9        2.2       12.6       14.9       37.8 
120821  104010  47  54.3400 N  65  28.8526 W   0.9        2.2       12.6       14.9       37.8 
120821  104011  47  54.3399 N  65  28.8523 W   0.9        2.2       12.6       14.9       37.8 
120821  104012  47  54.3397 N  65  28.8519 W   0.9        2.2       12.6       14.9       37.8 
120821  104013  47  54.3397 N  65  28.8516 W   0.9        2.2       12.6       14.9       37.8 
120821  104014  47  54.3395 N  65  28.8512 W   0.9        2.2       12.6        0.6*      37.8 
120821  104015  47  54.3395 N  65  28.8509 W   0.9        5.6*      12.6        0.6       37.8 
120821  104016  47  54.3394 N  65  28.8506 W   0.9        5.6       12.6        0.6      402.9*
120821  104017  47  54.3392 N  65  28.8503 W   0.9        5.6       12.6        0.6      402.9 
120821  104018  47  54.3392 N  65  28.8500 W   0.9        5.6       12.6        0.6      402.9 
120821  104019  47  54.3391 N  65  28.8497 W   0.9        5.6       12.6        4.4*     402.9 
120821  104020  47  54.3389 N  65  28.8494 W   0.9        5.6       12.6        4.4      402.9 
120821  104021  47  54.3388 N  65  28.8491 W   0.9        5.6       12.6        4.4       37.4*
120821  104022  47  54.3387 N  65  28.8488 W   0.9        5.6       12.6        4.4       37.4 
120821  104023  47  54.3385 N  65  28.8484 W   0.9        5.6       12.6        4.4       37.4 
120821  104024  47  54.3384 N  65  28.8480 W   1.0        5.6       12.6        4.4       37.4 
120821  104025  47  54.3382 N  65  28.8477 W   1.0        5.6       12.6        4.4       37.4 
120821  104026  47  54.3380 N  65  28.8473 W   1.0        5.6       12.6        4.4       37.4 
120821  104027  47  54.3379 N  65  28.8470 W   1.0        3.6*      12.6        4.4       72.1*
120821  104028  47  54.3377 N  65  28.8466 W   1.0        3.6       12.6        4.4       72.1 
120821  104029  47  54.3376 N  65  28.8463 W   1.0        3.6       12.6        7.7*      72.1 
120821  104030  47  54.3374 N  65  28.8460 W   1.0        3.6       12.6        7.7       72.1 
120821  104031  47  54.3373 N  65  28.8456 W   1.0        3.6       12.6        7.7       72.1 
120821  104032  47  54.3371 N  65  28.8452 W   1.1        3.6       12.6        7.7       23.3*
120821  104033  47  54.3369 N  65  28.8449 W   1.1        3.6       12.6        7.7       23.3 
120821  104034  47  54.3367 N  65  28.8445 W   1.1        3.6       12.6        7.7       23.3 
120821  104035  47  54.3365 N  65  28.8441 W   1.1        3.6       12.6        6.4*      23.3 
120821  104036  47  54.3363 N  65  28.8437 W   1.1        3.6       12.6        6.4       23.3 
120821  104037  47  54.3360 N  65  28.8432 W   1.2        3.6       12.6        6.4       35.6*
120821  104038  47  54.3356 N  65  28.8427 W   1.2        3.6       12.6        6.4       35.6 
120821  104039  47  54.3353 N  65  28.8422 W   1.2        3.6       12.6        6.4       35.6 
120821  104040  47  54.3352 N  65  28.8418 W   1.2        3.6       12.8*       5.4*      35.6 
120821  104041  47  54.3348 N  65  28.8412 W   1.3        3.6       12.8        5.4       35.6 
120821  104042  47  54.3345 N  65  28.8407 W   1.3        3.6       12.8        5.4       35.6 
120821  104043  47  54.3343 N  65  28.8402 W   1.3        3.6       12.8        5.4       47.5*
120821  104044  47  54.3340 N  65  28.8398 W   1.3        3.6       12.8        5.4       47.5 
120821  104045  47  54.3338 N  65  28.8394 W   1.3        3.6       12.8        2.0*      47.5 
120821  104046  47  54.3334 N  65  28.8387 W   1.4        3.6       12.8        2.0       47.5 
120821  104047  47  54.3330 N  65  28.8382 W   1.4        3.6       12.8        2.0       47.5 
120821  104048  47  54.3328 N  65  28.8378 W   1.4        3.6       12.8        2.0       16.7*
120821  104049  47  54.3326 N  65  28.8374 W   1.4        3.6       12.8        2.0       16.7 
120821  104050  47  54.3323 N  65  28.8370 W   1.4        3.6       12.8        3.2*      16.7 
120821  104051  47  54.3321 N  65  28.8366 W   1.4        3.6       12.8        3.2       16.7 
120821  104052  47  54.3319 N  65  28.8362 W   1.4        3.6       12.8        3.2       16.7 
120821  104053  47  54.3316 N  65  28.8358 W   1.4        3.6       13.3*       3.2       32.1*
120821  104054  47  54.3314 N  65  28.8355 W   1.4        3.6       13.3        3.2       32.1 
120821  104055  47  54.3312 N  65  28.8351 W   1.4        3.6       13.3        3.2       32.1 
120821  104056  47  54.3311 N  65  28.8347 W   1.4        3.6       13.3        3.2       32.1 
