"","date","time","hydrophone","value","signalpower"
"141701","2021-07-13","17:44:33",0,4.387755,99
"141702","2021-07-13","17:44:38",1,0.306122,92
"141703","2021-07-13","17:44:53",1,2.367347,97
"141704","2021-07-13","17:44:58",0,3.020408,78
"141705","2021-07-13","17:44:58",1,2.265306,96
"141706","2021-07-13","17:45:03",0,2.244898,85
"141707","2021-07-13","17:45:03",1,2.081633,101
"141708","2021-07-13","17:45:08",0,0,89
"141709","2021-07-13","17:45:08",1,1.55102,103
"141710","2021-07-13","17:45:13",0,1.795918,90
"141711","2021-07-13","17:45:13",1,1.897959,110
"141712","2021-07-13","17:45:18",1,1.55102,108
"141713","2021-07-13","17:45:18",0,2.020408,98
"141714","2021-07-13","17:45:23",0,1.244898,99
"141715","2021-07-13","17:45:23",1,1.673469,102
"141716","2021-07-13","17:45:28",1,1.693878,94
"141717","2021-07-13","17:45:28",0,1.693878,100
"141718","2021-07-13","17:45:33",1,1.591837,101
"141719","2021-07-13","17:45:33",0,1.653061,95
"141720","2021-07-13","17:45:38",1,1.714286,89
"141721","2021-07-13","17:45:38",0,1.714286,96
"141722","2021-07-13","17:45:43",1,1.591837,98
"141723","2021-07-13","17:45:43",0,1.489796,98
"141724","2021-07-13","17:45:48",1,1.693878,92
"141725","2021-07-13","17:45:48",0,1.673469,101
"141726","2021-07-13","17:45:53",1,1.346939,102
"141727","2021-07-13","17:45:53",0,1.346939,102
"141728","2021-07-13","17:45:58",0,3.285714,95
"141729","2021-07-13","17:46:03",0,2.408163,99
"141730","2021-07-13","17:46:08",0,3.040816,99
"141731","2021-07-13","17:46:23",0,2.877551,94
"141732","2021-07-13","17:46:28",1,2.040816,102
"141733","2021-07-13","17:46:28",0,1.816327,99
"141734","2021-07-13","17:46:33",0,3.22449,94
"141735","2021-07-13","17:46:33",1,2.612245,105
"141736","2021-07-13","17:46:38",0,2.326531,96
"141737","2021-07-13","17:46:38",1,2.734694,105
"141738","2021-07-13","17:46:43",0,1.530612,97
"141739","2021-07-13","17:46:43",1,1.591837,105
"141740","2021-07-13","17:46:48",0,2.163265,103
"141741","2021-07-13","17:46:48",1,2.714286,103
"141742","2021-07-13","17:46:53",1,1.816327,106
"141743","2021-07-13","17:46:53",0,2.428571,97
"141744","2021-07-13","17:46:58",1,2.122449,103
"141745","2021-07-13","17:46:58",0,1.959184,98
"141746","2021-07-13","17:47:04",1,2.428571,104
"141747","2021-07-13","17:47:04",0,2.387755,100
"141748","2021-07-13","17:47:09",0,2.55102,93
"141749","2021-07-13","17:47:09",1,2.306122,102
"141750","2021-07-13","17:47:14",1,2.632653,99
"141751","2021-07-13","17:47:14",0,2.142857,94
"141752","2021-07-13","17:47:19",0,1.897959,95
"141753","2021-07-13","17:47:19",1,1.693878,100
"141754","2021-07-13","17:47:24",0,2.102041,96
"141755","2021-07-13","17:47:24",1,2.816327,96
"141756","2021-07-13","17:47:29",1,49,102
"141757","2021-07-13","17:47:29",0,49.530612,101
"141758","2021-07-13","17:47:34",1,1.959184,98
"141759","2021-07-13","17:47:34",0,2.163265,96
"141760","2021-07-13","17:47:40",1,3.102041,98
"141761","2021-07-13","17:47:40",0,2.204082,96
"141762","2021-07-13","17:47:45",1,1.326531,101
"141763","2021-07-13","17:47:45",0,2.163265,98
"141764","2021-07-13","17:47:50",1,2.938776,97
"141765","2021-07-13","17:47:50",0,2.795918,94
"141766","2021-07-13","17:47:55",1,1.510204,103
"141767","2021-07-13","17:47:55",0,1.673469,99
"141768","2021-07-13","17:48:00",1,1.836735,103
"141769","2021-07-13","17:48:00",0,1.77551,103
"141770","2021-07-13","17:48:05",1,8.142857,98
"141771","2021-07-13","17:48:05",0,8.326531,99
"141772","2021-07-13","17:48:10",0,1.938776,93
"141773","2021-07-13","17:48:15",0,1.836735,97
"141774","2021-07-13","17:48:20",0,2,93
"141775","2021-07-13","17:48:20",1,0.673469,102
"141776","2021-07-13","17:48:25",1,2.22449,100
"141777","2021-07-13","17:48:25",0,1.938776,96
"141778","2021-07-13","17:48:30",1,3.040816,94
"141779","2021-07-13","17:48:30",0,3.387755,93
"141780","2021-07-13","17:48:35",1,1.714286,101
"141781","2021-07-13","17:48:35",0,1,102
"141782","2021-07-13","17:48:40",1,1.040816,100
"141783","2021-07-13","17:48:40",0,1.591837,99
"141784","2021-07-13","17:48:45",0,2.061224,98
"141785","2021-07-13","17:48:45",1,2.142857,106
"141786","2021-07-13","17:48:50",1,2.020408,104
"141787","2021-07-13","17:48:50",0,2.122449,103
"141788","2021-07-13","17:48:55",1,3.081633,101
"141789","2021-07-13","17:48:55",0,2.693878,102
"141790","2021-07-13","17:49:00",1,1.530612,101
"141791","2021-07-13","17:49:00",0,2.040816,99
"141792","2021-07-13","17:49:06",0,27.387755,99
"141793","2021-07-13","17:49:06",1,29.755102,97
"141794","2021-07-13","17:49:11",0,2.612245,94
"141795","2021-07-13","17:49:11",1,0,107
"141796","2021-07-13","17:49:26",0,2.306122,99
"141797","2021-07-13","17:49:26",1,2.285714,107
"141798","2021-07-13","17:49:32",0,2.653061,99
"141799","2021-07-13","17:49:32",1,4.102041,94
"141800","2021-07-13","17:49:37",1,2.081633,95
"141801","2021-07-13","17:49:37",0,3.265306,101
"141802","2021-07-13","17:49:42",0,3.040816,102
"141803","2021-07-13","17:49:42",1,2.979592,101
"141804","2021-07-13","17:49:47",1,3.122449,97
"141805","2021-07-13","17:49:47",0,2.897959,104
"141806","2021-07-13","17:49:52",0,3.22449,100
"141807","2021-07-13","17:49:52",1,2.591837,97
"141808","2021-07-13","17:49:57",1,15.326531,106
"141809","2021-07-13","17:49:57",0,15.163265,106
"141810","2021-07-13","17:50:02",1,13.122449,107
"141811","2021-07-13","17:50:02",0,13.081633,105
"141812","2021-07-13","17:50:07",0,3.367347,104
"141813","2021-07-13","17:50:07",1,3.285714,107
"141814","2021-07-13","17:50:12",1,4.326531,107
"141815","2021-07-13","17:50:12",0,4.265306,105
"141816","2021-07-13","17:50:17",1,3.591837,110
"141817","2021-07-13","17:50:17",0,3.55102,107
"141818","2021-07-13","17:50:22",0,3.673469,109
