"","date","time","hydrophone","value","signalpower"
"77943","2021-07-20","16:55:05",0,0.020408,94
"77944","2021-07-20","16:55:10",1,1.061224,101
"77945","2021-07-20","16:55:10",0,1.204082,95
"77946","2021-07-20","16:55:15",1,2.673469,96
"77947","2021-07-20","16:55:15",0,1.244898,103
"77948","2021-07-20","16:55:20",1,0,94
"77949","2021-07-20","16:55:20",0,0.959184,98
"77950","2021-07-20","16:55:25",1,1.367347,91
"77951","2021-07-20","16:55:25",0,1.163265,104
"77952","2021-07-20","16:55:30",0,1.306122,111
"77953","2021-07-20","16:55:30",1,1.163265,98
"77954","2021-07-20","16:55:35",0,1.183673,115
"77955","2021-07-20","16:55:35",1,0.979592,109
"77956","2021-07-20","16:55:40",1,1.367347,108
"77957","2021-07-20","16:55:40",0,1.346939,118
"77958","2021-07-20","16:55:46",1,1.632653,103
"77959","2021-07-20","16:55:46",0,1.102041,120
"77960","2021-07-20","16:55:51",0,1.510204,120
"77961","2021-07-20","16:55:51",1,1.22449,108
"77962","2021-07-20","16:55:56",0,1.22449,120
"77963","2021-07-20","16:55:56",1,1.020408,106
"77964","2021-07-20","16:56:01",0,1.306122,120
"77965","2021-07-20","16:56:01",1,1.367347,114
"77966","2021-07-20","16:56:06",0,1.44898,117
"77967","2021-07-20","16:56:06",1,1.387755,116
"77968","2021-07-20","16:56:11",0,2.102041,109
"77969","2021-07-20","16:56:11",1,2.102041,115
"77970","2021-07-20","16:56:16",0,4.285714,102
"77971","2021-07-20","16:56:16",1,3.918367,107
"77972","2021-07-20","16:56:21",0,1.326531,101
"77973","2021-07-20","16:56:21",1,1.591837,105
"77974","2021-07-20","16:56:26",0,3.510204,96
"77975","2021-07-20","16:56:26",1,2.44898,116
"77976","2021-07-20","16:56:31",0,2.142857,97
"77977","2021-07-20","16:56:31",1,2.795918,114
"77978","2021-07-20","16:56:36",1,2.877551,112
"77979","2021-07-20","16:56:36",0,2.367347,100
"77980","2021-07-20","16:56:41",1,2.265306,115
"77981","2021-07-20","16:56:46",1,2.469388,111
"77982","2021-07-20","16:56:51",0,2.836735,94
"77983","2021-07-20","16:56:51",1,2.326531,115
"77984","2021-07-20","16:56:56",1,2.734694,101
"77985","2021-07-20","16:57:01",1,2,107
"77986","2021-07-20","16:57:06",0,2.183673,100
"77987","2021-07-20","16:57:11",0,2.877551,97
"77988","2021-07-20","16:57:16",1,2.122449,113
"77989","2021-07-20","16:57:16",0,1.530612,103
"77990","2021-07-20","16:57:21",0,2.673469,98
"77991","2021-07-20","16:57:21",1,2.489796,119
"77992","2021-07-20","16:57:26",0,2.55102,96
"77993","2021-07-20","16:57:26",1,2.22449,120
"77994","2021-07-20","16:57:31",1,2.22449,120
"77995","2021-07-20","16:57:31",0,1.632653,108
"77996","2021-07-20","16:57:36",0,2.979592,109
"77997","2021-07-20","16:57:36",1,2.612245,119
"77998","2021-07-20","16:57:41",1,2.020408,114
"77999","2021-07-20","16:57:41",0,1.77551,104
"78000","2021-07-20","16:57:46",1,2.734694,114
"78001","2021-07-20","16:57:46",0,2.55102,112
"78002","2021-07-20","16:57:51",0,2.795918,109
"78003","2021-07-20","16:57:51",1,2.836735,118
"78004","2021-07-20","16:57:56",1,2.469388,116
"78005","2021-07-20","16:57:57",0,2.632653,104
"78006","2021-07-20","16:58:02",0,2.857143,110
"78007","2021-07-20","16:58:02",1,3.265306,106
"78008","2021-07-20","16:58:07",0,2.55102,108
"78009","2021-07-20","16:58:07",1,2.244898,113
"78010","2021-07-20","16:58:12",1,2.714286,118
"78011","2021-07-20","16:58:12",0,3,97
"78012","2021-07-20","16:58:17",1,2.795918,108
"78013","2021-07-20","16:58:17",0,2.591837,112
"78014","2021-07-20","16:58:23",1,56.959184,116
"78015","2021-07-20","16:58:23",0,56.918367,107
"78016","2021-07-20","16:58:28",1,2.673469,112
"78017","2021-07-20","16:58:28",0,2.55102,107
"78018","2021-07-20","16:58:33",1,2.244898,114
"78019","2021-07-20","16:58:33",0,2.408163,109
"78020","2021-07-20","16:58:39",0,54.795918,107
"78021","2021-07-20","16:58:44",0,2.183673,108
"78022","2021-07-20","16:58:49",1,2.285714,112
"78023","2021-07-20","16:58:49",0,2.285714,103
"78024","2021-07-20","16:58:54",1,2.346939,107
"78025","2021-07-20","16:58:54",0,2.204082,102
