FileName: C:\WINDOWS\DESKTOP\MARCEL~1\POS004.TXT
Local Time: Wed Aug 02 05:45:31 2000

Ship: Den C Martin Trip: August 02, 00 Tow: POS004
Comments: Nord du banc Orphelin
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
000802  084218  48  32.7200 N  63  33.9000 W   3.6        3.0*       2.3*       6.6*       0.0 
000802  084219  48  32.7200 N  63  33.9000 W   3.5        3.0        2.3        6.6        0.0 
000802  084220  48  32.7200 N  63  33.9000 W   3.5        3.0        2.3        6.6        0.0 
000802  084221  48  32.7200 N  63  33.9000 W   3.4        3.0        2.3        6.6        0.0 
000802  084222  48  32.7200 N  63  33.9000 W   3.3        3.0        2.3        6.6        0.0 
000802  084223  48  32.7200 N  63  33.9000 W   3.3        3.0        2.3        5.6*       0.0 
000802  084224  48  32.7200 N  63  33.9000 W   3.2        3.0*       2.3        5.6        0.0 
000802  084225  48  32.7200 N  63  33.9000 W   3.1        3.0        2.3        5.6        0.0 
000802  084226  48  32.7200 N  63  33.9000 W   3.0        3.0        2.3        5.6        0.0 
000802  084227  48  32.7200 N  63  33.9000 W   2.9        3.0        2.3        5.6        0.0 
000802  084228  48  32.7200 N  63  33.8900 W   2.8        3.0        2.3        7.0*       0.0 
000802  084229  48  32.7200 N  63  33.8900 W   2.8        3.0        2.3        7.0        0.0 
000802  084230  48  32.7200 N  63  33.8900 W   2.7        3.0        2.6*       7.0        0.0 
000802  084231  48  32.7200 N  63  33.8900 W   2.6        3.0        2.6        7.0        0.0 
000802  084232  48  32.7200 N  63  33.8900 W   2.5        3.0        2.6        7.0        0.0 
000802  084233  48  32.7200 N  63  33.8900 W   2.4        3.0        2.6        6.8*       0.0 
000802  084234  48  32.7200 N  63  33.8900 W   2.3        3.0        2.6        6.8        0.0 
000802  084235  48  32.7200 N  63  33.8900 W   2.2        3.0        2.6        6.8        0.0 
000802  084236  48  32.7200 N  63  33.8900 W   2.2        3.0        2.6        6.8        0.0 
000802  084237  48  32.7200 N  63  33.8900 W   2.0        3.0        2.6        6.8        0.0 
000802  084238  48  32.7200 N  63  33.8900 W   2.0        3.0        2.6        6.8        0.0 
000802  084239  48  32.7200 N  63  33.8900 W   1.9        3.0        2.6        6.8*       0.0 
000802  084240  48  32.7200 N  63  33.8900 W   1.9        3.0        2.6        6.8        0.0 
000802  084241  48  32.7200 N  63  33.8900 W   1.8        3.0        2.6        6.8        0.0 
000802  084242  48  32.7100 N  63  33.8900 W   1.8        3.0        2.6        6.8        0.0 
000802  084243  48  32.7100 N  63  33.8900 W   1.7        3.0        2.6        6.8        0.0 
000802  084244  48  32.7100 N  63  33.8900 W   1.7        3.0        2.6        6.8*       0.0 
000802  084245  48  32.7100 N  63  33.8900 W   1.6        3.0        2.6        6.8        0.0 
000802  084246  48  32.7100 N  63  33.8800 W   1.6        3.0        2.6        6.8        0.0 
000802  084247  48  32.7100 N  63  33.8800 W   1.6        3.0        2.6        6.8        0.0 
000802  084248  48  32.7100 N  63  33.8800 W   1.6        3.0        2.6        6.8        0.0 
000802  084249  48  32.7100 N  63  33.8800 W   1.5        3.0        2.6        8.3*       0.0 
000802  084250  48  32.7100 N  63  33.8800 W   1.5        3.0        2.6        8.3        0.0 
000802  084251  48  32.7100 N  63  33.8800 W   1.6        3.1*       2.6        8.3        0.0 
000802  084252  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        8.3        0.0 
000802  084253  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        8.3        0.0 
000802  084254  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        8.3        0.0 
000802  084255  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        4.4*       0.0 
000802  084256  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        4.4        0.0 
000802  084257  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        4.4        0.0 
000802  084258  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        4.4        0.0 
000802  084259  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        4.4        0.0 
000802  084300  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        5.9*       0.0 
000802  084301  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        5.9        0.0 
000802  084302  48  32.7100 N  63  33.8800 W   1.5        3.1        2.6        5.9        0.0 
000802  084303  48  32.7100 N  63  33.8700 W   1.5        3.1        2.6        5.9        0.0 
000802  084304  48  32.7100 N  63  33.8700 W   1.5        2.3*       2.6        5.9        0.0 
000802  084305  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.6*       0.0 
000802  084306  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.6        0.0 
000802  084307  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.6        0.0 
000802  084308  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.6        0.0 
000802  084309  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.6        0.0 
000802  084310  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.5*       0.0 
000802  084311  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.5        0.0 
000802  084312  48  32.7100 N  63  33.8700 W   1.6        2.3        2.6        5.5        0.0 
000802  084313  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.5        0.0 
000802  084314  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.5        0.0 
000802  084315  48  32.7100 N  63  33.8700 W   1.5        2.3        2.6        5.5        0.0 
000802  084316  48  32.7100 N  63  33.8700 W   1.6        2.3        2.6        5.9*       0.0 
000802  084317  48  32.7100 N  63  33.8700 W   1.6        2.3        2.6        5.9        0.0 
000802  084318  48  32.7100 N  63  33.8700 W   1.6        2.3        2.6        5.9        0.0 
000802  084319  48  32.7100 N  63  33.8600 W   1.6        2.3        2.6        5.9        0.0 
000802  084320  48  32.7100 N  63  33.8600 W   1.6        2.3        2.6        5.9        0.0 
000802  084321  48  32.7100 N  63  33.8600 W   1.6        2.3        2.6        5.8*       0.0 
000802  084322  48  32.7100 N  63  33.8600 W   1.6        2.3        2.2*       5.8        0.0 
000802  084323  48  32.7100 N  63  33.8600 W   1.7        2.3        2.2        5.8        0.0 
000802  084324  48  32.7100 N  63  33.8600 W   1.6        2.3        2.2        5.8        0.0 
000802  084325  48  32.7100 N  63  33.8600 W   1.7        2.3        2.2        5.8        0.0 
000802  084326  48  32.7100 N  63  33.8600 W   1.7        2.3        2.2        6.7*       0.0 
000802  084327  48  32.7100 N  63  33.8600 W   1.7        2.3        2.2        6.7        0.0 
000802  084328  48  32.7100 N  63  33.8600 W   1.7        2.3        2.2        6.7        0.0 
000802  084329  48  32.7100 N  63  33.8600 W   1.7        2.3        2.2        6.7        0.0 
000802  084330  48  32.7100 N  63  33.8600 W   1.8        3.0*       2.2        6.7        0.0 
000802  084331  48  32.7100 N  63  33.8600 W   1.8        3.0        2.2        7.0*       0.0 
000802  084332  48  32.7100 N  63  33.8600 W   1.7        3.0        2.2        7.0        0.0 
000802  084333  48  32.7100 N  63  33.8600 W   1.8        3.0        2.2        7.0        0.0 
000802  084334  48  32.7100 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084335  48  32.7100 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084336  48  32.7100 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084337  48  32.7100 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084338  48  32.7100 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084339  48  32.7000 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084340  48  32.7000 N  63  33.8500 W   1.8        3.0        2.2        7.0        0.0 
000802  084341  48  32.7000 N  63  33.8500 W   1.9        3.0        2.2        7.0        0.0 
000802  084342  48  32.7000 N  63  33.8500 W   1.9        3.0        2.2        7.0        0.0 
000802  084343  48  32.7000 N  63  33.8500 W   1.9        2.5*       2.2        7.0        0.0 
000802  084344  48  32.7000 N  63  33.8500 W   1.9        2.5        2.2        7.0        0.0 
000802  084345  48  32.7000 N  63  33.8500 W   1.9        2.5        2.2        7.0        0.0 
000802  084346  48  32.7000 N  63  33.8500 W   1.9        2.5        2.2        7.0        0.0 
000802  084347  48  32.7000 N  63  33.8500 W   1.9        2.5        2.2        7.5*       0.0 
000802  084348  48  32.7000 N  63  33.8500 W   1.9        2.5        2.2        7.5        0.0 
000802  084349  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6*       7.5        0.0 
000802  084350  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6        7.5        0.0 
000802  084351  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6        7.5        0.0 
000802  084352  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6        7.5*       0.0 
000802  084353  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6        7.5        0.0 
000802  084354  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6        7.5        0.0 
000802  084355  48  32.7000 N  63  33.8400 W   1.9        2.5        2.6        7.5        0.0 
000802  084356  48  32.7000 N  63  33.8400 W   1.9        6.5*       2.6        7.5        0.0 
000802  084357  48  32.7000 N  63  33.8400 W   1.9        6.5        2.6        7.5        0.0 
000802  084358  48  32.7000 N  63  33.8400 W   1.9        6.5        2.6        7.9*       0.0 
