FileName: C:\WINDOWS\DESKTOP\MARCEL~1\POS059.TXT
Local Time: Sun Aug 06 05:29:06 2000

Ship: Den C Martin Trip: August 06, 00 Tow: POS059
Comments: Canal des Iles
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
000806  082542  47  47.5400 N  62  26.4000 W   1.3        2.1*       4.4*       0.0       73.5*
000806  082617  47  47.5400 N  62  26.4300 W   1.6        2.1*       4.4        0.0       83.1 
000806  082618  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       82.7*
000806  082619  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       82.7 
000806  082620  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       82.7 
000806  082621  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       82.7 
000806  082622  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       82.7 
000806  082623  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       82.7 
000806  082624  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0      110.8*
000806  082625  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0      110.8 
000806  082626  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0      110.8 
000806  082627  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0      110.8 
000806  082628  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0      110.8 
000806  082629  47  47.5400 N  62  26.4300 W   1.6        2.1        4.4        0.0       55.9*
000806  082630  47  47.5400 N  62  26.4300 W   1.6        2.2*       4.4        0.0       55.9 
000806  082631  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       55.9 
000806  082632  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       55.9 
000806  082633  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       55.9 
000806  082634  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       55.9 
000806  082635  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       83.1*
000806  082636  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       83.1 
000806  082637  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       83.1 
000806  082638  47  47.5400 N  62  26.4400 W   1.7        2.2        4.4        0.0       83.1 
000806  082639  47  47.5400 N  62  26.4400 W   1.7        2.2        4.4        0.0       83.1 
000806  082640  47  47.5400 N  62  26.4400 W   1.6        2.2        4.4        0.0       82.7*
000806  082641  47  47.5400 N  62  26.4400 W   1.7        2.2        4.4        0.0       82.7 
000806  082642  47  47.5400 N  62  26.4400 W   1.7        2.2        4.4        0.0       82.7 
000806  082643  47  47.5400 N  62  26.4400 W   1.7        2.2*       4.4        0.0       82.7 
000806  082644  47  47.5400 N  62  26.4400 W   1.7        2.2        4.4        0.0       82.7 
000806  082645  47  47.5400 N  62  26.4500 W   1.7        2.2        4.4        0.0       83.6*
000806  082646  47  47.5400 N  62  26.4500 W   1.7        2.2        4.4        0.0       83.6 
000806  082647  47  47.5400 N  62  26.4500 W   1.7        2.2        4.4        0.0       83.6 
000806  082648  47  47.5400 N  62  26.4500 W   1.7        2.2        4.4        0.0       83.6 
000806  082649  47  47.5400 N  62  26.4500 W   1.7        2.2        4.4        0.0       83.6 
000806  082650  47  47.5400 N  62  26.4500 W   1.7        2.2        4.4        0.0       83.6 
000806  082651  47  47.5400 N  62  26.4500 W   1.8        2.2        4.4        0.0       84.0*
000806  082652  47  47.5400 N  62  26.4500 W   1.8        2.2        4.4        0.0       84.0 
000806  082653  47  47.5400 N  62  26.4500 W   1.8        2.2        4.4        0.0       84.0 
000806  082654  47  47.5400 N  62  26.4500 W   1.8        2.2        4.4        0.0       84.0 
000806  082655  47  47.5400 N  62  26.4500 W   1.8        2.2        4.4        0.0       84.0 
000806  082656  47  47.5400 N  62  26.4500 W   1.8        2.3*       4.4        0.0       84.9*
000806  082657  47  47.5400 N  62  26.4500 W   1.8        2.3        4.4        0.0       84.9 
000806  082658  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       84.9 
000806  082659  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       84.9 
000806  082700  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       84.9 
000806  082701  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       84.9 
000806  082702  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       83.6*
000806  082703  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       83.6 
000806  082704  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       83.6 
000806  082705  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       83.6 
000806  082706  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       83.6 
000806  082707  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       84.0*
000806  082708  47  47.5400 N  62  26.4600 W   1.8        2.3        4.4        0.0       84.0 
000806  082709  47  47.5400 N  62  26.4600 W   1.8        2.1*       4.4        0.0       84.0 
000806  082710  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       84.0 
000806  082711  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       84.0 
000806  082712  47  47.5400 N  62  26.4700 W   1.9        2.1        4.4        0.0       84.5*
000806  082713  47  47.5400 N  62  26.4700 W   1.9        2.1        4.4        0.0       84.5 
000806  082714  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       84.5 
000806  082715  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       84.5 
000806  082716  47  47.5400 N  62  26.4700 W   1.9        2.1        4.4        0.0       84.5 
000806  082717  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       84.5 
000806  082718  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       83.6*
000806  082719  47  47.5400 N  62  26.4700 W   1.9        2.1        4.4        0.0       83.6 
000806  082720  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       83.6 
000806  082721  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       83.6 
000806  082722  47  47.5400 N  62  26.4700 W   1.8        2.1        4.4        0.0       83.6 
000806  082723  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       84.5*
000806  082724  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       84.5 
000806  082725  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       84.5 
000806  082726  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       84.5 
000806  082727  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       84.5 
000806  082728  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       84.5 
000806  082729  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       82.7*
000806  082730  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       82.7 
000806  082731  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       82.7 
000806  082732  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       82.7 
000806  082733  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       82.7 
000806  082734  47  47.5400 N  62  26.4800 W   1.8        2.1*       4.4        0.0       83.1*
000806  082735  47  47.5400 N  62  26.4800 W   1.8        2.1        4.4        0.0       83.1 
000806  082736  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.1 
000806  082737  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.1 
000806  082738  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.1 
000806  082739  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.1 
000806  082740  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.6*
000806  082741  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.6 
000806  082742  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.6 
000806  082743  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.6 
000806  082744  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       83.6 
000806  082745  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       84.0*
000806  082746  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       84.0 
000806  082747  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       84.0 
000806  082748  47  47.5400 N  62  26.4900 W   1.8        2.1        4.4        0.0       84.0 
000806  082749  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.0 
000806  082750  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.5*
000806  082751  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.5 
000806  082752  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.5 
000806  082753  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.5 
000806  082754  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.5 
000806  082755  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.5 
000806  082756  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.0*
000806  082757  47  47.5400 N  62  26.5000 W   1.7        2.1        4.4        0.0       84.0 
000806  082758  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.0 
000806  082759  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.0 
000806  082800  47  47.5400 N  62  26.5000 W   1.8        2.1        4.4        0.0       84.0 
000806  082801  47  47.5400 N  62  26.5000 W   1.7        2.1        4.4        0.0       82.3*
000806  082802  47  47.5400 N  62  26.5100 W   1.8        2.1        4.4        0.0       82.3 
000806  082803  47  47.5400 N  62  26.5100 W   1.8        2.1        4.4        0.0       82.3 
000806  082804  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       82.3 
000806  082805  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       82.3 
000806  082806  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       82.3 
000806  082807  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.9*
000806  082808  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.9 
000806  082809  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.9 
000806  082810  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.9 
000806  082811  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.9 
000806  082812  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.0*
000806  082813  47  47.5400 N  62  26.5100 W   1.7        2.1*       4.4        0.0       84.0 
000806  082814  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.0 
000806  082815  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.0 
000806  082816  47  47.5400 N  62  26.5100 W   1.7        2.1        4.4        0.0       84.0 
000806  082817  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082818  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0*
000806  082819  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082820  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082821  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082822  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082823  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0*
000806  082824  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082825  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082826  47  47.5400 N  62  26.5200 W   1.7        2.1*       4.4        0.0       84.0 
000806  082827  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.0 
000806  082828  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.5*
000806  082829  47  47.5400 N  62  26.5200 W   1.7        2.1        4.4        0.0       84.5 
000806  082830  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.5 
000806  082831  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.5 
000806  082832  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.5 
000806  082833  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.5 
000806  082834  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.0*
000806  082835  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.0 
000806  082836  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.0 
000806  082837  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.0 
000806  082838  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0       84.0 
000806  082839  47  47.5400 N  62  26.5300 W   1.7        2.1*       4.4        0.0      111.3*
000806  082840  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0      111.3 
000806  082841  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0      111.3 
000806  082842  47  47.5400 N  62  26.5300 W   1.7        2.1        4.4        0.0      111.3 
000806  082843  47  47.5400 N  62  26.5400 W   1.7        2.1        4.4        0.0      111.3 
000806  082844  47  47.5400 N  62  26.5400 W   1.7        2.1        4.4        0.0      111.3 
000806  082845  47  47.5400 N  62  26.5400 W   1.8        2.1        4.4*       0.0       56.7*
000806  082846  47  47.5400 N  62  26.5400 W   1.8        2.1        4.4        0.0       56.7 
000806  082847  47  47.5400 N  62  26.5400 W   1.7        2.1        4.4        0.0       56.7 
000806  082848  47  47.5400 N  62  26.5400 W   1.7        2.1        4.4        0.0       56.7 
000806  082849  47  47.5400 N  62  26.5400 W   1.8        2.1        4.4        0.0       56.7 
000806  082850  47  47.5400 N  62  26.5400 W   1.8        2.1        4.4        0.0       84.0*
000806  082851  47  47.5400 N  62  26.5400 W   1.7        2.1        4.4        0.0       84.0 
000806  082852  47  47.5400 N  62  26.5400 W   1.8        2.1        4.4        0.0       84.0 
000806  082853  47  47.5400 N  62  26.5400 W   1.8       13.0*       4.4        0.0       84.0 
000806  082854  47  47.5400 N  62  26.5400 W   1.8       13.0        4.4        0.0       84.0 
000806  082855  47  47.5400 N  62  26.5400 W   1.8       13.0        4.4        0.0       84.5*
000806  082856  47  47.5400 N  62  26.5400 W   1.8       13.0        4.4        0.0       84.5 
000806  082857  47  47.5400 N  62  26.5500 W   1.8       13.0        4.4        0.0       84.5 
000806  082858  47  47.5400 N  62  26.5500 W   1.8       13.0        4.4        0.0       84.5 
000806  082859  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.5 
000806  082900  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.5 
000806  082901  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.0*
000806  082902  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.0 
000806  082903  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.0 
000806  082904  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.0 
000806  082905  47  47.5400 N  62  26.5500 W   1.7       13.0        4.4        0.0       84.0 
000806  082906  47  47.5400 N  62  26.5500 W   1.7        2.1*       4.4        0.0       84.0*
000806  082907  47  47.5400 N  62  26.5500 W   1.7        2.1        4.4        0.0       84.0 
000806  082908  47  47.5400 N  62  26.5500 W   1.7        2.1        4.4        0.0       84.0 
000806  082909  47  47.5400 N  62  26.5500 W   1.6        2.1        4.4        0.0       84.0 
000806  082910  47  47.5400 N  62  26.5500 W   1.7        2.1        4.4        0.0       84.0 
000806  082911  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       84.0 
000806  082912  47  47.5400 N  62  26.5600 W   1.6        2.1        4.4        0.0       84.5*
000806  082913  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       84.5 
000806  082914  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       84.5 
000806  082915  47  47.5400 N  62  26.5600 W   1.6        2.1        4.4        0.0       84.5 
000806  082916  47  47.5400 N  62  26.5600 W   1.6        2.1        4.4        0.0       84.5 
000806  082917  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       83.6*
000806  082918  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       83.6 
000806  082919  47  47.5400 N  62  26.5600 W   1.7        2.1*       4.4        0.0       83.6 
000806  082920  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       83.6 
000806  082921  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       83.6 
000806  082922  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       83.6 
000806  082923  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       84.5*
000806  082924  47  47.5400 N  62  26.5600 W   1.7        2.1        4.4        0.0       84.5 
000806  082925  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.5 
000806  082926  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.5 
000806  082927  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.5 
000806  082928  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0*
000806  082929  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082930  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082931  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082932  47  47.5400 N  62  26.5700 W   1.7        2.1*       4.4        0.0       84.0 
000806  082933  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0*
000806  082934  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082935  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082936  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082937  47  47.5400 N  62  26.5700 W   1.7        2.1        4.4        0.0       84.0 
000806  082938  47  47.5400 N  62  26.5800 W   1.8        2.1        4.4        0.0       84.0 
000806  082939  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0*
000806  082940  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082941  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082942  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082943  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082944  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0*
000806  082945  47  47.5400 N  62  26.5800 W   1.7        2.1*       4.4        0.0       84.0 
000806  082946  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082947  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082948  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082949  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       84.0 
000806  082950  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       85.3*
000806  082951  47  47.5400 N  62  26.5800 W   1.7        2.1        4.4        0.0       85.3 
000806  082952  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       85.3 
000806  082953  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       85.3 
000806  082954  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       85.3 
000806  082955  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.0*
000806  082956  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.0 
000806  082957  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.0 
000806  082958  47  47.5400 N  62  26.5900 W   1.7        2.1*       4.4        0.0       84.0 
000806  082959  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.0 
000806  083000  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.0 
000806  083001  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.5*
000806  083002  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.5 
000806  083003  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.5 
000806  083004  47  47.5400 N  62  26.5900 W   1.7        2.1        4.4        0.0       84.5 
000806  083005  47  47.5400 N  62  26.6000 W   1.7        2.1        4.4        0.0       84.5 
000806  083006  47  47.5400 N  62  26.6000 W   1.7        2.1        4.4        0.0       83.6*
000806  083007  47  47.5400 N  62  26.6000 W   1.7        2.1        4.4        0.0       83.6 
000806  083008  47  47.5400 N  62  26.6000 W   1.8        2.1        4.4        0.0       83.6 
000806  083009  47  47.5400 N  62  26.6000 W   1.7        2.1        4.4        0.0       83.6 
000806  083010  47  47.5400 N  62  26.6000 W   1.7        2.1        4.4        0.0       83.6 
000806  083011  47  47.5400 N  62  26.6000 W   1.8        2.1*       4.4        0.0       85.3*
000806  083012  47  47.5400 N  62  26.6000 W   1.7        2.1        4.4        0.0       85.3 
000806  083013  47  47.5400 N  62  26.6000 W   1.8        2.1        4.4        0.0       85.3 
000806  083014  47  47.5400 N  62  26.6000 W   1.8        2.1        4.4        0.0       85.3 
000806  083015  47  47.5400 N  62  26.6000 W   1.8        2.1        4.4        0.0       85.3 
000806  083016  47  47.5400 N  62  26.6000 W   1.8        2.1        4.4        0.0       85.3 
000806  083017  47  47.5400 N  62  26.6000 W   1.8        2.1        4.4        0.0       83.6*
000806  083018  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       83.6 
000806  083019  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       83.6 
000806  083020  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       83.6 
000806  083021  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       83.6 
000806  083022  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.0*
000806  083023  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.0 
000806  083024  47  47.5400 N  62  26.6100 W   1.8        2.1*       4.4        0.0       84.0 
000806  083025  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.0 
000806  083026  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.0 
000806  083027  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.0 
000806  083028  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.9*
000806  083029  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.9 
000806  083030  47  47.5400 N  62  26.6100 W   1.8        2.1        4.4        0.0       84.9 
000806  083031  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083032  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083033  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       85.3*
000806  083034  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       85.3 
000806  083035  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       85.3 
000806  083036  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       85.3 
000806  083037  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       85.3 
000806  083038  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9*
000806  083039  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083040  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083041  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083042  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083043  47  47.5400 N  62  26.6200 W   1.8        2.1        4.4        0.0       84.9 
000806  083044  47  47.5400 N  62  26.6300 W   1.8        2.1        4.4        0.0      110.0*
