FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP167.TXT
Local Time: Sat Jul 27 20:39:48 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP167
Comments: L'ETOILE ZONE 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020727  230952  47  33.0320 N  63  16.5610 W   0.4        3.8        2.3*       9.2*
020727  234257  47  29.2870 N  63  18.0470 W   2.0        5.2        2.9       55.0 
020727  234257  47  29.2870 N  63  18.0470 W   2.0        5.2        2.9       55.0 
020727  234257  47  29.2870 N  63  18.0470 W   2.0        5.2        2.9       55.0 
020727  234259  47  29.2860 N  63  18.0460 W   1.8        5.2        2.9       55.0 
020727  234259  47  29.2860 N  63  18.0460 W   1.8        5.2        2.9       55.0 
020727  234259  47  29.2860 N  63  18.0460 W   1.8        5.2        2.9       55.0 
020727  234259  47  29.2860 N  63  18.0460 W   1.8        5.2        2.9       62.9*
020727  234259  47  29.2860 N  63  18.0460 W   1.8        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234301  47  29.2860 N  63  18.0440 W   1.9        5.2        2.9       62.9 
020727  234303  47  29.2860 N  63  18.0430 W   1.6        5.2        2.9       62.9 
020727  234303  47  29.2860 N  63  18.0430 W   1.6        5.2        2.9       62.9 
020727  234303  47  29.2860 N  63  18.0430 W   1.6        5.2        2.9       62.9 
020727  234303  47  29.2860 N  63  18.0430 W   1.6        5.2        2.9       62.9 
020727  234303  47  29.2860 N  63  18.0430 W   1.6        5.2        2.9       62.9 
020727  234305  47  29.2850 N  63  18.0420 W   1.7        5.2        2.9       62.9 
020727  234305  47  29.2850 N  63  18.0420 W   1.7        5.2        2.9       62.9 
020727  234305  47  29.2850 N  63  18.0420 W   1.7        5.2        2.9       62.9 
020727  234305  47  29.2850 N  63  18.0420 W   1.7        5.2        2.9       62.5*
020727  234305  47  29.2850 N  63  18.0420 W   1.7        5.2        2.9       62.5 
020727  234305  47  29.2850 N  63  18.0420 W   1.7        5.2        2.9       62.5 
020727  234307  47  29.2850 N  63  18.0400 W   1.8        5.2        2.9       62.5 
020727  234307  47  29.2850 N  63  18.0400 W   1.8        5.2        2.9       62.5 
020727  234307  47  29.2850 N  63  18.0400 W   1.8        5.2        2.9       62.5 
020727  234307  47  29.2850 N  63  18.0400 W   1.8        5.2        2.9       62.5 
020727  234307  47  29.2850 N  63  18.0400 W   1.8        5.2        2.9       62.5 
020727  234309  47  29.2850 N  63  18.0390 W   1.4        5.2        2.9       62.5 
020727  234309  47  29.2850 N  63  18.0390 W   1.4        5.2        2.9       62.5 
020727  234309  47  29.2850 N  63  18.0390 W   1.4        5.2        2.9       62.5 
020727  234309  47  29.2850 N  63  18.0390 W   1.4        5.2        2.9       62.5 
020727  234309  47  29.2850 N  63  18.0390 W   1.4        5.2        2.9       62.5 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       62.5 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       62.5 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       62.5 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       63.3*
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       63.3 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       63.3 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       63.3 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       63.3 
020727  234311  47  29.2850 N  63  18.0380 W   1.7        5.2        2.9       63.3 
020727  234313  47  29.2840 N  63  18.0360 W   1.6        3.6*       2.9       63.3 
020727  234313  47  29.2840 N  63  18.0360 W   1.6        3.6        2.9       63.3 
020727  234313  47  29.2840 N  63  18.0360 W   1.6        3.6        2.9       63.3 
020727  234313  47  29.2840 N  63  18.0360 W   1.6        3.6        2.9       63.3 
020727  234313  47  29.2840 N  63  18.0360 W   1.6        3.6        2.9       63.3 
020727  234315  47  29.2840 N  63  18.0350 W   1.6        3.6        2.9       63.3 
020727  234315  47  29.2840 N  63  18.0350 W   1.6        3.6        2.9       63.3 
020727  234315  47  29.2840 N  63  18.0350 W   1.6        3.6        2.9       63.3 
020727  234315  47  29.2840 N  63  18.0350 W   1.6        3.6        2.9       63.3 
020727  234315  47  29.2840 N  63  18.0350 W   1.6        3.6        2.9       66.4*
020727  234315  47  29.2840 N  63  18.0350 W   1.6        3.6        2.9       66.4 
020727  234317  47  29.2840 N  63  18.0340 W   1.5        3.6        2.9       66.4 
020727  234317  47  29.2840 N  63  18.0340 W   1.5        3.6        2.9       66.4 
020727  234317  47  29.2840 N  63  18.0340 W   1.5        3.6        2.9       66.4 
020727  234317  47  29.2840 N  63  18.0340 W   1.5        3.6        2.9       66.4 
020727  234317  47  29.2840 N  63  18.0340 W   1.5        3.6        2.9       66.4 
020727  234319  47  29.2840 N  63  18.0330 W   1.6        3.6        2.8*      66.4 
020727  234319  47  29.2840 N  63  18.0330 W   1.6        3.6        2.8       66.4 
020727  234319  47  29.2840 N  63  18.0330 W   1.6        3.6        2.8       66.4 
020727  234319  47  29.2840 N  63  18.0330 W   1.6        3.6        2.8       66.4 
020727  234319  47  29.2840 N  63  18.0330 W   1.6        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       66.4 
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       70.8*
020727  234321  47  29.2830 N  63  18.0310 W   1.5        3.6        2.8       70.8 
020727  234323  47  29.2830 N  63  18.0300 W   1.5        3.6        2.8       70.8 
020727  234323  47  29.2830 N  63  18.0300 W   1.5        3.6        2.8       70.8 
020727  234323  47  29.2830 N  63  18.0300 W   1.5        3.6        2.8       70.8 
020727  234323  47  29.2830 N  63  18.0300 W   1.5        3.6        2.8       70.8 
020727  234323  47  29.2830 N  63  18.0300 W   1.5        3.6        2.8       70.8 
020727  234325  47  29.2830 N  63  18.0290 W   1.7        3.6        2.8       70.8 
020727  234325  47  29.2830 N  63  18.0290 W   1.7        3.6        2.8       70.8 
020727  234325  47  29.2830 N  63  18.0290 W   1.7        3.6        2.8       70.8 
020727  234325  47  29.2830 N  63  18.0290 W   1.7        5.0*       2.8       70.8 
020727  234325  47  29.2830 N  63  18.0290 W   1.7        5.0        2.8       70.8 
020727  234325  47  29.2830 N  63  18.0290 W   1.7        5.0        2.8       70.8 
020727  234327  47  29.2830 N  63  18.0280 W   1.5        5.0        2.8       70.8 
020727  234327  47  29.2830 N  63  18.0280 W   1.5        5.0        2.8       70.8 
020727  234327  47  29.2830 N  63  18.0280 W   1.5        5.0        2.8       70.8 
020727  234327  47  29.2830 N  63  18.0280 W   1.5        5.0        2.8       73.9*
020727  234327  47  29.2830 N  63  18.0280 W   1.5        5.0        2.8       73.9 
020727  234329  47  29.2830 N  63  18.0270 W   1.3        5.0        2.8       73.9 
020727  234329  47  29.2830 N  63  18.0270 W   1.3        5.0        2.8       73.9 
020727  234329  47  29.2830 N  63  18.0270 W   1.3        5.0        2.8       73.9 
020727  234329  47  29.2830 N  63  18.0270 W   1.3        5.0        2.8       73.9 
020727  234329  47  29.2830 N  63  18.0270 W   1.3        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8*      73.9 
020727  234331  47  29.2820 N  63  18.0250 W   1.6        5.0        2.8       73.9 
020727  234333  47  29.2820 N  63  18.0240 W   1.4        5.0        2.8       73.9 
020727  234333  47  29.2820 N  63  18.0240 W   1.4        5.0        2.8       73.9 
020727  234333  47  29.2820 N  63  18.0240 W   1.4        5.0        2.8      142.5*
020727  234333  47  29.2820 N  63  18.0240 W   1.4        5.0        2.8      142.5 
020727  234333  47  29.2820 N  63  18.0240 W   1.4        5.0        2.8      142.5 
020727  234335  47  29.2820 N  63  18.0230 W   1.4        5.0        2.8      142.5 
020727  234335  47  29.2820 N  63  18.0230 W   1.4        5.0        2.8      142.5 
020727  234335  47  29.2820 N  63  18.0230 W   1.4        5.0        2.8      142.5 
020727  234335  47  29.2820 N  63  18.0230 W   1.4        5.0        2.8      142.5 
020727  234335  47  29.2820 N  63  18.0230 W   1.4        5.0        2.8      142.5 
020727  234335  47  29.2820 N  63  18.0230 W   1.4        5.0        2.8      142.5 
020727  234337  47  29.2820 N  63  18.0220 W   1.6        5.0        2.8      142.5 
020727  234337  47  29.2820 N  63  18.0220 W   1.6        5.0        2.8      142.5 
020727  234337  47  29.2820 N  63  18.0220 W   1.6        5.0        2.8      142.5 
020727  234337  47  29.2820 N  63  18.0220 W   1.6        5.0        2.8      142.5 
020727  234337  47  29.2820 N  63  18.0220 W   1.6        5.0        2.8        7.0*
020727  234339  47  29.2820 N  63  18.0210 W   1.4        5.0        2.8        7.0 
020727  234339  47  29.2820 N  63  18.0210 W   1.4        5.0        2.8        7.0 
020727  234339  47  29.2820 N  63  18.0210 W   1.4        4.8*       2.8        7.0 
020727  234339  47  29.2820 N  63  18.0210 W   1.4        4.8        2.8        7.0 
020727  234339  47  29.2820 N  63  18.0210 W   1.4        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234341  47  29.2810 N  63  18.0200 W   1.3        4.8        2.8        7.0 
020727  234343  47  29.2810 N  63  18.0190 W   1.4        4.8        2.8        7.0 
020727  234343  47  29.2810 N  63  18.0190 W   1.4        4.8        2.8        7.0 
020727  234343  47  29.2810 N  63  18.0190 W   1.4        4.8        2.8        7.0 
020727  234343  47  29.2810 N  63  18.0190 W   1.4        4.8        2.8       79.6*
020727  234343  47  29.2810 N  63  18.0190 W   1.4        4.8        2.8       79.6 
020727  234345  47  29.2810 N  63  18.0170 W   1.3        4.8        2.8       79.6 
020727  234345  47  29.2810 N  63  18.0170 W   1.3        4.8        2.8       79.6 
020727  234345  47  29.2810 N  63  18.0170 W   1.3        4.8        2.5*      79.6 
020727  234345  47  29.2810 N  63  18.0170 W   1.3        4.8        2.5       79.6 
020727  234345  47  29.2810 N  63  18.0170 W   1.3        4.8        2.5       79.6 
020727  234345  47  29.2810 N  63  18.0170 W   1.3        4.8        2.5       79.6 
020727  234347  47  29.2810 N  63  18.0160 W   1.5        4.8        2.5       79.6 
020727  234347  47  29.2810 N  63  18.0160 W   1.5        4.8        2.5       79.6 
020727  234347  47  29.2810 N  63  18.0160 W   1.5        4.8        2.5       79.6 
020727  234347  47  29.2810 N  63  18.0160 W   1.5        4.8        2.5       79.6 
020727  234347  47  29.2810 N  63  18.0160 W   1.5        4.8        2.5       79.6 
020727  234349  47  29.2810 N  63  18.0150 W   1.3        4.8        2.5       79.6 
020727  234349  47  29.2810 N  63  18.0150 W   1.3        4.8        2.5       79.6 
020727  234349  47  29.2810 N  63  18.0150 W   1.3        4.8        2.5       79.2*
020727  234349  47  29.2810 N  63  18.0150 W   1.3        4.8        2.5       79.2 
020727  234349  47  29.2810 N  63  18.0150 W   1.3        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.8        2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.3*       2.5       79.2 
020727  234351  47  29.2810 N  63  18.0140 W   1.5        4.3        2.5       79.2 
020727  234353  47  29.2800 N  63  18.0130 W   1.1        4.3        2.5       79.2 
020727  234353  47  29.2800 N  63  18.0130 W   1.1        4.3        2.5       79.2 
020727  234353  47  29.2800 N  63  18.0130 W   1.1        4.3        2.5       79.2 
020727  234353  47  29.2800 N  63  18.0130 W   1.1        4.3        2.5       79.2 
020727  234353  47  29.2800 N  63  18.0130 W   1.1        4.3        2.5       79.2 
020727  234355  47  29.2800 N  63  18.0120 W   1.7        4.3        2.5       79.2 
020727  234355  47  29.2800 N  63  18.0120 W   1.7        4.3        2.5       79.2 
020727  234355  47  29.2800 N  63  18.0120 W   1.7        4.3        2.5       81.8*
020727  234355  47  29.2800 N  63  18.0120 W   1.7        4.3        2.5       81.8 
020727  234355  47  29.2800 N  63  18.0120 W   1.7        4.3        2.5       81.8 
020727  234355  47  29.2800 N  63  18.0120 W   1.7        4.3        2.5       81.8 
020727  234357  47  29.2800 N  63  18.0110 W   1.2        4.3        2.5       81.8 
020727  234357  47  29.2800 N  63  18.0110 W   1.2        4.3        2.5       81.8 
020727  234357  47  29.2800 N  63  18.0110 W   1.2        4.3        2.5       81.8 
020727  234357  47  29.2800 N  63  18.0110 W   1.2        4.3        2.5       81.8 
020727  234357  47  29.2800 N  63  18.0110 W   1.2        4.3        2.5       81.8 
020727  234359  47  29.2800 N  63  18.0100 W   1.6        4.3        2.5       81.8 
020727  234359  47  29.2800 N  63  18.0100 W   1.6        4.3        2.5       81.8 
020727  234359  47  29.2800 N  63  18.0100 W   1.6        4.3        2.5       81.8 
020727  234359  47  29.2800 N  63  18.0100 W   1.6        4.3        2.5       79.6*
020727  234359  47  29.2800 N  63  18.0100 W   1.6        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234401  47  29.2800 N  63  18.0080 W   1.5        4.3        2.5       79.6 
020727  234403  47  29.2800 N  63  18.0070 W   1.5        4.3        2.5       79.6 
020727  234403  47  29.2800 N  63  18.0070 W   1.5        4.3        2.5       79.6 
020727  234403  47  29.2800 N  63  18.0070 W   1.5        4.3        2.5       79.6 
020727  234403  47  29.2800 N  63  18.0070 W   1.5        4.3        2.5       79.6 
020727  234403  47  29.2800 N  63  18.0070 W   1.5        4.3        2.5       79.6 
020727  234405  47  29.2790 N  63  18.0060 W   1.6        4.3        2.5       79.6 
020727  234405  47  29.2790 N  63  18.0060 W   1.6        4.3        2.5       79.6 
020727  234405  47  29.2790 N  63  18.0060 W   1.6        4.3        2.5       79.6 
020727  234405  47  29.2790 N  63  18.0060 W   1.6        4.3        2.5       81.4*
020727  234405  47  29.2790 N  63  18.0060 W   1.6        4.3        2.5       81.4 
020727  234405  47  29.2790 N  63  18.0060 W   1.6        4.3        2.5       81.4 
020727  234407  47  29.2790 N  63  18.0050 W   1.4        4.3        2.5       81.4 
020727  234407  47  29.2790 N  63  18.0050 W   1.4        4.3        2.5       81.4 
020727  234407  47  29.2790 N  63  18.0050 W   1.4        4.3        2.5       81.4 
020727  234407  47  29.2790 N  63  18.0050 W   1.4        4.3        2.5       81.4 
020727  234407  47  29.2790 N  63  18.0050 W   1.4        4.3        2.5       81.4 
020727  234409  47  29.2790 N  63  18.0030 W   1.8        4.3        2.5       81.4 
020727  234409  47  29.2790 N  63  18.0030 W   1.8        4.3        2.5       81.4 
020727  234409  47  29.2790 N  63  18.0030 W   1.8        4.3        2.5       81.4 
020727  234409  47  29.2790 N  63  18.0030 W   1.8        4.3        2.5       81.4 
020727  234409  47  29.2790 N  63  18.0030 W   1.8        4.3        2.5       81.4 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       81.4 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       81.4 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       81.4 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       79.6*
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       79.6 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       79.6 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       79.6 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       79.6 
020727  234411  47  29.2790 N  63  18.0020 W   1.6        4.3        2.5       79.6 
020727  234413  47  29.2780 N  63  18.0010 W   1.7        4.3        2.5       79.6 
020727  234413  47  29.2780 N  63  18.0010 W   1.7        4.3        2.5       79.6 
020727  234413  47  29.2780 N  63  18.0010 W   1.7        4.3        2.5       79.6 
020727  234413  47  29.2780 N  63  18.0010 W   1.7        4.3        2.5       79.6 
020727  234413  47  29.2780 N  63  18.0010 W   1.7        4.3        2.5       79.6 
020727  234415  47  29.2780 N  63  17.9990 W   1.6        4.3        2.5       79.6 
020727  234415  47  29.2780 N  63  17.9990 W   1.6        4.3        2.5       79.6 
020727  234415  47  29.2780 N  63  17.9990 W   1.6        4.3        2.5       79.6 
020727  234415  47  29.2780 N  63  17.9990 W   1.6        4.3        2.5       79.6 
020727  234415  47  29.2780 N  63  17.9990 W   1.6        4.3        2.5       80.1*
020727  234415  47  29.2780 N  63  17.9990 W   1.6        4.3        2.5       80.1 
020727  234417  47  29.2780 N  63  17.9980 W   1.8        4.3        2.5       80.1 
020727  234417  47  29.2780 N  63  17.9980 W   1.8        4.3        2.5       80.1 
020727  234417  47  29.2780 N  63  17.9980 W   1.8        4.3        2.5       80.1 
020727  234417  47  29.2780 N  63  17.9980 W   1.8        4.3        2.5       80.1 
020727  234417  47  29.2780 N  63  17.9980 W   1.8        4.3        2.5       80.1 
020727  234419  47  29.2780 N  63  17.9970 W   1.8        4.3        2.5       80.1 
020727  234419  47  29.2780 N  63  17.9970 W   1.8        4.3        2.5       80.1 
020727  234419  47  29.2780 N  63  17.9970 W   1.8        4.3        2.5       80.1 
020727  234419  47  29.2780 N  63  17.9970 W   1.8        4.3        2.5       80.1 
020727  234419  47  29.2780 N  63  17.9970 W   1.8        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       80.1 
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       83.1*
020727  234421  47  29.2780 N  63  17.9950 W   1.5        4.3        2.5       83.1 
020727  234423  47  29.2770 N  63  17.9940 W   1.6        4.3        2.5       83.1 
020727  234423  47  29.2770 N  63  17.9940 W   1.6        4.3        2.5       83.1 
020727  234423  47  29.2770 N  63  17.9940 W   1.6        4.3        2.5       83.1 
020727  234423  47  29.2770 N  63  17.9940 W   1.6        4.3        2.5       83.1 
020727  234423  47  29.2770 N  63  17.9940 W   1.6        4.3        2.5       83.1 
020727  234425  47  29.2770 N  63  17.9930 W   1.8        4.3        2.5       83.1 
020727  234425  47  29.2770 N  63  17.9930 W   1.8        4.3        2.5       83.1 
020727  234425  47  29.2770 N  63  17.9930 W   1.8        4.3        2.5       83.1 
020727  234425  47  29.2770 N  63  17.9930 W   1.8        4.3        2.5       83.1 
020727  234425  47  29.2770 N  63  17.9930 W   1.8        4.3        2.5       83.1 
020727  234425  47  29.2770 N  63  17.9930 W   1.8        4.3        2.5       83.1 
020727  234427  47  29.2770 N  63  17.9910 W   1.6        4.3        2.5       83.1 
020727  234427  47  29.2770 N  63  17.9910 W   1.6        4.3        2.5       83.1 
020727  234427  47  29.2770 N  63  17.9910 W   1.6        4.3        2.5       83.1 
020727  234427  47  29.2770 N  63  17.9910 W   1.6        4.3        2.5       79.6*
020727  234427  47  29.2770 N  63  17.9910 W   1.6        4.3        2.5       79.6 
020727  234429  47  29.2770 N  63  17.9900 W   1.8        4.3        2.5       79.6 
020727  234429  47  29.2770 N  63  17.9900 W   1.8        4.3        2.5       79.6 
020727  234429  47  29.2770 N  63  17.9900 W   1.8        4.3        2.5       79.6 
020727  234429  47  29.2770 N  63  17.9900 W   1.8        4.3        2.5       79.6 
020727  234429  47  29.2770 N  63  17.9900 W   1.8        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234431  47  29.2760 N  63  17.9890 W   1.6        4.3        2.5       79.6 
020727  234433  47  29.2760 N  63  17.9870 W   1.8        4.3        2.5       79.6 
020727  234433  47  29.2760 N  63  17.9870 W   1.8        4.3        2.5       79.6 
020727  234433  47  29.2760 N  63  17.9870 W   1.8        4.3        2.5       81.8*
020727  234433  47  29.2760 N  63  17.9870 W   1.8        4.3        2.5       81.8 
020727  234433  47  29.2760 N  63  17.9870 W   1.8        4.3        2.5       81.8 
020727  234435  47  29.2760 N  63  17.9860 W   1.7        4.3        2.5       81.8 
020727  234435  47  29.2760 N  63  17.9860 W   1.7        4.3        2.5       81.8 
020727  234435  47  29.2760 N  63  17.9860 W   1.7        4.3        2.5       81.8 
020727  234435  47  29.2760 N  63  17.9860 W   1.7        4.3        2.5       81.8 
020727  234435  47  29.2760 N  63  17.9860 W   1.7        4.3        2.5       81.8 
020727  234435  47  29.2760 N  63  17.9860 W   1.7        4.3        2.5       81.8 
020727  234437  47  29.2760 N  63  17.9850 W   1.8        4.3        2.5       81.8 
020727  234437  47  29.2760 N  63  17.9850 W   1.8        4.3        2.5       81.8 
020727  234437  47  29.2760 N  63  17.9850 W   1.8        4.3        2.5       81.8 
020727  234437  47  29.2760 N  63  17.9850 W   1.8        4.3        2.5       81.8 
020727  234437  47  29.2760 N  63  17.9850 W   1.8        4.3        2.5       81.8 
020727  234439  47  29.2750 N  63  17.9830 W   1.7        4.3        2.5       82.3*
020727  234439  47  29.2750 N  63  17.9830 W   1.7        4.3        2.5       82.3 
020727  234439  47  29.2750 N  63  17.9830 W   1.7        4.3        2.5       82.3 
020727  234439  47  29.2750 N  63  17.9830 W   1.7        4.3        2.5       82.3 
020727  234439  47  29.2750 N  63  17.9830 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234441  47  29.2750 N  63  17.9820 W   1.7        4.3        2.5       82.3 
020727  234443  47  29.2750 N  63  17.9800 W   1.8        4.3        2.5       82.3 
020727  234443  47  29.2750 N  63  17.9800 W   1.8        4.3        2.5       82.3 
020727  234443  47  29.2750 N  63  17.9800 W   1.8        4.3        2.5       82.3 
020727  234443  47  29.2750 N  63  17.9800 W   1.8        4.3        2.5       82.3*
020727  234443  47  29.2750 N  63  17.9800 W   1.8        4.3        2.5       82.3 
020727  234445  47  29.2750 N  63  17.9790 W   1.7        4.3        2.5       82.3 
020727  234445  47  29.2750 N  63  17.9790 W   1.7        4.3        2.5       82.3 
020727  234445  47  29.2750 N  63  17.9790 W   1.7        4.3        2.5       82.3 
020727  234445  47  29.2750 N  63  17.9790 W   1.7        4.3        2.5       82.3 
020727  234445  47  29.2750 N  63  17.9790 W   1.7        4.3        2.5       82.3 
020727  234445  47  29.2750 N  63  17.9790 W   1.7        4.3        2.5       82.3 
020727  234447  47  29.2740 N  63  17.9780 W   1.8        4.3        2.5       82.3 
020727  234447  47  29.2740 N  63  17.9780 W   1.8        4.3        2.5       82.3 
020727  234447  47  29.2740 N  63  17.9780 W   1.8        4.3        2.5       82.3 
020727  234447  47  29.2740 N  63  17.9780 W   1.8        4.3        2.5       82.3 
020727  234447  47  29.2740 N  63  17.9780 W   1.8        4.3        2.5       82.3 
020727  234449  47  29.2740 N  63  17.9760 W   1.8        4.3        2.5       82.3 
020727  234449  47  29.2740 N  63  17.9760 W   1.8        4.3        2.5       82.3 
020727  234449  47  29.2740 N  63  17.9760 W   1.8        4.3        2.5       82.3 
