FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP118.TXT
Local Time: Wed Jul 24 14:57:57 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP118
Comments: ZONE 12 NORTH POINT PEI
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020724  170348  47   7.4290 N  64  14.6320 W   1.6        2.6*      11.4*      10.6*
020724  170348  47   7.4290 N  64  14.6320 W   1.6        2.6       11.4       10.6 
020724  175759  47  11.9520 N  64   7.7000 W   1.6        2.6       11.4       10.6 
020724  175759  47  11.9520 N  64   7.7000 W   1.6        2.6       11.4       10.6 
020724  175759  47  11.9520 N  64   7.7000 W   1.6        2.6       11.4       10.6 
020724  175759  47  11.9520 N  64   7.7000 W   1.6        2.6       11.4       10.6 
020724  175759  47  11.9520 N  64   7.7000 W   1.6        2.6       11.4       10.6 
020724  175801  47  11.9530 N  64   7.7010 W   1.8        2.6       11.4       10.6 
020724  175801  47  11.9530 N  64   7.7010 W   1.8        2.6       11.4       10.6 
020724  175801  47  11.9530 N  64   7.7010 W   1.8        2.6       11.4       10.6 
020724  175801  47  11.9530 N  64   7.7010 W   1.8        2.6       11.4       10.6 
020724  175801  47  11.9530 N  64   7.7010 W   1.8        2.6       11.4       10.6 
020724  175803  47  11.9530 N  64   7.7030 W   1.6        2.6       11.4       10.6 
020724  175803  47  11.9530 N  64   7.7030 W   1.6        2.6       11.4       10.6 
020724  175803  47  11.9530 N  64   7.7030 W   1.6        2.6       11.4       10.6 
020724  175803  47  11.9530 N  64   7.7030 W   1.6        2.6        2.2*      10.6 
020724  175803  47  11.9530 N  64   7.7030 W   1.6        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175805  47  11.9540 N  64   7.7030 W   1.5        2.6        2.2       10.6 
020724  175807  47  11.9540 N  64   7.7050 W   2.9        2.6        2.2       10.6 
020724  175807  47  11.9540 N  64   7.7050 W   2.9        2.6        2.2       10.6 
020724  175807  47  11.9540 N  64   7.7050 W   2.9        2.6        2.2       10.6 
020724  175807  47  11.9540 N  64   7.7050 W   2.9        2.6        2.2       10.6 
