FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP120.TXT
Local Time: Wed Jul 24 17:39:27 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP120
Comments: ZONE 12 NORTH POINT PEI
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020724  191502  47  17.2040 N  64  14.0060 W   1.4        2.8*      11.5*       0.4*
020724  191502  47  17.2040 N  64  14.0060 W   1.4        2.8       11.5        0.4 
020724  191502  47  17.2040 N  64  14.0060 W   1.4        2.8       11.5        0.4 
020724  203930  47  21.8810 N  63  59.5540 W   2.6        2.8       11.5        0.4 
020724  203930  47  21.8810 N  63  59.5540 W   2.6        2.8       11.5        0.4 
020724  203930  47  21.8810 N  63  59.5540 W   2.6        2.8       11.5        0.4 
020724  203930  47  21.8810 N  63  59.5540 W   2.6        2.8       10.8*       0.4 
020724  203930  47  21.8810 N  63  59.5540 W   2.6        2.8       10.8        0.4 
020724  203932  47  21.8810 N  63  59.5520 W   2.2        2.8       10.8        0.4 
020724  203932  47  21.8810 N  63  59.5520 W   2.2        2.8       10.8        0.4 
020724  203932  47  21.8810 N  63  59.5520 W   2.2        2.8       10.8        0.4 
020724  203932  47  21.8810 N  63  59.5520 W   2.2        2.8       10.8        0.4 
020724  203932  47  21.8810 N  63  59.5520 W   2.2        2.8       10.8        0.4 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        0.4 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        0.4 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        0.4 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        2.2*
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        2.2 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        2.2 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        2.2 
020724  203934  47  21.8810 N  63  59.5500 W   2.4        2.8       10.8        2.2 
020724  203936  47  21.8820 N  63  59.5480 W   2.6        2.8       10.8        2.2 
020724  203936  47  21.8820 N  63  59.5480 W   2.6        2.8       10.8        2.2 
020724  203936  47  21.8820 N  63  59.5480 W   2.6        2.8       10.8        2.2 
020724  203936  47  21.8820 N  63  59.5480 W   2.6        2.8       10.8        2.2 
020724  203936  47  21.8820 N  63  59.5480 W   2.6        2.8       10.8        2.2 
020724  203936  47  21.8820 N  63  59.5480 W   2.6        2.8       10.8        2.2 
020724  203938  47  21.8820 N  63  59.5470 W   2.3        2.8       10.8        2.2 
020724  203938  47  21.8820 N  63  59.5470 W   2.3        2.8       10.8        2.2 
020724  203938  47  21.8820 N  63  59.5470 W   2.3        2.8       10.8        2.2 
020724  203938  47  21.8820 N  63  59.5470 W   2.3        2.8       10.8        3.1*
020724  203938  47  21.8820 N  63  59.5470 W   2.3        2.8       10.8        3.1 
020724  203940  47  21.8830 N  63  59.5450 W   2.3        2.8       10.8        3.1 
020724  203940  47  21.8830 N  63  59.5450 W   2.3        2.8       10.8        3.1 
020724  203940  47  21.8830 N  63  59.5450 W   2.3        2.8       10.8        3.1 
020724  203940  47  21.8830 N  63  59.5450 W   2.3        2.8       10.8        3.1 
020724  203940  47  21.8830 N  63  59.5450 W   2.3        2.8       10.8        3.1 
020724  203942  47  21.8830 N  63  59.5430 W   2.2        2.8       10.8        3.1 
020724  203942  47  21.8830 N  63  59.5430 W   2.2        2.8       10.8        3.1 
020724  203942  47  21.8830 N  63  59.5430 W   2.2        2.8       10.8        3.1 
020724  203942  47  21.8830 N  63  59.5430 W   2.2        2.8       10.7*       3.1 
020724  203942  47  21.8830 N  63  59.5430 W   2.2        2.8       10.7        3.1 
020724  203944  47  21.8830 N  63  59.5410 W   2.1        2.8       10.7        3.1 
020724  203944  47  21.8830 N  63  59.5410 W   2.1        2.8       10.7        3.1 
020724  203944  47  21.8830 N  63  59.5410 W   2.1        2.8       10.7        3.1 
