FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP146.TXT
Local Time: Fri Jul 26 15:18:41 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP146
Comments: SUD DES ILES ZONE 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020726  161934  46  54.0020 N  62   1.8690 W   1.8        3.4*      11.5*      20.7*
020726  161934  46  54.0020 N  62   1.8690 W   1.8        3.4       11.5       20.7 
020726  181844  46  58.2790 N  62  17.3520 W   4.6        3.4       11.5       20.7 
020726  181844  46  58.2790 N  62  17.3520 W   4.6        3.4       11.5       20.7 
020726  181844  46  58.2790 N  62  17.3520 W   4.6        3.4       11.5       20.7 
020726  181844  46  58.2790 N  62  17.3520 W   4.6        3.4       11.5       20.7 
020726  181844  46  58.2790 N  62  17.3520 W   4.6        3.4       11.5      135.9*
020726  181844  46  58.2790 N  62  17.3520 W   4.6        3.4       11.5      135.9 
020726  181846  46  58.2800 N  62  17.3490 W   4.8        3.4       11.5      135.9 
020726  181846  46  58.2800 N  62  17.3490 W   4.8        3.4       11.5      135.9 
020726  181846  46  58.2800 N  62  17.3490 W   4.8        3.4       11.5      135.9 
020726  181846  46  58.2800 N  62  17.3490 W   4.8        3.4       11.5      135.9 
020726  181846  46  58.2800 N  62  17.3490 W   4.8        3.4       11.5      135.9 
020726  181848  46  58.2810 N  62  17.3450 W   5.2        3.4       11.5      135.9 
020726  181848  46  58.2810 N  62  17.3450 W   5.2        3.4       11.5      135.9 
020726  181848  46  58.2810 N  62  17.3450 W   5.2        3.4       11.5      135.9 
020726  181848  46  58.2810 N  62  17.3450 W   5.2        3.4       11.5      135.9 
020726  181848  46  58.2810 N  62  17.3450 W   5.2        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181850  46  58.2820 N  62  17.3410 W   5.7        3.4       11.5      135.9 
020726  181852  46  58.2840 N  62  17.3360 W   5.7        3.4       11.5      135.9 
020726  181852  46  58.2840 N  62  17.3360 W   5.7        3.4       11.5      135.9 
020726  181852  46  58.2840 N  62  17.3360 W   5.7        3.4       11.5      135.9 
020726  181852  46  58.2840 N  62  17.3360 W   5.7        3.4       11.5      135.9 
020726  181852  46  58.2840 N  62  17.3360 W   5.7        3.4       11.5      135.9 
020726  181854  46  58.2850 N  62  17.3320 W   6.1        3.4       11.5      135.9 
020726  181854  46  58.2850 N  62  17.3320 W   6.1        3.4       11.5      135.9 
020726  181854  46  58.2850 N  62  17.3320 W   6.1        3.4       11.5      135.9 
020726  181854  46  58.2850 N  62  17.3320 W   6.1        3.4       11.5      135.9 
020726  181854  46  58.2850 N  62  17.3320 W   6.1        3.4       11.5       57.6*
020726  181854  46  58.2850 N  62  17.3320 W   6.1        3.4       11.5       57.6 
