FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP130.TXT
Local Time: Thu Jul 25 13:28:29 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP130
Comments: ZONE 12 Est de North Point IPE
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020725  152554  46  58.6560 N  63  31.4030 W   1.3        3.3*      12.3*       8.8*
020725  152554  46  58.6560 N  63  31.4030 W   1.3        3.3       12.3        8.8 
020725  152554  46  58.6560 N  63  31.4030 W   1.3        3.3       12.3        8.8 
020725  152554  46  58.6560 N  63  31.4030 W   1.3        3.3       12.3        8.8 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6*
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162832  46  56.1710 N  63  21.0430 W   2.0        3.3       12.3       10.6 
020725  162834  46  56.1720 N  63  21.0430 W   2.1        3.3       12.3       10.6 
020725  162834  46  56.1720 N  63  21.0430 W   2.1        3.3       12.3       10.6 
020725  162834  46  56.1720 N  63  21.0430 W   2.1        3.3       12.3       10.6 
020725  162834  46  56.1720 N  63  21.0430 W   2.1        3.3       12.3       10.6 
020725  162834  46  56.1720 N  63  21.0430 W   2.1        3.3       12.3       10.6 
020725  162834  46  56.1720 N  63  21.0430 W   2.1        3.3       12.3       10.6 
020725  162836  46  56.1730 N  63  21.0440 W   1.8        3.3       12.3       10.6 
020725  162836  46  56.1730 N  63  21.0440 W   1.8        3.3       12.3       10.6 
020725  162836  46  56.1730 N  63  21.0440 W   1.8        3.3       12.3       10.6 
020725  162836  46  56.1730 N  63  21.0440 W   1.8        3.3       12.3        9.7*
020725  162836  46  56.1730 N  63  21.0440 W   1.8        3.3       12.3        9.7 
020725  162838  46  56.1730 N  63  21.0450 W   1.8        3.3       12.3        9.7 
020725  162838  46  56.1730 N  63  21.0450 W   1.8        3.3       12.3        9.7 
020725  162838  46  56.1730 N  63  21.0450 W   1.8        3.3       12.3        9.7 
020725  162838  46  56.1730 N  63  21.0450 W   1.8        3.3       12.3        9.7 
020725  162838  46  56.1730 N  63  21.0450 W   1.8        3.3       12.3        9.7 
020725  162840  46  56.1740 N  63  21.0460 W   1.8        3.3       12.3        9.7 
020725  162840  46  56.1740 N  63  21.0460 W   1.8        3.3       12.3        9.7 
020725  162840  46  56.1740 N  63  21.0460 W   1.8        3.3       12.3        9.7 
020725  162840  46  56.1740 N  63  21.0460 W   1.8        3.3       12.3        9.7 
020725  162840  46  56.1740 N  63  21.0460 W   1.8        3.3       12.3        9.7 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3        9.7 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3        9.7 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3        9.7 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3        9.7 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3       11.9*
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3       11.9 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3       11.9 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3       11.9 
020725  162842  46  56.1750 N  63  21.0470 W   1.9        3.3       12.3       11.9 
020725  162844  46  56.1760 N  63  21.0480 W   1.8        3.3       12.3       11.9 
020725  162844  46  56.1760 N  63  21.0480 W   1.8        3.3       12.3       11.9 
020725  162844  46  56.1760 N  63  21.0480 W   1.8        3.3       12.3       11.9 
020725  162844  46  56.1760 N  63  21.0480 W   1.8        3.3       12.3       11.9 
020725  162844  46  56.1760 N  63  21.0480 W   1.8        3.3       12.3       11.9 
020725  162844  46  56.1760 N  63  21.0480 W   1.8        3.3       12.3       11.9 
020725  162846  46  56.1770 N  63  21.0490 W   1.6        3.3       12.3       11.9 
020725  162846  46  56.1770 N  63  21.0490 W   1.6        3.3       12.3       11.9 
020725  162846  46  56.1770 N  63  21.0490 W   1.6        3.3       12.3       11.9 
020725  162846  46  56.1770 N  63  21.0490 W   1.6        3.3       12.3       11.9 
020725  162846  46  56.1770 N  63  21.0490 W   1.6        3.3       12.3       12.3*
020725  162848  46  56.1770 N  63  21.0500 W   1.5        3.3       12.3       12.3 
020725  162848  46  56.1770 N  63  21.0500 W   1.5        3.3        2.4*      12.3 
020725  162848  46  56.1770 N  63  21.0500 W   1.5        3.3        2.4       12.3 
020725  162848  46  56.1770 N  63  21.0500 W   1.5        3.3        2.4       12.3 
020725  162848  46  56.1770 N  63  21.0500 W   1.5        3.3        2.4       12.3 
020725  162850  46  56.1780 N  63  21.0510 W   2.1        3.3        2.4       12.3 
020725  162850  46  56.1780 N  63  21.0510 W   2.1        3.3        2.4       12.3 
020725  162850  46  56.1780 N  63  21.0510 W   2.1        3.3        2.4       12.3 
020725  162850  46  56.1780 N  63  21.0510 W   2.1        3.3        2.4       12.3 
020725  162850  46  56.1780 N  63  21.0510 W   2.1        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       12.3 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       15.0*
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       15.0 
020725  162852  46  56.1790 N  63  21.0520 W   2.7        3.3        2.4       15.0 
020725  162854  46  56.1800 N  63  21.0530 W   2.6        3.3        2.4       15.0 
020725  162854  46  56.1800 N  63  21.0530 W   2.6        3.3        2.4       15.0 
020725  162854  46  56.1800 N  63  21.0530 W   2.6        3.3        2.4       15.0 
020725  162854  46  56.1800 N  63  21.0530 W   2.6        4.0*       2.4       15.0 
020725  162854  46  56.1800 N  63  21.0530 W   2.6        4.0        2.4       15.0 
020725  162854  46  56.1800 N  63  21.0530 W   2.6        4.0        2.4       15.0 
020725  162856  46  56.1820 N  63  21.0550 W   3.5        4.0        2.4       15.0 
020725  162856  46  56.1820 N  63  21.0550 W   3.5        4.0        2.4       15.0 
020725  162856  46  56.1820 N  63  21.0550 W   3.5        4.0        2.4       15.0 
020725  162856  46  56.1820 N  63  21.0550 W   3.5        4.0        2.4       15.0 
020725  162856  46  56.1820 N  63  21.0550 W   3.5        4.0        2.4       15.0 
020725  162858  46  56.1840 N  63  21.0570 W   4.0        4.0        2.4       15.0 
020725  162858  46  56.1840 N  63  21.0570 W   4.0        4.0        2.4       15.0 
020725  162858  46  56.1840 N  63  21.0570 W   4.0        4.0        2.4       15.0 
020725  162858  46  56.1840 N  63  21.0570 W   4.0        4.0        2.4       15.0 
020725  162858  46  56.1840 N  63  21.0570 W   4.0        4.0        2.4       15.0 
020725  162900  46  56.1860 N  63  21.0580 W   4.7        4.0        2.4       15.0 
020725  162900  46  56.1860 N  63  21.0580 W   4.7        4.0        2.4       15.0 
020725  162900  46  56.1860 N  63  21.0580 W   4.7        4.0        2.4       15.0 
020725  162900  46  56.1860 N  63  21.0580 W   4.7        4.0        2.4       15.0 
020725  162900  46  56.1860 N  63  21.0580 W   4.7        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162902  46  56.1880 N  63  21.0610 W   5.1        4.0        2.4       15.0 
020725  162904  46  56.1910 N  63  21.0630 W   5.7        4.0        2.4       15.0 
020725  162904  46  56.1910 N  63  21.0630 W   5.7        4.0        2.4       15.0 
020725  162904  46  56.1910 N  63  21.0630 W   5.7        4.0        2.4       15.0 
020725  162904  46  56.1910 N  63  21.0630 W   5.7        4.0        2.4       15.0 
020725  162904  46  56.1910 N  63  21.0630 W   5.7        4.0        2.4       15.0 
020725  162904  46  56.1910 N  63  21.0630 W   5.7        4.0        2.4       15.0 
020725  162906  46  56.1940 N  63  21.0650 W   6.1        4.0        2.4       15.0 
020725  162906  46  56.1940 N  63  21.0650 W   6.1        4.0        2.4       15.0 
020725  162906  46  56.1940 N  63  21.0650 W   6.1        4.0        2.4       15.0 
020725  162906  46  56.1940 N  63  21.0650 W   6.1        4.0        2.4       15.0 
020725  162906  46  56.1940 N  63  21.0650 W   6.1        4.0        2.4       15.0 
020725  162908  46  56.1970 N  63  21.0680 W   6.4        4.0        2.4       15.0 
020725  162908  46  56.1970 N  63  21.0680 W   6.4        4.0        2.4       15.0 
020725  162908  46  56.1970 N  63  21.0680 W   6.4        4.0        2.4       15.0 
020725  162908  46  56.1970 N  63  21.0680 W   6.4        4.0        2.4       15.0 
020725  162908  46  56.1970 N  63  21.0680 W   6.4        4.0        2.4       15.0 
020725  162910  46  56.2000 N  63  21.0710 W   6.6        4.0        2.4       15.0 
020725  162910  46  56.2000 N  63  21.0710 W   6.6        4.0        2.4       15.0 
020725  162910  46  56.2000 N  63  21.0710 W   6.6        4.0        2.4       15.0 
020725  162910  46  56.2000 N  63  21.0710 W   6.6        4.0        2.4       15.0 
020725  162910  46  56.2000 N  63  21.0710 W   6.6        4.0        2.4       15.0 
020725  162912  46  56.2030 N  63  21.0740 W   6.9        4.0        2.4       15.0 
020725  162912  46  56.2030 N  63  21.0740 W   6.9        4.0        2.4       15.0 
020725  162912  46  56.2030 N  63  21.0740 W   6.9        4.0        2.4       15.0 
020725  162912  46  56.2030 N  63  21.0740 W   6.9        4.0        2.4       15.0 
020725  162912  46  56.2030 N  63  21.0740 W   6.9        4.0        2.4       15.0 
020725  162912  46  56.2030 N  63  21.0740 W   6.9        4.0        2.4       15.0 
