FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP129.TXT
Local Time: Thu Jul 25 11:08:45 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP129
Comments: ZONE 12 Est de North Point IPE
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020725  123733  47   2.7490 N  63  16.1820 W   1.2        3.2*       2.5*      14.5*
020725  123733  47   2.7490 N  63  16.1820 W   1.2        3.2        2.5       14.5 
020725  123733  47   2.7490 N  63  16.1820 W   1.2        3.2        2.5       14.5 
020725  123733  47   2.7490 N  63  16.1820 W   1.2        3.2        2.5       14.5 
020725  123733  47   2.7490 N  63  16.1820 W   1.2        3.2        2.5       14.5 
020725  140848  46  57.5640 N  63  32.0840 W   1.4        3.2        2.5       14.5 
020725  140848  46  57.5640 N  63  32.0840 W   1.4        3.2        2.5       14.5 
020725  140848  46  57.5640 N  63  32.0840 W   1.4        3.2        2.5       14.5 
020725  140848  46  57.5640 N  63  32.0840 W   1.4        3.2        2.5       14.5 
020725  140848  46  57.5640 N  63  32.0840 W   1.4        3.2        2.5       14.5 
020725  140850  46  57.5650 N  63  32.0840 W   1.9        3.2        2.5       14.5 
020725  140850  46  57.5650 N  63  32.0840 W   1.9        3.2        2.5       14.5 
020725  140850  46  57.5650 N  63  32.0840 W   1.9        3.2        2.5       14.5 
020725  140850  46  57.5650 N  63  32.0840 W   1.9        3.2        2.5       14.5 
020725  140850  46  57.5650 N  63  32.0840 W   1.9        3.2        2.5       14.5 
020725  140852  46  57.5650 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140852  46  57.5650 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140852  46  57.5650 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140852  46  57.5650 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140852  46  57.5650 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140854  46  57.5660 N  63  32.0850 W   1.5        3.2        2.5       14.5 
020725  140856  46  57.5670 N  63  32.0860 W   1.3        3.2        2.5       14.5 
020725  140856  46  57.5670 N  63  32.0860 W   1.3        3.2        2.5       14.5 
020725  140856  46  57.5670 N  63  32.0860 W   1.3        3.2        2.5       14.5 
020725  140856  46  57.5670 N  63  32.0860 W   1.3        3.2        2.5       14.5 
020725  140856  46  57.5670 N  63  32.0860 W   1.3        3.2        2.5       14.5 
020725  140856  46  57.5670 N  63  32.0860 W   1.3        3.2        2.5       14.5 
020725  140858  46  57.5680 N  63  32.0860 W   1.4        3.2        2.5       14.5 
020725  140858  46  57.5680 N  63  32.0860 W   1.4        3.2        2.5       14.5 
020725  140858  46  57.5680 N  63  32.0860 W   1.4        3.2        2.5       14.5 
020725  140858  46  57.5680 N  63  32.0860 W   1.4        3.2        2.5       14.5 
020725  140858  46  57.5680 N  63  32.0860 W   1.4        3.2        2.5       14.5 
020725  140900  46  57.5680 N  63  32.0870 W   1.0        3.2        2.5       14.5 
020725  140900  46  57.5680 N  63  32.0870 W   1.0        3.2        2.5       14.5 
020725  140900  46  57.5680 N  63  32.0870 W   1.0        3.2        2.5       14.5 
020725  140900  46  57.5680 N  63  32.0870 W   1.0        3.2        2.5       14.5 
020725  140900  46  57.5680 N  63  32.0870 W   1.0        3.2        2.5       14.5 
020725  140902  46  57.5690 N  63  32.0870 W   1.4        3.2        2.5       14.5 
020725  140902  46  57.5690 N  63  32.0870 W   1.4        3.2        2.5       14.5 
020725  140902  46  57.5690 N  63  32.0870 W   1.4        3.2       11.0*      14.5 
020725  140902  46  57.5690 N  63  32.0870 W   1.4        3.2       11.0       14.5 
020725  140902  46  57.5690 N  63  32.0870 W   1.4        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140904  46  57.5690 N  63  32.0880 W   1.2        3.2       11.0       14.5 
020725  140906  46  57.5700 N  63  32.0880 W   1.3        3.2       11.0       14.5 
020725  140906  46  57.5700 N  63  32.0880 W   1.3        3.2       11.0       14.5 
