FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP115.TXT
Local Time: Wed Jul 24 11:32:41 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP115
Comments: ZONE 12 SHEDIAC VALLEY
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020724  132506  47  21.6420 N  64  25.1740 W   0.8        2.5*      11.0*       2.2*
020724  132506  47  21.6420 N  64  25.1740 W   0.8        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143243  47  14.7330 N  64  31.3670 W   1.9        2.5       11.0        2.2 
020724  143245  47  14.7320 N  64  31.3680 W   1.6        2.5       11.0        2.2 
020724  143245  47  14.7320 N  64  31.3680 W   1.6        2.5       11.0        2.2 
020724  143245  47  14.7320 N  64  31.3680 W   1.6        2.5       11.0        2.2 
020724  143245  47  14.7320 N  64  31.3680 W   1.6        2.5       11.0        2.2 
020724  143245  47  14.7320 N  64  31.3680 W   1.6        2.5       11.0        2.2 
020724  143245  47  14.7320 N  64  31.3680 W   1.6        2.5       11.0        2.2 
020724  143247  47  14.7310 N  64  31.3690 W   1.6        2.5       11.0        2.2 
020724  143247  47  14.7310 N  64  31.3690 W   1.6        2.5       11.0        2.2 
020724  143247  47  14.7310 N  64  31.3690 W   1.6        2.5       11.0        2.2 
020724  143247  47  14.7310 N  64  31.3690 W   1.6        2.5       11.0        2.2 
020724  143247  47  14.7310 N  64  31.3690 W   1.6        2.5       11.0        2.2 
020724  143249  47  14.7300 N  64  31.3690 W   1.4        2.5       11.0        2.2 
020724  143249  47  14.7300 N  64  31.3690 W   1.4        2.5       11.0        2.2 
020724  143249  47  14.7300 N  64  31.3690 W   1.4        2.5       11.0        2.2 
020724  143249  47  14.7300 N  64  31.3690 W   1.4        2.5       11.7*       2.2 
020724  143249  47  14.7300 N  64  31.3690 W   1.4        2.5       11.7        2.2 
020724  143251  47  14.7290 N  64  31.3700 W   1.5        2.5       11.7        2.2 
020724  143251  47  14.7290 N  64  31.3700 W   1.5        2.5       11.7        2.2 
020724  143251  47  14.7290 N  64  31.3700 W   1.5        2.5       11.7        2.2 
020724  143251  47  14.7290 N  64  31.3700 W   1.5        2.5       11.7        2.2 
020724  143251  47  14.7290 N  64  31.3700 W   1.5        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143253  47  14.7290 N  64  31.3700 W   1.1        2.5       11.7        2.2 
020724  143255  47  14.7280 N  64  31.3710 W   1.2        2.5       11.7        2.2 
020724  143255  47  14.7280 N  64  31.3710 W   1.2        2.5       11.7        2.2 
020724  143255  47  14.7280 N  64  31.3710 W   1.2        2.5       11.7        2.2 
020724  143255  47  14.7280 N  64  31.3710 W   1.2        2.5       11.7        2.2 
020724  143255  47  14.7280 N  64  31.3710 W   1.2        2.5       11.7        2.2 
020724  143255  47  14.7280 N  64  31.3710 W   1.2        2.5       11.7        2.2 
020724  143257  47  14.7280 N  64  31.3710 W   1.4        2.5       11.7        2.2 
020724  143257  47  14.7280 N  64  31.3710 W   1.4        2.5       11.7        2.2 
020724  143257  47  14.7280 N  64  31.3710 W   1.4        2.5       11.7        2.2 
020724  143257  47  14.7280 N  64  31.3710 W   1.4        2.5       11.7        2.2 
020724  143257  47  14.7280 N  64  31.3710 W   1.4        2.5       11.7        2.2 
020724  143259  47  14.7270 N  64  31.3710 W   0.8        2.5       11.7        2.2 
020724  143259  47  14.7270 N  64  31.3710 W   0.8        2.5       11.7        2.2 
020724  143259  47  14.7270 N  64  31.3710 W   0.8        2.5       11.7        2.2 
020724  143259  47  14.7270 N  64  31.3710 W   0.8        2.5       11.7        2.2 
020724  143259  47  14.7270 N  64  31.3710 W   0.8        2.5       11.7        2.2 
020724  143301  47  14.7270 N  64  31.3720 W   1.1        2.5       11.7        2.2 
020724  143301  47  14.7270 N  64  31.3720 W   1.1        2.5       11.7        2.2 
020724  143301  47  14.7270 N  64  31.3720 W   1.1        2.5       11.7        2.2 
020724  143301  47  14.7270 N  64  31.3720 W   1.1        2.5       11.9*       2.2 
020724  143301  47  14.7270 N  64  31.3720 W   1.1        2.5       11.9        2.2 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9        2.2 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9        2.2 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0*
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0 
020724  143303  47  14.7260 N  64  31.3720 W   1.3        2.5       11.9       44.0 
020724  143305  47  14.7260 N  64  31.3720 W   0.6        2.5       11.9       44.0 
020724  143305  47  14.7260 N  64  31.3720 W   0.6        2.5       11.9       44.0 
020724  143305  47  14.7260 N  64  31.3720 W   0.6        2.5       11.9       44.0 
020724  143305  47  14.7260 N  64  31.3720 W   0.6        2.5       11.9       44.0 
020724  143305  47  14.7260 N  64  31.3720 W   0.6        2.5       11.9       44.0 
