FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP139.TXT
Local Time: Fri Jul 26 07:44:51 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP139
Comments: ZONE PEI
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020726  094203  46  42.0200 N  62  23.5040 W   1.4        3.9*       2.7*      13.6*
020726  104453  46  47.4080 N  62  14.5440 W   4.8        3.9        2.7       13.6 
020726  104453  46  47.4080 N  62  14.5440 W   4.8        3.9        2.7       13.6 
020726  104453  46  47.4080 N  62  14.5440 W   4.8        3.9        2.7       13.6 
020726  104453  46  47.4080 N  62  14.5440 W   4.8        3.9        2.7       13.6 
020726  104453  46  47.4080 N  62  14.5440 W   4.8        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9        2.7       13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9       11.4*      13.6 
020726  104455  46  47.4100 N  62  14.5460 W   5.0        3.9       11.4       13.6 
020726  104457  46  47.4130 N  62  14.5490 W   5.5        3.9       11.4       13.6 
020726  104457  46  47.4130 N  62  14.5490 W   5.5        3.9       11.4       13.6 
020726  104457  46  47.4130 N  62  14.5490 W   5.5        3.9       11.4       13.6 
020726  104457  46  47.4130 N  62  14.5490 W   5.5        3.9       11.4       13.6 
020726  104457  46  47.4130 N  62  14.5490 W   5.5        3.9       11.4       13.6 
020726  104459  46  47.4150 N  62  14.5510 W   5.9        3.9       11.4       13.6 
020726  104459  46  47.4150 N  62  14.5510 W   5.9        3.9       11.4       13.6 
020726  104459  46  47.4150 N  62  14.5510 W   5.9        3.9       11.4       13.6 
020726  104459  46  47.4150 N  62  14.5510 W   5.9        3.9       11.4       13.6 
020726  104459  46  47.4150 N  62  14.5510 W   5.9        3.9       11.4       13.6 
020726  104459  46  47.4150 N  62  14.5510 W   5.9        3.9       11.4       13.6 
020726  104501  46  47.4180 N  62  14.5540 W   5.8        3.9       11.4       13.6 
020726  104501  46  47.4180 N  62  14.5540 W   5.8        3.9       11.4       13.6 
020726  104501  46  47.4180 N  62  14.5540 W   5.8        3.9       11.4       13.6 
020726  104501  46  47.4180 N  62  14.5540 W   5.8        3.9       11.4       13.6 
020726  104501  46  47.4180 N  62  14.5540 W   5.8        3.9       11.4       13.6 
020726  104503  46  47.4210 N  62  14.5570 W   6.3        3.9       11.4       13.6 
020726  104503  46  47.4210 N  62  14.5570 W   6.3        3.9       11.4       13.6 
020726  104503  46  47.4210 N  62  14.5570 W   6.3        3.9       11.4       13.6 
020726  104503  46  47.4210 N  62  14.5570 W   6.3        3.9       11.4       13.6 
020726  104503  46  47.4210 N  62  14.5570 W   6.3        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104505  46  47.4240 N  62  14.5600 W   6.6        3.9       11.4       13.6 
020726  104507  46  47.4270 N  62  14.5640 W   6.7        3.9       11.4       13.6 
020726  104507  46  47.4270 N  62  14.5640 W   6.7        3.9       11.4       13.6 
020726  104507  46  47.4270 N  62  14.5640 W   6.7        3.9       11.4       13.6 
020726  104507  46  47.4270 N  62  14.5640 W   6.7        3.9       11.4       13.6 
020726  104507  46  47.4270 N  62  14.5640 W   6.7        3.9       11.4       13.6 
020726  104509  46  47.4300 N  62  14.5670 W   6.6        3.9       11.4       13.6 
020726  104509  46  47.4300 N  62  14.5670 W   6.6        3.9       11.4       13.6 
020726  104509  46  47.4300 N  62  14.5670 W   6.6        3.9       11.4       13.6 
020726  104509  46  47.4300 N  62  14.5670 W   6.6        3.9       11.4       13.6 
020726  104509  46  47.4300 N  62  14.5670 W   6.6        3.9       11.4       13.6 
020726  104509  46  47.4300 N  62  14.5670 W   6.6        3.9       11.4       13.6 
020726  104511  46  47.4330 N  62  14.5700 W   6.5        3.9       11.4       13.6 
020726  104511  46  47.4330 N  62  14.5700 W   6.5        3.9       11.4       13.6 
