FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP159.TXT
Local Time: Sat Jul 27 11:58:36 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP159
Comments: SUD DE L'ETOILE ZONE 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020727  140758  47  12.5380 N  63  12.4450 W   1.3        6.8*       3.1*      27.3*
020727  140758  47  12.5380 N  63  12.4450 W   1.3        6.8        3.1       27.3 
020727  145839  47  17.6290 N  63  18.3750 W   1.9        6.8        3.1       27.3 
020727  145839  47  17.6290 N  63  18.3750 W   1.9        6.8        3.1       27.3 
020727  145839  47  17.6290 N  63  18.3750 W   1.9        6.8        3.1       27.3 
020727  145839  47  17.6290 N  63  18.3750 W   1.9        6.8        3.1       27.3 
020727  145839  47  17.6290 N  63  18.3750 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145841  47  17.6290 N  63  18.3740 W   1.9        6.8        3.1       27.3 
020727  145843  47  17.6280 N  63  18.3730 W   1.9        6.8        3.1       27.3 
020727  145843  47  17.6280 N  63  18.3730 W   1.9        6.8        3.1       27.3 
020727  145843  47  17.6280 N  63  18.3730 W   1.9        6.8        3.1       27.3 
020727  145843  47  17.6280 N  63  18.3730 W   1.9        6.8        3.1       27.3 
020727  145843  47  17.6280 N  63  18.3730 W   1.9        6.8        3.1       27.3 
020727  145845  47  17.6270 N  63  18.3720 W   2.2        6.8        3.1       27.3 
020727  145845  47  17.6270 N  63  18.3720 W   2.2        6.8        3.1       27.3 
