FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP160.TXT
Local Time: Sat Jul 27 13:46:46 2002

Ship: GULF2002 Trip: TRIP002 Tow: GP160
Comments: SUD-OUEST DE L'ETOILE ZONE 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary      Depth 
020727  155521  47  17.3340 N  63  17.8850 W   0.8        3.4*       2.3*       8.4*
020727  164650  47  19.1720 N  63  27.7920 W   1.3        3.4        2.3        8.4 
020727  164650  47  19.1720 N  63  27.7920 W   1.3        3.4        2.3        8.4 
020727  164650  47  19.1720 N  63  27.7920 W   1.3        3.4        2.3        8.4 
020727  164650  47  19.1720 N  63  27.7920 W   1.3        3.4        2.3        8.4 
020727  164650  47  19.1720 N  63  27.7920 W   1.3        3.4        2.3        8.4 
020727  164652  47  19.1720 N  63  27.7930 W   0.8        3.4        2.3        8.4 
020727  164652  47  19.1720 N  63  27.7930 W   0.8        3.4        2.3        8.4 
020727  164652  47  19.1720 N  63  27.7930 W   0.8        3.4        2.3        8.4 
020727  164652  47  19.1720 N  63  27.7930 W   0.8        3.4        2.3        8.4 
020727  164652  47  19.1720 N  63  27.7930 W   0.8        3.4        2.3        8.4 
020727  164652  47  19.1720 N  63  27.7930 W   0.8        3.4        2.3        8.4 
020727  164654  47  19.1720 N  63  27.7940 W   1.1        3.4        2.3        8.4 
020727  164654  47  19.1720 N  63  27.7940 W   1.1        3.4        2.3        8.4 
020727  164654  47  19.1720 N  63  27.7940 W   1.1        3.4        2.3        8.4 
020727  164654  47  19.1720 N  63  27.7940 W   1.1        3.4        2.3        8.4 
020727  164654  47  19.1720 N  63  27.7940 W   1.1        3.4        2.3        8.4 
020727  164656  47  19.1730 N  63  27.7940 W   0.9        3.4        2.3        8.4 
020727  164656  47  19.1730 N  63  27.7940 W   0.9        3.4        2.3        8.4 
020727  164656  47  19.1730 N  63  27.7940 W   0.9        3.4        2.3        8.4 
020727  164656  47  19.1730 N  63  27.7940 W   0.9        3.4        2.3        8.4 
020727  164656  47  19.1730 N  63  27.7940 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164658  47  19.1730 N  63  27.7950 W   0.9        3.4        2.3        8.4 
020727  164700  47  19.1730 N  63  27.7960 W   1.0        3.4        2.3        8.4 
020727  164700  47  19.1730 N  63  27.7960 W   1.0        3.4        2.3        8.4 
020727  164700  47  19.1730 N  63  27.7960 W   1.0        3.4        2.3        8.4 
020727  164700  47  19.1730 N  63  27.7960 W   1.0        3.4        2.3        8.4 
020727  164700  47  19.1730 N  63  27.7960 W   1.0        3.4        2.3        8.4 
020727  164702  47  19.1730 N  63  27.7960 W   0.6        3.4        2.3        8.4 
020727  164702  47  19.1730 N  63  27.7960 W   0.6        3.4        2.3        8.4 
020727  164702  47  19.1730 N  63  27.7960 W   0.6        3.4        2.3        8.4 
020727  164702  47  19.1730 N  63  27.7960 W   0.6        3.4        2.3        8.4 
020727  164702  47  19.1730 N  63  27.7960 W   0.6        3.4        2.3        8.4 
020727  164702  47  19.1730 N  63  27.7960 W   0.6        3.4        2.3        8.4 
020727  164704  47  19.1740 N  63  27.7970 W   0.9        3.4        2.3        8.4 
020727  164704  47  19.1740 N  63  27.7970 W   0.9        3.4        2.3        8.4 
020727  164704  47  19.1740 N  63  27.7970 W   0.9        3.4       10.9*       8.4 
020727  164704  47  19.1740 N  63  27.7970 W   0.9        3.4       10.9        8.4 
020727  164704  47  19.1740 N  63  27.7970 W   0.9        3.4       10.9        8.4 
020727  164706  47  19.1740 N  63  27.7970 W   0.8        3.4       10.9        8.4 
020727  164706  47  19.1740 N  63  27.7970 W   0.8        3.4       10.9        8.4 
020727  164706  47  19.1740 N  63  27.7970 W   0.8        3.4       10.9        8.4 
020727  164706  47  19.1740 N  63  27.7970 W   0.8        3.4       10.9        8.4 
020727  164706  47  19.1740 N  63  27.7970 W   0.8        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164708  47  19.1740 N  63  27.7980 W   0.5        3.4       10.9        8.4 
020727  164710  47  19.1740 N  63  27.7990 W   1.0        3.4       10.9        8.4 
020727  164710  47  19.1740 N  63  27.7990 W   1.0        3.4       10.9        8.4 
020727  164710  47  19.1740 N  63  27.7990 W   1.0        3.4       10.9        8.4 
020727  164710  47  19.1740 N  63  27.7990 W   1.0        3.4       10.9        8.4 
020727  164710  47  19.1740 N  63  27.7990 W   1.0        3.4       10.9        8.4 
020727  164712  47  19.1750 N  63  27.7990 W   0.7        3.4       10.9        8.4 
020727  164712  47  19.1750 N  63  27.7990 W   0.7        3.4       10.9        8.4 
020727  164712  47  19.1750 N  63  27.7990 W   0.7        3.4       10.9        8.4 
020727  164712  47  19.1750 N  63  27.7990 W   0.7        3.4       10.9        8.4 
020727  164712  47  19.1750 N  63  27.7990 W   0.7        3.4       10.9        8.4 
020727  164712  47  19.1750 N  63  27.7990 W   0.7        3.4       10.9        8.4 
020727  164714  47  19.1750 N  63  27.8000 W   1.6        3.4       10.9        8.4 
020727  164714  47  19.1750 N  63  27.8000 W   1.6        3.4       10.9        8.4 
020727  164714  47  19.1750 N  63  27.8000 W   1.6        3.4       10.9        8.4 
020727  164714  47  19.1750 N  63  27.8000 W   1.6        3.4       10.9        8.4 
020727  164714  47  19.1750 N  63  27.8000 W   1.6        3.4       10.9        8.4 
020727  164716  47  19.1750 N  63  27.8010 W   1.2        3.4       10.9        8.4 
020727  164716  47  19.1750 N  63  27.8010 W   1.2        3.4       10.9        8.4 
020727  164716  47  19.1750 N  63  27.8010 W   1.2        3.4       10.9        8.4 
020727  164716  47  19.1750 N  63  27.8010 W   1.2        3.4       10.9        8.4 
