FileName: C:\WINDOWS\DESKTOP\GULFNE~1\GP047.TXT
Local Time: Fri Jun 28 21:10:48 2002

Ship: 001 Trip: GULF01 Tow: GP047
Comments: ZONE 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
020628  233544  46  59.4440 N  60  57.3400 W   2.2        2.4*       9.3        2.3*      15.4*
020628  233544  46  59.4440 N  60  57.3400 W   2.2        2.4        9.3        2.3       15.4 
020628  233544  46  59.4440 N  60  57.3400 W   2.2        2.4        9.3        2.3       15.4 
020628  233544  46  59.4440 N  60  57.3400 W   2.2        2.4        9.3        2.3       15.4 
020629  001050  47   3.1830 N  61   1.3370 W   1.9        2.4        9.3        2.3       15.4 
020629  001050  47   3.1830 N  61   1.3370 W   1.9        2.4        9.3        2.3       15.4 
020629  001050  47   3.1830 N  61   1.3370 W   1.9        2.4        9.3        2.3       15.4 
020629  001050  47   3.1830 N  61   1.3370 W   1.9        2.4        2.4*       2.3       15.4 
020629  001050  47   3.1830 N  61   1.3370 W   1.9        2.4        2.4        2.3       15.4 
020629  001052  47   3.1840 N  61   1.3360 W   2.2        2.4        2.4        2.3       15.4 
020629  001052  47   3.1840 N  61   1.3360 W   2.2        2.4        2.4       15.8*      15.4 
020629  001052  47   3.1840 N  61   1.3360 W   2.2        2.4        2.4       15.8       15.4 
020629  001052  47   3.1840 N  61   1.3360 W   2.2        2.4        2.4       15.8      120.5*
020629  001052  47   3.1840 N  61   1.3360 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001054  47   3.1850 N  61   1.3340 W   2.2        2.4        2.4       15.8      120.5 
020629  001056  47   3.1850 N  61   1.3330 W   2.3        2.4        2.4       15.8      120.5 
020629  001056  47   3.1850 N  61   1.3330 W   2.3        2.4        2.4       15.8      120.5 
020629  001056  47   3.1850 N  61   1.3330 W   2.3        2.4        2.4       15.8      120.5 
020629  001056  47   3.1850 N  61   1.3330 W   2.3        2.4        2.4       15.8      120.5 
