FileName: C:\2005CA~1\CTY0201.TXT
Local Time: Thu Oct 06 09:54:21 2005

Ship: Marco Michel Trip: 01 Tow: cty0201
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  125421  47  28.5990 N  62  45.7600 W   2.2        3.0*      13.5*       2.1*       2.8*      11.4*
051006  125424  47  28.6000 N  62  45.7620 W   2.1        3.0       13.5        2.1        2.9*      11.4 
051006  125425  47  28.6000 N  62  45.7630 W   2.2        3.0       13.5        2.1        2.9       11.4 
051006  125427  47  28.6010 N  62  45.7650 W   2.3        3.0       13.5        3.3*       2.9       11.4 
051006  125430  47  28.6010 N  62  45.7680 W   2.4        3.0       13.5        3.3        3.4*      11.4 
051006  125431  47  28.6010 N  62  45.7680 W   2.1        3.0       13.5        3.3        3.4        7.9*
051006  125433  47  28.6020 N  62  45.7700 W   2.5        3.0       13.5        6.0*       3.4        7.9 
051006  125436  47  28.6020 N  62  45.7740 W   2.6        3.0       13.5        6.0        3.4        7.9 
051006  125437  47  28.6030 N  62  45.7740 W   2.5        3.0       13.5        2.9*       3.4       27.7*
051006  125439  47  28.6030 N  62  45.7780 W   3.9        3.0       13.5        2.9        3.4       27.7 
051006  125442  47  28.6050 N  62  45.7830 W   4.6        3.0       13.5        2.9        3.4       27.7 
051006  125443  47  28.6060 N  62  45.7840 W   4.7        3.0       13.5        4.2*       3.4       27.7 
051006  125445  47  28.6070 N  62  45.7880 W   5.2        3.0       13.5        4.2        2.3*      27.7 
051006  125448  47  28.6080 N  62  45.7940 W   5.7        3.0       13.5        4.2        2.3       27.7 
051006  125449  47  28.6090 N  62  45.7960 W   5.8        3.0       13.5        4.2        2.3       27.7 
051006  125451  47  28.6090 N  62  45.8010 W   5.9        3.0       13.5        4.2        2.3       27.7 
051006  125454  47  28.6110 N  62  45.8090 W   6.0        3.0       13.5        4.2        2.3       27.7 
051006  125455  47  28.6120 N  62  45.8110 W   6.6        3.0       13.5        4.2        2.3       27.7 
051006  125457  47  28.6110 N  62  45.8160 W   6.3        3.0       13.5        4.2        2.3       27.7 
051006  125500  47  28.6140 N  62  45.8240 W   6.4        3.0       13.5        4.2        2.3       27.7 
051006  125501  47  28.6140 N  62  45.8270 W   6.6        3.0       13.5        4.2        2.3       27.7 
051006  125503  47  28.6140 N  62  45.8330 W   7.3        3.0       13.5        4.2        2.3       27.7 
051006  125506  47  28.6150 N  62  45.8410 W   6.8        3.0       13.5        4.2        2.3       27.7 
051006  125507  47  28.6160 N  62  45.8430 W   6.4        3.0       13.5        4.2        2.3       27.7 
051006  125509  47  28.6160 N  62  45.8480 W   6.7        3.0       13.5        4.2        2.3       27.7 
051006  125512  47  28.6170 N  62  45.8570 W   6.7        3.0       13.5        4.2        2.3       27.7 
051006  125513  47  28.6180 N  62  45.8600 W   6.7        3.0       13.5        4.2        2.3       27.7 
051006  125515  47  28.6190 N  62  45.8650 W   6.4        3.0       13.5        4.2        2.3       27.7 
051006  125518  47  28.6200 N  62  45.8730 W   6.9        3.0       13.5        4.2        2.3       27.7 
051006  125519  47  28.6210 N  62  45.8760 W   7.2        3.0       13.5        4.8*       6.8*      27.7 
051006  125521  47  28.6220 N  62  45.8820 W   6.8        3.0       13.5        4.8        6.8       27.7 
051006  125524  47  28.6240 N  62  45.8900 W   6.4        3.0       13.5        4.8        6.8       27.7 
051006  125526  47  28.6250 N  62  45.8950 W   6.8        3.0       13.5        4.8        2.6*      27.7 
051006  125527  47  28.6260 N  62  45.8980 W   6.9        3.0       13.5        4.8        2.6       27.7 
051006  125530  47  28.6280 N  62  45.9060 W   6.9        3.0       13.5        4.8        2.6       27.7 
051006  125531  47  28.6290 N  62  45.9090 W   6.7        3.0       13.5        4.8        2.6       27.7 
051006  125533  47  28.6300 N  62  45.9140 W   6.8        3.0       13.5        4.8        2.6       27.7 
051006  125536  47  28.6320 N  62  45.9220 W   6.9        3.0       13.5        4.8        2.6       27.7 
051006  125537  47  28.6330 N  62  45.9250 W   7.1        3.0       13.5        4.8        2.6       27.7 
051006  125539  47  28.6340 N  62  45.9310 W   6.9        3.0       13.5        4.8        2.6       27.7 
051006  125542  47  28.6360 N  62  45.9380 W   6.5        3.0       13.5        4.8        4.7*      27.7 
051006  125543  47  28.6370 N  62  45.9410 W   7.2        3.0       13.5        4.8        4.7       27.7 
051006  125546  47  28.6390 N  62  45.9500 W   6.9        3.0       13.5        4.8        5.4*      27.7 
051006  125548  47  28.6400 N  62  45.9550 W   6.9        3.0       13.5        4.8        5.4       27.7 
051006  125549  47  28.6410 N  62  45.9570 W   6.7        3.0       13.5        4.8        5.4       27.7 
051006  125551  47  28.6420 N  62  45.9630 W   6.8        3.0       13.5        4.8        5.4       27.7 
051006  125554  47  28.6430 N  62  45.9710 W   6.7        3.0       13.5        4.8      143.6*      27.7 
051006  125555  47  28.6430 N  62  45.9740 W   6.5        3.0       13.5        5.3*     143.6      499.1*
051006  125557  47  28.6440 N  62  45.9790 W   6.4        3.0       13.5        5.3      143.6      499.1 
051006  125600  47  28.6440 N  62  45.9870 W   6.3        3.0       13.5        5.3      143.6       22.8*
051006  125601  47  28.6440 N  62  45.9900 W   6.6        3.0       13.5        5.3      143.6       22.8 
051006  125603  47  28.6440 N  62  45.9950 W   6.5        3.0       13.5        5.3      143.6       22.8 
051006  125606  47  28.6430 N  62  46.0040 W   6.7        3.0       13.5        5.3      143.6       22.8 
051006  125607  47  28.6430 N  62  46.0060 W   6.4        3.0       13.5        5.3        9.4*      22.8 
051006  125609  47  28.6430 N  62  46.0120 W   6.4        3.0       13.5        5.3        9.4       22.8 
051006  125612  47  28.6410 N  62  46.0200 W   7.0        3.0       13.5        9.0*       9.4       22.8 
051006  125613  47  28.6400 N  62  46.0230 W   7.1        3.0       13.5        9.0        9.4       22.8 
051006  125615  47  28.6400 N  62  46.0290 W   6.6        3.0       13.5        9.0        9.4       22.8 
051006  125618  47  28.6380 N  62  46.0370 W   6.9        3.0       13.5        9.0        9.4       22.8 
051006  125619  47  28.6380 N  62  46.0400 W   6.8        3.0       13.5        9.0        9.4       22.8 
051006  125621  47  28.6370 N  62  46.0450 W   7.2        3.0       13.5        9.0        9.4       22.8 
051006  125624  47  28.6360 N  62  46.0540 W   6.8        3.0       13.5        9.0        9.4       22.8 
051006  125625  47  28.6360 N  62  46.0570 W   7.1        3.0       13.5        9.0        9.4       22.8 
051006  125628  47  28.6340 N  62  46.0650 W   6.3        3.0       13.5        9.0        9.4       22.8 
051006  125630  47  28.6340 N  62  46.0700 W   5.7        3.0       13.5        9.0        9.4       22.8 
051006  125631  47  28.6340 N  62  46.0720 W   5.8        3.0       13.5        9.0        9.4       22.8 
051006  125633  47  28.6330 N  62  46.0770 W   6.4        3.0       13.5        9.0        9.4       22.8 
051006  125636  47  28.6330 N  62  46.0840 W   5.7        3.0       13.5        9.0        9.4       22.8 
051006  125638  47  28.6340 N  62  46.0890 W   5.2        3.0       13.5        9.0        9.4       22.8 
051006  125639  47  28.6330 N  62  46.0910 W   5.3        3.0       13.5        9.0        9.4       22.8 
051006  125642  47  28.6330 N  62  46.0980 W   5.2        3.0       13.5        9.0        9.4       22.8 
051006  125643  47  28.6330 N  62  46.1000 W   5.2        3.0       13.5        6.0*       9.4       46.1*
051006  125645  47  28.6330 N  62  46.1040 W   5.2        3.0       13.5        6.0        9.4       46.1 
051006  125648  47  28.6330 N  62  46.1110 W   5.1        3.0       13.5        6.0        9.4       46.6*
051006  125650  47  28.6330 N  62  46.1150 W   5.2        3.0       13.5       29.3*       9.4       46.6 
051006  125652  47  28.6330 N  62  46.1190 W   5.1        3.5*      13.5       29.3        9.4       46.6 
051006  125654  47  28.6330 N  62  46.1240 W   4.8        3.5       13.5       29.3        9.4       33.8*
051006  125656  47  28.6330 N  62  46.1270 W   5.0        3.5       13.5       29.3        9.4       33.8 
051006  125658  47  28.6330 N  62  46.1320 W   5.3        3.5       13.5       29.3        9.4       48.3*
051006  125700  47  28.6330 N  62  46.1360 W   4.8        3.5       13.5       29.3        9.4       48.3 
051006  125702  47  28.6330 N  62  46.1400 W   4.5        3.5       13.5       29.3        9.4       48.3 
051006  125704  47  28.6330 N  62  46.1440 W   5.4        3.5       13.5       29.3        9.4       39.1*
051006  125706  47  28.6320 N  62  46.1480 W   5.2        3.5       13.5       29.3        9.4       39.1 
051006  125708  47  28.6320 N  62  46.1520 W   4.5        3.5       13.5       29.3        9.4       39.1 
051006  125710  47  28.6330 N  62  46.1560 W   4.8        3.5       13.5       29.3        9.4       49.6*
051006  125712  47  28.6320 N  62  46.1600 W   4.8        3.5       13.5       29.3       78.2*      49.6 
051006  125714  47  28.6320 N  62  46.1650 W   5.5        3.5       13.5       29.3       78.2       45.3*
051006  125716  47  28.6320 N  62  46.1690 W   4.6        3.5       13.5        6.4*      78.2       45.3 
051006  125718  47  28.6320 N  62  46.1730 W   4.6        3.5       13.5        6.4       78.2       45.3 
051006  125720  47  28.6320 N  62  46.1770 W   5.0        3.5       13.5        4.9*      78.2       47.9*
051006  125722  47  28.6310 N  62  46.1810 W   5.4        3.5       13.5        4.9       65.8*      47.9 
051006  125724  47  28.6310 N  62  46.1850 W   4.6        3.5       13.5        4.9       65.8       47.9 
051006  125726  47  28.6310 N  62  46.1890 W   3.5        3.5       13.5        5.9*      65.8       25.0*
051006  125728  47  28.6310 N  62  46.1920 W   4.0        3.5       13.5        5.9       65.8       25.0 
051006  125730  47  28.6310 N  62  46.1950 W   3.5        3.5       13.5        5.9       65.8       48.3*
051006  125732  47  28.6300 N  62  46.1980 W   2.5        3.5       13.5        5.9*      65.8       48.3 
051006  125734  47  28.6310 N  62  46.2000 W   2.6        3.5       13.5        5.9       65.8       48.3 
051006  125736  47  28.6310 N  62  46.2020 W   2.6        3.5       13.5        5.4*      65.8       42.2*
051006  125738  47  28.6300 N  62  46.2040 W   2.7        3.5       13.5        5.4       12.7*      42.2 
051006  125740  47  28.6300 N  62  46.2060 W   2.0        3.5       13.5        5.4       12.7       42.2 
051006  125742  47  28.6300 N  62  46.2070 W   2.4        3.5       13.5        4.1*      12.7       45.3*
051006  125744  47  28.6290 N  62  46.2100 W   2.0        3.5       13.5        4.1        0.0*      45.3 
051006  125746  47  28.6300 N  62  46.2110 W   2.0        3.5        2.6*       5.3*       0.0       45.7*
051006  125748  47  28.6300 N  62  46.2130 W   1.4        3.5        2.6        5.3        4.4*      45.7 
051006  125750  47  28.6290 N  62  46.2140 W   2.0        3.5        2.6        5.3        4.4       45.7 
051006  125752  47  28.6290 N  62  46.2160 W   1.8        3.5        2.6        5.6*       4.4       50.5*
051006  125754  47  28.6300 N  62  46.2170 W   1.4        3.9*       2.6        5.6        7.3*      50.5 
051006  125756  47  28.6300 N  62  46.2190 W   1.9        3.9        2.6        5.6        7.3       50.5 
051006  125758  47  28.6300 N  62  46.2200 W   1.9        3.9        2.6        4.7*       7.3       50.1*
051006  125800  47  28.6300 N  62  46.2220 W   2.2        3.9        2.6        4.7        3.5*      50.1 
051006  125802  47  28.6300 N  62  46.2240 W   1.4        3.9        2.6        5.7*       3.5       53.2*
051006  125804  47  28.6300 N  62  46.2260 W   2.2        3.9        2.6        5.7        4.8*      53.2 
051006  125806  47  28.6300 N  62  46.2270 W   1.6        3.9        2.6        5.7        4.8       53.2 
051006  125808  47  28.6300 N  62  46.2290 W   1.6        3.9        2.6        9.0*       4.8       55.8*
051006  125810  47  28.6300 N  62  46.2300 W   1.9        3.9        2.6        9.0        5.0*      55.8 
051006  125812  47  28.6300 N  62  46.2320 W   1.8        3.9       10.9*       9.0        5.0       55.8 
051006  125814  47  28.6300 N  62  46.2330 W   1.9        3.9       10.9        9.0        4.9*      52.7*
051006  125816  47  28.6300 N  62  46.2350 W   1.9        3.9       10.9        9.0        4.9       52.7 
051006  125818  47  28.6290 N  62  46.2360 W   1.7       11.0*      10.9        4.6*       4.9       57.6*
051006  125820  47  28.6300 N  62  46.2380 W   2.0       11.0       10.9        4.6        4.9*      57.6 
051006  125822  47  28.6290 N  62  46.2390 W   1.7       11.0       10.9        4.6        4.9       57.6 
051006  125824  47  28.6300 N  62  46.2410 W   2.1       11.0        2.4*       5.0*       4.9       58.4*
051006  125826  47  28.6300 N  62  46.2430 W   1.8       11.0        2.4        5.0        4.8*      58.4 
051006  125828  47  28.6290 N  62  46.2440 W   2.1       11.0        2.4        4.5*       4.8       58.4 
051006  125830  47  28.6290 N  62  46.2470 W   1.6       11.0        2.4        4.5        5.3*      60.6*
051006  125832  47  28.6290 N  62  46.2480 W   1.7        5.2*       2.4        4.5        5.3       60.6 
051006  125834  47  28.6290 N  62  46.2490 W   2.0        5.2        2.4        5.1*       5.3       61.1*
051006  125836  47  28.6290 N  62  46.2510 W   1.8        5.2        2.4        5.1        5.6*      61.1 
051006  125838  47  28.6290 N  62  46.2520 W   1.9        5.2        2.4        5.1        5.6       61.1 
