FileName: C:\2005CA~1\CTY0282.TXT
Local Time: Thu Oct 06 17:08:01 2005

Ship: Marco Michel Trip: 01 Tow: cty0282
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  200802  47  26.2220 N  62  32.2480 W   2.9       12.5*       3.5        4.2*     109.1*      16.3*
051006  200804  47  26.2210 N  62  32.2500 W   2.8       12.5        3.5        4.4*     109.1       16.3 
051006  200806  47  26.2200 N  62  32.2520 W   2.5       12.5        3.5        4.4      109.1       16.3 
051006  200808  47  26.2200 N  62  32.2530 W   2.6       12.5        3.5        4.4      109.1       16.3 
051006  200810  47  26.2200 N  62  32.2550 W   2.3       12.5        3.5        2.0*     109.1       16.3 
051006  200812  47  26.2200 N  62  32.2570 W   2.5       12.5        3.5        2.0      109.1        4.8*
051006  200814  47  26.2190 N  62  32.2590 W   2.4       12.5        3.5        9.0*     109.1        4.8 
051006  200816  47  26.2180 N  62  32.2610 W   2.5       12.5        3.5        9.0      109.1       12.7*
051006  200818  47  26.2170 N  62  32.2620 W   2.9       12.5        3.5        9.0      109.1       12.7 
051006  200820  47  26.2170 N  62  32.2640 W   3.4       12.5        3.5        9.0      109.1       12.7 
051006  200822  47  26.2150 N  62  32.2670 W   4.4       12.5       11.1*       9.0      109.1       12.7 
051006  200824  47  26.2140 N  62  32.2700 W   5.1       12.5       11.1        9.0      109.1       12.7 
051006  200826  47  26.2130 N  62  32.2740 W   5.8       12.5       11.1        9.0      109.1       12.7 
051006  200828  47  26.2120 N  62  32.2790 W   6.1       12.5       11.1        9.0      109.1       12.7 
051006  200830  47  26.2100 N  62  32.2830 W   6.5       12.5       11.1        9.0      109.1       12.7 
051006  200832  47  26.2080 N  62  32.2880 W   6.7       12.5       11.1        9.0      109.1       12.7 
051006  200834  47  26.2060 N  62  32.2930 W   7.0       12.5       11.1        9.0      109.1       12.7 
051006  200836  47  26.2030 N  62  32.2980 W   7.1       12.5       11.1        9.0      109.1       12.7 
051006  200838  47  26.2010 N  62  32.3020 W   7.2       12.5       11.1        9.0      109.1       12.7 
051006  200840  47  26.1980 N  62  32.3070 W   7.2       12.5       11.1        9.0      109.1       12.7 
051006  200842  47  26.1960 N  62  32.3100 W   7.5       12.5       11.1        9.0      109.1       12.7 
051006  200844  47  26.1920 N  62  32.3150 W   7.4       12.5       11.1        9.0      109.1       12.7 
051006  200846  47  26.1880 N  62  32.3190 W   7.5       12.5       11.1        7.6*     109.1       12.7 
051006  200848  47  26.1850 N  62  32.3240 W   7.2       12.5       11.1        7.6      109.1       12.7 
051006  200850  47  26.1810 N  62  32.3280 W   7.6       12.5       11.1        7.6      109.1       12.7 
051006  200852  47  26.1780 N  62  32.3310 W   7.4       12.5       11.1        7.6      125.8*      12.7 
051006  200855  47  26.1720 N  62  32.3350 W   7.2       12.5       11.1        7.6      125.8       12.7 
051006  200856  47  26.1710 N  62  32.3370 W   7.5       12.5       11.1        7.6      125.8       12.7 
051006  200858  47  26.1670 N  62  32.3400 W   7.8       12.5       11.1        7.6      125.8       12.7 
051006  200900  47  26.1640 N  62  32.3440 W   7.4       12.5       11.1        7.6      125.8       12.7 
051006  200902  47  26.1600 N  62  32.3470 W   7.4       12.5       11.1        7.6      125.8       12.7 
051006  200904  47  26.1560 N  62  32.3500 W   7.6       12.5       11.1        7.6      125.8       12.7 
051006  200906  47  26.1530 N  62  32.3530 W   7.9       12.5       11.1        7.6      125.8       12.7 
051006  200908  47  26.1490 N  62  32.3570 W   7.5       12.5       11.1        7.6      125.8       12.7 
051006  200910  47  26.1450 N  62  32.3600 W   7.3       12.5       11.1        7.6      125.8       12.7 
051006  200912  47  26.1410 N  62  32.3630 W   7.6       12.5       11.1        7.6      125.8       12.7 
051006  200914  47  26.1380 N  62  32.3660 W   7.6       12.5       11.1        7.6      125.8       12.7 
051006  200916  47  26.1340 N  62  32.3700 W   7.6       12.5       11.1        7.6      125.8       12.7 
051006  200918  47  26.1310 N  62  32.3730 W   7.7       12.5       11.1        7.6      125.8       12.7 
051006  200920  47  26.1270 N  62  32.3770 W   8.0       12.5       11.1        7.6      125.8       12.7 
051006  200922  47  26.1240 N  62  32.3800 W   7.5       12.5       11.1        7.6      125.8       12.7 
051006  200925  47  26.1190 N  62  32.3860 W   7.4       12.5       11.1        7.6      125.8       12.7 
051006  200926  47  26.1170 N  62  32.3880 W   7.8       12.5       11.1        7.6      125.8       12.7 
051006  200928  47  26.1140 N  62  32.3920 W   7.9       12.5       11.1        7.6      125.8       12.7 
051006  200930  47  26.1100 N  62  32.3970 W   7.3       12.5       11.1        7.6      125.8       12.7 
051006  200933  47  26.1050 N  62  32.4020 W   7.4       12.5       11.1        7.6      125.8       12.7 
051006  200934  47  26.1040 N  62  32.4040 W   7.5       12.5       11.1        7.6      125.8       12.7 
051006  200936  47  26.1010 N  62  32.4070 W   7.6       12.5       11.1        7.6      125.8       12.7 
