FileName: C:\2005CA~1\CTY0371.TXT
Local Time: Thu Oct 06 23:38:51 2005

Ship: Marco Michel Trip: 01 Tow: cty0371
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051007  023853  47  19.1310 N  62  34.3050 W   2.3        3.4       13.2*       3.1*      62.1*      13.2*
051007  024013  47  19.0130 N  62  34.3960 W   6.8        2.4       13.2       13.7        7.0       36.0 
051007  024015  47  19.0100 N  62  34.3990 W   7.1        2.4       13.2       13.7        7.0       36.0 
051007  024017  47  19.0060 N  62  34.4010 W   6.8        2.4       13.2       13.7        7.0*      36.0 
051007  024019  47  19.0030 N  62  34.4040 W   6.7        2.4        2.8*      13.7        7.0       36.0 
051007  024021  47  18.9990 N  62  34.4060 W   6.8        2.4        2.8       13.7        7.0       36.0 
051007  024023  47  18.9960 N  62  34.4080 W   7.0        2.4        2.8       13.7        7.4*      36.0 
051007  024025  47  18.9920 N  62  34.4110 W   7.3        2.4        2.8       13.7        7.4       36.0 
051007  024027  47  18.9890 N  62  34.4140 W   6.4        2.4        2.8       13.7        5.9*      32.1*
051007  024029  47  18.9860 N  62  34.4160 W   6.5        2.4        2.8       13.7        5.9       32.1 
051007  024031  47  18.9820 N  62  34.4190 W   6.9        2.4        2.8       13.7        5.9       32.1 
051007  024033  47  18.9790 N  62  34.4220 W   7.3        2.4        2.8       13.7        6.6*      32.1 
051007  024035  47  18.9750 N  62  34.4260 W   6.7        2.4        2.8       13.7        6.6       32.1 
051007  024037  47  18.9720 N  62  34.4280 W   6.3        2.4        2.8       13.7        6.6       32.1 
051007  024039  47  18.9690 N  62  34.4310 W   6.9        2.4        2.8       13.7       76.1*      32.1 
051007  024041  47  18.9660 N  62  34.4350 W   7.2        2.4        2.8       13.7       76.1       32.1 
051007  024043  47  18.9620 N  62  34.4380 W   7.0        2.4        2.8       13.7       76.1       32.1 
051007  024045  47  18.9590 N  62  34.4410 W   6.5        2.4        2.8       13.7       76.1       32.1 
051007  024047  47  18.9560 N  62  34.4450 W   6.8        2.4        2.8       13.7       76.1       32.1 
051007  024049  47  18.9530 N  62  34.4480 W   7.1        2.4        2.8       13.7        5.9*      32.1 
051007  024051  47  18.9500 N  62  34.4520 W   7.3        2.4        2.8       13.7        5.9       32.1 
051007  024053  47  18.9470 N  62  34.4550 W   6.6        2.4        2.8       13.7        8.9*      32.1 
051007  024055  47  18.9440 N  62  34.4590 W   6.6        2.4        2.8       13.7        8.9       32.1 
051007  024057  47  18.9410 N  62  34.4620 W   7.1        2.4        2.8       13.7        8.9       32.1 
051007  024059  47  18.9390 N  62  34.4660 W   7.1        2.4        2.8       13.7        8.9       32.1 
051007  024101  47  18.9360 N  62  34.4690 W   6.3        2.4        2.8       13.7        8.9       32.1 
051007  024103  47  18.9330 N  62  34.4730 W   5.1        2.4        2.8       13.7        8.9       32.1 
051007  024105  47  18.9310 N  62  34.4750 W   4.9        2.4        2.8       13.7        8.9       32.1 
051007  024107  47  18.9290 N  62  34.4780 W   3.6        2.4        2.8       13.7        8.9       32.1 
051007  024109  47  18.9280 N  62  34.4790 W   3.5        2.4        2.8       13.7        8.9        9.7*
051007  024111  47  18.9260 N  62  34.4810 W   3.0        2.4        2.8       13.7        7.4*       9.7 
051007  024113  47  18.9250 N  62  34.4820 W   2.7        2.4        2.8       13.7        7.4        9.7 
051007  024115  47  18.9240 N  62  34.4830 W   2.4        2.4        2.8       13.7        7.4       36.5*
051007  024117  47  18.9230 N  62  34.4850 W   2.6        2.4        2.8       13.7       17.6*      36.5 
051007  024119  47  18.9220 N  62  34.4860 W   2.1        2.4        2.8       13.7       17.6       36.5 
051007  024121  47  18.9210 N  62  34.4870 W   2.0        2.4        3.0*       5.3*      17.6       37.8*
051007  024123  47  18.9200 N  62  34.4880 W   2.0        2.4        3.0        5.3       17.6       37.8 
051007  024125  47  18.9200 N  62  34.4900 W   1.7        2.4        3.0        4.9*      17.6       46.1*
051007  024127  47  18.9190 N  62  34.4900 W   1.9        3.3*       3.0        4.9        4.9*      46.1 
051007  024129  47  18.9180 N  62  34.4910 W   1.9        3.3        3.0        4.9        4.9       46.1 
051007  024131  47  18.9170 N  62  34.4920 W   1.4        3.3        3.0        5.9*       6.5*      45.7*
051007  024133  47  18.9170 N  62  34.4930 W   1.8        3.3        2.2*       5.9        6.5       45.7 
051007  024135  47  18.9160 N  62  34.4930 W   1.4        3.3        2.2        9.4*       6.5       45.7 
051007  024137  47  18.9150 N  62  34.4950 W   1.7        3.3        2.2        9.4        6.5       61.9*
051007  024139  47  18.9140 N  62  34.4950 W   1.0        3.3        2.2        9.4        6.5       61.9 
051007  024141  47  18.9130 N  62  34.4960 W   2.3        3.6*       2.2        9.4       70.7*      35.1*
051007  024143  47  18.9130 N  62  34.4970 W   1.0        3.6        2.2        9.4       70.7       35.1 
051007  024145  47  18.9120 N  62  34.4970 W   1.9        3.6        2.2        9.4       70.7       35.1 
051007  024147  47  18.9110 N  62  34.4990 W   1.2        3.6        2.7*       3.2*       9.8*      53.2*
051007  024149  47  18.9110 N  62  34.4990 W   1.7        3.6        2.7        3.2        9.8       53.2 
051007  024151  47  18.9100 N  62  34.5000 W   1.1        3.6        2.7        4.8*       9.8       53.2 
051007  024153  47  18.9100 N  62  34.5000 W   1.8        3.6        2.7        4.8       10.2*      45.3*
051007  024155  47  18.9090 N  62  34.5010 W   1.2        3.9*       2.7        4.8       10.2       45.3 
051007  024157  47  18.9080 N  62  34.5020 W   1.3        3.9        2.7        3.5*      10.2       58.4*
051007  024159  47  18.9080 N  62  34.5030 W   1.8        3.9        2.7        3.5       10.2       58.4 
051007  024201  47  18.9070 N  62  34.5040 W   1.1        3.9        2.8*       4.2*      10.2       58.4 
051007  024203  47  18.9060 N  62  34.5050 W   1.8        3.9        2.8        4.2        4.6*      71.2*
051007  024205  47  18.9060 N  62  34.5060 W   1.5        3.9        2.8        4.2        4.6       71.2 
051007  024207  47  18.9050 N  62  34.5070 W   1.9        3.7*       2.8        4.1*       4.6       71.2 
051007  024209  47  18.9040 N  62  34.5080 W   1.6        3.7        2.8        4.1        3.9*      71.2 
051007  024211  47  18.9030 N  62  34.5080 W   1.9        3.7        2.8        4.1        3.9       71.2 
051007  024213  47  18.9020 N  62  34.5100 W   1.7        3.7        2.8        4.1*       3.9       71.2 
051007  024215  47  18.9010 N  62  34.5100 W   2.0        3.7        2.8        4.1        3.9       71.2 
051007  024217  47  18.9000 N  62  34.5110 W   1.8        3.7        2.8        4.2*       3.9       71.2 
051007  024219  47  18.9000 N  62  34.5120 W   2.0        3.7        2.8        4.2        3.9       71.2 
051007  024221  47  18.8990 N  62  34.5130 W   1.9        3.7        2.8        4.2        3.9       71.2 
051007  024223  47  18.8980 N  62  34.5140 W   1.7        3.7        2.8        3.8*       3.9       67.7*
051007  024225  47  18.8970 N  62  34.5150 W   2.0        3.7        2.8        3.8        3.9       67.7 
051007  024227  47  18.8960 N  62  34.5160 W   1.7        3.7        2.4*       3.8        3.9       67.7 
051007  024229  47  18.8950 N  62  34.5170 W   2.0        3.7        2.4        4.5*       3.9       69.0*
051007  024231  47  18.8940 N  62  34.5180 W   1.9        3.7        2.4        4.5        3.9       69.0 
051007  024233  47  18.8940 N  62  34.5180 W   1.7        3.9*       2.4        3.6*       3.9       69.0 
051007  024235  47  18.8930 N  62  34.5190 W   2.0        3.9        2.4        3.6       10.0*      71.2*
051007  024237  47  18.8920 N  62  34.5200 W   1.8        3.9        2.4        3.6       10.0       71.2 
051007  024239  47  18.8910 N  62  34.5210 W   1.9        3.9        2.7*       4.5*      10.0       71.2 
051007  024241  47  18.8900 N  62  34.5220 W   1.9        3.9        2.7        4.5       10.0       69.9*
051007  024243  47  18.8890 N  62  34.5230 W   1.8        3.9        2.7        4.4*      10.0       69.9 
051007  024245  47  18.8880 N  62  34.5240 W   1.8        3.9        2.7        4.4        9.8*      74.7*
051007  024247  47  18.8880 N  62  34.5250 W   1.8        4.5*       2.7        4.4        9.8       74.7 
051007  024249  47  18.8870 N  62  34.5260 W   1.7        4.5        2.7        5.0*       0.8*      74.7 
051007  024251  47  18.8860 N  62  34.5270 W   1.8        4.5        2.7        5.0        0.8       73.8*
051007  024253  47  18.8850 N  62  34.5270 W   1.9        4.5        2.7        5.0        0.8       73.8 
051007  024255  47  18.8840 N  62  34.5280 W   1.9        4.5        2.7        4.2*       5.7*      73.8 
051007  024257  47  18.8830 N  62  34.5300 W   1.9        4.5        2.7        4.2        5.7       75.6*
051007  024259  47  18.8820 N  62  34.5300 W   1.6        4.5        2.7        5.8*       5.7       75.6 
051007  024301  47  18.8820 N  62  34.5310 W   2.0        4.5        2.7        5.8        6.8*      72.0*
051007  024303  47  18.8810 N  62  34.5320 W   1.7        4.5        2.7        5.8        6.8       72.0 
051007  024305  47  18.8800 N  62  34.5330 W   1.9        4.5        2.7        5.2*       6.8       72.0 
051007  024307  47  18.8790 N  62  34.5340 W   1.8        4.5        2.7        5.2        6.8       76.4*
051007  024309  47  18.8780 N  62  34.5350 W   1.9        4.5        2.7        5.7*       6.8       76.4 
051007  024311  47  18.8770 N  62  34.5360 W   2.1        4.5        2.7        5.7        6.8       75.1*
051007  024313  47  18.8760 N  62  34.5370 W   1.5        4.5        2.7        5.7        6.8       75.1 
051007  024315  47  18.8750 N  62  34.5370 W   2.4        4.5        2.7        5.9*       6.8       75.1 
051007  024317  47  18.8740 N  62  34.5390 W   1.7        4.5        2.7        5.9        6.8       75.1*
051007  024319  47  18.8740 N  62  34.5390 W   2.0        4.5        2.7        5.9        6.8       75.1 
051007  024321  47  18.8730 N  62  34.5400 W   2.1        4.5        2.7        5.6*       6.8       75.1 
051007  024323  47  18.8720 N  62  34.5410 W   1.9        4.5        2.7        5.6        6.8       76.0*
051007  024325  47  18.8710 N  62  34.5420 W   1.9        4.5        2.7        6.0*       6.8       76.0 
051007  024327  47  18.8700 N  62  34.5430 W   1.8        4.5        2.7        6.0        6.8       76.0 
051007  024329  47  18.8690 N  62  34.5440 W   2.1        4.5        2.7        6.0        6.8       74.7*
051007  024331  47  18.8680 N  62  34.5450 W   2.2        4.5        2.7        6.2*       6.8       74.7 
051007  024333  47  18.8670 N  62  34.5460 W   1.7        4.5        2.7        6.2        6.8       76.4*
051007  024335  47  18.8660 N  62  34.5470 W   2.2        4.5        2.7        6.0*       6.8       76.4 
051007  024337  47  18.8650 N  62  34.5480 W   1.9        4.5        2.7        6.0        6.8       76.4 
051007  024339  47  18.8650 N  62  34.5490 W   2.0        4.5        2.7        6.0        6.8       74.7*
051007  024341  47  18.8640 N  62  34.5500 W   1.7        4.5        2.7        6.0*       6.8       74.7 
051007  024343  47  18.8630 N  62  34.5510 W   2.4        4.5        2.7        6.0        6.8       74.7 
051007  024345  47  18.8620 N  62  34.5520 W   1.6        4.5        2.7        6.0        6.8       77.8*
051007  024347  47  18.8610 N  62  34.5530 W   2.1        4.5       12.3*       6.6*      41.9*      77.8 
051007  024349  47  18.8600 N  62  34.5540 W   2.2        4.5       12.3        6.6       41.9       74.2*
051007  024351  47  18.8590 N  62  34.5550 W   1.9        4.5       12.3        6.1*      41.9       74.2 
051007  024353  47  18.8580 N  62  34.5560 W   2.1        4.5       12.3        6.1       41.9       74.2 
051007  024355  47  18.8570 N  62  34.5570 W   2.0        4.5       12.3        6.1       41.9       72.9*
051007  024357  47  18.8560 N  62  34.5580 W   2.1        4.5       12.3        6.2*      41.9       72.9 
051007  024359  47  18.8550 N  62  34.5590 W   2.1        4.5       12.3        6.2       41.9       72.9 
051007  024401  47  18.8540 N  62  34.5600 W   1.7        4.5       12.3        6.2       41.9       77.3*
051007  024403  47  18.8530 N  62  34.5610 W   2.3        4.5       12.3        6.1*      92.6*      77.3 
051007  024405  47  18.8520 N  62  34.5620 W   1.9        4.5       12.3        6.1       92.6       75.6*
051007  024407  47  18.8510 N  62  34.5630 W   2.0        4.5       12.3        6.8*      92.6       75.6 
051007  024409  47  18.8500 N  62  34.5640 W   2.2        4.5       12.3        6.8        7.9*      75.6 
051007  024411  47  18.8490 N  62  34.5650 W   1.8        4.5       12.3        6.8        7.9       72.0*
051007  024413  47  18.8480 N  62  34.5650 W   2.2        4.5       12.3        6.4*       7.9       72.0 
051007  024415  47  18.8470 N  62  34.5670 W   1.9        4.5       12.3        6.4        7.7*      72.0 
051007  024418  47  18.8460 N  62  34.5690 W   2.1        4.5       12.3        6.4*       7.7       76.0*
051007  024419  47  18.8460 N  62  34.5690 W   1.8        4.5       12.3        6.4        9.4*      76.0 
051007  024421  47  18.8450 N  62  34.5700 W   2.3        4.5       12.3        6.4        9.4       76.9*
051007  024423  47  18.8440 N  62  34.5710 W   1.8        4.5       12.3        6.1*       9.4       76.9 
051007  024425  47  18.8430 N  62  34.5720 W   2.2        4.5       12.3        6.1        5.5*      76.9 
051007  024427  47  18.8420 N  62  34.5730 W   1.7        4.5       12.3        6.1        5.5       72.5*
051007  024429  47  18.8410 N  62  34.5740 W   2.4        4.5       12.3        6.4*       7.7*      72.5 
051007  024431  47  18.8400 N  62  34.5750 W   1.5        4.5       12.3        6.4        7.7       72.5 
051007  024433  47  18.8390 N  62  34.5760 W   2.4        4.5       12.3        6.6*       7.7       76.4*
051007  024435  47  18.8380 N  62  34.5770 W   1.8        4.5       12.3        6.6        7.9*      76.4 
051007  024437  47  18.8370 N  62  34.5780 W   2.0        4.5       12.3        6.6        7.9       76.4 
051007  024439  47  18.8360 N  62  34.5790 W   2.1        4.5       12.3       18.1*       7.9       72.5*
051007  024441  47  18.8350 N  62  34.5800 W   1.8        4.5       12.3       18.1        7.9       72.5 
051007  024443  47  18.8350 N  62  34.5810 W   1.9        4.5       12.3       18.1        7.9       75.6*
051007  024445  47  18.8340 N  62  34.5820 W   2.1        4.5       12.3       18.1        7.9       75.6 
051007  024447  47  18.8330 N  62  34.5830 W   1.8        4.5       12.3       18.1        7.9       75.6 
051007  024449  47  18.8320 N  62  34.5840 W   1.9        4.5       12.3        6.2*       7.9       75.1*
051007  024451  47  18.8310 N  62  34.5850 W   2.1        4.5       12.3        6.2        7.6*      75.1 
051007  024453  47  18.8300 N  62  34.5860 W   1.9        4.5       12.3        6.2        7.6       74.7*
051007  024455  47  18.8300 N  62  34.5870 W   1.9        4.5       12.3        6.1*       7.6       74.7 
051007  024457  47  18.8290 N  62  34.5880 W   2.0        4.5       12.3        6.1        7.4*      74.7 
051007  024459  47  18.8280 N  62  34.5890 W   1.9        4.5       12.3        6.2*       7.4       72.9*
051007  024501  47  18.8270 N  62  34.5900 W   1.8        4.5       12.3        6.2        7.1*      72.9 
051007  024503  47  18.8260 N  62  34.5910 W   1.9        4.5       12.3        6.2        7.1       72.9 
051007  024505  47  18.8250 N  62  34.5920 W   2.0        4.5       12.3        6.1*       7.1       75.6*
051007  024507  47  18.8240 N  62  34.5930 W   1.9        4.5       12.3        6.1        6.9*      75.6 
051007  024509  47  18.8240 N  62  34.5940 W   2.1        4.5       12.3        6.1        6.9       75.6 
051007  024511  47  18.8230 N  62  34.5950 W   1.8        4.5       12.3        6.4*       8.3*      74.2*
051007  024513  47  18.8220 N  62  34.5960 W   2.0        4.5       12.3        6.4        8.3       74.2 
051007  024515  47  18.8210 N  62  34.5970 W   1.8        4.5       12.3        6.8*       8.3       76.0*
051007  024517  47  18.8200 N  62  34.5980 W   2.2        4.5       12.3        6.8        7.8*      76.0 
051007  024519  47  18.8190 N  62  34.5990 W   2.0        4.5       12.3        6.8        7.8       76.0 
051007  024521  47  18.8180 N  62  34.6000 W   1.9        4.5       12.3        6.4*       7.8       72.9*
051007  024523  47  18.8170 N  62  34.6010 W   2.1        4.5       12.3        6.4        7.6*      72.9 
051007  024525  47  18.8160 N  62  34.6020 W   1.8        4.5       12.3        6.4        7.6       72.9 
051007  024527  47  18.8150 N  62  34.6030 W   2.5        4.5       12.3        6.5*       7.6*      76.0*
051007  024529  47  18.8140 N  62  34.6040 W   1.8        4.5       12.3        6.5        7.6       76.0 
051007  024531  47  18.8130 N  62  34.6060 W   2.4        4.5       12.3        6.5        7.6       73.8*
051007  024533  47  18.8120 N  62  34.6060 W   1.7        4.5       12.3        6.5        7.5*      73.8 
051007  024536  47  18.8110 N  62  34.6080 W   2.2        4.5       12.3        6.5        7.5       73.8 
051007  024537  47  18.8110 N  62  34.6080 W   1.7        4.5       12.3        6.5        7.5       75.1*
051007  024539  47  18.8100 N  62  34.6090 W   2.2        4.5       12.3        6.5        7.4*      75.1 
051007  024542  47  18.8090 N  62  34.6110 W   2.0        4.5       12.3        5.9*       7.4       73.4*
051007  024543  47  18.8080 N  62  34.6110 W   2.3        4.5       12.3        5.9        7.4       73.4 
051007  024545  47  18.8070 N  62  34.6120 W   2.1        4.5       12.3        5.9        7.4       73.4 
051007  024548  47  18.8060 N  62  34.6140 W   1.8        4.5       12.3        6.4*       7.4*      75.1*
051007  024549  47  18.8050 N  62  34.6150 W   2.1        4.5       12.3        6.4        7.4       75.1 
051007  024551  47  18.8040 N  62  34.6160 W   2.3        4.5       12.3        6.4        7.4       75.1 
051007  024554  47  18.8030 N  62  34.6170 W   2.6        4.5       12.3        6.4*       7.4       74.7*
051007  024555  47  18.8020 N  62  34.6180 W   2.4        4.5       12.3        6.4        7.4       74.7 
051007  024557  47  18.8020 N  62  34.6190 W   1.6        4.5        9.6*       6.1*       7.4       74.7 
051007  024600  47  18.8000 N  62  34.6200 W   1.8        4.5        9.6        6.1        7.6*      72.5*
051007  024601  47  18.8000 N  62  34.6210 W   1.7        4.5        9.6        6.1        7.6       72.5 
051007  024603  47  18.7990 N  62  34.6220 W   2.3        4.5        9.6        6.3*       7.6       76.4*
051007  024606  47  18.7970 N  62  34.6240 W   2.2        4.5        9.6        6.3        7.1*      76.4 
051007  024607  47  18.7970 N  62  34.6240 W   2.5        4.5        9.6        6.3        7.1       76.4 
051007  024609  47  18.7960 N  62  34.6250 W   1.6        4.5        9.6        6.2*       7.2*      73.4*
051007  024612  47  18.7950 N  62  34.6260 W   1.9        4.5        9.6        6.2        7.2       73.4 
051007  024613  47  18.7940 N  62  34.6270 W   2.0        4.5        9.6        5.7*       7.2       73.4 
051007  024615  47  18.7930 N  62  34.6280 W   1.8        4.5        9.6        5.7        7.1*      73.8*
051007  024618  47  18.7920 N  62  34.6290 W   1.7        4.5        9.6        5.7        7.1       73.8 
051007  024619  47  18.7910 N  62  34.6300 W   1.7        4.5        9.6        6.2*       7.1       75.1*
051007  024621  47  18.7900 N  62  34.6310 W   2.3        4.5        9.6        6.2        7.4*      75.1 
051007  024624  47  18.7890 N  62  34.6330 W   1.7        4.5        9.6        6.2*       7.4       75.1 
051007  024625  47  18.7890 N  62  34.6330 W   2.2        4.5        9.6        6.2        7.4*      75.1*
051007  024627  47  18.7880 N  62  34.6340 W   1.7        4.5        9.6        6.2        7.4       75.1 
051007  024630  47  18.7870 N  62  34.6360 W   2.2        4.5        9.6        6.8*       7.4       75.1 
051007  024631  47  18.7860 N  62  34.6370 W   2.0        4.5        9.6        6.8        9.3*      73.8*
051007  024633  47  18.7850 N  62  34.6370 W   1.6        4.5        9.6        6.8        9.3       73.8 
051007  024636  47  18.7840 N  62  34.6390 W   2.4        4.5        9.6        6.4*       8.2*      73.4*
051007  024637  47  18.7840 N  62  34.6390 W   1.7        4.5        9.6        6.4        8.2       73.4 
051007  024639  47  18.7830 N  62  34.6400 W   1.8        4.5        9.6       11.1*       8.2       73.4 
051007  024642  47  18.7810 N  62  34.6420 W   1.4        4.5        9.6       11.1        7.8*      80.0*
051007  024643  47  18.7810 N  62  34.6420 W   1.8        4.5        9.6       11.1        7.8       80.0 
051007  024645  47  18.7800 N  62  34.6430 W   1.9        4.5        9.6        1.7*       7.8       80.0 
051007  024648  47  18.7790 N  62  34.6450 W   2.1        4.5        9.6        1.7        7.8       80.0 
051007  024649  47  18.7780 N  62  34.6450 W   1.6        4.5        9.6        1.7        7.8       80.0 
051007  024651  47  18.7780 N  62  34.6460 W   2.0        4.5        9.6        5.5*       7.8       80.0 
051007  024654  47  18.7770 N  62  34.6480 W   1.4        4.5        9.6        5.5        7.8       80.0 
051007  024655  47  18.7760 N  62  34.6480 W   1.7        4.5        9.6        5.9*       7.8       80.0 
051007  024657  47  18.7750 N  62  34.6500 W   2.4        4.5       11.2*       5.9        7.8       85.2*
051007  024700  47  18.7740 N  62  34.6510 W   2.4        4.5       11.2        5.9        7.8       85.2 
051007  024701  47  18.7740 N  62  34.6520 W   2.5        4.5       11.2        5.9*       7.8       85.2 
051007  024703  47  18.7730 N  62  34.6530 W   1.6        4.5       11.2        5.9        7.6*      82.2*
051007  024706  47  18.7710 N  62  34.6550 W   1.7        4.5       11.2        5.6*       7.6       82.2 
051007  024707  47  18.7710 N  62  34.6550 W   1.5        4.5       11.2        5.6        6.7*      54.5*
051007  024709  47  18.7700 N  62  34.6560 W   2.2        4.5       11.2        5.6        6.7       54.5 
051007  024712  47  18.7690 N  62  34.6580 W   1.4        4.5       11.2        6.4*       6.7       54.5 
051007  024713  47  18.7690 N  62  34.6580 W   1.7        4.5       11.2        6.4        9.7*      74.2*
051007  024715  47  18.7680 N  62  34.6590 W   2.2        4.5       11.2        6.4        9.7       74.2 
051007  024718  47  18.7670 N  62  34.6600 W   1.9        4.5       11.2        5.8*       9.7       74.2 
051007  024719  47  18.7660 N  62  34.6610 W   2.4        4.5       11.2        5.8       11.6*      70.7*
051007  024721  47  18.7660 N  62  34.6630 W   1.6        4.5       11.2        5.0*      11.6       70.7 
051007  024724  47  18.7640 N  62  34.6640 W   1.9        4.5       11.2        5.0        0.2*      76.0*
051007  024725  47  18.7640 N  62  34.6650 W   1.7        4.5       11.2        5.0        0.2       76.0 
051007  024727  47  18.7630 N  62  34.6660 W   2.3        4.5       11.2        5.4*       0.2       76.0 
051007  024730  47  18.7620 N  62  34.6670 W   2.0        4.5       11.2        5.4        2.0*      73.4*
051007  024731  47  18.7610 N  62  34.6680 W   2.3        4.5       11.2        5.4        2.0       73.4 
051007  024733  47  18.7600 N  62  34.6690 W   1.8        4.5       11.2        5.5*       2.0       73.4 
051007  024736  47  18.7590 N  62  34.6710 W   2.1        4.5       11.2        5.5        6.6*      74.2*
051007  024737  47  18.7590 N  62  34.6720 W   2.0        4.5       11.2        5.2*       6.6       74.2 
051007  024739  47  18.7580 N  62  34.6730 W   1.7        4.5       11.2        5.2        6.3*      74.2 
051007  024742  47  18.7570 N  62  34.6740 W   2.7        4.5       11.2        5.2        6.3       71.6*
051007  024743  47  18.7560 N  62  34.6750 W   2.0        4.5       11.2        6.2*       6.3       71.6 
051007  024745  47  18.7560 N  62  34.6750 W   1.9        4.5       11.2        6.2        6.8*      75.1*
051007  024748  47  18.7540 N  62  34.6770 W   1.5        4.5       11.2        5.7*       6.8       75.1 
051007  024749  47  18.7540 N  62  34.6770 W   1.6        4.5       11.2        5.7        6.4*      75.1 
051007  024751  47  18.7530 N  62  34.6780 W   1.8        4.5       11.2        5.7        6.4      106.3*
051007  024754  47  18.7520 N  62  34.6800 W   0.8        4.5       11.2       10.0*       6.4      106.3 
051007  024755  47  18.7520 N  62  34.6800 W   0.2        4.5       11.2       10.0        8.6*     106.3 
051007  024757  47  18.7520 N  62  34.6800 W   1.1        2.5*      11.2       10.0        8.6      106.3 
051007  024800  47  18.7520 N  62  34.6800 W   0.2        2.5       11.2       10.0        8.6      106.3 
051007  024801  47  18.7520 N  62  34.6800 W   0.8        2.5       11.2      141.7*       8.6      106.3 
051007  024803  47  18.7520 N  62  34.6810 W   0.3        2.5       11.2      141.7        8.6      106.3 
