FileName: C:\2005CA~1\CTY0382.TXT
Local Time: Fri Oct 07 00:21:11 2005

Ship: Marco Michel Trip: 01 Tow: cty0382
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051007  032113  47  19.0350 N  62  34.1970 W   2.2        2.8*      12.0        2.4*       3.4*       6.2*
051007  032115  47  19.0340 N  62  34.1980 W   2.2        2.8       12.0        2.4        3.4       28.1*
051007  032118  47  19.0330 N  62  34.2000 W   2.7        2.8       12.0        7.6*       3.4       28.1 
051007  032119  47  19.0320 N  62  34.2010 W   3.1        2.8       12.0        7.6        3.2*      28.1 
051007  032121  47  19.0310 N  62  34.2030 W   3.6        2.8       12.0        7.6        3.2       28.1 
051007  032124  47  19.0270 N  62  34.2060 W   4.8        2.8       12.0        3.5*       3.2       28.1 
051007  032125  47  19.0260 N  62  34.2070 W   4.9        2.8       12.0        3.5        3.2       28.1 
051007  032127  47  19.0240 N  62  34.2100 W   5.6        2.8       12.0        3.5        3.2       28.1 
051007  032130  47  19.0200 N  62  34.2130 W   6.2        2.8       12.0        3.5        3.2       28.1 
051007  032131  47  19.0180 N  62  34.2150 W   6.2        2.8       12.0        3.5        3.2       28.1 
051007  032133  47  19.0150 N  62  34.2170 W   6.2        2.8       12.0        3.5        3.2       28.1 
051007  032136  47  19.0110 N  62  34.2210 W   6.7        2.8       12.0        3.5        3.2       28.1 
051007  032137  47  19.0090 N  62  34.2220 W   6.8        2.8       12.0        3.5        3.2       28.1 
051007  032139  47  19.0060 N  62  34.2240 W   6.7        2.8       12.0        3.3*       3.2       28.1 
051007  032142  47  19.0000 N  62  34.2260 W   6.8        2.8       12.0        3.3        3.2       28.1 
051007  032143  47  18.9980 N  62  34.2270 W   6.9        2.8       12.0        2.7*       3.2       28.1 
051007  032145  47  18.9950 N  62  34.2290 W   7.1        2.8       12.0        2.7      141.4*      28.1 
051007  032148  47  18.9900 N  62  34.2320 W   7.0        2.8       12.0        2.7      141.4       28.1 
051007  032149  47  18.9880 N  62  34.2320 W   6.9        2.8       12.0        2.7      141.4       28.1 
051007  032151  47  18.9850 N  62  34.2340 W   6.7        2.8       12.0        2.7      141.4       28.1 
051007  032154  47  18.9790 N  62  34.2360 W   7.3        2.8       12.0        2.7      141.4       28.1 
051007  032155  47  18.9770 N  62  34.2370 W   7.6        2.8       12.0        2.7      141.4       28.1 
051007  032157  47  18.9730 N  62  34.2390 W   6.9        2.8       12.0        2.7      141.4       28.1 
051007  032200  47  18.9670 N  62  34.2410 W   6.8        2.8       12.0        2.7        3.2*      28.1 
051007  032201  47  18.9650 N  62  34.2410 W   7.0        2.8       12.0        2.7        3.2       28.1 
051007  032203  47  18.9610 N  62  34.2430 W   7.4        2.8       12.0        2.7        3.2       28.1 
051007  032206  47  18.9550 N  62  34.2460 W   6.7        2.8       12.0        4.3*       5.0*      28.1 
051007  032207  47  18.9530 N  62  34.2470 W   6.8        2.8       12.0        4.3        5.0       28.1 
051007  032209  47  18.9500 N  62  34.2490 W   7.1        2.8       12.0        5.5*       3.4*      28.1 
051007  032212  47  18.9450 N  62  34.2530 W   7.2        2.8       12.0        5.5        3.4       28.1 
051007  032213  47  18.9430 N  62  34.2540 W   7.1        2.8       12.0        5.5        3.4       28.1 
051007  032215  47  18.9400 N  62  34.2570 W   6.5        2.8       12.0        5.5        4.1*      28.1 
051007  032218  47  18.9350 N  62  34.2600 W   7.0        2.8       12.0        5.5        4.1       28.1 
051007  032219  47  18.9330 N  62  34.2620 W   7.3        2.8       12.0        5.5        4.1       28.1 
051007  032221  47  18.9300 N  62  34.2650 W   7.2        2.8       12.0        5.5        4.8*      28.1 
051007  032224  47  18.9250 N  62  34.2690 W   6.7        2.8       12.0        5.5        4.8       28.1 
051007  032225  47  18.9230 N  62  34.2700 W   6.8        2.8       12.0        5.5        4.9*      28.1 
051007  032227  47  18.9200 N  62  34.2740 W   7.0        2.8       12.0        5.5        4.9       28.1 
051007  032230  47  18.9150 N  62  34.2780 W   7.2        2.8       12.0        5.5        4.9       28.1 
051007  032231  47  18.9130 N  62  34.2790 W   7.2        2.8       12.0      117.8*       5.3*      28.1 
051007  032233  47  18.9100 N  62  34.2820 W   7.1        2.8       12.0      117.8        5.3       28.1 
051007  032236  47  18.9050 N  62  34.2850 W   6.9        2.8       12.0      117.8        7.1*      28.1 
051007  032237  47  18.9030 N  62  34.2870 W   7.0        2.8       12.0      117.8        7.1       28.1 
051007  032239  47  18.8990 N  62  34.2890 W   7.1        2.8       12.0      117.8        7.1       28.1 
051007  032242  47  18.8940 N  62  34.2930 W   6.8        2.8       12.0      117.8        3.0*      28.1 
051007  032243  47  18.8920 N  62  34.2940 W   6.7        2.8       12.0      117.8        3.0       28.1 
051007  032246  47  18.8870 N  62  34.2980 W   7.0        2.8       12.0      117.8        3.0       28.1 
051007  032248  47  18.8830 N  62  34.3000 W   7.0        2.8       12.0      117.8        3.0       28.1 
051007  032249  47  18.8820 N  62  34.3010 W   7.0        2.8       12.0      117.8        3.0       39.1*
051007  032251  47  18.8780 N  62  34.3030 W   6.7        2.8       12.0      117.8        3.0       39.1 
051007  032254  47  18.8730 N  62  34.3060 W   6.6        2.8       12.0      117.8        3.0       43.5*
051007  032255  47  18.8710 N  62  34.3070 W   6.6        2.8       12.0      117.8        3.0       43.5 
051007  032257  47  18.8680 N  62  34.3090 W   7.1        2.8       12.0      117.8        3.5*      43.5 
051007  032300  47  18.8630 N  62  34.3130 W   6.7        2.8       12.0      117.8        3.5       18.0*
051007  032301  47  18.8610 N  62  34.3140 W   6.3        2.8       12.0      117.8        3.5       18.0 
