FileName: C:\2005CA~1\CTY0101.TXT
Local Time: Wed Oct 05 17:57:06 2005

Ship: Marco Michel Trip: 01 Tow: cty0101
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051005  205707  47  39.7620 N  62  31.8650 W   2.4        2.5*       3.5*       2.1*      12.9*       4.8*
051005  205709  47  39.7610 N  62  31.8650 W   2.3        2.5        3.5        2.5*       2.9*       4.8 
051005  205711  47  39.7600 N  62  31.8650 W   1.8        2.5        3.5        2.5        2.9        4.8 
051005  205713  47  39.7580 N  62  31.8660 W   2.5        2.5        3.5        3.2*       2.9        4.8 
051005  205715  47  39.7570 N  62  31.8660 W   2.5        2.5        3.5        3.2        3.2*       4.8 
051005  205717  47  39.7550 N  62  31.8670 W   3.2        2.5        3.5        3.2        3.2        4.8 
051005  205719  47  39.7530 N  62  31.8670 W   3.8        2.5        3.5        3.0*       3.2        4.8 
051005  205721  47  39.7510 N  62  31.8680 W   4.7        2.5        3.5        3.0        3.8*       4.8 
051005  205723  47  39.7480 N  62  31.8690 W   4.5        2.5        3.5        3.6*       3.8        4.8 
051005  205725  47  39.7460 N  62  31.8700 W   5.0        2.5        3.5        3.6        3.8        4.8 
051005  205727  47  39.7430 N  62  31.8720 W   5.7        2.5        3.5        3.6        3.8        4.8 
051005  205729  47  39.7400 N  62  31.8740 W   5.8        2.5        3.5        3.6        3.8        4.8 
051005  205731  47  39.7370 N  62  31.8760 W   6.0        2.5        3.5        3.6        3.8        4.8 
051005  205733  47  39.7330 N  62  31.8780 W   6.5        2.5        3.5        3.6        3.8        4.8 
051005  205735  47  39.7300 N  62  31.8800 W   6.5        2.5        3.5        3.6        3.8*       4.8 
051005  205737  47  39.7270 N  62  31.8830 W   6.9        2.5        3.5        3.6        3.8        4.8 
051005  205739  47  39.7240 N  62  31.8850 W   6.7        2.5        3.5        3.6        4.1*       4.8 
051005  205741  47  39.7200 N  62  31.8890 W   6.7        2.5        3.5        3.6        4.1        4.8 
051005  205743  47  39.7170 N  62  31.8920 W   6.9        2.5        3.5        3.6        4.1        4.8 
051005  205745  47  39.7140 N  62  31.8960 W   7.2        2.5        3.5        6.2*       3.6*       4.8 
051005  205747  47  39.7100 N  62  31.9000 W   7.1        2.5        3.5        6.2        3.6        4.8 
051005  205749  47  39.7070 N  62  31.9040 W   7.0        2.5        3.5        6.2        3.6        4.8 
051005  205751  47  39.7050 N  62  31.9080 W   6.8        2.5        3.5       38.2*     114.7*       4.8 
051005  205753  47  39.7020 N  62  31.9110 W   7.2        2.5        3.5       38.2      114.7        4.8 
051005  205755  47  39.6990 N  62  31.9160 W   6.9        2.5        3.5       38.2      114.7        4.8 
051005  205757  47  39.6970 N  62  31.9200 W   7.3        2.5        3.5      111.8*     114.7        4.8 
051005  205759  47  39.6940 N  62  31.9250 W   6.9        2.5        3.5      111.8      114.7        4.8 
051005  205801  47  39.6920 N  62  31.9290 W   6.9        2.5        3.5      111.8      114.7        4.8 
051005  205803  47  39.6900 N  62  31.9340 W   7.1        2.5        3.5      111.8      114.7        4.8 
051005  205805  47  39.6880 N  62  31.9380 W   7.1        2.5        3.5      111.8        4.4*       4.8 
051005  205807  47  39.6850 N  62  31.9440 W   7.2        2.5        3.5      111.8        4.4        4.8 
051005  205809  47  39.6830 N  62  31.9490 W   7.0        2.5        3.5      111.8        4.4        4.8 
051005  205811  47  39.6810 N  62  31.9540 W   7.1        2.5        3.5      111.8        4.4*       4.8 
051005  205813  47  39.6800 N  62  31.9590 W   7.0        2.5        3.5      111.8        4.4        4.8 
051005  205815  47  39.6780 N  62  31.9650 W   7.2        2.5        3.5      111.8        4.6*       4.8 
051005  205817  47  39.6760 N  62  31.9700 W   7.0        2.5        3.5      111.8        4.6        4.8 
051005  205819  47  39.6750 N  62  31.9750 W   6.9        2.5        3.5      111.8        4.6        4.8 
051005  205821  47  39.6730 N  62  31.9800 W   7.0        2.5        3.5      111.8        4.3*     187.6*
051005  205823  47  39.6720 N  62  31.9860 W   7.4        2.5        3.5      111.8        4.3      187.6 
051005  205825  47  39.6700 N  62  31.9910 W   7.0        2.5        3.5      111.8        4.3      187.6 
051005  205827  47  39.6700 N  62  31.9970 W   6.8        2.5        3.5      111.8        4.7*     187.6 
051005  205829  47  39.6690 N  62  32.0030 W   7.2        2.5        3.5      111.8        4.7      187.6 
051005  205831  47  39.6680 N  62  32.0080 W   7.2        2.5        3.5      111.8        3.3*     187.6 
051005  205833  47  39.6660 N  62  32.0140 W   7.0        2.5        3.5      111.8        3.3      187.6 
051005  205835  47  39.6660 N  62  32.0200 W   6.9        2.5        3.5      111.8        3.3      187.6 
051005  205837  47  39.6650 N  62  32.0250 W   7.3        2.5        3.5      111.8        3.3      187.6 
051005  205839  47  39.6640 N  62  32.0310 W   7.2        2.5        3.5      111.8        3.3      187.6 
051005  205841  47  39.6630 N  62  32.0370 W   6.9        2.5        3.5      111.8        3.3      187.6 
051005  205843  47  39.6620 N  62  32.0430 W   6.9        2.5        3.5      111.8        3.3      187.6 
051005  205845  47  39.6610 N  62  32.0480 W   7.0        2.5        3.5      111.8        3.3      187.6 
051005  205847  47  39.6590 N  62  32.0540 W   7.2        2.5        3.5      111.8        5.2*     187.6 
051005  205849  47  39.6580 N  62  32.0590 W   6.8        2.5        3.5      111.8        5.2      187.6 
051005  205851  47  39.6560 N  62  32.0640 W   6.9        2.5        3.5      111.8        5.2      187.6 
051005  205853  47  39.6540 N  62  32.0700 W   6.7        2.5        3.5      111.8        6.2*     187.6 
