FileName: C:\2005CA~1\CTY0251.TXT
Local Time: Thu Oct 06 15:13:47 2005

Ship: Marco Michel Trip: 01 Tow: cty0251
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  181348  47  25.9500 N  62  32.4610 W   2.4       13.2*       2.7*     133.5*       8.5*      28.1*
051006  181350  47  25.9490 N  62  32.4620 W   2.8       13.2        2.7      133.5        8.5       28.1 
051006  181352  47  25.9480 N  62  32.4650 W   2.8       13.2        2.7      133.5        8.5       28.1 
051006  181354  47  25.9480 N  62  32.4660 W   2.4       13.2        2.7      133.5        8.5       28.1 
051006  181356  47  25.9470 N  62  32.4680 W   3.6       13.2        2.7      133.5        8.5       28.1 
051006  181358  47  25.9450 N  62  32.4700 W   4.1       13.2        2.7      133.5       91.0*      28.1 
051006  181400  47  25.9440 N  62  32.4730 W   4.3       13.2        2.7      133.5       91.0       28.1 
051006  181402  47  25.9430 N  62  32.4760 W   4.8       13.2        2.7      133.5       91.0       28.1 
051006  181404  47  25.9410 N  62  32.4790 W   5.4       13.2        2.7      133.5       91.0       28.1 
051006  181406  47  25.9380 N  62  32.4830 W   6.7       13.2        2.7      133.5       91.0       28.1 
051006  181408  47  25.9350 N  62  32.4870 W   5.5       13.2        2.7      133.5       91.0       28.1 
051006  181410  47  25.9330 N  62  32.4900 W   6.1       13.2        2.7      133.5       91.0       28.1 
051006  181412  47  25.9300 N  62  32.4930 W   6.8       13.2        2.7      133.5       91.0       28.1 
051006  181414  47  25.9270 N  62  32.4970 W   7.3       13.2        2.7      133.5       91.0      232.0*
051006  181416  47  25.9240 N  62  32.5000 W   6.6       13.2        2.7      133.5       91.0      232.0 
051006  181418  47  25.9210 N  62  32.5030 W   6.2       13.2        2.7      133.5       91.0      232.0 
051006  181420  47  25.9180 N  62  32.5050 W   6.9       13.2        2.7      133.5       91.0      232.0 
051006  181422  47  25.9150 N  62  32.5080 W   7.9       13.2        2.7        2.1*      91.0      232.0 
051006  181424  47  25.9110 N  62  32.5120 W   7.1       13.2        2.7        2.1       91.0      232.0 
051006  181426  47  25.9070 N  62  32.5140 W   6.7       13.2        2.7        2.1       91.0      232.0 
051006  181428  47  25.9040 N  62  32.5170 W   6.6       13.2        2.7        2.1       91.0      232.0 
051006  181430  47  25.9000 N  62  32.5190 W   7.5       13.2        2.7        2.1       91.0      232.0 
051006  181432  47  25.8960 N  62  32.5220 W   7.7       13.2        2.7        2.1       91.0      232.0 
051006  181434  47  25.8930 N  62  32.5240 W   6.8       13.2        2.7        2.1       91.0      232.0 
051006  181436  47  25.8900 N  62  32.5260 W   6.9       13.2        2.7        2.1       91.0      232.0 
051006  181437  47  25.8880 N  62  32.5270 W   7.1       13.2        2.7        2.1       91.0      232.0 
051006  181440  47  25.8820 N  62  32.5310 W   7.1       13.2        2.7        2.1       91.0      232.0 
051006  181442  47  25.8790 N  62  32.5340 W   7.0       13.2        2.7        2.1       91.0      232.0 
051006  181444  47  25.8750 N  62  32.5360 W   6.9       13.2        2.7        2.1       91.0      232.0 
051006  181446  47  25.8720 N  62  32.5390 W   7.0       13.2        2.7        2.1       91.0      232.0 
051006  181448  47  25.8680 N  62  32.5420 W   7.6       13.2        2.7        2.1       91.0      232.0 
051006  181450  47  25.8650 N  62  32.5460 W   7.4       13.2        2.7        2.1       91.0      232.0 
051006  181452  47  25.8610 N  62  32.5490 W   7.2       13.2        2.7        2.1       91.0      232.0 
051006  181454  47  25.8570 N  62  32.5520 W   6.7       13.2        2.7        4.1*      91.0      232.0 
051006  181456  47  25.8540 N  62  32.5550 W   7.5       13.2        2.7        4.1       91.0      232.0 
051006  181458  47  25.8500 N  62  32.5580 W   7.4       13.2        2.7        4.1       91.0      232.0 
051006  181500  47  25.8460 N  62  32.5600 W   7.3       13.2        2.7       45.4*      91.0      232.0 
051006  181502  47  25.8430 N  62  32.5630 W   7.1       13.2        2.7       45.4       91.0      232.0 
051006  181504  47  25.8390 N  62  32.5660 W   7.5       13.2        2.7       45.4       91.0      232.0 
051006  181506  47  25.8360 N  62  32.5690 W   7.1       13.2        2.7       45.4       91.0      232.0 
051006  181508  47  25.8330 N  62  32.5720 W   7.4       13.2        2.7       45.4       91.0      232.0 
051006  181510  47  25.8290 N  62  32.5750 W   7.2       13.2        2.7       45.4       91.0      232.0 
051006  181512  47  25.8260 N  62  32.5780 W   7.6       13.2        2.7       45.4       91.0      232.0 
051006  181514  47  25.8220 N  62  32.5810 W   7.3       13.2        2.7       45.4        5.5*     232.0 
051006  181516  47  25.8190 N  62  32.5850 W   7.3       13.2        2.7       45.4        5.5      232.0 
051006  181518  47  25.8160 N  62  32.5880 W   7.1       13.2        2.7       45.4        5.5      232.0 
051006  181520  47  25.8120 N  62  32.5910 W   7.4       13.2        2.7       45.4        7.1*     232.0 
051006  181522  47  25.8090 N  62  32.5940 W   7.2       13.2        2.7       45.4        7.1      232.0 
051006  181524  47  25.8060 N  62  32.5990 W   7.6       13.2        2.7       45.4        7.1      232.0 
051006  181526  47  25.8020 N  62  32.6030 W   7.4       13.2        2.7       45.4        7.0*     232.0 
051006  181528  47  25.7990 N  62  32.6060 W   7.2       13.2        2.7       45.4        7.0      232.0 
051006  181530  47  25.7960 N  62  32.6100 W   7.3       13.2        2.7       45.4        7.0      232.0 
051006  181532  47  25.7930 N  62  32.6150 W   7.4       13.2        2.7       45.4        7.0      232.0 
051006  181534  47  25.7900 N  62  32.6190 W   7.7       13.2        2.7       45.4        7.0      232.0 
051006  181536  47  25.7870 N  62  32.6230 W   7.1       13.2        2.7       45.4        7.0      232.0 
051006  181538  47  25.7850 N  62  32.6270 W   7.3       13.2        2.7       45.4        7.0      232.0 
051006  181540  47  25.7820 N  62  32.6310 W   7.2       13.2        2.7       45.4        7.0      232.0 
051006  181542  47  25.7790 N  62  32.6360 W   6.6       13.2        2.7       45.4        7.0      232.0 
051006  181544  47  25.7770 N  62  32.6400 W   6.0       13.2        2.7       45.4        7.0      232.0 
051006  181546  47  25.7740 N  62  32.6420 W   5.8       13.2        2.7       45.4        7.0      232.0 
051006  181548  47  25.7720 N  62  32.6460 W   5.5       13.2        2.7       45.4        7.0      232.0 
051006  181550  47  25.7700 N  62  32.6490 W   5.4       13.2        2.7       45.4        7.0       39.1*
051006  181552  47  25.7670 N  62  32.6520 W   5.3       13.2        2.7        5.2*       7.0       39.1 
051006  181554  47  25.7650 N  62  32.6550 W   5.2       13.2        2.7        5.2        7.0       39.1 
051006  181556  47  25.7630 N  62  32.6570 W   4.3       13.2        2.7        5.0*       7.0       41.7*
051006  181558  47  25.7620 N  62  32.6590 W   3.7       13.2        2.7        5.0        7.0       41.7 
051006  181600  47  25.7600 N  62  32.6610 W   3.6       13.2        2.7        5.0        7.0       40.9*
051006  181602  47  25.7590 N  62  32.6630 W   2.6       13.2        2.7        5.3*       6.0*      40.9 
051006  181604  47  25.7580 N  62  32.6640 W   2.8       13.2        2.7        5.3        6.0       40.9 
051006  181606  47  25.7570 N  62  32.6660 W   2.4       13.2        2.7        5.3        6.0       40.4*
051006  181608  47  25.7560 N  62  32.6670 W   2.3       13.2        2.7        7.3*       6.0       40.4 
051006  181610  47  25.7550 N  62  32.6690 W   1.8       13.2        2.7        7.3        6.0       40.4 
051006  181612  47  25.7550 N  62  32.6700 W   2.5       13.2        2.7        3.9*       6.0       60.2*
051006  181614  47  25.7540 N  62  32.6710 W   1.1       13.2        2.7        3.9       71.0*      60.2 
051006  181616  47  25.7530 N  62  32.6720 W   2.4       13.2        2.7        3.9       71.0       31.2*
051006  181618  47  25.7530 N  62  32.6730 W   1.3       13.2       12.9*       4.7*       6.6*      31.2 
051006  181620  47  25.7520 N  62  32.6740 W   2.0       13.2       12.9        4.7        6.6       31.2 
051006  181622  47  25.7520 N  62  32.6750 W   1.5       13.2       12.9        5.9*       6.6       85.2*
051006  181624  47  25.7510 N  62  32.6770 W   1.9       13.2        2.4*       5.9        5.3*      85.2 
051006  181626  47  25.7500 N  62  32.6780 W   1.4       13.2        2.4        5.9        5.3       85.2 
