FileName: C:\2005CA~1\CTY0131.TXT
Local Time: Wed Oct 05 21:09:36 2005

Ship: Marco Michel Trip: 01 Tow: cty0131
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  000936  47  31.2960 N  62  46.6430 W   1.9        7.7*      13.3*       0.5*       2.7*       3.5*
051006  000938  47  31.2950 N  62  46.6440 W   2.5        7.7       13.3        2.6*       2.7        3.5 
051006  000940  47  31.2940 N  62  46.6450 W   1.9        7.7       13.5*       2.6        2.7        3.5 
051006  000942  47  31.2930 N  62  46.6460 W   2.2        7.7       13.5        3.1*       3.1*       8.8*
051006  000944  47  31.2920 N  62  46.6480 W   2.1        7.7       13.5        3.1        3.1        8.8 
051006  000946  47  31.2910 N  62  46.6500 W   2.8        7.7       13.5        3.1        3.1        8.8 
051006  000948  47  31.2900 N  62  46.6520 W   3.7        7.7       13.5        6.8*       3.1        7.9*
051006  000950  47  31.2880 N  62  46.6540 W   4.1        7.7       13.5        6.8        3.1        7.9 
051006  000952  47  31.2860 N  62  46.6570 W   4.7        7.7       13.5        6.8        3.1        7.9 
051006  000954  47  31.2840 N  62  46.6600 W   5.0        7.7       13.5        6.8        3.1        7.9 
051006  000956  47  31.2820 N  62  46.6630 W   5.6        7.7       13.5        6.8      119.0*       7.9 
051006  000958  47  31.2800 N  62  46.6670 W   5.3        7.7       13.5        6.8      119.0        7.9 
051006  001000  47  31.2780 N  62  46.6700 W   6.1        7.7       13.5        6.8      119.0        7.9 
051006  001002  47  31.2760 N  62  46.6730 W   6.1        7.7       13.5        6.8      119.0        7.9 
051006  001004  47  31.2730 N  62  46.6770 W   6.6        7.7       13.5        6.8      119.0       13.2*
051006  001006  47  31.2710 N  62  46.6820 W   6.6        7.7       13.5        6.8      119.0       13.2 
051006  001008  47  31.2680 N  62  46.6860 W   6.6        7.7       13.5        6.8      119.0       13.2 
051006  001010  47  31.2660 N  62  46.6900 W   6.9        7.7       13.5        6.8      119.0       13.2 
051006  001012  47  31.2630 N  62  46.6940 W   7.2        7.7       13.5        6.8      119.0       13.2 
051006  001014  47  31.2610 N  62  46.6990 W   7.0        7.7       13.5        6.8      119.0       13.2 
051006  001016  47  31.2580 N  62  46.7030 W   6.8        7.7       13.5        6.8      119.0       13.2 
051006  001018  47  31.2550 N  62  46.7070 W   7.2        7.7       13.5        6.8      119.0       31.2*
051006  001020  47  31.2530 N  62  46.7110 W   7.3        7.7       13.5        6.8        6.2*      31.2 
051006  001022  47  31.2500 N  62  46.7160 W   7.2        7.7       13.5        6.8        6.2       31.2 
051006  001024  47  31.2470 N  62  46.7210 W   6.9        7.7       13.5        6.8        3.9*      16.7*
051006  001026  47  31.2450 N  62  46.7250 W   7.1        7.7       13.5        6.8        3.9       16.7 
051006  001028  47  31.2420 N  62  46.7300 W   7.2        7.7       13.5        6.8        3.9       16.7 
051006  001030  47  31.2390 N  62  46.7340 W   7.4        7.7       13.5        6.8        4.1*      16.7 
051006  001032  47  31.2370 N  62  46.7390 W   6.9        7.7       13.5        6.8        4.1       16.7 
051006  001034  47  31.2350 N  62  46.7430 W   7.2        7.7       13.5        6.8        4.1       16.7 
051006  001036  47  31.2320 N  62  46.7480 W   7.1        7.7       13.5        6.8        4.1       16.7 
051006  001038  47  31.2290 N  62  46.7530 W   7.5        7.7       13.5        6.8        4.1       16.7 
051006  001040  47  31.2260 N  62  46.7580 W   7.1        7.7       13.5        6.8        6.4*      16.7 
051006  001042  47  31.2240 N  62  46.7620 W   7.4        7.7       13.5        6.8        6.4       16.7 
051006  001044  47  31.2220 N  62  46.7670 W   7.1        7.7       13.5        6.8        6.4       16.7 
051006  001046  47  31.2190 N  62  46.7710 W   7.5        7.7       13.5        6.8        6.4       16.7 
051006  001048  47  31.2160 N  62  46.7760 W   7.2        7.7       13.5        6.8        6.4       16.7 
051006  001050  47  31.2140 N  62  46.7810 W   7.4        7.7       13.5        6.8        4.9*      16.7 
051006  001052  47  31.2110 N  62  46.7860 W   7.1        7.7       13.5        6.8        4.9       16.7 
051006  001054  47  31.2090 N  62  46.7900 W   7.3        7.7       13.5        6.8        4.9       16.7 
051006  001056  47  31.2060 N  62  46.7940 W   7.1        7.7       13.5        6.8        8.1*      16.7 
051006  001058  47  31.2030 N  62  46.7990 W   7.3        7.7       13.5        6.8        8.1       16.7 
051006  001100  47  31.2010 N  62  46.8030 W   7.3        7.7       13.5        6.8        8.1       16.7 
051006  001102  47  31.1980 N  62  46.8070 W   7.2        7.7       13.5        6.8        7.1*      16.7 
051006  001104  47  31.1950 N  62  46.8120 W   6.9        7.7       13.5        6.8        7.1       16.7 
051006  001106  47  31.1930 N  62  46.8170 W   7.3        7.7       13.5        6.8        6.8*      16.7 
051006  001108  47  31.1900 N  62  46.8210 W   7.3        7.7       13.5        6.8        6.8       16.7 
051006  001110  47  31.1870 N  62  46.8260 W   7.2        7.7       13.5        6.8        6.8       16.7 
051006  001112  47  31.1850 N  62  46.8300 W   7.1        7.7       13.5       13.4*       6.8       16.7 
051006  001114  47  31.1820 N  62  46.8350 W   7.2        7.7       13.5       13.4        6.8       16.7 
051006  001116  47  31.1800 N  62  46.8400 W   7.3        7.7       13.5       13.4       61.1*      16.7 
051006  001118  47  31.1770 N  62  46.8440 W   7.5        7.7       13.5        2.3*      61.1       16.7 
051006  001120  47  31.1740 N  62  46.8490 W   7.3        7.7       13.5        2.3       61.1       16.7 
051006  001122  47  31.1710 N  62  46.8530 W   7.2        7.7       13.5        2.3        5.6*      16.7 
051006  001124  47  31.1680 N  62  46.8570 W   7.0        7.7       13.5        2.3        5.6       16.7 
051006  001126  47  31.1660 N  62  46.8620 W   7.3        7.7       13.5        2.3        5.6       16.7 
051006  001128  47  31.1630 N  62  46.8660 W   7.2        7.7       13.5        2.3        7.6*      16.7 
051006  001130  47  31.1600 N  62  46.8700 W   7.0        7.7       13.5        2.3        7.6       16.7 
051006  001132  47  31.1570 N  62  46.8740 W   6.7        7.7       13.5        2.3        7.6       16.7 
051006  001134  47  31.1540 N  62  46.8770 W   6.2        7.7       13.5        2.3        7.6       16.7 
051006  001136  47  31.1510 N  62  46.8800 W   5.8        7.7       13.5        2.3        7.6       16.7 
051006  001138  47  31.1480 N  62  46.8830 W   5.7        7.7       13.5        4.7*       7.6       29.4*
051006  001140  47  31.1460 N  62  46.8850 W   5.3        7.7       13.5        4.7        7.6       29.4 
051006  001142  47  31.1440 N  62  46.8880 W   5.2        2.4*      13.5        4.7        7.6       29.4 
051006  001144  47  31.1430 N  62  46.8910 W   5.0        2.4       13.5        4.7        7.6       56.2*
051006  001146  47  31.1400 N  62  46.8940 W   5.1        2.4       13.5        4.7        7.6       56.2 
051006  001148  47  31.1380 N  62  46.8960 W   4.9        2.4       13.5        4.7        2.0*      22.4*
051006  001150  47  31.1360 N  62  46.8990 W   4.7        2.4       13.5        4.7        2.0       22.4 
051006  001152  47  31.1340 N  62  46.9010 W   4.7        2.4       13.5        4.7        2.0       22.4 
051006  001154  47  31.1320 N  62  46.9040 W   4.4        2.4       13.5       18.5*       2.0       47.9*
051006  001156  47  31.1310 N  62  46.9060 W   3.8        2.4       13.5       18.5        2.0       47.9 
