FileName: C:\2005CA~1\CTY0242.TXT
Local Time: Thu Oct 06 14:39:26 2005

Ship: Marco Michel Trip: 01 Tow: cty0242
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  174838  47  25.7740 N  62  32.7750 W   2.6        3.3        2.5        5.3*       1.4       80.4 
051006  174840  47  25.7730 N  62  32.7760 W   1.2        3.3        2.5        5.3        1.3*      79.5*
051006  174842  47  25.7720 N  62  32.7770 W   2.6        3.3        2.5        5.3        1.3       79.5 
051006  174844  47  25.7710 N  62  32.7790 W   1.7        3.3       11.7*       6.4*      20.1*      79.5 
051006  174846  47  25.7710 N  62  32.7810 W   1.8        3.3       11.7        6.4       20.1       86.1*
051006  174848  47  25.7700 N  62  32.7820 W   2.0        3.3       11.7        6.7*      20.1       86.1 
051006  174850  47  25.7690 N  62  32.7840 W   1.9        3.3       11.7        6.7       21.2*      86.1 
051006  174852  47  25.7680 N  62  32.7840 W   1.9        3.3       11.7        6.7       21.2       76.9*
051006  174854  47  25.7680 N  62  32.7860 W   1.7        3.3       11.7        9.8*      21.2       76.9 
051006  174856  47  25.7670 N  62  32.7870 W   0.6        3.3       11.7        9.8       21.2      100.2*
051006  174858  47  25.7670 N  62  32.7870 W   1.6        3.3       11.7        9.8       21.2      100.2 
051006  174900  47  25.7670 N  62  32.7880 W   0.2        3.3       11.7        7.9*      21.2      100.2 
051006  174902  47  25.7670 N  62  32.7890 W   1.7        3.3       11.7        7.9       21.2       77.3*
051006  174904  47  25.7670 N  62  32.7900 W   0.6        3.3       11.7        5.5*      21.2       77.3 
051006  174906  47  25.7670 N  62  32.7900 W   1.5        3.3       11.7        5.5       21.2       77.3 
051006  174908  47  25.7660 N  62  32.7910 W   1.1        3.3       11.7        5.5       21.2       90.1*
051006  174910  47  25.7670 N  62  32.7920 W   1.0        3.3       11.7       92.2*      21.2       90.1 
051006  174912  47  25.7660 N  62  32.7930 W   1.0        3.3       11.7       92.2       21.2       68.5*
051006  174914  47  25.7660 N  62  32.7940 W   1.3        3.3       11.7       92.2       21.2       68.5 
051006  174916  47  25.7660 N  62  32.7950 W   0.9        3.3       11.7        5.9*      21.2       68.5 
051006  174918  47  25.7660 N  62  32.7960 W   1.2        3.3       11.7        5.9       21.2       69.9*
051006  174920  47  25.7660 N  62  32.7970 W   1.1        3.3       11.7        5.9       21.2       69.9 
051006  174922  47  25.7650 N  62  32.7970 W   0.9        3.3       11.7       10.7*      21.2       69.9 
051006  174924  47  25.7650 N  62  32.7980 W   1.3        3.3       11.7       10.7       21.2       69.9 
051006  174926  47  25.7650 N  62  32.7990 W   0.5        3.3       11.7       10.7       13.1*      69.9 
051006  174928  47  25.7650 N  62  32.8000 W   1.3        3.3       11.7       10.7       13.1       69.9 
051006  174930  47  25.7650 N  62  32.8000 W   0.7        3.3       11.7       10.7       13.1       69.9 
051006  174932  47  25.7650 N  62  32.8010 W   1.2        2.3*      11.7       10.7        7.6*      69.9 
051006  174934  47  25.7650 N  62  32.8010 W   0.6        2.3       11.7       10.7        7.6       78.6*
051006  174936  47  25.7650 N  62  32.8030 W   1.3        2.3       11.7       10.7        7.6       78.6 
051006  174938  47  25.7650 N  62  32.8030 W   0.5        2.3        2.5*      10.7        7.6       78.6 
051006  174940  47  25.7650 N  62  32.8040 W   1.2        2.3        2.5       10.7        7.6       78.6 
051006  174942  47  25.7640 N  62  32.8050 W   0.4        2.3        2.5        4.7*      13.3*      78.6 
051006  174944  47  25.7640 N  62  32.8050 W   0.9        2.3        2.5        4.7       13.3       78.6 
051006  174946  47  25.7640 N  62  32.8060 W   0.7        5.8*       2.5        4.7       13.3       78.6 
051006  174948  47  25.7640 N  62  32.8070 W   1.0        5.8        2.5        5.9*      11.0*      78.6 
051006  174950  47  25.7640 N  62  32.8070 W   0.7        5.8        2.5        5.9       11.0       78.6 
051006  174952  47  25.7640 N  62  32.8080 W   1.0        5.8        2.6*       5.6*       1.7*      78.6 
051006  174954  47  25.7640 N  62  32.8080 W   0.6        5.8        2.6        5.6        1.7       78.6 
051006  174956  47  25.7640 N  62  32.8090 W   0.9        5.8        2.6        5.6        1.7      100.2*
051006  174958  47  25.7640 N  62  32.8100 W   0.6        5.8        2.6        6.7*       1.7      100.2 
051006  175000  47  25.7630 N  62  32.8110 W   0.7        9.6*       2.6        6.7        1.7       16.3*
051006  175002  47  25.7630 N  62  32.8110 W   0.7        9.6        2.6        5.8*       1.7       16.3 
051006  175004  47  25.7630 N  62  32.8120 W   0.7        9.6        2.6        5.8        1.7       16.3 
051006  175006  47  25.7630 N  62  32.8130 W   0.7        9.6        2.6        5.8        1.7       44.8*
051006  175008  47  25.7630 N  62  32.8130 W   0.9        9.6        2.6        5.6*       1.7       44.8 
051006  175010  47  25.7630 N  62  32.8130 W   0.6        9.6        2.6        5.6        1.7       44.8 
051006  175012  47  25.7630 N  62  32.8140 W   0.8        9.6        2.6        5.6        1.7       67.2*
051006  175014  47  25.7630 N  62  32.8150 W   0.5        9.6        2.6        6.9*       1.7       67.2 
051006  175016  47  25.7630 N  62  32.8150 W   0.7        9.6        2.6        6.9        1.7       87.9*
051006  175018  47  25.7630 N  62  32.8160 W   0.7        9.6        2.6        8.0*      39.7*      87.9 
051006  175020  47  25.7630 N  62  32.8170 W   0.5        9.6        2.6        8.0       39.7       87.9 
051006  175022  47  25.7630 N  62  32.8170 W   1.0        9.6        2.6        8.0       39.7       99.3*
051006  175024  47  25.7630 N  62  32.8180 W   0.6        9.6        2.6        7.1*       4.5*      99.3 
051006  175026  47  25.7640 N  62  32.8170 W   0.6        9.6        2.6        7.1        4.5       99.3 
051006  175028  47  25.7630 N  62  32.8180 W   0.9        9.6        2.6        7.1        4.5       99.3 
051006  175030  47  25.7630 N  62  32.8190 W   0.4        9.6        2.6        5.3*       9.9*      99.3 
051006  175032  47  25.7620 N  62  32.8200 W   1.0        9.6        2.6        5.3        9.9       99.3 
051006  175034  47  25.7620 N  62  32.8200 W   0.5        9.6        2.6        6.8*       8.0*      99.3 
051006  175036  47  25.7620 N  62  32.8210 W   1.0        9.6       12.5*       6.8        8.0       99.3 
051006  175038  47  25.7620 N  62  32.8220 W   0.5        9.6       12.5        6.8        8.0       80.8*
051006  175040  47  25.7620 N  62  32.8230 W   1.0        9.6       12.5        4.4*       1.1*      80.8 
051006  175042  47  25.7620 N  62  32.8230 W   0.7        9.6       12.5        4.4        1.1       80.8 
051006  175044  47  25.7620 N  62  32.8240 W   0.8        9.6       12.5        5.5*       7.1*      80.8 
051006  175046  47  25.7620 N  62  32.8240 W   0.8        9.6       12.5        5.5        7.1       80.8 
051006  175048  47  25.7620 N  62  32.8250 W   0.4        9.6       12.5        5.5        7.1       80.8 
051006  175050  47  25.7620 N  62  32.8250 W   1.1        9.6       12.5        5.5        8.2*      80.8 
051006  175052  47  25.7620 N  62  32.8260 W   0.8        9.6       12.5        5.5        8.2       80.8 
051006  175054  47  25.7620 N  62  32.8270 W   0.6        9.6       12.5        5.5        8.2       80.8 
051006  175056  47  25.7620 N  62  32.8280 W   1.6        9.6       12.5       33.0*      10.3*      80.8 
051006  175058  47  25.7620 N  62  32.8280 W   0.2        9.6       12.5       33.0       10.3       80.8 
051006  175100  47  25.7620 N  62  32.8290 W   1.3        9.6       12.5        4.6*      10.3       80.8 
051006  175102  47  25.7610 N  62  32.8300 W   0.6        9.6       12.5        4.6       10.3       80.8 
051006  175104  47  25.7610 N  62  32.8310 W   0.9        9.6       12.5        4.6       10.3       80.8 
051006  175106  47  25.7610 N  62  32.8310 W   1.1        9.6        2.2*       4.6       10.3       80.8 
051006  175108  47  25.7610 N  62  32.8320 W   0.6        9.6        2.2        4.6       10.3       80.8 
051006  175110  47  25.7610 N  62  32.8320 W   0.8        9.6        2.2        4.6       10.3      202.5*
051006  175112  47  25.7610 N  62  32.8330 W   0.7        9.6        2.2        4.6       10.3      202.5 
051006  175114  47  25.7600 N  62  32.8340 W   0.7        2.9*       2.2        4.6       10.3      202.5 
051006  175116  47  25.7610 N  62  32.8340 W   0.8        2.9        2.2        3.3*       8.2*      10.1*
051006  175118  47  25.7610 N  62  32.8350 W   0.9        2.9        2.2        3.3        8.2       10.1 
051006  175120  47  25.7600 N  62  32.8360 W   0.2        2.9        2.2        2.6*       8.2       80.0*
051006  175122  47  25.7600 N  62  32.8360 W   1.6        2.9        2.2        2.6        1.3*      80.0 
051006  175124  47  25.7600 N  62  32.8370 W   0.1        2.9        2.2        2.6        1.3       80.0 
051006  175126  47  25.7600 N  62  32.8370 W   1.2        2.9        2.2       13.6*       5.0*      10.5*
051006  175128  47  25.7600 N  62  32.8380 W   0.5        2.9        2.2       13.6        5.0       10.5 
051006  175130  47  25.7600 N  62  32.8390 W   1.2        2.9        2.2       13.6        5.0       10.5 
051006  175132  47  25.7590 N  62  32.8400 W   0.9        2.9        2.2       13.6        0.9*      10.5 
