FileName: C:\2005CA~1\CTY0041.TXT
Local Time: Wed Oct 05 13:28:48 2005

Ship: Marco Michel Trip: 01 Tow: cty0041
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051005  162850  47  39.5460 N  62  31.8500 W   4.4       12.7*       2.5*       3.3*       2.0*      11.9*
051005  162852  47  39.5430 N  62  31.8510 W   5.5       12.7        2.5        3.3        2.0       11.9 
051005  162854  47  39.5400 N  62  31.8530 W   5.5       12.7        2.5        3.3        2.0       11.9 
051005  162856  47  39.5370 N  62  31.8540 W   5.6       12.7        2.5        3.3        2.0       11.9 
051005  162858  47  39.5340 N  62  31.8560 W   5.9       12.7        2.5        3.3        2.0       11.9 
051005  162900  47  39.5310 N  62  31.8580 W   6.4       12.7        2.5        3.3        2.0       11.9 
051005  162902  47  39.5270 N  62  31.8600 W   6.5       12.7        2.5        4.7*       2.0       11.9 
051005  162904  47  39.5240 N  62  31.8620 W   6.5       12.7        2.5        4.7        2.0       11.9 
051005  162906  47  39.5210 N  62  31.8640 W   6.2       12.7        2.5        4.7      135.8*      11.9 
051005  162908  47  39.5170 N  62  31.8660 W   6.7       12.7        2.5        4.7      135.8       11.9 
051005  162910  47  39.5140 N  62  31.8680 W   7.1       12.7        2.5        6.9*     135.8       11.9 
051005  162912  47  39.5100 N  62  31.8700 W   6.8       12.7        2.5        6.9      135.8       11.9 
051005  162914  47  39.5070 N  62  31.8720 W   6.4       12.7        2.5        6.9      135.8       11.9 
051005  162916  47  39.5040 N  62  31.8740 W   6.9       12.7        2.5        6.9      135.8       11.9 
051005  162918  47  39.5000 N  62  31.8760 W   6.8       12.7        2.5        6.9      135.8       11.9 
051005  162920  47  39.4960 N  62  31.8780 W   6.9       12.7        2.5        6.9      135.8       11.9 
051005  162922  47  39.4930 N  62  31.8800 W   6.7       12.7        2.5        6.9      135.8       11.9 
051005  162924  47  39.4890 N  62  31.8820 W   6.3       12.7        2.5        6.9      135.8       11.9 
051005  162926  47  39.4860 N  62  31.8840 W   6.6       12.7        2.5        6.9      135.8       24.6*
051005  162928  47  39.4830 N  62  31.8860 W   7.0       12.7        2.5        6.9      135.8       24.6 
051005  162930  47  39.4790 N  62  31.8880 W   6.9       12.7        2.5        6.9      135.8       24.6 
051005  162932  47  39.4750 N  62  31.8900 W   6.7       12.7        2.5        6.9      135.8       24.6 
051005  162934  47  39.4720 N  62  31.8930 W   6.5       12.7        2.5        6.9      135.8       24.6 
051005  162936  47  39.4680 N  62  31.8950 W   6.7       12.7        2.5        6.9      135.8       24.6 
051005  162938  47  39.4650 N  62  31.8970 W   7.3       12.7        2.5        6.9      135.8       24.6 
051005  162940  47  39.4610 N  62  31.8990 W   7.0       12.7        2.5        6.9      135.8       24.6 
051005  162942  47  39.4570 N  62  31.9010 W   6.5       12.7        2.5        6.9      135.8       24.6 
051005  162944  47  39.4540 N  62  31.9030 W   6.7       12.7        2.5        6.9        8.6*      24.6 
051005  162946  47  39.4500 N  62  31.9050 W   6.8       12.7        2.5        6.9        8.6       24.6 
051005  162948  47  39.4470 N  62  31.9070 W   7.4       12.7        2.5        6.9        8.6       24.6 
051005  162950  47  39.4430 N  62  31.9100 W   6.4       12.7        2.5       35.6*      10.1*      24.6 
051005  162952  47  39.4400 N  62  31.9120 W   6.5       12.7        2.5       35.6       10.1       24.6 
051005  162954  47  39.4370 N  62  31.9150 W   7.0       12.7        2.5       35.6       11.2*      24.6 
051005  162956  47  39.4330 N  62  31.9170 W   7.3       12.7        2.5       35.6       11.2       24.6 
051005  162958  47  39.4300 N  62  31.9200 W   6.9       12.7        2.5       35.6       11.2       24.6 
051005  163000  47  39.4270 N  62  31.9230 W   6.5       12.7        2.5       35.6       11.5*      24.6 
051005  163002  47  39.4240 N  62  31.9250 W   6.8       12.7        2.5       35.6       11.5       24.6 
051005  163004  47  39.4200 N  62  31.9270 W   7.2       12.7        2.5       35.6       11.5       24.6 
051005  163006  47  39.4170 N  62  31.9300 W   6.9       12.7        2.5       35.6       11.8*      24.6 
