FileName: C:\2005CA~1\CTY0012.TXT
Local Time: Wed Oct 05 11:20:43 2005

Ship: Marco Michel Trip: 01 Tow: cty0012
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051005  142044  47  39.2580 N  62  31.7900 W   6.9        3.0*       9.5*       3.8*       5.3*     545.6*
051005  142046  47  39.2540 N  62  31.7910 W   6.6        3.0        9.5        3.8        5.3      545.6 
051005  142048  47  39.2510 N  62  31.7930 W   6.5        3.0        9.5        3.8        5.3      545.6 
051005  142050  47  39.2470 N  62  31.7940 W   6.9        3.0        9.5        3.8        5.3      545.6 
051005  142052  47  39.2440 N  62  31.7950 W   7.0        3.0        9.5        3.8        5.3      545.6 
051005  142054  47  39.2400 N  62  31.7960 W   6.7        3.0        9.5        3.8        5.3      545.6 
051005  142056  47  39.2360 N  62  31.7980 W   7.0        3.0        9.5        3.8        5.3      545.6 
051005  142058  47  39.2320 N  62  31.8000 W   6.3        3.0        9.5        3.8        5.3      545.6 
051005  142100  47  39.2280 N  62  31.8010 W   7.2        3.0        9.5        3.8        5.3      545.6 
051005  142102  47  39.2250 N  62  31.8020 W   6.7        3.0        9.5        3.8        5.3      545.6 
051005  142104  47  39.2210 N  62  31.8040 W   6.1        3.0        9.5        3.8        5.3      545.6 
051005  142106  47  39.2180 N  62  31.8050 W   7.6        3.0        9.5        3.8        5.3      545.6 
051005  142108  47  39.2140 N  62  31.8070 W   6.4        3.0        9.5        3.8        5.3      545.6 
051005  142110  47  39.2100 N  62  31.8090 W   6.8        3.0        9.5        3.8        5.3      545.6 
051005  142112  47  39.2060 N  62  31.8110 W   6.6        3.0        9.5        3.8        5.3      545.6 
051005  142114  47  39.2020 N  62  31.8120 W   7.0        3.0        9.5        3.8        5.3      545.6 
051005  142116  47  39.1980 N  62  31.8140 W   7.0        3.0        9.5        3.8        5.3      545.6 
051005  142118  47  39.1950 N  62  31.8160 W   6.8        3.0        9.5        3.8        5.3      545.6 
051005  142120  47  39.1910 N  62  31.8170 W   7.0        3.0        9.5        3.8        5.3      545.6 
051005  142122  47  39.1880 N  62  31.8190 W   7.1        3.0        9.5        3.8        5.3      545.6 
051005  142124  47  39.1830 N  62  31.8210 W   7.0        3.0        9.5       35.3*       5.3      545.6 
051005  142126  47  39.1800 N  62  31.8220 W   7.2        3.0        9.5       35.3        5.3      545.6 
051005  142128  47  39.1760 N  62  31.8240 W   6.5        3.0        9.5       35.3        5.3      545.6 
051005  142130  47  39.1720 N  62  31.8260 W   6.9        3.0        9.5       35.3        5.3      545.6 
051005  142132  47  39.1690 N  62  31.8270 W   6.8        3.0        9.5       35.3        5.3      545.6 
051005  142134  47  39.1650 N  62  31.8280 W   6.9        3.0        9.5       35.3        5.3      545.6 
051005  142136  47  39.1610 N  62  31.8300 W   6.8        3.0        9.5       35.3        5.3      545.6 
051005  142138  47  39.1570 N  62  31.8320 W   6.0        3.0        9.5       35.3        5.3      545.6 
051005  142140  47  39.1550 N  62  31.8330 W   5.1        3.0        9.5       35.3        5.3      545.6 
051005  142142  47  39.1520 N  62  31.8330 W   4.3        3.0        9.5       35.3        5.7*     545.6 
051005  142144  47  39.1500 N  62  31.8340 W   3.6        3.0        9.5        5.3*       5.7      545.6 
051005  142147  47  39.1480 N  62  31.8360 W   3.1        3.0        9.5        5.3        5.7       31.6*
051005  142150  47  39.1450 N  62  31.8370 W   2.8        3.0        9.5        5.1*       5.7       33.4*
051005  142152  47  39.1440 N  62  31.8380 W   2.2        3.0        9.5        5.1        5.7       33.4 
051005  142154  47  39.1420 N  62  31.8380 W   2.2        3.0        9.5        2.9*       5.7       33.4 
051005  142156  47  39.1410 N  62  31.8390 W   2.1        3.0        9.5        2.9        5.7       27.2*
051005  142158  47  39.1400 N  62  31.8400 W   1.6        3.0        9.5        2.9        6.8*      27.2 
051005  142200  47  39.1390 N  62  31.8410 W   2.2        3.0        9.5        4.5*       6.8       49.2*
051005  142202  47  39.1380 N  62  31.8410 W   1.6        3.0        9.5        4.5        6.8       49.2 
051005  142204  47  39.1370 N  62  31.8420 W   2.1        3.0        9.5        6.3*       3.1*      49.2 
051005  142206  47  39.1360 N  62  31.8420 W   1.3        3.0        9.5        6.3        3.1       38.7*
051005  142208  47  39.1350 N  62  31.8430 W   2.2        3.0       10.6*       6.3        3.1       38.7 
051005  142210  47  39.1340 N  62  31.8430 W   1.1        3.0       10.6        2.9*       6.5*      38.7 
051005  142213  47  39.1330 N  62  31.8440 W   1.6        3.0        2.6*       2.9        6.5       61.9*
051005  142214  47  39.1320 N  62  31.8440 W   0.8        3.0        2.6        2.9        4.0*      61.9 
051005  142216  47  39.1320 N  62  31.8440 W   2.5        3.0        2.6        2.9        4.0       13.6*
051005  142218  47  39.1310 N  62  31.8450 W   1.0        3.0        2.6        2.9        4.0       13.6 
051005  142220  47  39.1300 N  62  31.8460 W   2.1        2.7*       2.6        2.9        5.3*      13.6 
051005  142222  47  39.1290 N  62  31.8470 W   1.4        2.7        2.6        2.9        5.3       46.1*
051005  142224  47  39.1280 N  62  31.8470 W   2.0        2.7        2.6        2.9        5.3       46.1 
051005  142226  47  39.1270 N  62  31.8470 W   1.8        2.7        2.6       11.0*       3.3*      46.1 
051005  142228  47  39.1260 N  62  31.8480 W   1.5        2.7        2.6       11.0        3.3       54.9*
051005  142230  47  39.1250 N  62  31.8480 W   1.9        2.7        2.6       39.8*       5.8*      54.9 
051005  142232  47  39.1240 N  62  31.8490 W   1.0        2.7        2.6       39.8        5.8       76.4*
051005  142234  47  39.1240 N  62  31.8500 W   2.3        2.7        2.6       39.8        5.8       76.4 
051005  142236  47  39.1230 N  62  31.8510 W   1.2        2.7        2.6        5.4*       4.7*      76.4 
051005  142238  47  39.1220 N  62  31.8510 W   2.2        2.7        2.6        5.4        4.7       20.6*
051005  142240  47  39.1210 N  62  31.8520 W   1.5        2.7        2.6        5.4        4.4*      20.6 
051005  142242  47  39.1200 N  62  31.8530 W   1.7        2.7        2.6        5.4        4.4       20.6 
051005  142244  47  39.1190 N  62  31.8530 W   1.8        2.7        2.6        5.4        4.4       59.3*
051005  142246  47  39.1180 N  62  31.8540 W   1.3        2.7        2.6       41.7*       5.3*      59.3 
051005  142248  47  39.1170 N  62  31.8540 W   1.8        2.7        2.6       41.7        5.3       52.3*
051005  142250  47  39.1160 N  62  31.8550 W   2.0        2.7        2.6       41.7        5.3       52.3 
051005  142252  47  39.1150 N  62  31.8560 W   1.7        2.7        2.6        3.0*       6.0*      52.3 
051005  142254  47  39.1140 N  62  31.8570 W   2.4        2.7        2.6        3.0        6.0       56.7*
051005  142256  47  39.1130 N  62  31.8570 W   1.3        2.7        2.6        3.0        4.1*      56.7 
051005  142258  47  39.1120 N  62  31.8570 W   2.5        2.7*       2.6        3.0        4.1       56.7 
051005  142300  47  39.1110 N  62  31.8580 W   1.5        2.7        2.6        3.0        4.1       62.4*
