FileName: C:\2005CA~1\CTY0072.TXT
Local Time: Wed Oct 05 16:08:26 2005

Ship: Marco Michel Trip: 01 Tow: cty0072
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051005  190828  47  38.6880 N  62  32.6300 W   2.3        9.7*      13.4        7.2*       2.7*      11.9*
051005  190830  47  38.6890 N  62  32.6290 W   2.1        9.7       13.4        7.2        2.7       11.9 
051005  190832  47  38.6910 N  62  32.6280 W   2.3        9.7       11.6*       7.2        2.7       13.6*
051005  190834  47  38.6920 N  62  32.6280 W   1.9        9.7       11.6       24.1*       3.3*      13.6 
051005  190836  47  38.6930 N  62  32.6270 W   2.8        9.7       11.6       24.1        3.3       13.6 
051005  190838  47  38.6940 N  62  32.6270 W   2.3        9.7       11.6        3.7*       3.0*      12.7*
051005  190840  47  38.6960 N  62  32.6260 W   3.5        9.7       11.6        3.7        3.0       12.7 
051005  190842  47  38.6980 N  62  32.6250 W   4.0        9.7       11.6        3.7        3.0       12.7 
051005  190844  47  38.7000 N  62  32.6250 W   4.5        9.7       11.6        3.2*       4.0*      12.7 
051005  190846  47  38.7030 N  62  32.6230 W   5.0        9.7       11.6        3.2        4.0       12.7 
051005  190849  47  38.7080 N  62  32.6210 W   6.0        9.7       11.6        3.2        4.0       12.7 
051005  190850  47  38.7090 N  62  32.6210 W   6.1        9.7       11.6        3.2       33.9*      12.7 
051005  190853  47  38.7140 N  62  32.6190 W   6.9        9.7       11.6        3.2       33.9       12.7 
051005  190854  47  38.7160 N  62  32.6180 W   5.9        9.7       11.6        3.2       33.9       12.7 
051005  190857  47  38.7210 N  62  32.6150 W   5.9        9.7       11.6        3.2       33.9       12.7 
051005  190859  47  38.7250 N  62  32.6140 W   7.3        9.7       11.6        3.2       33.9       12.7 
051005  190900  47  38.7270 N  62  32.6130 W   6.1        9.7       11.6        3.2       69.2*      12.7 
051005  190903  47  38.7320 N  62  32.6100 W   6.8        9.7       11.6        3.2       69.2       12.7 
051005  190905  47  38.7360 N  62  32.6080 W   7.3        9.7       11.6        3.2        4.4*      12.7 
051005  190907  47  38.7390 N  62  32.6050 W   7.0        9.7       11.6        3.2        4.4       12.7 
051005  190909  47  38.7430 N  62  32.6030 W   7.5        9.7       11.6        3.2        4.4       12.7 
051005  190911  47  38.7470 N  62  32.6010 W   7.9        9.7       11.6        3.2        3.8*      12.7 
