FileName: C:\2005CA~1\CTY0391.TXT
Local Time: Fri Oct 07 01:05:11 2005

Ship: Marco Michel Trip: 01 Tow: cty0391
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051007  040512  47  19.3220 N  62  34.1370 W   2.4        2.5*       3.0*      40.4*     146.5*      11.4*
051007  040514  47  19.3210 N  62  34.1380 W   2.1        2.5        3.0       40.4        2.9*      29.4*
051007  040516  47  19.3200 N  62  34.1400 W   2.2        2.5        3.0        3.5*       2.9       29.4 
051007  040518  47  19.3200 N  62  34.1410 W   2.1        2.5        3.0        3.5        3.8*      29.4 
051007  040520  47  19.3180 N  62  34.1420 W   2.3        2.5        3.0        3.5        3.8       13.2*
051007  040522  47  19.3180 N  62  34.1440 W   2.4        2.5        3.0        3.1*       3.8       13.2 
051007  040524  47  19.3160 N  62  34.1460 W   3.2        2.5        3.0        3.1        3.8       16.3*
051007  040526  47  19.3150 N  62  34.1480 W   3.6        2.5        3.0        3.3*       3.8       16.3 
051007  040528  47  19.3130 N  62  34.1500 W   4.4        2.5        3.0        3.3        3.8       16.3 
051007  040530  47  19.3110 N  62  34.1530 W   5.1        2.5        3.0        3.3        3.8       16.3 
051007  040532  47  19.3080 N  62  34.1560 W   5.3        2.5        3.0        8.0*       3.8       16.3 
051007  040534  47  19.3060 N  62  34.1580 W   5.8        2.5        3.0        8.0        3.8       16.3 
051007  040536  47  19.3030 N  62  34.1620 W   6.3        2.5        3.0        8.0        3.8       16.3 
051007  040538  47  19.3000 N  62  34.1650 W   6.5        2.5        3.0        8.0        3.8       16.3 
051007  040540  47  19.2970 N  62  34.1690 W   6.4        2.5        3.0        8.0        3.8       16.3 
051007  040542  47  19.2950 N  62  34.1720 W   6.7        2.5        3.0        8.0        3.8       16.3 
051007  040544  47  19.2920 N  62  34.1750 W   6.9        2.5        3.0        8.0        3.8       16.3 
051007  040546  47  19.2880 N  62  34.1790 W   6.9        2.5        3.0        8.0        3.8       16.3 
051007  040548  47  19.2850 N  62  34.1830 W   6.9        2.5        3.0        8.0        3.8       16.3 
051007  040550  47  19.2820 N  62  34.1870 W   6.9        2.5        3.0        8.0        3.8       16.3 
051007  040552  47  19.2790 N  62  34.1910 W   7.1        2.5        3.0        8.0        3.8       16.3 
051007  040554  47  19.2760 N  62  34.1950 W   7.3        2.5        3.0       13.4*      46.4*      16.3 
051007  040556  47  19.2730 N  62  34.1990 W   7.4        2.5        3.0       13.4       46.4       16.3 
051007  040558  47  19.2710 N  62  34.2030 W   7.2        2.5        3.0       13.4        0.6*      16.3 
051007  040600  47  19.2680 N  62  34.2080 W   7.2        2.5        3.0       13.4        0.6       16.3 
051007  040602  47  19.2650 N  62  34.2110 W   7.3        2.5        3.0       13.4        0.6       16.3 
051007  040604  47  19.2620 N  62  34.2160 W   7.4        2.5        3.0       13.4        4.8*      16.3 
051007  040606  47  19.2590 N  62  34.2200 W   7.4        2.5        3.0       13.4        4.8       16.3 
051007  040608  47  19.2560 N  62  34.2250 W   7.1        2.5        3.0       13.4        5.1*      16.3 
051007  040610  47  19.2530 N  62  34.2290 W   7.2        2.5        3.0       13.4        5.1       16.3 
051007  040612  47  19.2500 N  62  34.2330 W   7.2        2.5        3.0       13.4        5.1       16.3 
051007  040614  47  19.2470 N  62  34.2380 W   7.6        2.5        3.0       13.4        4.9*      16.3 
051007  040616  47  19.2450 N  62  34.2420 W   7.3        2.5        3.0       13.4        4.9       16.3 
051007  040618  47  19.2420 N  62  34.2460 W   7.1        2.5        3.0       13.4        4.9       16.3 
051007  040620  47  19.2390 N  62  34.2510 W   7.1        2.5        3.0       13.4        4.9       16.3 
051007  040622  47  19.2360 N  62  34.2560 W   7.3        2.5        3.0       13.4        4.9       16.3 
051007  040624  47  19.2330 N  62  34.2600 W   7.5        2.5        3.0       13.4        4.9       16.3 
051007  040626  47  19.2310 N  62  34.2650 W   7.4        2.5        3.0       13.4        4.9       16.3 
051007  040628  47  19.2280 N  62  34.2690 W   7.0        2.5        3.0       13.4        4.9       16.3 
051007  040630  47  19.2250 N  62  34.2730 W   7.1        2.5        3.0       13.4        5.1*      16.3 
051007  040632  47  19.2220 N  62  34.2780 W   7.3        2.5        3.0       13.4        5.1       16.3 
051007  040634  47  19.2200 N  62  34.2820 W   7.5        2.5        3.0       13.4        6.1*      16.3 
051007  040636  47  19.2170 N  62  34.2870 W   7.3        2.5        3.0       13.4        6.1       16.3 
051007  040638  47  19.2140 N  62  34.2920 W   7.0        2.5        3.0       13.4        6.1       16.3 
051007  040640  47  19.2110 N  62  34.2950 W   7.0        2.5        3.0       13.4        5.4*      16.3 
051007  040642  47  19.2090 N  62  34.3000 W   7.5        2.5        3.0       13.4        5.4       16.3 
051007  040644  47  19.2060 N  62  34.3050 W   7.5        2.5        3.0       13.4        5.4       16.3 
051007  040646  47  19.2030 N  62  34.3100 W   7.2        2.5        3.0       13.4        5.6*      16.3 
051007  040648  47  19.2010 N  62  34.3140 W   6.8        2.5        3.0       13.4        5.6       16.3 
051007  040650  47  19.1980 N  62  34.3180 W   7.0        2.5        3.0       13.4        5.6       16.3 
051007  040652  47  19.1960 N  62  34.3230 W   7.5        2.5        3.0       13.4        5.6       16.3 
051007  040654  47  19.1930 N  62  34.3280 W   7.5        2.5        3.0       13.4        5.6       16.3 
051007  040656  47  19.1900 N  62  34.3330 W   7.1        2.5        3.0       13.4        5.6       16.3 
051007  040658  47  19.1880 N  62  34.3370 W   6.8        2.5        3.0       13.4        5.6       16.3 
051007  040700  47  19.1850 N  62  34.3420 W   7.2        2.5        3.0       13.4        5.6       16.3 
051007  040702  47  19.1830 N  62  34.3460 W   7.5        2.5        3.0       13.4        5.6       16.3 
051007  040704  47  19.1800 N  62  34.3510 W   7.4        2.5        3.0       13.4        5.6       16.3 
051007  040706  47  19.1770 N  62  34.3550 W   6.7        2.5        3.0       13.4       67.7*      16.3 
051007  040708  47  19.1750 N  62  34.3590 W   6.6        2.5        3.0       13.4       67.7       16.3 
051007  040710  47  19.1730 N  62  34.3640 W   7.4        2.5        3.0       13.4       67.7       16.3 
051007  040712  47  19.1700 N  62  34.3690 W   7.4        2.5        3.0       13.4       67.7       16.3 
051007  040714  47  19.1670 N  62  34.3730 W   7.0        2.5        3.0       13.4       67.7       16.3 
051007  040716  47  19.1650 N  62  34.3780 W   6.3        2.5        3.0       13.4       67.7       16.3 
051007  040718  47  19.1620 N  62  34.3820 W   6.0        2.5        3.0       13.4       67.7       16.3 
051007  040720  47  19.1600 N  62  34.3850 W   5.6        2.5        3.0       13.4       67.7       16.3*
051007  040722  47  19.1580 N  62  34.3880 W   4.7        2.5        3.0        8.4*      67.7       16.3 
051007  040725  47  19.1560 N  62  34.3920 W   3.4        2.5        3.0        8.4       67.7       16.3 
051007  040726  47  19.1560 N  62  34.3930 W   3.5        2.5        2.2*       8.4       67.7       28.6*
051007  040728  47  19.1540 N  62  34.3960 W   3.0        2.5        2.2        5.6*      67.7       28.6 
051007  040730  47  19.1530 N  62  34.3970 W   2.8        2.5        2.2        5.6        5.8*      37.8*
051007  040732  47  19.1530 N  62  34.3980 W   2.5        2.5        2.2        5.1*       5.8       37.8 
051007  040734  47  19.1520 N  62  34.4000 W   2.4        2.7*       2.2        5.1        5.6*      37.8 
051007  040736  47  19.1510 N  62  34.4020 W   2.1        2.7        2.2        5.1        5.6       47.9*
051007  040738  47  19.1510 N  62  34.4040 W   2.2        2.7        2.2        5.3*       5.6       47.9 
051007  040740  47  19.1500 N  62  34.4050 W   1.7        2.7        2.2        5.3        5.6*      47.9 
051007  040742  47  19.1490 N  62  34.4060 W   2.0        2.7        2.2        5.0*       5.6       39.5*
051007  040744  47  19.1490 N  62  34.4080 W   1.8        2.7        2.2        5.0        5.6       39.5 
051007  040746  47  19.1480 N  62  34.4090 W   1.7        2.7        2.2        5.0        5.3*      32.1*
051007  040748  47  19.1480 N  62  34.4100 W   1.8        2.7        2.2        7.1*       5.3       32.1 
051007  040750  47  19.1470 N  62  34.4110 W   1.4        2.7        2.2        7.1        6.5*      32.1 
051007  040752  47  19.1460 N  62  34.4120 W   2.0        2.7        2.8*       7.1        6.5       44.4*
051007  040754  47  19.1460 N  62  34.4130 W   1.3        2.7        2.8        2.0*       6.5       44.4 
051007  040756  47  19.1450 N  62  34.4140 W   1.9        2.7        2.8        2.0        7.1*      44.4 
051007  040758  47  19.1450 N  62  34.4160 W   1.7        3.6*       2.8        6.0*       7.1       52.7*
051007  040800  47  19.1440 N  62  34.4160 W   1.4        3.6        2.8        6.0        7.1*      52.7 
051007  040802  47  19.1440 N  62  34.4180 W   2.0        3.6        2.8        6.0        7.1       48.3*
051007  040804  47  19.1430 N  62  34.4190 W   1.5        3.6        2.8        3.0*       7.1       48.3 
051007  040807  47  19.1420 N  62  34.4210 W   2.0        3.6        2.8        3.0       12.7*      48.3 
051007  040808  47  19.1420 N  62  34.4210 W   1.6        3.6        2.8        3.0       12.7       47.4*
051007  040810  47  19.1410 N  62  34.4230 W   1.7        3.6        2.8        5.3*      12.7       47.4 
051007  040812  47  19.1400 N  62  34.4240 W   1.7        3.6        2.8        5.3       12.7       47.4 
051007  040814  47  19.1400 N  62  34.4250 W   1.7        3.6        2.8        4.3*      12.7       49.6*
051007  040816  47  19.1400 N  62  34.4270 W   1.6        3.6        2.8        4.3        5.6*      49.6 
051007  040818  47  19.1390 N  62  34.4280 W   1.7        3.6        2.3*       4.3        5.6       52.3*
