FileName: C:\2005CA~1\CTY0161.TXT
Local Time: Thu Oct 06 06:50:36 2005

Ship: Marco Michel Trip: 01 Tow: cty0161
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  095037  47  28.5990 N  62  46.0200 W   2.6        0.0       11.7*      19.5*       2.5*      11.4*
051006  095130  47  28.6480 N  62  46.1200 W   7.4        0.0       11.0       96.1       13.1       29.0 
051006  095131  47  28.6490 N  62  46.1220 W   7.5        0.0       11.0       28.1*       2.9*      22.0*
051006  095133  47  28.6520 N  62  46.1260 W   7.1        0.0       11.0       28.1        2.9       22.0 
051006  095136  47  28.6560 N  62  46.1320 W   6.9        0.0       11.0       28.1        2.9       22.0 
051006  095137  47  28.6580 N  62  46.1340 W   6.3        0.0       11.0       28.1        6.0*      22.0 
051006  095139  47  28.6610 N  62  46.1380 W   7.6        0.0       11.0       28.1        6.0       22.0 
051006  095142  47  28.6650 N  62  46.1450 W   7.3        0.0       11.0       28.1        5.3*      22.0 
051006  095143  47  28.6670 N  62  46.1470 W   6.9        0.0       11.0       28.1        5.3       22.0 
051006  095145  47  28.6700 N  62  46.1500 W   7.1        0.0       11.0       28.1        5.3       22.0 
051006  095148  47  28.6740 N  62  46.1560 W   7.5        0.0       11.0       28.1        5.3       22.0 
051006  095149  47  28.6760 N  62  46.1580 W   8.2        0.0       11.0       28.1      134.2*      22.0 
051006  095151  47  28.6790 N  62  46.1620 W   7.1        0.0       11.0       28.1      134.2       22.0 
051006  095154  47  28.6830 N  62  46.1690 W   6.8        0.0       11.0       28.1        3.2*      22.0 
051006  095155  47  28.6840 N  62  46.1700 W   7.4        0.0       11.0       28.1        3.2       22.0 
051006  095157  47  28.6870 N  62  46.1740 W   6.9        0.0       11.0       28.1        3.2       22.0 
051006  095200  47  28.6920 N  62  46.1800 W   7.0        0.0       11.0       28.1        3.2       22.0 
051006  095201  47  28.6930 N  62  46.1820 W   6.9        0.0       11.0       28.1        3.2       22.0 
051006  095204  47  28.6980 N  62  46.1880 W   7.1        0.0       11.0       28.1        3.2       22.0 
051006  095206  47  28.7010 N  62  46.1920 W   7.2        0.0       11.0       28.1        3.2       22.0 
051006  095207  47  28.7030 N  62  46.1930 W   6.8        0.0       11.0       28.1        3.2       22.0 
051006  095209  47  28.7060 N  62  46.1970 W   7.5        0.0       11.0       28.1        3.2       22.0 
051006  095212  47  28.7110 N  62  46.2020 W   7.2        0.0       11.0       28.1        3.2       22.0 
051006  095214  47  28.7140 N  62  46.2060 W   7.0        0.0       11.0       28.1        3.2       22.0 
051006  095215  47  28.7150 N  62  46.2070 W   6.5        0.0       11.0       28.1        3.2       22.0 
051006  095218  47  28.7200 N  62  46.2120 W   6.6        0.0       11.0       28.1        3.2       22.0 
051006  095219  47  28.7220 N  62  46.2140 W   6.7        0.0       11.0       28.1        3.2       41.3*
051006  095221  47  28.7260 N  62  46.2170 W   7.3        0.0       11.0       28.1        3.2       41.3 
051006  095224  47  28.7300 N  62  46.2220 W   7.2        0.0       11.0       28.1        3.2       41.3 
051006  095225  47  28.7320 N  62  46.2240 W   7.3        0.0       11.0       28.1        3.2       41.3 
051006  095227  47  28.7350 N  62  46.2270 W   7.3        0.0       11.0       28.1        3.2       41.3 
051006  095230  47  28.7390 N  62  46.2330 W   6.8        0.0       11.0       87.8*      12.2*      41.3 
051006  095231  47  28.7410 N  62  46.2350 W   7.7        0.0       11.0       87.8       12.2       41.3 
051006  095233  47  28.7440 N  62  46.2380 W   6.3        0.0       11.0       87.8       12.2       41.3 
051006  095236  47  28.7490 N  62  46.2450 W   7.4        0.0       11.0       87.8       14.5*      41.3 
051006  095237  47  28.7500 N  62  46.2460 W   7.0        0.0       11.0       87.8       14.5       41.3 
051006  095239  47  28.7530 N  62  46.2500 W   7.1        0.0       11.0       87.8       14.5       41.3 
051006  095242  47  28.7580 N  62  46.2550 W   6.0        0.0       11.0       87.8       14.5       41.3 
051006  095243  47  28.7590 N  62  46.2570 W   7.0        0.0       11.0       87.8       14.5       41.3 
051006  095245  47  28.7620 N  62  46.2610 W   6.7        0.0       11.0       87.8       14.5       42.6*
051006  095248  47  28.7660 N  62  46.2660 W   6.7        0.0       11.0       87.8       14.5       42.6 
051006  095250  47  28.7680 N  62  46.2700 W   5.1        0.0       11.0       87.8       14.5       42.6 
051006  095251  47  28.7690 N  62  46.2710 W   5.6        0.0       11.0       87.8       14.5       42.6 
051006  095254  47  28.7730 N  62  46.2760 W   4.8        0.0       11.0       87.8       14.5       42.6 
051006  095256  47  28.7740 N  62  46.2800 W   5.6        0.0       11.0       87.8       14.5       42.6 
051006  095257  47  28.7760 N  62  46.2810 W   4.9        0.0       11.0       87.8       14.5       42.6 
051006  095300  47  28.7790 N  62  46.2850 W   4.6        0.0       11.0       87.8       14.5       42.6 
051006  095301  47  28.7800 N  62  46.2860 W   3.3        0.0       11.0        6.7*      14.5       46.6*
051006  095303  47  28.7810 N  62  46.2880 W   3.4        0.0       11.0        6.7       14.5       46.6 
051006  095306  47  28.7830 N  62  46.2900 W   2.5        0.0       11.0        5.3*      14.5       37.8*
051006  095308  47  28.7830 N  62  46.2920 W   2.7        0.0       11.0        5.3        7.1*      37.8 
051006  095309  47  28.7840 N  62  46.2930 W   2.4        0.0       11.0        5.3        7.1       37.8 
051006  095312  47  28.7860 N  62  46.2950 W   2.6        0.0       11.0        6.3*       7.1       50.1*
051006  095313  47  28.7860 N  62  46.2950 W   1.9        0.0       11.0        6.3        6.9*      50.1 
051006  095315  47  28.7870 N  62  46.2960 W   2.0        0.0       11.0        6.3        6.9       50.1 
051006  095318  47  28.7880 N  62  46.2970 W   2.6        0.0       11.0        6.4*       6.8*      44.4*
051006  095320  47  28.7880 N  62  46.2990 W   2.7        2.9*      11.0        6.4        6.8       44.4 
051006  095322  47  28.7900 N  62  46.2990 W   1.4        2.9       11.0        7.1*       6.8       38.2*
051006  095324  47  28.7890 N  62  46.3010 W   2.3        2.9       11.0        7.1        7.8*      38.2 
051006  095326  47  28.7900 N  62  46.3020 W   2.5        2.9        3.0*       7.1        7.8       38.2 
051006  095328  47  28.7910 N  62  46.3020 W   2.5        2.9        3.0        6.1*       7.8       47.0*
051006  095330  47  28.7910 N  62  46.3040 W   1.4        2.9        3.0        6.1        5.9*      47.0 
051006  095332  47  28.7920 N  62  46.3040 W   2.0        3.1*       3.0        4.4*       5.9       47.0 
051006  095334  47  28.7930 N  62  46.3060 W   2.2        3.1        3.0        4.4        6.4*      50.1*
051006  095336  47  28.7930 N  62  46.3070 W   2.0        3.1        3.0        4.4        6.4       50.1 
051006  095338  47  28.7940 N  62  46.3080 W   2.0        3.1        2.2*       4.4*       6.4       54.0*
051006  095340  47  28.7940 N  62  46.3090 W   1.6        3.1        2.2        4.4        5.9*      54.0 
051006  095342  47  28.7950 N  62  46.3100 W   1.8        3.1        2.2        4.4        5.9       54.0 
051006  095344  47  28.7960 N  62  46.3120 W   1.7        3.1        2.2        5.0*       5.9       54.0 
051006  095346  47  28.7970 N  62  46.3130 W   2.1        3.6*       2.2        5.0        5.8*      54.0 
051006  095348  47  28.7980 N  62  46.3140 W   1.5        3.6        2.2        4.4*       5.8      200.3*
051006  095350  47  28.7990 N  62  46.3150 W   2.3        3.6        2.2        4.4        5.9*     200.3 
051006  095352  47  28.7990 N  62  46.3160 W   1.7        3.6        2.2*       4.4        5.9      200.3 
051006  095354  47  28.8000 N  62  46.3170 W   1.7        3.6        2.2        4.6*       5.9       59.3*
051006  095356  47  28.8010 N  62  46.3180 W   2.1        3.6        2.2        4.6        6.0*      59.3 
051006  095358  47  28.8020 N  62  46.3190 W   1.9        3.6        2.2        5.1*       6.0       59.3 
051006  095400  47  28.8030 N  62  46.3200 W   2.2        3.6*       2.2        5.1        7.4*     151.1*
051006  095402  47  28.8030 N  62  46.3210 W   2.3        3.6        2.2        5.1        7.4      151.1 
051006  095404  47  28.8040 N  62  46.3230 W   1.5        3.6        2.2        4.2*       7.4      151.1 
051006  095406  47  28.8050 N  62  46.3240 W   2.5        3.6        2.9*       4.2        7.4      151.1 
051006  095408  47  28.8060 N  62  46.3250 W   1.1        3.6        2.9        4.2        7.4      151.1 
051006  095410  47  28.8070 N  62  46.3260 W   2.9        3.6        2.9        4.4*       7.4       62.4*
051006  095412  47  28.8080 N  62  46.3270 W   1.4        3.3*       2.9        4.4        7.4       62.4 
051006  095414  47  28.8090 N  62  46.3290 W   2.1        3.3        2.9        4.4*       7.4       62.4 
051006  095416  47  28.8090 N  62  46.3300 W   2.5        3.3        2.9        4.4       17.5*      62.8*
051006  095418  47  28.8100 N  62  46.3310 W   1.9        3.3        2.9        4.4       17.5       62.8 
051006  095420  47  28.8100 N  62  46.3330 W   2.7        3.3        2.9        5.1*      17.5       62.8*
051006  095422  47  28.8120 N  62  46.3330 W   1.5        3.3        2.9        5.1       17.5       62.8 
051006  095424  47  28.8120 N  62  46.3360 W   2.5        3.3        2.9        4.2*      17.5       62.8 
051006  095426  47  28.8130 N  62  46.3360 W   3.7        3.3        2.9        4.2       17.5       63.7*
051006  095428  47  28.8140 N  62  46.3370 W   3.2        3.3        2.9        4.2        5.6*      63.7 
051006  095430  47  28.8140 N  62  46.3400 W   2.6        3.3        2.9        4.4*       5.6       63.7 
051006  095432  47  28.8150 N  62  46.3400 W   1.8        3.3        2.9        4.4        4.9*      64.1*
051006  095434  47  28.8160 N  62  46.3410 W   3.0        3.3        2.9        4.4        4.9       64.1 
051006  095436  47  28.8160 N  62  46.3430 W   1.4        3.3        2.9        5.0*       4.9       64.1 
051006  095438  47  28.8180 N  62  46.3440 W   2.4        3.3        2.9        5.0        6.8*      64.1 
051006  095440  47  28.8180 N  62  46.3450 W   2.1        3.3        2.9        5.0*       6.8       64.1 
051006  095442  47  28.8190 N  62  46.3470 W   2.6        3.3        2.9        5.0        6.0*      64.1 
051006  095444  47  28.8200 N  62  46.3470 W   1.5        3.3        2.9        5.0        6.0       64.1 
051006  095446  47  28.8210 N  62  46.3490 W   2.4        3.3        2.9        4.9*       6.0       64.1 
051006  095448  47  28.8220 N  62  46.3500 W   2.0        3.3       11.2*       4.9        6.1*      62.4*
051006  095450  47  28.8230 N  62  46.3510 W   1.8        3.3       11.2        4.9        6.1       62.4 
051006  095452  47  28.8230 N  62  46.3530 W   2.1        3.3       11.2        5.3*       6.1       62.4 
051006  095454  47  28.8240 N  62  46.3540 W   2.4        3.3       11.2        5.3        6.4*      70.3*
051006  095456  47  28.8250 N  62  46.3540 W   2.4        3.3       11.2        5.5*       6.4       70.3 
051006  095458  47  28.8250 N  62  46.3570 W   1.4        3.3       11.2        5.5        6.2*      60.2*
051006  095500  47  28.8260 N  62  46.3570 W   2.3        3.3       11.2        5.5        6.2       60.2 
051006  095502  47  28.8270 N  62  46.3580 W   1.8        3.3       11.2        5.5*       6.2       60.2 
051006  095504  47  28.8270 N  62  46.3590 W   2.0        3.3       11.2        5.5        7.4*      63.7*
051006  095506  47  28.8280 N  62  46.3600 W   1.6        3.3       11.2        5.5*       7.4       63.7 
051006  095508  47  28.8290 N  62  46.3610 W   1.7        3.3       11.2        5.5        7.4       63.7 
051006  095510  47  28.8290 N  62  46.3630 W   2.0        3.3       11.2        5.5        8.9*      62.4*
051006  095512  47  28.8290 N  62  46.3640 W   1.5        3.3       10.9*       7.3*       8.9       62.4 
051006  095514  47  28.8310 N  62  46.3650 W   2.0        3.3       10.9        7.3        8.9       61.9*
051006  095516  47  28.8310 N  62  46.3670 W   1.8        3.3       10.9        7.3        8.9       61.9 
051006  095518  47  28.8320 N  62  46.3680 W   1.8        3.3       10.9        6.4*       8.9       61.9 
051006  095520  47  28.8320 N  62  46.3690 W   2.1        3.3       10.9        6.4        8.9       61.9 
051006  095522  47  28.8330 N  62  46.3710 W   2.2        3.3       10.9        3.8*       8.9       61.9 
051006  095524  47  28.8340 N  62  46.3720 W   1.7        3.3       11.8*       3.8        8.1*      61.9 
051006  095526  47  28.8340 N  62  46.3740 W   2.2        3.3       11.8        3.8        8.1      217.9*
051006  095528  47  28.8350 N  62  46.3750 W   2.0        3.3       11.8        5.3*       8.1      217.9 
051006  095530  47  28.8360 N  62  46.3760 W   2.2        3.3       11.8        5.3        3.0*      62.8*
051006  095532  47  28.8370 N  62  46.3770 W   2.2        3.3       11.8        5.3        3.0       62.8 
051006  095534  47  28.8380 N  62  46.3780 W   2.1        3.3       11.8        5.3        3.0       62.8 
051006  095536  47  28.8380 N  62  46.3800 W   2.3        3.3       11.8        5.3        6.8*      65.0*
051006  095538  47  28.8400 N  62  46.3810 W   2.5        3.3       11.8       29.6*       6.8       65.0 
051006  095540  47  28.8410 N  62  46.3830 W   2.8        3.3       11.8       29.6       10.1*      65.0 
051006  095542  47  28.8410 N  62  46.3840 W   2.7        3.3       11.8       29.6       10.1       64.1*
051006  095544  47  28.8420 N  62  46.3850 W   1.9        3.3       11.8        6.1*      10.1       64.1 
051006  095546  47  28.8430 N  62  46.3860 W   2.1        3.3       11.8        6.1        4.2*      65.0*
051006  095548  47  28.8440 N  62  46.3880 W   2.0        3.3       11.1*       5.3*       4.2       65.0 
051006  095550  47  28.8450 N  62  46.3880 W   1.5        3.3       11.1        5.3        4.2       65.0 
051006  095552  47  28.8450 N  62  46.3900 W   2.2        3.3       11.1        5.3       10.0*      61.9*
051006  095554  47  28.8460 N  62  46.3910 W   1.7        3.3       11.1       22.4*      10.0       61.9 
051006  095556  47  28.8470 N  62  46.3910 W   2.3        3.3       11.1       22.4        4.8*      61.9 
051006  095558  47  28.8480 N  62  46.3930 W   2.0        3.3       11.1       22.4        4.8       65.0*
051006  095600  47  28.8490 N  62  46.3930 W   1.6        3.3       11.6*      22.4        4.8       65.0 
051006  095602  47  28.8490 N  62  46.3950 W   2.1        3.3       11.6       22.4        6.5*      62.4*
051006  095604  47  28.8500 N  62  46.3960 W   1.5        3.3       11.6        5.3*       6.5       62.4 
051006  095606  47  28.8510 N  62  46.3970 W   1.9        3.3       11.6        5.3        7.0*      62.4 
051006  095608  47  28.8520 N  62  46.3980 W   2.1        3.3       11.6        5.3        7.0       66.3*
051006  095610  47  28.8530 N  62  46.3990 W   1.4        3.3       11.6        5.9*       7.0       66.3 
051006  095612  47  28.8530 N  62  46.4000 W   2.3        3.3       11.6        5.9        6.6*      66.3 
051006  095614  47  28.8540 N  62  46.4010 W   1.3        3.3       11.6        5.9*       6.6       64.6*
051006  095616  47  28.8550 N  62  46.4020 W   2.2        3.3       11.6        5.9        6.6       64.6 
051006  095618  47  28.8560 N  62  46.4030 W   1.6        3.3       11.6        5.9        6.8*     116.4*
051006  095620  47  28.8560 N  62  46.4050 W   1.9        3.3       11.6        5.3*       6.8      116.4 
051006  095622  47  28.8570 N  62  46.4050 W   1.5        3.3       11.6        5.3        6.4*     116.4 
051006  095624  47  28.8580 N  62  46.4070 W   2.0        3.3       11.6*       5.3        6.4       10.1*
051006  095626  47  28.8590 N  62  46.4070 W   1.6        3.3       11.6        5.7*       6.4       10.1 
051006  095628  47  28.8590 N  62  46.4090 W   1.9        3.3       11.6        5.7        7.0*      10.1 
051006  095630  47  28.8600 N  62  46.4100 W   1.5        3.3       11.6        5.5*       7.0       65.0*
051006  095632  47  28.8610 N  62  46.4110 W   2.2        3.3       11.6        5.5        7.0       65.0 
051006  095634  47  28.8610 N  62  46.4120 W   1.7        3.3       11.6        5.5        6.4*      65.0*
051006  095636  47  28.8620 N  62  46.4130 W   2.0        3.3       11.6        5.6*       6.4       65.0 
051006  095638  47  28.8630 N  62  46.4150 W   1.7        3.3       11.6        5.6        7.1*      65.0 
051006  095640  47  28.8640 N  62  46.4160 W   1.9        3.3       11.6        5.6        7.1       62.8*
051006  095642  47  28.8650 N  62  46.4170 W   1.8        3.3       11.6        5.8*       7.1       62.8 
051006  095644  47  28.8650 N  62  46.4180 W   1.8        3.3       11.6        5.8        7.5*      62.8 
051006  095646  47  28.8660 N  62  46.4190 W   2.1        3.3       11.6        5.3*       7.5       65.0*
051006  095648  47  28.8670 N  62  46.4200 W   1.8        3.3       11.6        5.3        7.5       65.0 
051006  095650  47  28.8670 N  62  46.4220 W   1.9        3.3       11.6        5.3        6.4*      61.1*
051006  095652  47  28.8690 N  62  46.4220 W   2.0        3.3       11.6        6.0*       6.4       61.1 
051006  095654  47  28.8690 N  62  46.4230 W   2.6        3.3       11.6        6.0        6.8*      61.1 
051006  095656  47  28.8690 N  62  46.4250 W   2.2        3.3       11.6        7.4*       6.8       65.9*
051006  095658  47  28.8710 N  62  46.4260 W   1.5        3.3       11.6        7.4        6.8       65.9 
051006  095700  47  28.8710 N  62  46.4270 W   2.3        3.3       11.6        7.4        8.8*      65.9 
051006  095702  47  28.8720 N  62  46.4290 W   2.4        3.3       11.6       11.0*       8.8       61.9*
051006  095704  47  28.8730 N  62  46.4290 W   1.8        3.3       11.6       11.0        5.6*      61.9 
051006  095706  47  28.8730 N  62  46.4310 W   2.2        3.3       11.6       11.0        5.6       65.5*
051006  095708  47  28.8740 N  62  46.4320 W   1.4        3.3       11.6       29.4*       5.6       65.5 
051006  095710  47  28.8750 N  62  46.4330 W   2.2        3.3       11.6       29.4        9.0*      65.5 
051006  095712  47  28.8760 N  62  46.4340 W   1.7        3.3       11.7*      29.4        9.0       64.6*
051006  095714  47  28.8760 N  62  46.4360 W   1.7        3.3       11.7       29.4        9.0       64.6 
051006  095716  47  28.8770 N  62  46.4360 W   2.0        3.3       11.7       29.4        4.3*      64.6 
051006  095718  47  28.8780 N  62  46.4380 W   2.1        3.3       11.7       29.4        4.3       67.2*
051006  095720  47  28.8780 N  62  46.4390 W   1.9        3.3       11.7       29.4        9.8*      67.2 
051006  095722  47  28.8790 N  62  46.4400 W   1.4        3.3       11.7       29.4        9.8       62.4*
051006  095724  47  28.8800 N  62  46.4410 W   2.1        3.3       11.7       57.5*       9.8       62.4 
051006  095726  47  28.8800 N  62  46.4420 W   1.7        3.3       11.7       57.5        3.8*      62.4 
051006  095728  47  28.8810 N  62  46.4430 W   1.9        3.3        3.9*       5.9*       3.8       64.1*
051006  095730  47  28.8810 N  62  46.4440 W   1.6        3.3        3.9        5.9        3.8       64.1 
051006  095732  47  28.8820 N  62  46.4460 W   1.9        3.3        3.9        5.9        7.1*      64.1 
051006  095734  47  28.8830 N  62  46.4470 W   1.9        3.3        3.9        5.9*       7.1       63.3*
051006  095736  47  28.8840 N  62  46.4480 W   2.6        3.3        3.9        5.9        7.1       63.3 
051006  095738  47  28.8840 N  62  46.4490 W   2.1        3.3        3.9        5.8*       7.1       65.0*
051006  095740  47  28.8860 N  62  46.4500 W   2.4        3.3        3.9        5.8        7.1       65.0 
051006  095742  47  28.8860 N  62  46.4520 W   1.3        3.3        3.9        5.8        7.1       65.0 
051006  095744  47  28.8870 N  62  46.4530 W   2.3        3.3        3.9        5.8*       7.1       59.7*
051006  095746  47  28.8880 N  62  46.4540 W   1.6        3.3        3.9        5.8        7.1       59.7 
051006  095748  47  28.8880 N  62  46.4550 W   2.3        3.3        3.9        5.8        7.1       59.7 
051006  095750  47  28.8890 N  62  46.4560 W   1.7        3.3        3.9        5.8*       7.1       67.7*
051006  095752  47  28.8900 N  62  46.4570 W   2.2        3.3        3.9        5.8        6.9*      67.7 
051006  095754  47  28.8910 N  62  46.4580 W   2.1        3.3        3.9        7.1*       6.9       61.1*
051006  095756  47  28.8920 N  62  46.4590 W   2.4        3.3        3.9        7.1        6.9       61.1 
051006  095758  47  28.8930 N  62  46.4610 W   2.0        3.3        3.9        7.1        7.3*      61.1 
051006  095800  47  28.8940 N  62  46.4630 W   2.5        3.3        3.9        4.6*       7.3       68.1*
051006  095802  47  28.8950 N  62  46.4630 W   1.8        3.3        3.9        4.6        6.8*      68.1 
051006  095804  47  28.8950 N  62  46.4660 W   2.5        3.3        3.9        4.6        6.8       68.1 
051006  095806  47  28.8960 N  62  46.4660 W   1.7        3.3        3.9        5.4*       6.8       63.3*
051006  095808  47  28.8970 N  62  46.4680 W   2.3        3.3        3.9        5.4        7.1*      63.3 
051006  095810  47  28.8980 N  62  46.4690 W   1.9        3.3        3.9        5.3*       7.1       64.6*
051006  095812  47  28.8990 N  62  46.4710 W   1.9        3.3        3.9        5.3        7.1       64.6 
051006  095814  47  28.8990 N  62  46.4710 W   2.1        3.3        3.9        5.3        7.2*      64.6 
051006  095816  47  28.9000 N  62  46.4730 W   1.9        3.3        3.9        5.3*       7.2       63.3*
051006  095818  47  28.9010 N  62  46.4740 W   2.5        3.3        3.9        5.3        7.2       63.3 
051006  095820  47  28.9020 N  62  46.4760 W   2.7        3.3        3.9        5.7*       7.2       63.3 
051006  095822  47  28.9020 N  62  46.4780 W   2.4        3.3        3.9        5.7        7.2       63.3*
051006  095824  47  28.9030 N  62  46.4780 W   1.5        3.3        3.9        5.7       47.8*      63.3 
051006  095826  47  28.9030 N  62  46.4800 W   2.2        3.3        3.9        5.4*      47.8       64.6*
051006  095828  47  28.9040 N  62  46.4810 W   1.6        3.3        3.9        5.4        9.2*      64.6 
051006  095830  47  28.9050 N  62  46.4820 W   2.5        3.3        3.9        5.4        9.2       64.6 
051006  095832  47  28.9060 N  62  46.4830 W   1.4        3.3        3.9        5.4*       9.2       65.0*
051006  095834  47  28.9060 N  62  46.4850 W   2.3        3.3        3.9        5.4        4.6*      65.0 
051006  095836  47  28.9070 N  62  46.4860 W   2.3        3.3        3.9        5.7*       4.6       65.0 
051006  095838  47  28.9080 N  62  46.4860 W   2.6        3.3        3.9        5.7        4.6       61.9*
051006  095840  47  28.9080 N  62  46.4890 W   1.6        3.3        3.9        5.7        6.8*      61.9 
051006  095842  47  28.9090 N  62  46.4890 W   1.7        3.3        2.3*       5.6*       6.8       64.1*
051006  095844  47  28.9100 N  62  46.4910 W   2.4        3.3        2.3        5.6        6.7*      64.1 
051006  095846  47  28.9100 N  62  46.4920 W   1.8        3.3        2.3        5.3*       6.7       64.1 
051006  095848  47  28.9110 N  62  46.4920 W   1.7        3.8*       2.3        5.3        6.7      127.4*
051006  095850  47  28.9120 N  62  46.4940 W   2.2        3.8        2.3        5.3        8.9*     127.4 
051006  095852  47  28.9120 N  62  46.4950 W   1.9        3.8        2.3        6.8*       8.9      127.4 
051006  095854  47  28.9140 N  62  46.4970 W   2.2        3.8        2.3        6.8        8.9       24.6*
051006  095856  47  28.9140 N  62  46.4990 W   1.8        3.8        2.3        6.8        4.3*      24.6 
051006  095858  47  28.9150 N  62  46.5000 W   2.9        3.8        2.3        4.5*       4.3       37.8*
051006  095900  47  28.9160 N  62  46.5010 W   1.7        3.8        2.3        4.5        8.2*      37.8 
051006  095902  47  28.9170 N  62  46.5020 W   2.2        3.8        2.3        5.7*       8.2       37.8 
051006  095904  47  28.9170 N  62  46.5030 W   1.6        3.8        2.3        5.7        8.2       65.9*
051006  095906  47  28.9180 N  62  46.5040 W   2.4        3.8        2.3        5.7        5.5*      65.9 
051006  095908  47  28.9190 N  62  46.5060 W   1.1        3.8        2.3        5.5*       5.5       65.9 
051006  095910  47  28.9190 N  62  46.5070 W   2.6        3.8        2.3        5.5        7.1*      63.7*
051006  095912  47  28.9200 N  62  46.5080 W   1.2        3.8       11.8*       5.5        7.1       63.7 
051006  095915  47  28.9220 N  62  46.5100 W   1.1        3.8       11.8        9.1*       7.1       62.4*
051006  095918  47  28.9220 N  62  46.5110 W   1.5        3.8       11.8       19.8*       9.3*      62.4 
051006  095920  47  28.9220 N  62  46.5110 W   0.4        3.8       11.8       19.8        9.3       63.3*
051006  095922  47  28.9220 N  62  46.5120 W   1.0        3.8       11.8       19.8        9.3       63.3 
051006  095924  47  28.9220 N  62  46.5120 W   1.1        3.8       11.3*      19.8        9.3       63.3 
051006  095926  47  28.9220 N  62  46.5120 W   1.1        3.8       11.3       19.8        9.3       63.3 
051006  095928  47  28.9230 N  62  46.5120 W   0.6        3.8       11.3       19.8        9.3       63.3 
051006  095930  47  28.9220 N  62  46.5130 W   1.0        3.8       11.3       19.8        9.3       63.3 
051006  095932  47  28.9230 N  62  46.5130 W   1.5        3.8       11.3       19.8        9.3       63.3 
051006  095934  47  28.9230 N  62  46.5130 W   1.9        3.8       11.3       19.8        9.3       63.3 
051006  095936  47  28.9230 N  62  46.5140 W   0.2        3.8       11.3       19.8        9.3       63.3 
051006  095938  47  28.9230 N  62  46.5140 W   0.2        3.8       11.3        7.5*       9.3       63.3 
051006  095940  47  28.9240 N  62  46.5140 W   0.5        3.8       11.3        7.5        9.3       63.3 
051006  095942  47  28.9230 N  62  46.5150 W   0.4        3.8       11.3        5.5*       9.3       63.3 
051006  095944  47  28.9240 N  62  46.5150 W   0.5        3.8       11.3        5.5        9.3       63.3 
051006  095946  47  28.9240 N  62  46.5150 W   0.7        3.8       11.3        5.5        9.3       92.3*
051006  095948  47  28.9230 N  62  46.5150 W   0.3        3.8       11.3        5.6*       8.9*      92.3 
