FileName: C:\2005CA~1\CTY0022.TXT
Local Time: Wed Oct 05 12:02:20 2005

Ship: Marco Michel Trip: 01 Tow: cty0022
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051005  150221  47  38.7930 N  62  32.2050 W   6.8        2.5*       2.2*       4.1*       3.1*      52.7*
051005  150223  47  38.7960 N  62  32.2030 W   6.2        2.5        2.2        4.1        3.1       52.7 
051005  150225  47  38.8000 N  62  32.2010 W   7.0        2.5        2.2        4.1        3.1       52.7 
051005  150227  47  38.8030 N  62  32.1980 W   7.1        2.5        2.2        4.1        3.1       52.7 
051005  150229  47  38.8060 N  62  32.1950 W   6.8        2.5        2.2        4.1        3.1       52.7 
051005  150231  47  38.8090 N  62  32.1920 W   7.3        2.5        2.2        4.1        3.1       52.7 
051005  150233  47  38.8130 N  62  32.1890 W   6.0        2.5        2.2        4.1        3.1       52.7 
051005  150235  47  38.8160 N  62  32.1860 W   7.6        2.5        2.2        4.1        4.1*      52.7 
051005  150237  47  38.8190 N  62  32.1820 W   7.3        2.5        2.2        4.1        4.1       52.7 
051005  150239  47  38.8220 N  62  32.1790 W   6.0        2.5        2.2        4.1        4.1       52.7 
051005  150241  47  38.8250 N  62  32.1760 W   6.9        2.5        2.2        4.1        2.1*      52.7 
051005  150243  47  38.8270 N  62  32.1720 W   7.1        2.5        2.2        4.1        2.1       52.7 
051005  150245  47  38.8300 N  62  32.1680 W   7.5        2.5        2.2        4.1        5.6*      52.7 
051005  150247  47  38.8330 N  62  32.1640 W   6.9        2.5        2.2        4.1        5.6       52.7 
051005  150249  47  38.8360 N  62  32.1600 W   6.8        2.5        2.2        4.1        5.6       52.7 
051005  150251  47  38.8390 N  62  32.1570 W   7.9        2.5        2.2        4.1        5.0*      52.7 
051005  150253  47  38.8420 N  62  32.1530 W   6.9        2.5        2.2        4.1        5.0       52.7 
051005  150255  47  38.8450 N  62  32.1500 W   5.9        2.5        2.2        4.1        5.0       52.7 
051005  150257  47  38.8480 N  62  32.1460 W   7.8        2.5        2.2        4.1        9.4*      52.7 
051005  150259  47  38.8510 N  62  32.1430 W   6.7        2.5        2.2        4.1        9.4       52.7 
051005  150301  47  38.8550 N  62  32.1400 W   6.8        2.5        2.2        4.1        3.3*      52.7 
051005  150303  47  38.8580 N  62  32.1360 W   7.1        2.5        2.2        4.1        3.3       52.7 
051005  150305  47  38.8610 N  62  32.1330 W   7.2        2.5        2.2        4.1        3.3       52.7 
051005  150307  47  38.8650 N  62  32.1300 W   6.4        2.5        2.2        4.1        2.9*      52.7 
051005  150309  47  38.8680 N  62  32.1270 W   7.6        2.5        2.2        4.1        2.9       52.7 
051005  150311  47  38.8710 N  62  32.1240 W   7.0        2.5        2.2        4.1        2.9       52.7 
051005  150313  47  38.8740 N  62  32.1220 W   6.5        2.5        2.2        4.1        2.9       52.7 
051005  150315  47  38.8780 N  62  32.1200 W   6.8        2.5        2.2        4.1        2.9       52.7 
051005  150317  47  38.8810 N  62  32.1170 W   6.2        2.5        2.2        4.1        2.9       52.7 
051005  150319  47  38.8840 N  62  32.1150 W   7.2        2.5        2.2        4.1        2.9       52.7 
051005  150321  47  38.8870 N  62  32.1130 W   6.5        2.5        2.2        4.1        2.9       52.7 
051005  150323  47  38.8910 N  62  32.1100 W   6.6        2.5        2.2        4.1       12.8*      52.7 
051005  150325  47  38.8950 N  62  32.1090 W   6.3        2.5        2.2        4.1       12.8       52.7 
051005  150327  47  38.8980 N  62  32.1070 W   6.5        2.5        2.2        4.1       12.8       52.7 
051005  150329  47  38.9010 N  62  32.1050 W   7.2        2.5        2.2        4.1       12.8       52.7 
051005  150331  47  38.9050 N  62  32.1030 W   6.1        2.5        2.2        4.1       12.8       52.7 
051005  150333  47  38.9080 N  62  32.1020 W   6.2        2.5        3.9*       4.1       12.8       52.7 
051005  150335  47  38.9110 N  62  32.1000 W   6.9        2.5        3.9        4.1       12.8       52.7 
051005  150337  47  38.9150 N  62  32.0990 W   6.0        2.5        3.9        4.1       12.8       52.7 
051005  150339  47  38.9180 N  62  32.0970 W   7.0        2.5        3.9        4.1       13.4*      52.7 
051005  150341  47  38.9220 N  62  32.0960 W   6.5        2.5        3.9        4.1       13.4       52.7 
051005  150343  47  38.9250 N  62  32.0950 W   6.6        2.5        3.9        4.1        4.7*      52.7 
051005  150345  47  38.9290 N  62  32.0940 W   7.0        2.5        3.9        4.1        4.7       52.7 
051005  150347  47  38.9320 N  62  32.0930 W   5.8        2.5        3.9        4.1        4.7       52.7 
051005  150349  47  38.9360 N  62  32.0920 W   6.3        2.5        3.9        4.1        4.7       52.7 
051005  150351  47  38.9390 N  62  32.0910 W   7.0        2.5        3.9        4.1        4.7       52.7 
051005  150353  47  38.9430 N  62  32.0900 W   4.9        2.5        3.9        4.1        4.7       52.7 
051005  150355  47  38.9460 N  62  32.0890 W   5.8        2.5        3.9        4.1        4.7       52.7 
051005  150357  47  38.9490 N  62  32.0890 W   5.8        2.5        3.9        4.1        4.7       52.7 
051005  150359  47  38.9520 N  62  32.0880 W   5.2        2.5        3.9        4.1        4.7       52.7 
051005  150401  47  38.9540 N  62  32.0870 W   5.4        2.5        3.9        4.1        4.7       52.7 
051005  150403  47  38.9570 N  62  32.0860 W   4.4        2.5        3.9        4.1        4.7       39.5*
051005  150405  47  38.9590 N  62  32.0850 W   5.7        2.5        3.9        4.2*       4.7       39.5 
051005  150407  47  38.9620 N  62  32.0840 W   4.0        2.5        3.9        4.2        4.7       39.5 
051005  150409  47  38.9650 N  62  32.0820 W   5.5        2.5        3.9        4.2       14.0*      40.4*
051005  150411  47  38.9670 N  62  32.0810 W   3.9        2.5        3.9        4.2       14.0       40.4 
051005  150413  47  38.9690 N  62  32.0800 W   3.4        2.5        3.9        4.2       14.0       40.4 
051005  150415  47  38.9710 N  62  32.0790 W   3.6        2.5        3.9        4.2        5.1*      30.3*
051005  150417  47  38.9720 N  62  32.0790 W   2.4        2.5        3.9        4.2        5.1       30.3 
051005  150419  47  38.9740 N  62  32.0780 W   2.2        2.5        3.9        4.2        5.1       40.4*
051005  150421  47  38.9750 N  62  32.0780 W   2.1        2.5        3.9        5.4*       1.6*      40.4 
051005  150423  47  38.9760 N  62  32.0780 W   2.0        2.5        3.9        5.4        1.6       40.4 
051005  150425  47  38.9770 N  62  32.0780 W   1.4        2.5        3.9        3.9*       1.6       40.4*
051005  150427  47  38.9780 N  62  32.0780 W   2.1        2.5        3.9        3.9        1.6       40.4 
051005  150429  47  38.9780 N  62  32.0770 W   1.2        2.5       11.0*       3.9        1.6       40.4 
051005  150431  47  38.9790 N  62  32.0780 W   1.8        2.5       11.0        5.3*      20.9*      43.5*
051005  150433  47  38.9800 N  62  32.0770 W   1.1        2.5       11.0        5.3       20.9       43.5 
051005  150435  47  38.9810 N  62  32.0780 W   1.9        2.5       11.0        5.0*       6.1*      43.9*
051005  150437  47  38.9810 N  62  32.0780 W   1.2        2.5       11.0        5.0        6.1       43.9 
051005  150439  47  38.9820 N  62  32.0770 W   1.6        2.5       11.0        5.0        6.1       43.9 
051005  150441  47  38.9830 N  62  32.0780 W   1.5        2.5       11.0        6.0*       6.1       46.1*
051005  150443  47  38.9840 N  62  32.0770 W   1.5        2.5       11.0        6.0        6.1       46.1 
051005  150445  47  38.9840 N  62  32.0770 W   1.7        2.5       11.0        6.0        6.1       46.1 
051005  150447  47  38.9860 N  62  32.0770 W   1.5        2.5       11.0        4.2*      21.7*      48.3*
051005  150449  47  38.9860 N  62  32.0770 W   2.2        2.5       11.0        4.2       21.7       48.3 
