FileName: C:\2005CA~1\CTY0212.TXT
Local Time: Thu Oct 06 12:26:56 2005

Ship: Marco Michel Trip: 01 Tow: cty0212
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  152658  47  25.9900 N  62  32.7000 W   2.5        2.2*       2.2*       6.4*       3.2*       5.3*
051006  152701  47  25.9880 N  62  32.7010 W   2.5        2.2        2.2        6.4       11.0*       5.3 
051006  152703  47  25.9860 N  62  32.7030 W   4.0        2.2        2.2        6.4       11.0        5.3 
051006  152705  47  25.9850 N  62  32.7050 W   4.0        2.2        2.2        6.4       11.0        8.3*
051006  152707  47  25.9830 N  62  32.7080 W   4.6        2.2        2.2        6.4       11.0        8.3 
051006  152708  47  25.9820 N  62  32.7090 W   5.2        2.2        2.2        6.4       11.0        8.3 
051006  152711  47  25.9780 N  62  32.7130 W   5.8        2.2        2.2        6.4       11.0        8.3 
051006  152713  47  25.9750 N  62  32.7160 W   6.0        2.2        2.2        6.4       11.0        8.3 
051006  152715  47  25.9720 N  62  32.7200 W   6.4        2.2        2.2        6.4       11.0        8.3 
051006  152717  47  25.9690 N  62  32.7230 W   6.9        2.2        2.2        6.4       11.0        8.3 
051006  152719  47  25.9660 N  62  32.7260 W   6.8        2.2        2.2       62.0*      11.0        8.3 
051006  152721  47  25.9620 N  62  32.7290 W   7.3        2.2        2.2       62.0       11.0        8.3 
051006  152723  47  25.9590 N  62  32.7330 W   7.0        2.2        2.2       62.0       11.0        8.3 
051006  152725  47  25.9560 N  62  32.7360 W   7.3        2.2        2.2        5.6*      11.0        8.3 
051006  152727  47  25.9530 N  62  32.7400 W   7.3        2.2        2.2        5.6        3.2*       8.3 
051006  152729  47  25.9490 N  62  32.7430 W   7.4        2.2        2.2        5.6        3.2        8.3 
051006  152731  47  25.9460 N  62  32.7470 W   7.7        2.2        2.2        5.6        3.2        8.3 
051006  152733  47  25.9420 N  62  32.7510 W   7.7        2.2        2.2        5.6        3.2        8.3 
051006  152735  47  25.9390 N  62  32.7550 W   7.5        2.2        2.2        5.6        3.2        8.3 
