FileName: C:\2005CA~1\CTY0321.TXT
Local Time: Thu Oct 06 20:38:46 2005

Ship: Marco Michel Trip: 01 Tow: cty0321
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  233848  47  19.3200 N  62  34.8130 W   3.1        3.0*      13.6*       2.3*     104.0*       8.8*
051006  233850  47  19.3200 N  62  34.8150 W   1.9        3.0       13.6        2.3        6.2*       0.9*
051006  233852  47  19.3190 N  62  34.8170 W   3.0        3.0       13.6        2.5*       6.2        0.9 
051006  233854  47  19.3190 N  62  34.8190 W   1.9        3.0       13.6        2.5        6.2        0.9 
051006  233856  47  19.3190 N  62  34.8210 W   2.7        3.0       13.6        2.5        6.2       11.9*
051006  233858  47  19.3190 N  62  34.8230 W   2.2        3.0       13.6        3.8*       6.2       11.9 
051006  233900  47  19.3180 N  62  34.8250 W   3.0        3.0       13.6        3.8        6.2       11.9 
051006  233902  47  19.3180 N  62  34.8280 W   3.8        3.0       13.6        3.8        6.2        5.3*
051006  233904  47  19.3170 N  62  34.8310 W   4.1        3.0       13.6        3.8        6.2        5.3 
051006  233906  47  19.3160 N  62  34.8350 W   4.7        3.0       13.6        3.8        6.2        5.3 
051006  233908  47  19.3150 N  62  34.8380 W   5.4        3.0       13.6        3.8        6.2        5.3 
051006  233910  47  19.3140 N  62  34.8430 W   5.6        3.0       13.6        3.8        6.2        5.3 
051006  233912  47  19.3130 N  62  34.8480 W   5.8        3.0       13.6        3.8        6.2        5.3 
051006  233914  47  19.3120 N  62  34.8520 W   6.2        3.0       13.6        4.3*       6.2        5.3 
051006  233916  47  19.3110 N  62  34.8580 W   6.6        3.0       13.6        4.3        6.2        5.3 
051006  233918  47  19.3090 N  62  34.8630 W   7.0        3.0       13.6        3.8*       6.2        5.3 
051006  233920  47  19.3080 N  62  34.8680 W   7.0        3.0       13.6        3.8        6.2        5.3 
051006  233922  47  19.3070 N  62  34.8740 W   6.9        3.0       13.6        3.8        6.2        5.3 
051006  233924  47  19.3060 N  62  34.8790 W   7.1        3.0       13.6        3.8        6.2        5.3 
051006  233926  47  19.3040 N  62  34.8850 W   7.8        3.0       13.6        3.8        6.2        5.3 
051006  233928  47  19.3020 N  62  34.8910 W   7.6        3.0       13.6        3.8        6.2        5.3 
051006  233930  47  19.3010 N  62  34.8970 W   7.2        3.0       13.6        3.8        6.2        5.3 
051006  233932  47  19.2990 N  62  34.9020 W   7.1        3.0       13.6        3.8        6.2        5.3 
051006  233934  47  19.2970 N  62  34.9080 W   7.5        3.0       13.6        3.8        6.2        5.3 
051006  233936  47  19.2960 N  62  34.9140 W   7.8        3.0       13.6        3.8        6.2        5.3 
051006  233938  47  19.2940 N  62  34.9200 W   7.4        3.0       13.6        3.8        6.2        5.3 
051006  233940  47  19.2930 N  62  34.9260 W   7.1        3.0       13.6        3.8        6.2        5.3 
051006  233942  47  19.2910 N  62  34.9310 W   7.3        3.0       13.6        3.8        6.2        5.3 
051006  233944  47  19.2890 N  62  34.9360 W   7.7        3.0       13.6        3.8        6.2        5.3 
051006  233946  47  19.2870 N  62  34.9410 W   7.7        3.0       13.6        3.8        6.2        5.3 
051006  233948  47  19.2860 N  62  34.9470 W   7.2        3.0       13.6        3.8        6.2        5.3 
051006  233950  47  19.2840 N  62  34.9520 W   6.9        3.0       13.6        3.8        6.2        5.3 
051006  233952  47  19.2820 N  62  34.9580 W   7.3        3.0       13.6        3.8        6.2        5.3 
051006  233954  47  19.2800 N  62  34.9630 W   7.6        3.0       13.6        3.8        6.2        5.3 
051006  233956  47  19.2770 N  62  34.9690 W   7.4        3.0       13.6        3.8        6.2        5.3 
051006  233958  47  19.2760 N  62  34.9740 W   6.9        3.0       13.6        3.8        6.2        5.3 
051006  234000  47  19.2740 N  62  34.9790 W   7.0        3.0       13.6        3.8        6.2        5.3 
051006  234002  47  19.2720 N  62  34.9850 W   7.5        3.0       13.6        3.8        6.2        5.3 
051006  234004  47  19.2700 N  62  34.9900 W   7.6        3.0       13.6        3.8        6.2        5.3 
051006  234006  47  19.2680 N  62  34.9960 W   7.2        3.0       13.6        3.8        6.2        5.3 
051006  234008  47  19.2670 N  62  35.0010 W   7.1        3.0       13.6        3.8        6.2        5.3 
051006  234010  47  19.2650 N  62  35.0060 W   7.4        3.0       13.6        3.8        6.2        5.3 
051006  234012  47  19.2630 N  62  35.0120 W   7.4        3.0       13.6        3.8        6.2        5.3 
051006  234014  47  19.2610 N  62  35.0170 W   7.5        3.0       13.6        3.8        6.2        5.3 
051006  234016  47  19.2590 N  62  35.0230 W   7.3        3.0       13.6        3.8        6.2        5.3 
051006  234018  47  19.2570 N  62  35.0280 W   7.2        3.0       13.6        3.8        6.2        5.3 
051006  234020  47  19.2550 N  62  35.0330 W   7.2        3.0       13.6        3.8        6.2        5.3 
051006  234022  47  19.2530 N  62  35.0380 W   7.5        3.0       13.6        3.8        7.9*       5.3 
051006  234024  47  19.2510 N  62  35.0440 W   7.2        3.0       13.6        3.8        7.9       54.9*
051006  234026  47  19.2490 N  62  35.0490 W   7.0        3.0       13.6        3.8        7.7*      54.9 
051006  234028  47  19.2470 N  62  35.0540 W   7.2        3.0       13.6        3.8        7.7       54.9 
051006  234030  47  19.2460 N  62  35.0590 W   7.6        3.0       13.6        3.8        7.7       54.9 
051006  234032  47  19.2440 N  62  35.0650 W   7.5        3.0       13.6        3.8        7.7       54.9 
051006  234034  47  19.2420 N  62  35.0700 W   7.0        3.0       13.6        3.8        7.7       54.9 
051006  234036  47  19.2400 N  62  35.0750 W   7.1        3.0       13.6        3.8        7.7       54.9 
051006  234038  47  19.2380 N  62  35.0810 W   7.2        3.0       13.6        3.8        7.7       54.9 
051006  234040  47  19.2370 N  62  35.0860 W   7.2        3.0       13.6        3.8        7.7       54.9 
051006  234042  47  19.2340 N  62  35.0900 W   7.0        3.0       13.6        6.9*       7.7       54.9 
051006  234044  47  19.2320 N  62  35.0950 W   7.3        3.0       13.6        6.9        7.7       54.9 
051006  234046  47  19.2300 N  62  35.1010 W   7.0        3.0       13.6        6.9        7.7       54.9 
051006  234048  47  19.2280 N  62  35.1060 W   6.9        3.0       13.6        6.9        7.7       54.9 
051006  234050  47  19.2270 N  62  35.1120 W   6.9        3.0       13.6        6.9        7.7       54.9 
051006  234052  47  19.2250 N  62  35.1170 W   7.2        3.0       13.6        6.9       81.5*      54.9 
051006  234054  47  19.2230 N  62  35.1220 W   7.2        3.0       13.6        6.9       81.5       54.9 
051006  234056  47  19.2220 N  62  35.1270 W   6.0        3.0       13.6        6.9       81.5       54.9 
051006  234058  47  19.2210 N  62  35.1320 W   5.1        3.0       13.6        6.9       13.1*      54.9 
051006  234100  47  19.2190 N  62  35.1350 W   4.3        3.0       13.6        6.9       13.1       54.9 
051006  234102  47  19.2180 N  62  35.1370 W   3.7        3.0       13.6        6.9       13.1        8.3*
051006  234104  47  19.2180 N  62  35.1400 W   3.3        3.0       13.6        6.6*      13.1        8.3 
051006  234106  47  19.2170 N  62  35.1430 W   2.8        3.0       13.6        6.6       13.1       36.0*
051006  234108  47  19.2160 N  62  35.1440 W   2.8        3.0       13.6        4.5*      13.1       36.0 
051006  234110  47  19.2160 N  62  35.1460 W   2.1        3.0       13.6        4.5        8.3*      36.0 
051006  234112  47  19.2150 N  62  35.1480 W   2.6        3.0       13.6        4.5        8.3       37.8*
051006  234114  47  19.2140 N  62  35.1500 W   1.8        3.0       13.6        3.8*       8.3       37.8 
051006  234116  47  19.2140 N  62  35.1520 W   2.5        3.0        2.2*       3.8        3.5*      37.8 
051006  234118  47  19.2140 N  62  35.1540 W   1.8        3.0        2.2        3.8        3.5       47.4*
051006  234120  47  19.2130 N  62  35.1550 W   2.0        3.0        2.2        5.9*       3.5       47.4 
051006  234122  47  19.2130 N  62  35.1560 W   2.1        3.0        2.2        5.9        3.7*      30.8*
051006  234124  47  19.2130 N  62  35.1580 W   1.6        3.3*       2.2       18.9*       3.7       30.8 
051006  234126  47  19.2120 N  62  35.1600 W   2.0        3.3        2.2       18.9        5.7*      30.8 
051006  234128  47  19.2120 N  62  35.1610 W   1.6        3.3        2.2       18.9        5.7       43.9*
051006  234130  47  19.2120 N  62  35.1630 W   1.9        3.3        2.4*      18.9        5.7       43.9 
051006  234132  47  19.2120 N  62  35.1640 W   1.5        3.3        2.4       18.9        5.0*      43.9 
051006  234134  47  19.2110 N  62  35.1650 W   2.1        3.3        2.4        4.1*       5.0       50.5*
051006  234136  47  19.2100 N  62  35.1670 W   1.3        3.3        2.4        4.1        4.1*      50.5 
051006  234138  47  19.2100 N  62  35.1680 W   2.4        3.6*       2.4        4.1        4.1       38.2*
051006  234140  47  19.2090 N  62  35.1690 W   1.1        3.6        2.4        4.7*       4.1       38.2 
051006  234142  47  19.2090 N  62  35.1700 W   2.1        3.6        2.4        4.7        4.3*      38.2 
051006  234144  47  19.2080 N  62  35.1710 W   1.6        3.6        2.2*       4.7        4.3       51.4*
051006  234146  47  19.2080 N  62  35.1720 W   1.5        3.6        2.2        4.3*       4.3       51.4 
051006  234148  47  19.2070 N  62  35.1740 W   2.1        3.6        2.2        4.3        5.2*      51.4 
051006  234150  47  19.2060 N  62  35.1750 W   1.4        4.1*       2.2       10.0*       5.2       64.6*
051006  234152  47  19.2060 N  62  35.1770 W   1.9        4.1        2.2       10.0        6.0*      64.6 
051006  234154  47  19.2060 N  62  35.1780 W   1.6        4.1        2.2       10.0        6.0       40.0*
051006  234156  47  19.2050 N  62  35.1790 W   1.7        4.1        2.3*      10.0        6.0       40.0 
051006  234158  47  19.2050 N  62  35.1800 W   1.6        4.1        2.3       10.0        3.5*      40.0 
051006  234200  47  19.2050 N  62  35.1810 W   1.7        4.1        2.3        4.9*       3.5       47.4*
051006  234202  47  19.2040 N  62  35.1830 W   1.7        4.1        2.3        4.9        3.5       47.4 
051006  234204  47  19.2040 N  62  35.1840 W   1.7        4.6*       2.3        4.9        3.6*      47.4 
051006  234206  47  19.2030 N  62  35.1850 W   1.6        4.6        2.3        4.7*       3.6       59.7*
051006  234208  47  19.2030 N  62  35.1870 W   1.6        4.6        2.3        4.7        8.7*      59.7 
051006  234210  47  19.2020 N  62  35.1880 W   1.8        4.6        2.3*       4.7        8.7       58.4*
051006  234212  47  19.2020 N  62  35.1900 W   1.6        4.6        2.3        4.1*       8.7       58.4 
051006  234214  47  19.2010 N  62  35.1910 W   2.2        4.6        2.3        4.1        0.0*      58.4 
051006  234216  47  19.2010 N  62  35.1920 W   1.2        4.4*       2.3        5.0*       0.0       60.6*
051006  234218  47  19.2000 N  62  35.1930 W   2.4        4.4        2.3        5.0        5.5*      60.6 
051006  234220  47  19.1990 N  62  35.1950 W   1.5        4.4        2.3        5.0        5.5       60.6 
051006  234222  47  19.1990 N  62  35.1960 W   2.0        4.4        2.3        3.8*       5.5       78.2*
051006  234224  47  19.1980 N  62  35.1980 W   2.2        4.4        2.3        3.8        4.1*      78.2 
051006  234226  47  19.1970 N  62  35.1990 W   1.8        4.4        2.3        4.9*       4.1       68.5*
051006  234228  47  19.1970 N  62  35.2000 W   2.3        4.4        2.3        4.9        4.1       68.5 
051006  234230  47  19.1960 N  62  35.2020 W   1.5        4.0*       2.3        4.9        4.7*      68.5 
051006  234232  47  19.1960 N  62  35.2040 W   2.4        4.0        2.3        3.5*       4.7       55.8*
051006  234234  47  19.1950 N  62  35.2050 W   1.6        4.0        2.3        3.5        3.8*      55.8 
051006  234236  47  19.1950 N  62  35.2060 W   2.3        4.0        2.2*       3.5        3.8       69.0*
051006  234238  47  19.1940 N  62  35.2080 W   1.8        4.0        2.2        5.0*       3.8       69.0 
051006  234240  47  19.1930 N  62  35.2090 W   2.4        4.0        2.2        5.0        5.0*      69.0 
051006  234242  47  19.1920 N  62  35.2110 W   1.5        4.0*       2.2        4.9*       5.0       73.4*
051006  234244  47  19.1920 N  62  35.2120 W   2.3        4.0        2.2        4.9        3.8*      73.4 
051006  234246  47  19.1910 N  62  35.2140 W   1.9        4.0        2.2        4.9        3.8       73.4 
051006  234248  47  19.1910 N  62  35.2160 W   2.0        4.0        2.3*       4.9*       3.8       74.2*
051006  234250  47  19.1900 N  62  35.2170 W   2.3        4.0        2.3        4.9        5.2*      74.2 
051006  234252  47  19.1900 N  62  35.2180 W   1.8        4.0        2.3        4.5*       5.2       72.5*
051006  234254  47  19.1890 N  62  35.2200 W   2.1        4.0        2.3        4.5        5.2       72.5 
051006  234256  47  19.1890 N  62  35.2210 W   1.8        3.4*       2.3        4.5        4.8*      72.5 
051006  234258  47  19.1880 N  62  35.2220 W   1.9        3.4        2.3        4.4*       4.8       75.6*
051006  234300  47  19.1880 N  62  35.2240 W   1.9        3.4        2.3        4.4        4.7*      75.6 
051006  234302  47  19.1870 N  62  35.2260 W   1.9        3.4        2.3        4.4        4.7       75.6 
051006  234304  47  19.1860 N  62  35.2270 W   2.1        3.4        2.3        4.7*       4.7       75.6*
051006  234306  47  19.1860 N  62  35.2280 W   1.7        3.4        2.3        4.7        4.3*      75.6 
051006  234308  47  19.1850 N  62  35.2300 W   2.2        3.4        2.3        4.4*       4.3       75.6 
051006  234310  47  19.1840 N  62  35.2310 W   1.7        3.4        2.3        4.4        4.3       76.9*
051006  234312  47  19.1840 N  62  35.2330 W   2.0        3.4        2.3        4.4        4.9*      76.9 
051006  234314  47  19.1840 N  62  35.2340 W   1.8        3.4        2.3        4.4*       4.9       74.7*
051006  234316  47  19.1830 N  62  35.2350 W   2.1        3.4        2.3        4.4        4.9*      74.7 
051006  234318  47  19.1820 N  62  35.2370 W   1.8        3.4        2.3        4.4        4.9       74.7 
051006  234320  47  19.1820 N  62  35.2390 W   2.4        3.4       11.7*       4.6*       4.9       79.1*
051006  234322  47  19.1810 N  62  35.2400 W   1.7        3.4       11.7        4.6        4.6*      79.1 
051006  234324  47  19.1800 N  62  35.2420 W   2.2        3.4       11.7        4.4*       4.6       79.1 
051006  234326  47  19.1800 N  62  35.2430 W   1.7        3.4       11.7        4.4        5.3*      76.0*
051006  234328  47  19.1800 N  62  35.2440 W   2.0        3.4       11.7        4.4        5.3       76.0 
051006  234330  47  19.1790 N  62  35.2460 W   1.9        3.4       11.7        5.0*       5.3       76.9*
051006  234332  47  19.1790 N  62  35.2470 W   2.1        3.4       11.7        5.0        5.3       76.9 
051006  234334  47  19.1780 N  62  35.2490 W   1.8        3.4       11.7        4.8*       5.3       76.9 
051006  234336  47  19.1770 N  62  35.2500 W   2.3        3.4       11.7        4.8        5.3       76.0*
051006  234338  47  19.1770 N  62  35.2520 W   1.5        3.4       11.7        4.8        5.3       76.0 
051006  234340  47  19.1760 N  62  35.2530 W   2.4        3.4       11.7        5.3*       5.3       76.0 
051006  234342  47  19.1750 N  62  35.2540 W   1.7        3.4       11.7        5.3        5.3*      75.6*
051006  234344  47  19.1750 N  62  35.2560 W   2.1        3.4       11.7        5.3        5.3       75.6 
051006  234346  47  19.1740 N  62  35.2580 W   2.0        3.4       11.7        4.7*       5.3       77.3*
051006  234348  47  19.1730 N  62  35.2590 W   1.8        3.4       11.7        4.7        5.3*      77.3 
051006  234350  47  19.1730 N  62  35.2600 W   2.0        3.4       11.7        5.4*       5.3       77.3 
051006  234352  47  19.1720 N  62  35.2620 W   2.1        3.4       11.7        5.4        5.9*      79.1*
051006  234354  47  19.1720 N  62  35.2630 W   2.0        3.4       11.7        5.4        5.9       79.1 
051006  234356  47  19.1710 N  62  35.2650 W   2.0        3.4       11.7*       5.3*       5.9       79.1 
051006  234358  47  19.1700 N  62  35.2660 W   2.2        3.4       11.7        5.3        5.6*      74.7*
051006  234400  47  19.1700 N  62  35.2680 W   1.9        3.4       11.7        5.3*       5.6       74.7 
051006  234402  47  19.1700 N  62  35.2690 W   2.1        3.4       11.7        5.3        5.6       77.3*
051006  234404  47  19.1690 N  62  35.2700 W   1.9        3.4       11.7        5.3        5.6*      77.3 
051006  234406  47  19.1680 N  62  35.2720 W   2.2        3.4       11.7        5.6*       5.6       77.3 
051006  234408  47  19.1680 N  62  35.2740 W   2.1        3.4       11.7        5.6        6.8*      78.2*
051006  234410  47  19.1670 N  62  35.2750 W   2.0        3.4       11.7        5.6        6.8       78.2 
051006  234412  47  19.1660 N  62  35.2760 W   2.3        3.4       11.7        5.6*       6.8       78.2 
051006  234414  47  19.1660 N  62  35.2780 W   2.0        3.4       11.7        5.6        5.4*      75.1*
051006  234416  47  19.1650 N  62  35.2790 W   1.9        3.4       11.7        5.3*       5.4       75.1 
051006  234418  47  19.1650 N  62  35.2800 W   2.3        3.4       11.7        5.3        5.4       77.3*
051006  234420  47  19.1640 N  62  35.2820 W   2.0        3.4       11.7        5.3        6.1*      77.3 
051006  234422  47  19.1630 N  62  35.2830 W   2.2        3.4       11.7        5.3*       6.1       77.3 
051006  234424  47  19.1620 N  62  35.2850 W   2.0        3.4       11.7        5.3       11.0*      77.8*
051006  234426  47  19.1620 N  62  35.2860 W   2.2        3.4       11.7        5.3       11.0       77.8 
051006  234428  47  19.1610 N  62  35.2880 W   1.8        3.4       11.7        5.2*      11.0       77.8 
051006  234430  47  19.1610 N  62  35.2890 W   2.2        3.4       11.7        5.2        0.9*      76.0*
051006  234432  47  19.1600 N  62  35.2910 W   2.1        3.4       11.7        5.4*       0.9       76.0 
051006  234434  47  19.1590 N  62  35.2920 W   1.8        3.4       11.7        5.4        6.0*      76.0 
051006  234436  47  19.1590 N  62  35.2940 W   2.2        3.4       11.7        5.4        6.0       76.4*
051006  234438  47  19.1580 N  62  35.2960 W   1.7        3.4       11.7        5.5*       6.0       76.4 
051006  234440  47  19.1570 N  62  35.2970 W   2.2        3.4       11.7        5.5        6.0*      75.6*
051006  234442  47  19.1570 N  62  35.2980 W   1.9        3.4       11.7        5.1*       6.0       75.6 
051006  234444  47  19.1560 N  62  35.3000 W   2.4        3.4       11.7        5.1        6.0       75.6 
051006  234446  47  19.1550 N  62  35.3010 W   1.7        3.4       11.7        5.1        5.8*      78.2*
051006  234448  47  19.1550 N  62  35.3030 W   2.4        3.4       11.7        6.3*       5.8       78.2 
051006  234450  47  19.1540 N  62  35.3040 W   1.8        3.4       11.7        6.3        6.1*      78.2 
051006  234452  47  19.1540 N  62  35.3050 W   2.0        3.4       11.7        6.3        6.1       74.7*
051006  234454  47  19.1530 N  62  35.3070 W   2.2        3.4       11.7        5.6*       6.1       74.7 
051006  234456  47  19.1520 N  62  35.3080 W   1.8        3.4       11.7        5.6        6.2*      77.8*
051006  234458  47  19.1510 N  62  35.3100 W   2.3        3.4       11.7        5.5*       6.2       77.8 
