"","date","time","hydrophone","value","signalpower"
"62358","2025-09-09","12:20:53:00",0,43.959184,96
"62359","2025-09-09","12:20:58:00",1,1.632653,94
"62360","2025-09-09","12:20:58:00",0,0.918367,90
"62361","2025-09-09","12:21:03:00",0,3.306122,97
"62362","2025-09-09","12:21:03:00",1,3.632653,86
"62363","2025-09-09","12:21:08:00",1,3.204082,93
"62364","2025-09-09","12:21:08:00",0,3.612245,94
"62365","2025-09-09","12:21:13:00",1,6.632653,94
"62366","2025-09-09","12:21:13:00",0,5.591837,91
"62367","2025-09-09","12:21:18:00",1,3.081633,98
"62368","2025-09-09","12:21:18:00",0,4.612245,91
"62369","2025-09-09","12:21:23:00",1,3.591837,88
"62370","2025-09-09","12:21:23:00",0,3.306122,93
"62371","2025-09-09","12:21:28:00",1,8.836735,99
"62372","2025-09-09","12:21:28:00",0,8.938776,95
"62373","2025-09-09","12:21:33:00",1,6.489796,88
"62374","2025-09-09","12:21:33:00",0,6.346939,92
"62375","2025-09-09","12:21:49:00",0,7.367347,93
"62376","2025-09-09","12:21:54:00",0,8.55102,91
"62377","2025-09-09","12:21:59:00",0,8.408163,98
"62378","2025-09-09","12:22:04:00",0,8.510204,99
"62379","2025-09-09","12:22:09:00",0,9.040816,98
"62380","2025-09-09","12:22:25:00",0,8.77551,96
"62381","2025-09-09","12:22:30:00",0,11.918367,104
"62382","2025-09-09","12:22:35:00",0,8.632653,101
"62383","2025-09-09","12:22:40:00",0,10.591837,99
"62384","2025-09-09","12:22:45:00",0,11.836735,99
"62385","2025-09-09","12:22:51:00",0,12.408163,100
"62386","2025-09-09","12:22:56:00",0,13.061224,103
"62387","2025-09-09","12:23:12:00",0,15.591837,103
"62388","2025-09-09","12:23:17:00",0,16,102
"62389","2025-09-09","12:23:22:00",0,17.489796,101
"62390","2025-09-09","12:23:27:00",1,19.387755,91
"62391","2025-09-09","12:23:27:00",0,18.040816,103
"62392","2025-09-09","12:23:33:00",1,19.632653,92
"62393","2025-09-09","12:23:33:00",0,19.857143,104
"62394","2025-09-09","12:23:38:00",1,20.244898,95
"62395","2025-09-09","12:23:38:00",0,20.795918,101
"62396","2025-09-09","12:23:43:00",1,20.346939,96
"62397","2025-09-09","12:23:43:00",0,21.428571,104
"62398","2025-09-09","12:23:49:00",1,23.44898,94
"62399","2025-09-09","12:23:49:00",0,22.428571,102
"62400","2025-09-09","12:23:54:00",1,6.734694,95
"62401","2025-09-09","12:23:54:00",0,7.673469,101
"62402","2025-09-09","12:23:59:00",0,24.714286,104
"62403","2025-09-09","12:24:05:00",0,26.510204,102
"62404","2025-09-09","12:24:10:00",0,27.653061,99
"62405","2025-09-09","12:24:16:00",0,28.285714,101
