FileName: C:\GULFNE~1\GP215.TXT
Local Time: Sat Sep 20 09:20:47 2003

Ship: MarcoMichel Trip: 002gulf Tow: gp215
Comments: Zone 12, secteur western bradelle
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
030920  122049  47  38.6110 N  62  42.6980 W   4.9       13.5*      10.0*      12.5*      28.2 
030920  122258  47  38.7360 N  62  42.4280 W   8.0       13.5       10.0        3.1        4.4 
030920  122300  47  38.7390 N  62  42.4230 W   8.1       13.5       10.0        3.1        4.4 
030920  122302  47  38.7420 N  62  42.4170 W   7.9       13.5       10.0        3.1        4.4 
030920  122304  47  38.7450 N  62  42.4120 W   8.1       13.5       10.0        3.1        4.4 
030920  122306  47  38.7480 N  62  42.4060 W   8.0       13.5       10.0        3.1        4.4 
030920  122308  47  38.7510 N  62  42.4010 W   8.2       13.5       10.0        3.1        4.4 
030920  122310  47  38.7540 N  62  42.3960 W   8.2       13.5       10.0        3.1        4.4 
030920  122312  47  38.7570 N  62  42.3910 W   8.3       13.5       10.0        3.1        4.4 
030920  122314  47  38.7600 N  62  42.3860 W   8.2       13.5       10.0        3.1        4.4 
030920  122316  47  38.7620 N  62  42.3810 W   8.1       13.5       10.0        3.1        4.4 
030920  122318  47  38.7650 N  62  42.3750 W   8.2       13.5       10.0        3.1        4.4 
030920  122320  47  38.7680 N  62  42.3700 W   8.1       13.5       10.0        3.1        4.4 
030920  122322  47  38.7710 N  62  42.3650 W   8.1       13.5       10.0        3.1        4.4 
030920  122324  47  38.7740 N  62  42.3600 W   8.1       13.5       10.0        3.1        4.4 
030920  122326  47  38.7770 N  62  42.3550 W   8.2       13.5       10.0        3.1        4.4 
030920  122328  47  38.7800 N  62  42.3500 W   8.2       13.5       10.0        3.1        4.4 
030920  122330  47  38.7830 N  62  42.3450 W   8.1       13.5       10.0        3.1        4.4 
030920  122332  47  38.7860 N  62  42.3390 W   8.2       13.5       10.0        3.1        4.4 
030920  122334  47  38.7890 N  62  42.3340 W   8.2       13.5       10.0        3.1        4.4 
030920  122336  47  38.7920 N  62  42.3290 W   8.2       13.5       10.0        3.1        4.4 
030920  122338  47  38.7940 N  62  42.3240 W   8.3       13.5       10.0        3.1        4.4 
030920  122340  47  38.7980 N  62  42.3180 W   8.2       13.5       10.0        3.1        4.4 
030920  122342  47  38.8000 N  62  42.3130 W   8.2       13.5       10.0        3.1        4.4 
030920  122344  47  38.8030 N  62  42.3080 W   8.2       13.5       10.0        3.1        4.4 
030920  122346  47  38.8060 N  62  42.3030 W   8.1       13.5       10.0        3.1        4.4 
030920  122348  47  38.8090 N  62  42.2980 W   8.2       13.5       10.0        3.1        4.4 
030920  122350  47  38.8120 N  62  42.2920 W   8.1       13.5       10.0        3.1        4.4 
030920  122352  47  38.8150 N  62  42.2870 W   8.3       13.5       10.0        3.1        4.4 
030920  122354  47  38.8180 N  62  42.2820 W   8.2       13.5       10.0        3.1        4.4 
030920  122356  47  38.8210 N  62  42.2770 W   8.1       13.5       10.0        3.1        4.4 
030920  122358  47  38.8230 N  62  42.2710 W   8.1       13.5       10.0        3.1        4.4 
030920  122400  47  38.8260 N  62  42.2660 W   8.2       13.5       10.0        3.1        4.4 
030920  122402  47  38.8280 N  62  42.2600 W   7.9       13.5       10.0        3.1        4.4 
030920  122404  47  38.8310 N  62  42.2550 W   7.5       13.5       10.0        3.1        4.4 
030920  122406  47  38.8330 N  62  42.2500 W   7.3       13.5       10.0        3.1        4.4 
030920  122408  47  38.8360 N  62  42.2460 W   7.0       13.5       10.0        3.1        4.4 
030920  122410  47  38.8380 N  62  42.2410 W   6.8       13.5       10.0        7.0*      39.6*
030920  122412  47  38.8400 N  62  42.2370 W   6.5        2.5*      10.0        7.0       39.6 
030920  122414  47  38.8420 N  62  42.2330 W   5.7        2.5       10.0       10.1*      39.6 
030920  122416  47  38.8440 N  62  42.2300 W   5.2        2.5       10.0       10.1       38.7*
030920  122418  47  38.8460 N  62  42.2260 W   4.6        2.5       10.0       10.1       38.7 
030920  122420  47  38.8470 N  62  42.2230 W   4.2        2.5       10.0       10.5*      38.7 
030920  122422  47  38.8490 N  62  42.2210 W   3.8        2.5       10.0       10.5       25.1*
030920  122424  47  38.8500 N  62  42.2180 W   3.6        2.5        9.2*      10.5       25.1 
030920  122426  47  38.8510 N  62  42.2160 W   3.3        2.5        9.2       10.2*      41.3*
030920  122428  47  38.8520 N  62  42.2140 W   3.1        2.5        9.2       10.2       41.3 
030920  122430  47  38.8530 N  62  42.2120 W   2.9        2.5        9.2       10.1*      41.3 
030920  122432  47  38.8540 N  62  42.2100 W   2.8        2.5        9.2       10.1       31.7*
030920  122434  47  38.8540 N  62  42.2080 W   2.7        2.5        9.2       10.1       31.7 
030920  122436  47  38.8550 N  62  42.2060 W   2.6        2.5       11.7*      10.1*      31.7 
030920  122438  47  38.8560 N  62  42.2050 W   2.5        2.5       11.7       10.1       33.9*
030920  122440  47  38.8570 N  62  42.2030 W   2.4        2.5       11.7       10.1       33.9 
030920  122442  47  38.8580 N  62  42.2010 W   2.4        2.5       11.7        7.7*      32.1*
030920  122444  47  38.8580 N  62  42.2000 W   2.3        2.5       11.7        7.7       32.1 
030920  122446  47  38.8590 N  62  42.1980 W   2.3        2.5       11.7        7.6*      32.1 
030920  122448  47  38.8600 N  62  42.1960 W   2.2        2.5       11.7        7.6       40.9*
030920  122450  47  38.8600 N  62  42.1950 W   2.2        2.5       11.7        7.6       40.9 
030920  122452  47  38.8610 N  62  42.1930 W   2.1        2.5       11.7        8.9*      40.9 
030920  122454  47  38.8620 N  62  42.1920 W   2.2        2.5       11.7        8.9       41.8*
030920  122456  47  38.8620 N  62  42.1900 W   2.1        2.5       11.7        5.5*      41.8 
030920  122458  47  38.8630 N  62  42.1890 W   2.2        2.5       11.7        5.5       41.8 
030920  122500  47  38.8640 N  62  42.1870 W   2.1        2.5       11.7*       5.5       42.2*
030920  122502  47  38.8650 N  62  42.1860 W   2.1        2.5       11.7        6.5*      42.2 
030920  122504  47  38.8650 N  62  42.1840 W   2.1        2.5       11.7        6.5       46.2*
030920  122506  47  38.8660 N  62  42.1830 W   2.1        2.5       11.7        6.5       46.2 
030920  122508  47  38.8660 N  62  42.1810 W   2.2        2.5       11.7        6.5*      46.2 
030920  122510  47  38.8670 N  62  42.1790 W   2.1        2.5       11.7        6.5       55.0*
030920  122512  47  38.8670 N  62  42.1780 W   2.2        2.5       11.7        6.2*      55.0 
030920  122514  47  38.8680 N  62  42.1760 W   1.9        2.5       11.7        6.2       55.0 
030920  122516  47  38.8690 N  62  42.1750 W   2.2        2.5       11.7        6.2       46.6*
030920  122518  47  38.8700 N  62  42.1740 W   1.9        2.5       11.7        6.2*      46.6 
030920  122520  47  38.8700 N  62  42.1730 W   2.2        2.5       11.7        6.2       52.8*
030920  122522  47  38.8710 N  62  42.1710 W   2.0        2.5       11.7        6.2       52.8 
030920  122524  47  38.8710 N  62  42.1700 W   2.1        3.4*      11.7        7.6*      52.8 
030920  122526  47  38.8720 N  62  42.1680 W   2.0        3.4       11.7        7.6       57.6*
030920  122528  47  38.8730 N  62  42.1670 W   2.0        3.4       11.7        3.8*      57.6 
030920  122530  47  38.8730 N  62  42.1650 W   2.1        3.4       11.7        3.8       57.6 
030920  122532  47  38.8740 N  62  42.1640 W   2.1        3.4       11.7        3.8       58.5*
030920  122534  47  38.8750 N  62  42.1620 W   2.2        3.4       11.7        5.6*      58.5 
030920  122536  47  38.8760 N  62  42.1610 W   2.0        9.1*      11.7        5.6       63.8*
030920  122538  47  38.8760 N  62  42.1590 W   2.2        9.1       11.7        6.2*      63.8 
030920  122540  47  38.8770 N  62  42.1580 W   2.0        9.1       11.7        6.2       63.8 
030920  122542  47  38.8780 N  62  42.1560 W   2.2        9.1       11.7        6.2       85.8*
030920  122544  47  38.8780 N  62  42.1550 W   2.1        9.1       11.7        6.9*      85.8 
030920  122546  47  38.8790 N  62  42.1530 W   2.1        9.1       11.7        6.9       85.8 
030920  122548  47  38.8800 N  62  42.1520 W   2.1        9.1       10.2*       6.9       42.2*
030920  122550  47  38.8800 N  62  42.1510 W   2.0        9.1       10.2        6.9       42.2 
030920  122552  47  38.8810 N  62  42.1500 W   2.1        9.1       10.2        6.9       42.2 
030920  122554  47  38.8810 N  62  42.1480 W   2.0        9.1       10.2        6.9       66.9*
030920  122556  47  38.8820 N  62  42.1470 W   2.1        9.1       10.2        6.9       66.9 
030920  122558  47  38.8830 N  62  42.1450 W   2.1        9.1       10.2        6.9       66.0*
030920  122600  47  38.8830 N  62  42.1440 W   1.9        9.1       10.2        6.9       66.0 
030920  122602  47  38.8840 N  62  42.1420 W   2.2        9.1       10.2        6.9       66.0 
030920  122604  47  38.8840 N  62  42.1410 W   1.9        9.1       10.2        6.9       66.4*
030920  122606  47  38.8850 N  62  42.1390 W   2.1        9.1       10.2        6.9       66.4 
030920  122608  47  38.8850 N  62  42.1380 W   1.9        9.1       10.2        6.9       66.4 
030920  122610  47  38.8860 N  62  42.1360 W   2.1        9.1       10.2        6.9       68.2*
030920  122612  47  38.8870 N  62  42.1350 W   1.9        9.1       10.5*       6.9       68.2 
030920  122614  47  38.8870 N  62  42.1340 W   2.0        9.1       10.5        6.9       68.2 
030920  122616  47  38.8880 N  62  42.1320 W   1.9        9.1       10.5        6.9       66.4*
030920  122618  47  38.8880 N  62  42.1310 W   2.0        9.1       10.5        6.9       66.4 
030920  122620  47  38.8880 N  62  42.1290 W   1.9        9.1       10.5        6.9       65.5*
030920  122622  47  38.8890 N  62  42.1280 W   2.1        9.1       10.5        6.9       65.5 
030920  122624  47  38.8900 N  62  42.1260 W   1.9        9.1       11.5*       6.9       65.5 
030920  122626  47  38.8900 N  62  42.1250 W   2.1        9.1       11.5        6.9       65.5*
030920  122628  47  38.8910 N  62  42.1230 W   2.0        9.1       11.5        6.9       65.5 
030920  122630  47  38.8910 N  62  42.1220 W   2.1        9.1       11.5        6.9       65.5 
030920  122632  47  38.8920 N  62  42.1210 W   2.0        9.1       11.5        6.9       66.4*
030920  122634  47  38.8920 N  62  42.1190 W   1.9        9.1       11.5        6.9       66.4 
030920  122636  47  38.8930 N  62  42.1180 W   2.0        9.1       11.5        6.9       66.0*
030920  122638  47  38.8940 N  62  42.1170 W   2.0        9.1       11.5        6.9       66.0 
030920  122640  47  38.8950 N  62  42.1150 W   2.2        9.1       11.5        6.9       66.0 
030920  122642  47  38.8950 N  62  42.1130 W   2.1        9.1       11.5        6.9       66.0*
030920  122644  47  38.8960 N  62  42.1120 W   2.0        9.1       11.5        6.9       66.0 
030920  122646  47  38.8970 N  62  42.1100 W   2.0        9.1       11.5        6.9       66.0 
030920  122648  47  38.8970 N  62  42.1090 W   2.1        9.1       11.4*       6.9       65.1*
030920  122650  47  38.8980 N  62  42.1070 W   2.0        9.1       11.4        6.9       65.1 
030920  122652  47  38.8990 N  62  42.1060 W   2.0        9.1       11.4        6.9       66.9*
030920  122654  47  38.8990 N  62  42.1050 W   1.9        9.1       11.4        6.9       66.9 
030920  122656  47  38.9000 N  62  42.1040 W   2.1        9.1       11.4        6.9       66.9 
030920  122658  47  38.9010 N  62  42.1020 W   2.1        9.1       11.4        6.9       65.1*
030920  122700  47  38.9010 N  62  42.1000 W   2.1        9.1       11.6*       6.9       65.1 
030920  122702  47  38.9020 N  62  42.0990 W   2.1        9.1       11.6        6.9       65.1 
030920  122704  47  38.9030 N  62  42.0980 W   2.1        9.1       11.6        6.9       67.3*
030920  122706  47  38.9040 N  62  42.0960 W   2.0        9.1       11.6        6.9       67.3 
030920  122708  47  38.9050 N  62  42.0950 W   1.9        9.1       11.6        6.9       67.3 
030920  122710  47  38.9050 N  62  42.0930 W   1.9        9.1       11.6        6.9       64.2*
030920  122712  47  38.9060 N  62  42.0920 W   1.9        9.1       10.6*       6.9       64.2 
030920  122714  47  38.9060 N  62  42.0910 W   1.9        9.1       10.6        6.9       66.0*
030920  122716  47  38.9070 N  62  42.0890 W   1.8        9.1       10.6        6.9       66.0 
030920  122718  47  38.9080 N  62  42.0880 W   1.8        9.1       10.6        6.9       66.0 
030920  122720  47  38.9080 N  62  42.0870 W   1.8        9.1       10.6        6.9       65.5*
030920  122722  47  38.9090 N  62  42.0850 W   1.8        9.1       10.6        6.9       65.5 
030920  122724  47  38.9090 N  62  42.0840 W   1.7        9.1       10.7*       6.9       65.5 
030920  122726  47  38.9100 N  62  42.0830 W   1.7        9.1       10.7        6.9       79.6*
030920  122728  47  38.9100 N  62  42.0820 W   1.6        9.1       10.7        6.9       79.6 
030920  122730  47  38.9110 N  62  42.0810 W   1.8        9.1       10.7        6.9       53.7*
030920  122732  47  38.9110 N  62  42.0790 W   1.6        9.1       10.7        6.9       53.7 
030920  122734  47  38.9110 N  62  42.0790 W   1.8        9.1       10.7        6.9       53.7 
030920  122736  47  38.9120 N  62  42.0770 W   1.7        9.1       11.4*       6.9       64.7*
030920  122738  47  38.9120 N  62  42.0760 W   1.8        9.1       11.4        6.9       64.7 
030920  122740  47  38.9130 N  62  42.0750 W   1.8        9.1       11.4        6.9       64.7 
030920  122742  47  38.9130 N  62  42.0730 W   1.8        9.1       11.4        6.9       66.9*
030920  122744  47  38.9140 N  62  42.0720 W   1.9        9.1       11.4        6.9       66.9 
030920  122746  47  38.9150 N  62  42.0710 W   1.9        9.1       11.4       11.2*      66.9 
030920  122748  47  38.9150 N  62  42.0690 W   1.9        9.1       11.4       11.2       66.0*
030920  122750  47  38.9160 N  62  42.0680 W   1.9        9.1       11.4       11.2       66.0 
030920  122752  47  38.9160 N  62  42.0660 W   2.0        9.1       11.4       11.2       65.1*
030920  122754  47  38.9170 N  62  42.0650 W   2.0        9.1       11.4       11.2       65.1 
030920  122756  47  38.9170 N  62  42.0630 W   2.1        9.1       11.4        8.3*      65.1 
030920  122758  47  38.9180 N  62  42.0620 W   2.1        9.1       11.4        8.3       63.3*
030920  122800  47  38.9190 N  62  42.0610 W   2.1        9.1       10.3*       8.3       63.3 
030920  122802  47  38.9190 N  62  42.0590 W   2.1        9.1       10.3        8.6*      63.3 
030920  122804  47  38.9200 N  62  42.0580 W   2.1        9.1       10.3        8.6       66.9*
030920  122806  47  38.9210 N  62  42.0560 W   2.1        9.1       10.3        7.7*      66.9 
030920  122808  47  38.9210 N  62  42.0550 W   2.1        9.1       10.3        7.7       65.5*
030920  122810  47  38.9220 N  62  42.0530 W   2.3        9.1       10.3        7.7       65.5 
030920  122812  47  38.9230 N  62  42.0520 W   2.1        9.1       10.4*       7.7       65.5 
030920  122814  47  38.9230 N  62  42.0500 W   2.2        9.1       10.4        7.7       64.2*
030920  122816  47  38.9240 N  62  42.0490 W   2.1        9.1       10.4        7.7       64.2 
030920  122818  47  38.9240 N  62  42.0470 W   2.1        9.1       10.4        8.1*      64.2 
030920  122820  47  38.9250 N  62  42.0450 W   2.2        9.1       10.4        8.1       66.9*
030920  122822  47  38.9260 N  62  42.0440 W   2.2        9.1       10.4        7.1*      66.9 
030920  122824  47  38.9260 N  62  42.0420 W   2.3        9.1       11.6*       7.1       66.9 
030920  122826  47  38.9270 N  62  42.0400 W   2.2        9.1       11.6        7.1       64.2*
030920  122828  47  38.9280 N  62  42.0390 W   2.2        9.1       11.6        7.1       64.2 
030920  122830  47  38.9280 N  62  42.0370 W   2.2        9.1       11.6        7.1       66.4*
030920  122832  47  38.9290 N  62  42.0360 W   2.2        9.1       11.6        7.1       66.4 
030920  122834  47  38.9300 N  62  42.0340 W   2.3        9.1       11.6        7.1       66.4 
030920  122836  47  38.9310 N  62  42.0330 W   2.3        9.1       10.7*       7.1       65.5*
030920  122838  47  38.9320 N  62  42.0310 W   2.2        9.1       10.7        7.3*      65.5 
030920  122840  47  38.9320 N  62  42.0300 W   2.2        9.1       10.7        7.3       65.5 
030920  122842  47  38.9330 N  62  42.0280 W   2.2        9.1       10.7        7.3       63.3*
030920  122844  47  38.9340 N  62  42.0270 W   2.3        9.1       10.7        7.3       63.3 
030920  122846  47  38.9350 N  62  42.0250 W   2.2        9.1       10.7        7.3       66.0*
030920  122848  47  38.9350 N  62  42.0230 W   2.2        9.1       11.1*       8.0*      66.0 
030920  122850  47  38.9360 N  62  42.0220 W   2.2        9.1       11.1        8.0       66.0 
030920  122852  47  38.9370 N  62  42.0200 W   2.3        9.1       11.1        8.0       64.7*
030920  122854  47  38.9370 N  62  42.0190 W   2.2        9.1       11.1        8.0       64.7 
030920  122856  47  38.9380 N  62  42.0170 W   2.3        9.1       11.1        8.0       64.7 
030920  122858  47  38.9390 N  62  42.0160 W   2.2        9.1       11.1        8.0       63.8*
030920  122900  47  38.9400 N  62  42.0140 W   2.2        9.1       11.1        8.0       63.8 
030920  122902  47  38.9400 N  62  42.0120 W   2.2        9.1       11.1        8.0       63.8 
030920  122904  47  38.9410 N  62  42.0110 W   2.1        9.1       11.1        7.9*      66.9*
030920  122906  47  38.9410 N  62  42.0100 W   2.2        9.1       11.1        7.9       66.9 
030920  122908  47  38.9420 N  62  42.0080 W   2.1        9.1       11.1        7.9       66.0*
030920  122910  47  38.9430 N  62  42.0060 W   2.3        9.1       11.1        7.9       66.0 
030920  122912  47  38.9440 N  62  42.0050 W   2.2        9.1       11.1*       7.9       66.0 
030920  122914  47  38.9440 N  62  42.0030 W   2.2        9.1       11.1        5.6*      68.6*
030920  122916  47  38.9450 N  62  42.0020 W   2.1        9.1       11.1        5.6       68.6 
030920  122918  47  38.9460 N  62  42.0000 W   2.2        9.1       11.1        5.6       68.6 
030920  122920  47  38.9460 N  62  41.9990 W   2.1        9.1       11.1        7.7*      64.2*
030920  122922  47  38.9470 N  62  41.9970 W   2.1        9.1       11.1        7.7       64.2 
030920  122924  47  38.9480 N  62  41.9960 W   2.1        9.1       10.5*       8.4*      77.0*
030920  122926  47  38.9480 N  62  41.9940 W   2.2        9.1       10.5        8.4       77.0 
030920  122928  47  38.9490 N  62  41.9930 W   2.1        9.1       10.5        8.4       77.0 
030920  122930  47  38.9490 N  62  41.9910 W   2.1        9.1       10.5        8.4       50.6*
030920  122932  47  38.9500 N  62  41.9900 W   2.2        9.1       10.5        8.4       50.6 
030920  122934  47  38.9500 N  62  41.9880 W   2.1        9.1       10.5        8.4       50.6 
030920  122936  47  38.9510 N  62  41.9870 W   2.2        9.1        9.2*       8.4       65.1*
030920  122938  47  38.9520 N  62  41.9850 W   2.1        9.1        9.2        8.4       65.1 
030920  122940  47  38.9520 N  62  41.9840 W   2.2        9.1        9.2        8.4       65.1 
030920  122942  47  38.9530 N  62  41.9820 W   2.1        9.1        9.2        8.4       65.5*
030920  122944  47  38.9530 N  62  41.9810 W   2.1        9.1        9.2        8.4       65.5 
030920  122946  47  38.9540 N  62  41.9790 W   2.2        9.1        9.2        8.4       67.3*
030920  122947  47  38.9550 N  62  41.9780 W   2.1        9.1       11.2*       8.4       67.3 
030920  122949  47  38.9560 N  62  41.9770 W   2.1        9.1       11.2        8.4       67.3 
030920  122951  47  38.9560 N  62  41.9750 W   2.1        9.1       11.2        8.4       63.3*
030920  122953  47  38.9570 N  62  41.9740 W   2.1        9.1       11.2        8.4       63.3 
030920  122955  47  38.9580 N  62  41.9720 W   2.2        9.1       11.2        8.4       63.3 
030920  122957  47  38.9590 N  62  41.9710 W   2.1        9.1       11.2        8.4       66.9*
030920  122959  47  38.9590 N  62  41.9690 W   2.1        9.1       11.3*      10.1*      66.9 
030920  123001  47  38.9600 N  62  41.9680 W   2.1        9.1       11.3       10.1       63.8*
030920  123003  47  38.9600 N  62  41.9660 W   2.0        9.1       11.3       10.1       63.8 
030920  123005  47  38.9610 N  62  41.9650 W   2.1        9.1       11.3       10.1       63.8 
030920  123007  47  38.9620 N  62  41.9640 W   2.1        9.1       11.3       10.1       68.2*
030920  123009  47  38.9620 N  62  41.9630 W   2.0        9.1       11.3        8.0*      68.2 
030920  123011  47  38.9630 N  62  41.9610 W   2.1        9.1       11.4*       8.0       68.2 
030920  123013  47  38.9640 N  62  41.9600 W   2.1        9.1       11.4        8.0       65.5*
030920  123015  47  38.9650 N  62  41.9580 W   2.2        9.1       11.4        8.0       65.5 
030920  123017  47  38.9660 N  62  41.9560 W   2.1        9.1       11.4        8.0       61.1*
030920  123019  47  38.9660 N  62  41.9550 W   2.2        9.1       11.4        7.8*      61.1 
030920  123021  47  38.9670 N  62  41.9540 W   2.0        9.1       11.4        7.8       61.1 
030920  123023  47  38.9670 N  62  41.9520 W   2.2        9.1       11.4*       7.8       63.3*
030920  123025  47  38.9680 N  62  41.9510 W   2.1        9.1       11.4        8.6*      63.3 
030920  123027  47  38.9690 N  62  41.9490 W   2.1        9.1       11.4        8.6       63.3 
030920  123029  47  38.9700 N  62  41.9470 W   2.1        9.1       11.4        8.6       66.9*
030920  123031  47  38.9710 N  62  41.9460 W   2.1        9.1       11.4        8.6       66.9 
030920  123033  47  38.9710 N  62  41.9440 W   2.1        9.1       11.4        8.6       66.9 
030920  123035  47  38.9720 N  62  41.9430 W   2.2        9.1       11.2*      12.3*      66.0*
030920  123037  47  38.9730 N  62  41.9410 W   2.1        9.1       11.2       12.3       66.0 
030920  123039  47  38.9730 N  62  41.9400 W   2.1        9.1       11.2       12.3       63.3*
030920  123041  47  38.9740 N  62  41.9380 W   2.1        9.1       11.2       12.3       63.3 
030920  123043  47  38.9740 N  62  41.9370 W   2.1        9.1       11.2       12.3       63.3 
030920  123045  47  38.9750 N  62  41.9350 W   2.0        9.1       11.2       12.3       63.8*
030920  123047  47  38.9760 N  62  41.9340 W   1.8        9.1       11.2*      12.3       63.8 
030920  123049  47  38.9760 N  62  41.9320 W   1.6        9.1       11.2       12.3       63.8 
030920  123051  47  38.9770 N  62  41.9310 W   1.5        9.1       11.2       12.3       63.8 
