FileName: C:\GULFNE~1\GP281.TXT
Local Time: Mon Oct 06 12:00:48 2003

Ship: MarcoMichel Trip: 002gulf Tow: gp281
Comments: Zone 12 secteur sud du corridor
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
031006  150051  46  51.2430 N  61  43.9100 W   5.4        3.5        2.3        1.7*      46.6*
031006  150201  46  51.2200 N  61  43.7990 W   2.4        3.5        2.3        3.7       46.6 
031006  150203  46  51.2200 N  61  43.7970 W   2.9        3.5        2.3        3.7       46.6 
031006  150205  46  51.2200 N  61  43.7940 W   3.4        3.5        2.3        3.5*      46.6 
031006  150207  46  51.2200 N  61  43.7920 W   2.2        3.5        2.3        3.5       46.6 
031006  150209  46  51.2200 N  61  43.7890 W   3.0        3.5        2.3        3.1*      46.6 
031006  150211  46  51.2200 N  61  43.7870 W   2.9        2.7*       2.3        3.1       46.6 
031006  150213  46  51.2210 N  61  43.7850 W   3.2        2.7        2.3        3.1        6.6*
031006  150215  46  51.2210 N  61  43.7820 W   2.3        2.7        2.3        2.3*       6.6 
031006  150217  46  51.2210 N  61  43.7800 W   3.1        2.7        2.3        2.3        7.0*
031006  150219  46  51.2220 N  61  43.7780 W   2.8        2.7        2.3        4.1*       7.0 
031006  150221  46  51.2220 N  61  43.7750 W   3.0        2.7        2.3        4.1        7.0 
031006  150223  46  51.2220 N  61  43.7730 W   2.3        2.7        2.3        4.1        7.9*
031006  150225  46  51.2230 N  61  43.7710 W   2.7        2.7        2.3        4.7*       7.9 
031006  150227  46  51.2230 N  61  43.7690 W   4.1        2.7        2.3        4.7        7.9 
031006  150229  46  51.2230 N  61  43.7660 W   2.4        2.7        2.3        4.4*      19.4*
031006  150231  46  51.2230 N  61  43.7630 W   3.5        2.7        2.3        4.4       19.4 
031006  150233  46  51.2240 N  61  43.7610 W   3.1        2.7        2.3        4.4       19.4 
031006  150235  46  51.2240 N  61  43.7590 W   3.3        2.7        2.3        5.0*      19.4 
031006  150237  46  51.2240 N  61  43.7560 W   2.6        2.7        2.3        5.0       19.4 
031006  150239  46  51.2250 N  61  43.7540 W   3.0        2.7        2.3        5.0       19.4 
031006  150241  46  51.2250 N  61  43.7520 W   2.8        2.7        2.3        4.8*      19.4 
031006  150243  46  51.2250 N  61  43.7490 W   3.3        2.7        2.3        4.8       19.4 
031006  150245  46  51.2250 N  61  43.7470 W   2.2        2.7        2.3        4.2*       8.4*
031006  150247  46  51.2260 N  61  43.7450 W   3.0        2.7        2.3        4.2        8.4 
031006  150249  46  51.2260 N  61  43.7430 W   3.0        2.7        2.3        4.2        8.4 
031006  150251  46  51.2260 N  61  43.7410 W   2.5        2.7        2.3        4.6*       8.4 
031006  150253  46  51.2270 N  61  43.7380 W   3.2        2.7        2.3        4.6        8.4 
031006  150255  46  51.2270 N  61  43.7360 W   2.0        2.7        2.3        4.6        8.4 
031006  150257  46  51.2270 N  61  43.7340 W   3.3        2.7        2.3        4.4*       8.4 
031006  150259  46  51.2270 N  61  43.7320 W   2.9        2.7        2.3        4.4        8.4 
031006  150301  46  51.2280 N  61  43.7290 W   3.7        2.7        2.3        4.4*       8.4 
031006  150303  46  51.2280 N  61  43.7260 W   4.2        2.7        2.3        4.4        8.4 
031006  150305  46  51.2290 N  61  43.7220 W   4.5        2.7        2.3        4.4        8.4 
031006  150307  46  51.2290 N  61  43.7180 W   4.9        2.7        2.3        3.5*       8.4 
031006  150309  46  51.2300 N  61  43.7140 W   4.7        2.7        2.3        3.5        8.4 
031006  150311  46  51.2310 N  61  43.7110 W   5.4        2.7        2.3        4.7*       8.4 
031006  150313  46  51.2320 N  61  43.7060 W   5.8        2.7        2.3        4.7        8.4 
031006  150315  46  51.2340 N  61  43.7020 W   6.2        2.7        2.3        4.7        8.4 
031006  150317  46  51.2350 N  61  43.6970 W   5.8        2.7        2.3        4.7        8.4 
031006  150319  46  51.2370 N  61  43.6930 W   6.2        2.7        2.3        4.7        8.4 
031006  150321  46  51.2390 N  61  43.6890 W   6.7        2.7        2.3        4.7        8.4 
031006  150323  46  51.2410 N  61  43.6840 W   7.2        2.7        2.3        4.7        8.4 
031006  150325  46  51.2440 N  61  43.6790 W   7.2        2.7        2.3        4.7        8.4 
031006  150327  46  51.2460 N  61  43.6750 W   6.7        2.7        2.3        4.7        8.4 
031006  150329  46  51.2490 N  61  43.6710 W   7.6        2.7        2.3        4.7        8.4 
031006  150331  46  51.2520 N  61  43.6660 W   7.8        2.7        2.3        4.7        8.4 
031006  150333  46  51.2550 N  61  43.6610 W   7.0        2.7        2.3        4.7        8.4 
031006  150335  46  51.2590 N  61  43.6580 W   6.8        2.7        2.3        4.7        8.4 
031006  150337  46  51.2620 N  61  43.6540 W   7.6        2.7        2.3        4.7        8.4 
031006  150339  46  51.2650 N  61  43.6490 W   8.5        2.7        2.3        4.7        8.4 
031006  150341  46  51.2680 N  61  43.6440 W   7.0        2.7        2.3        4.7        8.4 
031006  150343  46  51.2720 N  61  43.6420 W   7.2        2.7        2.3        4.7        8.4 
031006  150345  46  51.2750 N  61  43.6380 W   8.0        2.7        2.3        4.7        8.4 
031006  150347  46  51.2780 N  61  43.6330 W   8.0        2.7        2.3        4.7        8.4 
031006  150349  46  51.2810 N  61  43.6290 W   7.1        2.7        2.3        4.7        8.4 
031006  150351  46  51.2850 N  61  43.6250 W   7.4        2.7        2.3        4.7        8.4 
031006  150353  46  51.2870 N  61  43.6200 W   8.0        2.7        2.3        4.7        8.4 
031006  150355  46  51.2900 N  61  43.6140 W   8.3        2.7        2.3        4.7        8.4 
031006  150357  46  51.2920 N  61  43.6090 W   7.3        2.7        2.3        4.7        8.4 
031006  150359  46  51.2950 N  61  43.6050 W   7.1        2.7        2.3        4.7        8.4 
031006  150401  46  51.2970 N  61  43.6000 W   7.7        2.7        2.3        4.7        8.4 
031006  150403  46  51.2980 N  61  43.5930 W   8.2        2.7        2.3        4.7        8.4 
031006  150405  46  51.3000 N  61  43.5870 W   7.4        2.7        2.3        4.7        8.4 
031006  150407  46  51.3020 N  61  43.5820 W   6.7        2.7        2.3        4.7        8.4 
031006  150409  46  51.3030 N  61  43.5770 W   7.3        2.7        2.3        4.7        8.4 
031006  150411  46  51.3030 N  61  43.5710 W   8.0        2.7        2.3        4.7        8.4 
031006  150413  46  51.3030 N  61  43.5650 W   7.9        2.7        2.3        4.7        8.4 
031006  150415  46  51.3050 N  61  43.5590 W   7.0        2.7        2.3        4.7        8.4 
031006  150417  46  51.3060 N  61  43.5530 W   7.7        2.7        2.3        4.7        8.4 
031006  150419  46  51.3060 N  61  43.5470 W   7.0        2.7        2.3        4.7        8.4 
031006  150421  46  51.3060 N  61  43.5420 W   7.7        2.7        2.3        4.7        8.4 
031006  150423  46  51.3060 N  61  43.5360 W   7.2        2.7        2.3        4.7        8.4 
031006  150425  46  51.3070 N  61  43.5290 W   7.8        2.7        2.3        4.7        8.4 
031006  150427  46  51.3060 N  61  43.5230 W   7.4        2.7        2.3        4.7        8.4 
031006  150429  46  51.3060 N  61  43.5180 W   7.5        2.7        2.3        4.7        8.4 
031006  150431  46  51.3060 N  61  43.5120 W   7.7        2.7        2.3        4.7        8.4 
031006  150433  46  51.3060 N  61  43.5050 W   7.5        2.7        2.3        4.7        8.4 
031006  150435  46  51.3050 N  61  43.4990 W   7.8        2.7        2.3        4.7        8.4 
031006  150437  46  51.3040 N  61  43.4930 W   7.5        2.7        2.3        4.7        8.4 
031006  150439  46  51.3040 N  61  43.4870 W   7.6        2.7        2.3        4.7        8.4 
031006  150441  46  51.3040 N  61  43.4800 W   7.3        2.7        2.3        4.7        8.4 
031006  150443  46  51.3040 N  61  43.4750 W   7.4        2.7        2.3        4.7        8.4 
031006  150445  46  51.3030 N  61  43.4690 W   7.3        2.7        2.3        4.7        8.4 
031006  150447  46  51.3020 N  61  43.4630 W   7.6        2.7        2.3        4.7        8.4 
031006  150449  46  51.3020 N  61  43.4570 W   6.9        2.7        2.3        4.7        8.4 
031006  150451  46  51.3020 N  61  43.4510 W   6.9        2.7        2.3        4.7        8.4 
031006  150453  46  51.3010 N  61  43.4460 W   6.6        2.7        2.3        4.7        8.4 
031006  150455  46  51.3010 N  61  43.4410 W   6.4        2.7        2.3        4.7       35.6*
031006  150457  46  51.3010 N  61  43.4370 W   5.2        2.7        2.3        4.7       35.6 
031006  150459  46  51.3010 N  61  43.4330 W   4.7        2.7        2.3        4.7       35.6 
031006  150501  46  51.3020 N  61  43.4290 W   4.2        2.7        2.3        4.7       29.0*
031006  150503  46  51.3020 N  61  43.4260 W   4.1        2.7        2.3       16.2*      29.0 
031006  150505  46  51.3030 N  61  43.4230 W   3.1        2.7        2.3       16.2       44.4*
031006  150507  46  51.3030 N  61  43.4200 W   3.9        2.7        2.3       16.2       44.4 
031006  150509  46  51.3030 N  61  43.4180 W   2.4        2.7        2.3       16.2       44.4 
031006  150511  46  51.3040 N  61  43.4160 W   2.8        2.7        2.3       16.2       27.3*
031006  150513  46  51.3040 N  61  43.4140 W   2.8        2.7        2.3        6.5*      27.3 
031006  150515  46  51.3050 N  61  43.4120 W   2.8        2.7        2.3        6.5       27.3 
031006  150517  46  51.3050 N  61  43.4090 W   2.6        2.7        2.3        6.8*      36.9*
031006  150519  46  51.3050 N  61  43.4080 W   1.8        2.7        2.2*       6.8       36.9 
031006  150521  46  51.3050 N  61  43.4060 W   3.4        2.7        2.2        6.8       36.9 
031006  150523  46  51.3050 N  61  43.4030 W   1.8        2.7        2.2        5.9*      76.1*
031006  150525  46  51.3060 N  61  43.4020 W   2.1        2.7        2.2        5.9       76.1 
031006  150527  46  51.3060 N  61  43.4000 W   2.5        3.4*       2.2        5.9       76.1 
031006  150529  46  51.3060 N  61  43.3980 W   2.3        3.4        2.2        6.4*      76.1 
031006  150531  46  51.3060 N  61  43.3960 W   2.3        3.4        2.2        6.4       76.1 
031006  150533  46  51.3070 N  61  43.3950 W   1.4        3.4        2.7*       5.7*      76.1 
031006  150535  46  51.3070 N  61  43.3930 W   2.8        3.4        2.7        5.7       76.1 
031006  150537  46  51.3070 N  61  43.3910 W   1.8        3.4        2.7        5.7       41.3*
031006  150539  46  51.3080 N  61  43.3890 W   2.1        4.0*       2.7        5.7*      41.3 
031006  150541  46  51.3080 N  61  43.3880 W   1.9        4.0        2.7        5.7       41.3 
031006  150543  46  51.3080 N  61  43.3860 W   2.0        4.0        2.7        5.7       44.4*
031006  150545  46  51.3080 N  61  43.3850 W   2.1        4.0        2.7        5.7       44.4 
031006  150547  46  51.3080 N  61  43.3840 W   1.9        4.0        2.7        5.7       44.4 
031006  150549  46  51.3080 N  61  43.3820 W   2.0        4.0        2.7        5.7       49.7*
031006  150551  46  51.3090 N  61  43.3810 W   2.3        4.0        2.7        5.7       49.7 
031006  150553  46  51.3090 N  61  43.3790 W   2.1        4.0        2.7        5.7       58.9*
031006  150555  46  51.3090 N  61  43.3780 W   1.9        4.0        2.7        5.6*      58.9 
031006  150557  46  51.3100 N  61  43.3760 W   2.3        4.0        2.2*       5.6       58.9 
031006  150559  46  51.3100 N  61  43.3740 W   2.2        4.0        2.2       12.7*      45.3*
031006  150601  46  51.3100 N  61  43.3720 W   2.1        4.0        2.2       12.7       45.3 
031006  150603  46  51.3110 N  61  43.3700 W   1.7        4.0        2.2       12.7       45.3 
031006  150605  46  51.3110 N  61  43.3680 W   2.7       11.4*       2.2       12.7       55.4*
031006  150607  46  51.3110 N  61  43.3660 W   1.6       11.4        2.2       12.7       55.4 
031006  150609  46  51.3120 N  61  43.3650 W   2.3       11.4        2.2       12.7       51.0*
031006  150611  46  51.3120 N  61  43.3630 W   1.8       11.4        4.4*       6.3*      51.0 
031006  150613  46  51.3120 N  61  43.3620 W   2.6       11.4        4.4        6.3       51.0 
031006  150615  46  51.3130 N  61  43.3590 W   2.1       11.4        4.4        6.1*      59.4*
031006  150617  46  51.3130 N  61  43.3580 W   1.8       11.4        4.4        6.1       59.4 
031006  150619  46  51.3130 N  61  43.3560 W   2.3        5.0*       4.4        6.1       59.4 
031006  150621  46  51.3130 N  61  43.3550 W   2.2        5.0        4.4        6.4*      58.5*
031006  150623  46  51.3140 N  61  43.3530 W   1.8        5.0        4.4        6.4       58.5 
031006  150625  46  51.3140 N  61  43.3510 W   2.7        5.0        4.4        6.4       60.3*
031006  150627  46  51.3150 N  61  43.3490 W   2.1        5.0        4.4        6.4       60.3 
031006  150629  46  51.3150 N  61  43.3470 W   3.0        5.0        4.4        6.4       60.3 
031006  150631  46  51.3150 N  61  43.3460 W   1.2        5.0        4.4        6.4       58.5*
031006  150633  46  51.3150 N  61  43.3450 W   2.9        5.0        4.4        6.4       58.5 
031006  150635  46  51.3160 N  61  43.3420 W   1.7        5.0        4.4        6.4       58.5 
031006  150637  46  51.3160 N  61  43.3410 W   2.6        5.0        4.4       11.1*      58.5*
031006  150639  46  51.3170 N  61  43.3390 W   1.7        5.0        4.4       11.1       58.5 
031006  150641  46  51.3170 N  61  43.3380 W   2.4        5.0        4.4        3.6*      58.5 
031006  150643  46  51.3170 N  61  43.3360 W   2.3        5.0        4.4        3.6       58.5 
031006  150645  46  51.3170 N  61  43.3340 W   1.9        5.0        4.4        3.6       58.5 
031006  150647  46  51.3180 N  61  43.3320 W   2.1        5.0        4.4        7.4*      58.5 
031006  150649  46  51.3180 N  61  43.3310 W   2.2        5.0        4.4        7.4       58.5 
031006  150651  46  51.3190 N  61  43.3290 W   2.1        5.0        4.4        7.4       58.5 
031006  150653  46  51.3190 N  61  43.3280 W   1.8        5.0        4.4        8.0*      58.5*
031006  150655  46  51.3190 N  61  43.3260 W   2.2        5.0        4.4        8.0       58.5 
031006  150657  46  51.3190 N  61  43.3250 W   1.9        5.0        4.4        7.9*      58.5 
031006  150659  46  51.3200 N  61  43.3230 W   2.2        5.0        4.4        7.9       61.6*
031006  150701  46  51.3200 N  61  43.3220 W   2.0        5.0        4.4        7.9       61.6 
031006  150703  46  51.3210 N  61  43.3200 W   2.1        5.0        4.4        8.3*      61.6*
031006  150705  46  51.3210 N  61  43.3180 W   2.3        5.0        4.4        8.3       61.6 
031006  150707  46  51.3210 N  61  43.3160 W   1.8        5.0        4.4        8.3       61.6 
031006  150709  46  51.3210 N  61  43.3150 W   2.0        5.0        4.4        8.3*      59.4*
031006  150711  46  51.3220 N  61  43.3130 W   2.2        5.0        4.4        8.3       59.4 
031006  150713  46  51.3220 N  61  43.3110 W   2.1        5.0        4.4        8.5*      59.4*
031006  150715  46  51.3220 N  61  43.3100 W   2.1        5.0        4.4        8.5       59.4 
031006  150717  46  51.3230 N  61  43.3080 W   1.9        5.0        4.4        8.5       59.4 
031006  150719  46  51.3230 N  61  43.3070 W   2.1        5.0        4.4        8.3*      61.6*
031006  150721  46  51.3230 N  61  43.3060 W   1.9        5.0        4.4        8.3       61.6 
031006  150723  46  51.3240 N  61  43.3040 W   1.7        5.0        4.4        8.9*      61.6 
031006  150725  46  51.3240 N  61  43.3030 W   1.8        5.0        4.4        8.9       57.6*
031006  150727  46  51.3250 N  61  43.3010 W   2.7        5.0        4.4        8.9       57.6 
031006  150729  46  51.3250 N  61  43.2990 W   1.7        5.0        4.4        9.1*      65.1*
031006  150731  46  51.3260 N  61  43.2980 W   2.0        5.0        4.4        9.1       65.1 
031006  150733  46  51.3260 N  61  43.2960 W   2.5        5.0        4.4        9.1       65.1 
031006  150735  46  51.3260 N  61  43.2940 W   1.9        5.0        4.4        8.7*      60.3*
031006  150737  46  51.3270 N  61  43.2920 W   2.2        5.0        4.4        8.7       60.3 
031006  150739  46  51.3270 N  61  43.2910 W   1.6        5.0        4.4        8.0*      60.3 
031006  150741  46  51.3270 N  61  43.2890 W   2.5        5.0        4.4        8.0       58.5*
031006  150743  46  51.3270 N  61  43.2870 W   1.9        5.0        4.4        8.0       58.5 
031006  150745  46  51.3280 N  61  43.2860 W   2.2        5.0        4.4        8.3*      58.5 
031006  150747  46  51.3280 N  61  43.2840 W   1.8        5.0        4.4        8.3       58.5 
031006  150749  46  51.3290 N  61  43.2830 W   2.5        5.0        4.4        8.3       58.5 
031006  150751  46  51.3290 N  61  43.2810 W   2.2        5.0        4.4        8.9*      58.5 
031006  150754  46  51.3300 N  61  43.2790 W   1.6        5.0       10.5*       8.9       58.5 
031006  150755  46  51.3300 N  61  43.2780 W   2.4        5.0       10.5        8.2*      58.5 
031006  150757  46  51.3310 N  61  43.2760 W   2.0        5.0       10.5        8.2       87.5*
031006  150759  46  51.3300 N  61  43.2750 W   2.1        5.0       10.5        8.2       87.5 
031006  150801  46  51.3310 N  61  43.2730 W   2.1        5.0       10.5        9.0*      87.5 
031006  150803  46  51.3320 N  61  43.2720 W   2.2        5.0       10.5        9.0       34.3*
031006  150805  46  51.3320 N  61  43.2700 W   2.3        5.0       10.5        9.0       34.3 
031006  150807  46  51.3330 N  61  43.2690 W   1.8        5.0       10.5       11.6*      58.9*
031006  150809  46  51.3330 N  61  43.2670 W   2.7        5.0       10.5       11.6       58.9 
031006  150811  46  51.3330 N  61  43.2650 W   1.8        5.0       10.5       11.6       58.9 
031006  150813  46  51.3340 N  61  43.2640 W   2.3        5.0       10.5       11.6       59.8*
031006  150815  46  51.3350 N  61  43.2620 W   2.2        5.0       10.5       11.6       59.8 
031006  150817  46  51.3350 N  61  43.2600 W   2.3        5.0       10.5        8.8*      60.3*
031006  150819  46  51.3360 N  61  43.2590 W   2.0        5.0       10.5        8.8       60.3 
031006  150821  46  51.3360 N  61  43.2570 W   2.3        5.0       10.5        8.2*      60.3 
031006  150824  46  51.3370 N  61  43.2540 W   2.0        5.0       10.5        8.2       60.3*
031006  150825  46  51.3370 N  61  43.2540 W   2.1        5.0       10.5        8.2       60.3 
031006  150827  46  51.3380 N  61  43.2520 W   2.5        5.0       10.5        8.4*      60.3 
031006  150829  46  51.3380 N  61  43.2510 W   1.9        5.0       10.5        8.4       59.8*
031006  150831  46  51.3390 N  61  43.2490 W   2.6        5.0       10.5        8.4       59.8 
031006  150833  46  51.3390 N  61  43.2470 W   1.8        5.0       10.5        8.5*      59.8 
031006  150835  46  51.3400 N  61  43.2460 W   2.7        5.0       10.5        8.5       61.1*
031006  150837  46  51.3400 N  61  43.2440 W   2.3        5.0       10.5       10.9*      61.1 
031006  150839  46  51.3400 N  61  43.2420 W   2.1        5.0       10.5       10.9       60.7*
031006  150841  46  51.3410 N  61  43.2400 W   2.2        5.0       12.9*      10.9       60.7 
031006  150843  46  51.3420 N  61  43.2390 W   2.5        5.0       12.9        5.3*      60.7 
031006  150845  46  51.3420 N  61  43.2370 W   2.0        5.0       12.9        5.3       59.4*
031006  150848  46  51.3430 N  61  43.2340 W   1.8        5.0       12.9        8.0*      59.4 
031006  150849  46  51.3430 N  61  43.2340 W   2.1        5.0       12.9        8.0       59.4 
031006  150851  46  51.3430 N  61  43.2320 W   2.3        5.0       12.9        8.0       62.0*
031006  150854  46  51.3440 N  61  43.2290 W   1.6        5.0       12.9        8.4*      62.0 
031006  150855  46  51.3440 N  61  43.2290 W   1.8        5.0       12.9        8.4       58.1*
031006  150857  46  51.3450 N  61  43.2270 W   2.8        5.0       12.9        8.4       58.1 
031006  150900  46  51.3450 N  61  43.2240 W   2.3        5.0       12.9        8.6*      58.1 
031006  150901  46  51.3460 N  61  43.2230 W   2.1        5.0       12.9        8.6       84.9*
031006  150903  46  51.3460 N  61  43.2220 W   1.9        5.0       12.9        8.6       84.9 
031006  150906  46  51.3460 N  61  43.2200 W   1.8        5.0       12.9        8.0*      39.6*
031006  150907  46  51.3460 N  61  43.2190 W   1.8        5.0       12.9        8.0       39.6 
031006  150909  46  51.3470 N  61  43.2180 W   1.4        5.0       12.9        8.1*      39.6 
031006  150912  46  51.3470 N  61  43.2160 W   3.2        5.0       12.9        8.1       60.3*
031006  150913  46  51.3470 N  61  43.2150 W   2.2        5.0       12.9        8.1       60.3 
031006  150915  46  51.3470 N  61  43.2130 W   1.6        5.0       12.9        8.6*      60.3 
031006  150918  46  51.3480 N  61  43.2100 W   2.5        5.0       12.9        8.6       59.4*
031006  150919  46  51.3480 N  61  43.2090 W   2.3        5.0       12.9        8.1*      59.4 
031006  150921  46  51.3490 N  61  43.2070 W   2.6        5.0       12.9        8.1       59.4 
031006  150924  46  51.3490 N  61  43.2040 W   2.2        5.0       12.9        8.1       61.6*
031006  150925  46  51.3490 N  61  43.2040 W   2.5        5.0       12.9        7.5*      61.6 
031006  150927  46  51.3490 N  61  43.2020 W   2.0        5.0       12.9        7.5       58.5*
031006  150930  46  51.3490 N  61  43.1990 W   1.8        5.0       12.9        7.4*      58.5 
031006  150931  46  51.3490 N  61  43.1990 W   1.7        5.0       12.9        7.4       58.5 
031006  150933  46  51.3490 N  61  43.1970 W   2.5        5.0       12.9        7.4       63.3*
031006  150936  46  51.3490 N  61  43.1950 W   2.5        5.0       12.9        8.0*      63.3 
031006  150937  46  51.3490 N  61  43.1940 W   2.7        5.0       12.9        8.0       63.3 
031006  150939  46  51.3490 N  61  43.1920 W   1.7        5.0       12.9        8.0       63.3 
031006  150942  46  51.3490 N  61  43.1890 W   2.5        5.0       12.9        8.0       63.3 
031006  150943  46  51.3490 N  61  43.1890 W   2.1        5.0       12.9        8.0       63.3 
031006  150945  46  51.3490 N  61  43.1870 W   2.7        5.0       12.9        8.0       63.3 
031006  150948  46  51.3500 N  61  43.1840 W   1.4        5.0       12.9        8.0       63.3 
031006  150949  46  51.3500 N  61  43.1830 W   2.0        5.0       12.9        8.0       64.7*
031006  150951  46  51.3500 N  61  43.1810 W   2.8        5.0       12.9        8.0       64.7 
031006  150954  46  51.3500 N  61  43.1790 W   2.5        5.0       12.9        8.0       64.7 
031006  150955  46  51.3500 N  61  43.1780 W   2.5        5.0       12.9        8.0       60.3*
031006  150957  46  51.3500 N  61  43.1760 W   2.2        5.0       12.9        8.0       60.3 
031006  151000  46  51.3510 N  61  43.1730 W   2.1        5.0       12.9        8.0       60.3*
031006  151001  46  51.3510 N  61  43.1720 W   1.8        5.0       12.9        8.4*      60.3 
031006  151003  46  51.3510 N  61  43.1700 W   2.1        5.0       12.9        8.4       60.3 
031006  151006  46  51.3510 N  61  43.1680 W   2.1        2.1*      12.9        8.4       64.2*
031006  151007  46  51.3510 N  61  43.1670 W   1.6        2.1       12.9        7.9*      64.2 
031006  151009  46  51.3520 N  61  43.1660 W   1.7        2.1       12.9        7.9       64.2 
031006  151012  46  51.3520 N  61  43.1640 W   1.1        2.1       12.9        7.9       58.5*
031006  151013  46  51.3520 N  61  43.1630 W   1.6        2.1       12.9        8.1*      58.5 
031006  151015  46  51.3520 N  61  43.1620 W   1.7        2.1       12.9        8.1       58.5 
031006  151018  46  51.3520 N  61  43.1600 W   1.7        2.1       12.9        8.3*      58.5 
031006  151019  46  51.3520 N  61  43.1590 W   1.7        2.1       12.9        8.3       58.5 
031006  151021  46  51.3530 N  61  43.1580 W   2.1        2.1       12.9        8.3       58.5 
031006  151024  46  51.3530 N  61  43.1560 W   2.5        2.1       12.9        8.1*      58.5 
031006  151025  46  51.3530 N  61  43.1550 W   2.5        2.1       12.9        8.1       58.5 
031006  151027  46  51.3540 N  61  43.1530 W   1.4        2.1       12.9        8.1        2.6*
031006  151030  46  51.3540 N  61  43.1500 W   2.2        2.1       12.9        8.6*       2.6 
031006  151031  46  51.3540 N  61  43.1490 W   1.2        2.1       12.9        8.6       48.8*
031006  151033  46  51.3550 N  61  43.1480 W   3.0        2.1       12.9        7.8*      48.8 
031006  151036  46  51.3550 N  61  43.1450 W   1.5        2.1       12.9        7.8       48.8 
031006  151037  46  51.3550 N  61  43.1450 W   2.5        2.1       12.9        7.8       48.8 
031006  151039  46  51.3560 N  61  43.1430 W   2.0        2.1       12.9        8.2*      48.8 
031006  151042  46  51.3560 N  61  43.1410 W   2.5        2.1       12.9        8.2       48.8 
031006  151043  46  51.3560 N  61  43.1400 W   2.8        2.1       12.9        8.2       48.8 
031006  151045  46  51.3560 N  61  43.1380 W   1.4        2.1       12.9       11.0*      48.8 
031006  151048  46  51.3570 N  61  43.1360 W   2.1        2.1       12.9       11.0       62.5*
031006  151049  46  51.3570 N  61  43.1350 W   1.5        2.1       12.9        5.1*      62.5 
031006  151051  46  51.3570 N  61  43.1340 W   2.3        2.1       12.9        5.1       62.5 
031006  151054  46  51.3570 N  61  43.1310 W   1.9        2.1       12.9        5.1       60.3*
