FileName: C:\GULFNE~1\GP267.TXT
Local Time: Mon Oct 06 07:04:20 2003

Ship: MarcoMichel Trip: 002gulf Tow: gp267
Comments: Zone 19 secteur sud
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
031006  100422  46  29.8720 N  61  14.0060 W   5.8        2.3*      12.1*       0.0      498.8*
031006  100522  46  29.9340 N  61  14.0500 W   2.3        2.3       12.1        4.9      498.8 
031006  100524  46  29.9340 N  61  14.0500 W   1.8        2.3       12.1        4.9      498.8 
031006  100526  46  29.9360 N  61  14.0520 W   1.9        2.3       12.1        4.9      498.8 
031006  100528  46  29.9370 N  61  14.0520 W   2.2        2.4*      12.1        4.9      498.8 
031006  100530  46  29.9380 N  61  14.0530 W   2.3        2.4       12.1        1.5*       3.1*
031006  100532  46  29.9400 N  61  14.0530 W   3.4        2.4       12.1        1.5        3.1 
031006  100534  46  29.9420 N  61  14.0550 W   3.3        2.4       12.1        6.9*       3.1*
031006  100536  46  29.9430 N  61  14.0550 W   4.8        2.4       12.1        6.9        3.1 
031006  100538  46  29.9460 N  61  14.0580 W   4.1        2.4       12.1        6.9        3.1 
031006  100540  46  29.9480 N  61  14.0600 W   6.3        2.4       12.1        6.9        3.1 
031006  100542  46  29.9510 N  61  14.0620 W   4.4        2.4       12.1        6.9        3.1 
031006  100544  46  29.9530 N  61  14.0650 W   6.1        2.4       12.1        6.9        3.1 
031006  100546  46  29.9560 N  61  14.0670 W   5.8        2.4       12.1        6.9        3.1 
031006  100548  46  29.9590 N  61  14.0690 W   5.9        2.4       12.1        6.9        3.1 
031006  100550  46  29.9620 N  61  14.0720 W   6.9        2.4       12.1        6.9        3.1 
031006  100552  46  29.9650 N  61  14.0750 W   6.0        2.4       12.1        6.9        3.1 
031006  100554  46  29.9680 N  61  14.0780 W   6.6        2.4       12.1        6.9        3.1 
031006  100556  46  29.9710 N  61  14.0810 W   6.3        2.4       12.1        6.9        3.1 
031006  100558  46  29.9740 N  61  14.0830 W   6.0        2.4       12.1        6.9        3.1 
031006  100600  46  29.9770 N  61  14.0860 W   7.6        2.4       12.1        6.9        3.1 
031006  100602  46  29.9800 N  61  14.0890 W   5.8        2.4       12.1        6.9        3.1 
031006  100604  46  29.9840 N  61  14.0920 W   7.1        2.4       12.1        6.9        3.1 
031006  100606  46  29.9870 N  61  14.0950 W   6.4        2.4       12.1        6.9        3.1 
031006  100608  46  29.9900 N  61  14.0970 W   6.6        2.4       12.1        6.9        3.1 
031006  100610  46  29.9930 N  61  14.1000 W   6.4        2.4       12.1        6.9        3.1 
031006  100612  46  29.9960 N  61  14.1030 W   7.0        2.4       12.1        6.9        3.1 
031006  100614  46  29.9990 N  61  14.1060 W   6.5        2.4       12.1        6.9        3.1 
031006  100616  46  30.0020 N  61  14.1090 W   7.8        2.4       12.1        6.9        3.1 
031006  100618  46  30.0050 N  61  14.1120 W   5.4        2.4       12.1        6.9        3.1 
031006  100620  46  30.0090 N  61  14.1150 W   6.9        2.4       12.1        6.9        3.1 
031006  100622  46  30.0110 N  61  14.1180 W   7.0        2.4       12.1        6.9        3.1 
031006  100624  46  30.0150 N  61  14.1200 W   6.5        2.4       12.1        6.9        3.1 
031006  100626  46  30.0180 N  61  14.1240 W   7.1        2.4       12.1        6.9        3.1 
031006  100628  46  30.0210 N  61  14.1270 W   6.6        2.4       12.1        6.9        3.1 
031006  100630  46  30.0240 N  61  14.1290 W   8.0        2.4       12.1        6.9        3.1 
031006  100632  46  30.0270 N  61  14.1330 W   4.2        2.4       12.1        6.9        3.1 
031006  100634  46  30.0300 N  61  14.1340 W   7.9        2.4       12.1        6.9        3.1 
031006  100636  46  30.0340 N  61  14.1360 W   5.4        2.4       12.1        6.9        3.1 
031006  100638  46  30.0360 N  61  14.1400 W   6.3        2.4       12.1        6.9        3.1 
031006  100640  46  30.0390 N  61  14.1420 W   7.1        2.4       12.1        6.9        3.1 
031006  100642  46  30.0430 N  61  14.1450 W   6.3        2.4       12.1        6.9        3.1 
031006  100644  46  30.0460 N  61  14.1470 W   7.0        2.4       12.1        6.9        3.1 
031006  100646  46  30.0490 N  61  14.1500 W   6.0        2.4       12.1        6.9        3.1 
031006  100648  46  30.0520 N  61  14.1540 W   7.0        2.4       12.1        6.9        3.1 
031006  100650  46  30.0560 N  61  14.1550 W   7.4        2.4       12.1        6.9        3.1 
031006  100652  46  30.0590 N  61  14.1580 W   5.4        2.4       12.1        6.9        3.1 
031006  100654  46  30.0620 N  61  14.1610 W   8.2        2.4       12.1        6.9       51.5*
031006  100656  46  30.0660 N  61  14.1640 W   5.3        2.4       12.1        6.9       51.5 
031006  100658  46  30.0690 N  61  14.1660 W   6.9        2.4       12.1        6.9       51.5 
031006  100700  46  30.0720 N  61  14.1690 W   7.3        2.4       12.1        6.9       51.5 
031006  100702  46  30.0750 N  61  14.1720 W   5.6        2.4       12.1        6.9       51.5 
031006  100704  46  30.0790 N  61  14.1740 W   7.0        2.4       12.1        6.9       51.5 
031006  100706  46  30.0820 N  61  14.1770 W   6.8        2.4       12.1        6.9       51.5 
031006  100708  46  30.0850 N  61  14.1790 W   6.8        2.4       12.1        6.9       51.5 
031006  100710  46  30.0880 N  61  14.1810 W   6.6        2.4       12.1        6.9       51.5 
031006  100712  46  30.0920 N  61  14.1840 W   6.5        2.4       12.1        6.9       51.5 
031006  100714  46  30.0950 N  61  14.1870 W   7.9        2.4       12.1        6.9       51.5 
031006  100716  46  30.0990 N  61  14.1900 W   6.4        2.4       12.1       15.9*      51.5 
031006  100718  46  30.1020 N  61  14.1920 W   7.2        2.4       12.1       15.9       51.5 
031006  100720  46  30.1060 N  61  14.1940 W   6.8        2.4       12.1        0.4*      51.5 
031006  100722  46  30.1090 N  61  14.1970 W   7.3        2.4       12.1        0.4       51.5 
031006  100724  46  30.1130 N  61  14.1990 W   6.9        2.4       12.1        0.4       51.5 
031006  100726  46  30.1160 N  61  14.2020 W   6.4        2.4       12.1        6.2*      51.5 
031006  100728  46  30.1190 N  61  14.2050 W   7.4        2.4       12.1        6.2       51.5 
031006  100730  46  30.1220 N  61  14.2070 W   5.3        2.4       12.1        6.2       51.5 
031006  100732  46  30.1250 N  61  14.2090 W   6.0        2.4       12.1       27.8*      51.5 
031006  100734  46  30.1280 N  61  14.2110 W   5.3        2.4       12.1       27.8       51.5 
031006  100736  46  30.1310 N  61  14.2130 W   6.1        2.4       12.1        8.2*      51.5 
031006  100738  46  30.1340 N  61  14.2150 W   4.9        2.4       12.1        8.2       51.5 
031006  100740  46  30.1360 N  61  14.2170 W   5.9        2.4       12.1        8.2       22.4*
031006  100742  46  30.1390 N  61  14.2180 W   5.6        2.4       12.1       29.5*      22.4 
031006  100744  46  30.1420 N  61  14.2200 W   5.0        3.8*      12.1       29.5       22.4 
031006  100746  46  30.1440 N  61  14.2230 W   5.3        3.8       12.1       29.5       25.1*
031006  100748  46  30.1470 N  61  14.2240 W   5.7        3.8       12.1       29.6*      25.1 
031006  100750  46  30.1500 N  61  14.2260 W   5.1        3.8       12.1       29.6       25.1 
031006  100752  46  30.1520 N  61  14.2290 W   5.3        3.8       12.1       29.6       40.5*
031006  100754  46  30.1550 N  61  14.2300 W   5.7        3.8       12.1       12.2*      40.5 
031006  100756  46  30.1570 N  61  14.2330 W   4.6        3.8       12.1       12.2       44.9*
031006  100758  46  30.1600 N  61  14.2350 W   6.0        3.8       12.1        2.3*      44.9 
031006  100800  46  30.1630 N  61  14.2360 W   4.1        3.8       12.1        2.3       44.9 
031006  100802  46  30.1650 N  61  14.2380 W   3.6        3.8       12.1        2.3       15.4*
031006  100804  46  30.1660 N  61  14.2390 W   4.7        3.8       12.1       10.3*      15.4 
031006  100806  46  30.1680 N  61  14.2400 W   1.1        3.8       12.1       10.3       15.4 
031006  100808  46  30.1690 N  61  14.2400 W   3.4        3.8       12.1        3.9*      42.7*
031006  100810  46  30.1710 N  61  14.2410 W   2.0        3.8       12.1        3.9       42.7 
031006  100812  46  30.1710 N  61  14.2410 W   1.9        3.8       12.1        3.9       26.4*
031006  100814  46  30.1730 N  61  14.2420 W   2.4        3.8       12.1        8.5*      26.4 
031006  100816  46  30.1740 N  61  14.2420 W   1.2        3.8       12.1        8.5       26.4 
031006  100818  46  30.1740 N  61  14.2420 W   2.6        3.8       12.1        8.5       26.4 
031006  100820  46  30.1760 N  61  14.2420 W   1.0        3.8       12.1        8.5       26.4 
031006  100822  46  30.1760 N  61  14.2430 W   2.1        3.8       12.1        8.5       26.4 
031006  100824  46  30.1770 N  61  14.2430 W   1.4        3.8       12.1        8.5       26.4 
031006  100826  46  30.1780 N  61  14.2430 W   1.9        3.8       12.1        8.5       26.4 
031006  100828  46  30.1790 N  61  14.2430 W   1.4        3.8       12.1        8.5       26.4 
031006  100830  46  30.1800 N  61  14.2440 W   1.8        3.8       12.1        8.5       26.4 
031006  100832  46  30.1810 N  61  14.2440 W   1.2        4.1*      12.1        8.5       26.4 
031006  100834  46  30.1820 N  61  14.2440 W   1.9        4.1       12.1        4.5*      26.4 
031006  100836  46  30.1830 N  61  14.2440 W   1.9        4.1       12.1        4.5       26.4 
031006  100838  46  30.1840 N  61  14.2450 W   1.5        4.1       12.1        4.5       26.4 
031006  100840  46  30.1850 N  61  14.2450 W   2.2        4.1       12.1        4.3*      26.4 
031006  100843  46  30.1860 N  61  14.2460 W   1.4        4.1       12.1        4.3       26.4 
031006  100844  46  30.1870 N  61  14.2460 W   1.2        4.1       12.1        4.3       15.4*
031006  100846  46  30.1880 N  61  14.2460 W   2.6        4.1       12.1        8.4*      15.4 
031006  100848  46  30.1890 N  61  14.2460 W   0.6        4.1       12.1        8.4       15.4 
031006  100850  46  30.1900 N  61  14.2460 W   3.3        4.1        2.6*       2.3*      34.3*
031006  100852  46  30.1910 N  61  14.2470 W   0.5        4.1        2.6        2.3       34.3 
031006  100854  46  30.1910 N  61  14.2470 W   3.2        4.1        2.6        2.3       51.5*
031006  100856  46  30.1930 N  61  14.2480 W   1.1        4.1        2.6       27.6*      51.5 
031006  100858  46  30.1930 N  61  14.2480 W   2.5        4.4*       2.6       27.6       51.5 
031006  100900  46  30.1950 N  61  14.2490 W   1.9        4.4        2.6       27.6       62.0*
031006  100902  46  30.1950 N  61  14.2480 W   1.9        4.4        2.6       27.6       62.0 
031006  100904  46  30.1970 N  61  14.2500 W   2.2        4.4        4.5*      27.6       62.0 
031006  100906  46  30.1980 N  61  14.2500 W   1.7        4.4        4.5       27.6       70.4*
031006  100908  46  30.1990 N  61  14.2500 W   2.5        4.4        4.5       27.6       70.4 
031006  100910  46  30.2000 N  61  14.2510 W   2.1        4.4        4.5       27.6       25.5*
031006  100912  46  30.2020 N  61  14.2510 W   1.9        8.3*       4.5       27.6       25.5 
031006  100914  46  30.2030 N  61  14.2520 W   2.5        8.3        4.5       27.6       25.5 
031006  100916  46  30.2040 N  61  14.2530 W   1.8        8.3        4.5        7.5*      69.1*
031006  100918  46  30.2050 N  61  14.2530 W   2.8        8.3        4.5        7.5       69.1 
031006  100921  46  30.2070 N  61  14.2540 W   2.0        8.3        4.5        7.5       69.1 
031006  100922  46  30.2070 N  61  14.2540 W   1.8        8.3        4.5        7.4*      44.0*
031006  100924  46  30.2080 N  61  14.2540 W   2.9        8.3        4.5        7.4       44.0 
031006  100926  46  30.2100 N  61  14.2550 W   1.2        8.3        4.5        7.4       82.7*
031006  100928  46  30.2110 N  61  14.2560 W   2.7        8.3        4.5        9.7*      82.7 
031006  100930  46  30.2120 N  61  14.2560 W   2.1        8.3        4.5        9.7       82.7 
031006  100932  46  30.2130 N  61  14.2580 W   1.8        8.3        4.5        9.7       51.5*
031006  100934  46  30.2140 N  61  14.2570 W   2.7        8.3        4.5       30.5*      51.5 
031006  100936  46  30.2150 N  61  14.2590 W   0.9        8.3       11.3*      30.5       51.5 
031006  100938  46  30.2160 N  61  14.2580 W   3.0        8.3       11.3       30.5       43.1*
031006  100940  46  30.2170 N  61  14.2590 W   1.2        8.3       11.3       30.5       43.1 
031006  100943  46  30.2180 N  61  14.2590 W   3.1        8.3       11.3       30.5       58.1*
031006  100944  46  30.2190 N  61  14.2590 W   2.0        8.3       11.3       30.5       58.1 
031006  100946  46  30.2200 N  61  14.2600 W   1.5        8.3       11.3       30.5       58.1 
031006  100948  46  30.2210 N  61  14.2600 W   2.0        8.3        8.9*       9.0*      60.3*
031006  100950  46  30.2220 N  61  14.2610 W   2.3        8.3        8.9        9.0       60.3 
031006  100952  46  30.2230 N  61  14.2610 W   1.2        8.3        8.9        9.0       60.3 
031006  100954  46  30.2240 N  61  14.2620 W   2.1        8.3        8.9        5.3*      62.0*
031006  100956  46  30.2240 N  61  14.2610 W   1.7        8.3        8.9        5.3       62.0 
031006  100958  46  30.2250 N  61  14.2620 W   1.5        8.3        8.9        5.3       73.5*
031006  101000  46  30.2260 N  61  14.2630 W   2.3        8.3       11.8*       8.6*      73.5 
031006  101002  46  30.2280 N  61  14.2630 W   2.0        8.3       11.8        8.6       73.5 
031006  101004  46  30.2290 N  61  14.2640 W   1.3        8.3       11.8       10.4*      60.3*
031006  101006  46  30.2290 N  61  14.2630 W   2.7        8.3       11.8       10.4       60.3 
031006  101008  46  30.2300 N  61  14.2640 W   2.1        8.3       11.8       10.4       60.3 
031006  101010  46  30.2310 N  61  14.2650 W   1.6        8.3       11.8       11.1*      60.3*
031006  101013  46  30.2330 N  61  14.2660 W   2.1        8.3       11.8       11.1       60.3 
031006  101014  46  30.2340 N  61  14.2660 W   0.9        8.3       11.8       11.1       60.3 
031006  101016  46  30.2350 N  61  14.2670 W   2.8        8.3       11.8        9.4*      60.3 
031006  101018  46  30.2360 N  61  14.2670 W   1.4        8.3       11.8        9.4       60.3 
031006  101020  46  30.2370 N  61  14.2680 W   2.1        8.3       11.8        9.4       60.3 
031006  101022  46  30.2380 N  61  14.2690 W   2.1        8.3       11.8        9.4       60.3 
031006  101024  46  30.2390 N  61  14.2690 W   1.3        8.3       10.9*       9.4       60.3 
031006  101026  46  30.2400 N  61  14.2690 W   2.8        8.3       10.9        9.4       60.3 
031006  101028  46  30.2410 N  61  14.2700 W   1.6        8.3       10.9        9.4       60.3 
031006  101030  46  30.2420 N  61  14.2700 W   2.5        8.3       10.9       10.0*      60.3 
031006  101032  46  30.2430 N  61  14.2710 W   1.7        8.3       10.9       10.0       60.3 
031006  101034  46  30.2440 N  61  14.2710 W   2.4        8.3       10.9       10.0       60.3 
031006  101036  46  30.2450 N  61  14.2710 W   1.8        8.3        9.8*       9.3*      60.3 
031006  101039  46  30.2460 N  61  14.2720 W   1.8        8.3        9.8        9.3       60.3 
031006  101040  46  30.2470 N  61  14.2720 W   2.0        8.3        9.8        9.3       60.3 
031006  101043  46  30.2490 N  61  14.2730 W   2.1        8.3        9.8       11.5*      57.2*
031006  101044  46  30.2490 N  61  14.2730 W   2.6        8.3        9.8       11.5       57.2 
031006  101046  46  30.2500 N  61  14.2740 W   1.7        8.3        9.8       11.2*      57.2 
031006  101048  46  30.2510 N  61  14.2740 W   2.4        8.3        9.8       11.2       60.3*
031006  101050  46  30.2530 N  61  14.2750 W   2.2        8.3        9.8       11.2       60.3 
031006  101052  46  30.2540 N  61  14.2750 W   1.9        8.3        9.8        3.9*      60.3 
031006  101054  46  30.2550 N  61  14.2760 W   2.5        8.3        9.8        3.9       60.3 
031006  101056  46  30.2560 N  61  14.2760 W   1.5        8.3        9.8        3.9       60.3 
031006  101058  46  30.2570 N  61  14.2770 W   3.1        8.3        9.8        9.8*      60.3 
031006  101101  46  30.2580 N  61  14.2780 W   2.2        8.3        9.8        9.8       60.3 
031006  101102  46  30.2590 N  61  14.2780 W   3.2        8.3        9.8       13.5*      51.0*
031006  101104  46  30.2600 N  61  14.2790 W   1.0        8.3        9.8       13.5       51.0 
031006  101106  46  30.2610 N  61  14.2790 W   3.0        8.3        9.8       13.5       51.0 
031006  101108  46  30.2620 N  61  14.2800 W   1.1        8.3        9.8       10.8*      64.7*
031006  101110  46  30.2630 N  61  14.2800 W   3.0        8.3        9.8       10.8       64.7 
031006  101113  46  30.2650 N  61  14.2810 W   2.1        8.3        9.8       10.8       64.7 
031006  101114  46  30.2660 N  61  14.2810 W   2.7        8.3        9.8       10.8       60.3*
031006  101116  46  30.2670 N  61  14.2820 W   1.5        8.3        9.8       10.8       60.3 
031006  101118  46  30.2680 N  61  14.2830 W   2.3        8.3        9.8       10.8       60.3 
031006  101120  46  30.2690 N  61  14.2830 W   2.2        8.3        9.8       10.8       69.9*
031006  101123  46  30.2700 N  61  14.2840 W   2.9        8.3        9.8       10.8       69.9 
031006  101124  46  30.2710 N  61  14.2840 W   3.2        8.3        9.8       10.8       36.5*
031006  101126  46  30.2720 N  61  14.2840 W   1.0        8.3        9.8       10.8       36.5 
031006  101128  46  30.2730 N  61  14.2840 W   3.7        8.3        9.8       10.8       36.5 
031006  101130  46  30.2740 N  61  14.2850 W   0.8        8.3        9.8       10.8       36.5 
031006  101133  46  30.2760 N  61  14.2850 W   2.2        8.3        9.8       10.8       36.5 
031006  101134  46  30.2760 N  61  14.2850 W   0.8        8.3       10.2*      10.8       36.5 
031006  101136  46  30.2770 N  61  14.2850 W   2.5        8.3       10.2       10.8       36.5 
031006  101138  46  30.2780 N  61  14.2860 W   1.5        8.3       10.2       10.8       36.5 
031006  101140  46  30.2790 N  61  14.2870 W   2.2        8.3       10.2       12.6*      55.4*
031006  101143  46  30.2800 N  61  14.2870 W   1.7        8.3       10.2       12.6       55.4 
031006  101144  46  30.2810 N  61  14.2870 W   3.0        8.3       10.2       12.6       55.4 
031006  101146  46  30.2820 N  61  14.2880 W   0.4        8.3       10.2        6.0*      55.4 
031006  101148  46  30.2830 N  61  14.2880 W   3.1        8.3       10.2        6.0       55.4 
031006  101150  46  30.2840 N  61  14.2880 W   1.1        8.3       10.2        9.2*      55.4 
031006  101152  46  30.2850 N  61  14.2890 W   2.2        8.3       10.2        9.2       55.4 
031006  101154  46  30.2860 N  61  14.2890 W   2.2        8.3       10.2        9.2       55.4 
031006  101156  46  30.2870 N  61  14.2900 W   0.7        8.3       10.2        8.8*      71.7*
031006  101158  46  30.2870 N  61  14.2890 W   2.6        8.3       10.2        8.8       71.7 
031006  101200  46  30.2890 N  61  14.2910 W   1.1        8.3       10.2       14.0*      71.7 
031006  101202  46  30.2900 N  61  14.2900 W   2.2        8.3       10.2       14.0       71.7 
031006  101204  46  30.2910 N  61  14.2910 W   1.7        8.3       10.2       14.0       71.7 
031006  101206  46  30.2920 N  61  14.2910 W   2.0        8.3       10.2       14.0       71.7 
031006  101208  46  30.2930 N  61  14.2910 W   2.0        8.3       10.2       14.0       71.7 
031006  101210  46  30.2940 N  61  14.2910 W   2.3        8.3       10.2       14.0       71.7 
031006  101213  46  30.2960 N  61  14.2920 W   1.8        8.3       10.2       14.0       71.7 
031006  101215  46  30.2970 N  61  14.2920 W   2.6        8.3       10.2       14.0       71.7 
031006  101216  46  30.2980 N  61  14.2920 W   3.1        8.3       10.2        3.6*      71.7 
031006  101218  46  30.2990 N  61  14.2930 W   1.1        8.3       10.2        3.6       71.7 
031006  101220  46  30.3000 N  61  14.2940 W   2.6        8.3       10.2        3.6       71.7 
031006  101222  46  30.3010 N  61  14.2930 W   1.9        8.3       10.2       25.4*      71.7 
031006  101225  46  30.3020 N  61  14.2940 W   1.4        2.3*      10.2       25.4       71.7 
031006  101226  46  30.3030 N  61  14.2940 W   2.4        2.3       10.2       25.4       71.7 
031006  101228  46  30.3040 N  61  14.2940 W   2.3        2.3       10.2       25.4       71.7 
031006  101230  46  30.3040 N  61  14.2950 W   1.7        2.3       10.2       25.4       71.7 
031006  101232  46  30.3060 N  61  14.2950 W   2.5        2.3       10.2       25.4       71.7 
031006  101235  46  30.3070 N  61  14.2960 W   1.2        2.3       10.2       25.4       71.7 
031006  101236  46  30.3070 N  61  14.2960 W   3.0        2.3       10.2       25.4       71.7 
031006  101238  46  30.3090 N  61  14.2960 W   1.5        2.3       10.2       25.4       71.7 
031006  101240  46  30.3090 N  61  14.2970 W   1.7        2.3       10.2       25.4       71.7 
031006  101243  46  30.3110 N  61  14.2980 W   1.1        2.3       10.2       25.4       71.7 
031006  101244  46  30.3110 N  61  14.2980 W   1.9        2.3       10.2       25.4       75.2*
031006  101246  46  30.3120 N  61  14.2990 W   1.9        2.3       10.2       25.4       75.2 
031006  101248  46  30.3130 N  61  14.3000 W   2.1        2.3       12.9*       4.3*      75.2 
031006  101250  46  30.3140 N  61  14.3010 W   1.4        2.3       12.9        4.3      105.6*
031006  101252  46  30.3150 N  61  14.3010 W   2.4        2.3       12.9        4.3      105.6 
031006  101254  46  30.3160 N  61  14.3020 W   1.5        2.3       12.9        8.6*     105.6 
031006  101256  46  30.3170 N  61  14.3020 W   1.4        2.3       12.9        8.6      105.6 
031006  101258  46  30.3180 N  61  14.3030 W   2.4        2.3       12.9        8.6      105.6 
031006  101300  46  30.3190 N  61  14.3030 W   1.0        2.3       12.9       17.0*     105.6 
031006  101302  46  30.3200 N  61  14.3040 W   3.0        2.3       12.9       17.0      105.6 
031006  101304  46  30.3210 N  61  14.3050 W   1.4        2.3       12.9       17.0      105.6 
031006  101306  46  30.3220 N  61  14.3050 W   2.4        2.3       12.9       17.0      105.6 
031006  101308  46  30.3230 N  61  14.3060 W   2.4        2.3       12.9       17.0      105.6 
031006  101310  46  30.3240 N  61  14.3060 W   1.8        2.3       12.9       17.0      105.6 
031006  101313  46  30.3260 N  61  14.3070 W   2.4        2.3       12.9       17.0       75.7*
031006  101314  46  30.3260 N  61  14.3070 W   1.9        2.3       12.9       17.0       75.7 
031006  101317  46  30.3280 N  61  14.3080 W   2.0        2.3       12.9       13.3*      75.7 
031006  101318  46  30.3280 N  61  14.3080 W   1.6        2.3       12.9       13.3       75.7 
031006  101320  46  30.3290 N  61  14.3100 W   2.4        2.3       12.9        6.4*      75.7 
031006  101322  46  30.3300 N  61  14.3100 W   1.9        2.3       12.9        6.4       75.7 
031006  101324  46  30.3320 N  61  14.3110 W   2.0        2.3       12.9        6.4       75.7 
031006  101327  46  30.3330 N  61  14.3120 W   1.2        2.3       12.9        9.8*      75.7 
031006  101328  46  30.3340 N  61  14.3120 W   2.3        2.3       12.9        9.8      123.2*
031006  101331  46  30.3350 N  61  14.3130 W   1.7        2.3       12.9       10.4*     123.2 
031006  101332  46  30.3360 N  61  14.3140 W   2.0        2.3       12.9       10.4      123.2 
031006  101334  46  30.3370 N  61  14.3140 W   2.6        2.3       12.9       10.4      123.2 
031006  101336  46  30.3380 N  61  14.3140 W   1.6        2.3       11.7*      10.4      123.2 
031006  101339  46  30.3400 N  61  14.3150 W   1.7        2.3       11.7       10.4       73.0*
031006  101341  46  30.3410 N  61  14.3160 W   1.8        2.3       11.7       10.4       73.0 
031006  101343  46  30.3420 N  61  14.3170 W   2.5        2.3       11.7       10.4       73.0 
031006  101345  46  30.3430 N  61  14.3170 W   1.9        2.3       11.7       10.4       47.9*
031006  101347  46  30.3440 N  61  14.3170 W   2.6        2.3       11.7        8.4*      47.9 
031006  101349  46  30.3460 N  61  14.3180 W   1.7        2.3       11.7        8.4       58.1*
031006  101351  46  30.3460 N  61  14.3180 W   2.6        2.3       11.7        8.4       58.1 
031006  101352  46  30.3470 N  61  14.3190 W   2.4        2.3       11.7       10.0*      58.1 
031006  101355  46  30.3490 N  61  14.3190 W   2.9        2.3       11.7       10.0       55.9*
031006  101357  46  30.3500 N  61  14.3200 W   1.8        2.3       11.7       10.0       55.9 
031006  101359  46  30.3510 N  61  14.3200 W   3.0        2.3       11.7        6.2*      55.9 
031006  101401  46  30.3520 N  61  14.3210 W   1.4        2.3*      11.7        6.2       58.5*
031006  101403  46  30.3540 N  61  14.3220 W   1.9        2.3       11.7        9.3*      58.5 
031006  101405  46  30.3550 N  61  14.3220 W   3.0        2.3       11.7        9.3       75.2*
031006  101407  46  30.3560 N  61  14.3230 W   1.9        2.3       11.7        9.3       75.2 
031006  101409  46  30.3570 N  61  14.3220 W   3.8        2.3       11.7       29.7*      75.2 
031006  101411  46  30.3570 N  61  14.3220 W   1.8        2.3       11.7       29.7       71.3*
031006  101413  46  30.3580 N  61  14.3220 W   3.5        2.3       11.7       29.7       71.3 
031006  101415  46  30.3600 N  61  14.3220 W   0.4        2.3       11.7       29.7       71.3 
031006  101417  46  30.3600 N  61  14.3220 W   3.2        2.3       11.7       29.7       45.7*
031006  101419  46  30.3610 N  61  14.3220 W   0.9        2.3       11.7       29.7       45.7 
031006  101421  46  30.3620 N  61  14.3230 W   2.8        2.3       11.7       29.7       45.7 
031006  101423  46  30.3630 N  61  14.3230 W   2.1        2.3       11.7       29.7       45.7 
031006  101425  46  30.3650 N  61  14.3230 W   2.7        2.3       11.7       29.7       45.7 
