"","date","time","hydrophone","value","signalpower"
"7220","2021-08-18","13:30:18",1,0.075,102
"7221","2021-08-18","13:30:23",1,1.69,104
"7222","2021-08-18","13:30:23",0,1.91,107
"7223","2021-08-18","13:30:33",1,1.46,125
"7224","2021-08-18","13:30:33",0,1.445,120
"7225","2021-08-18","13:30:39",0,1.68,120
"7226","2021-08-18","13:30:39",1,1.68,125
"7227","2021-08-18","13:30:44",1,1.82,117
"7228","2021-08-18","13:30:44",0,1.815,120
"7229","2021-08-18","13:30:49",1,1.905,125
"7230","2021-08-18","13:30:49",0,1.9,120
"7231","2021-08-18","13:30:55",0,1.8,120
"7232","2021-08-18","13:30:55",1,1.815,122
"7233","2021-08-18","13:31:00",0,1.915,120
"7234","2021-08-18","13:31:00",1,1.93,106
"7235","2021-08-18","13:31:05",0,1.685,120
"7236","2021-08-18","13:31:05",1,1.645,124
"7237","2021-08-18","13:31:21",0,1.53,120
"7238","2021-08-18","13:31:21",1,1.53,110
"7239","2021-08-18","13:31:31",1,1.615,121
"7240","2021-08-18","13:31:31",0,1.615,120
"7241","2021-08-18","13:31:36",0,1.765,120
"7242","2021-08-18","13:31:36",1,1.74,117
"7243","2021-08-18","13:31:51",1,2.84,120
"7244","2021-08-18","13:31:51",0,2.86,113
"7245","2021-08-18","13:31:57",1,3.905,120
"7246","2021-08-18","13:31:57",0,3.89,114
"7247","2021-08-18","13:32:03",0,17.485,104
"7248","2021-08-18","13:32:03",1,17.46,118
"7249","2021-08-18","13:32:14",1,2.45,114
"7250","2021-08-18","13:32:14",0,3.27,101
"7251","2021-08-18","13:32:19",1,3.325,106
"7252","2021-08-18","13:32:19",0,3.55,98
"7253","2021-08-18","13:32:35",0,17.525,98
"7254","2021-08-18","13:32:41",0,12.075,100
"7255","2021-08-18","13:32:47",1,6.025,104
"7256","2021-08-18","13:32:47",0,6.585,100
"7257","2021-08-18","13:32:52",1,6.43,101
"7258","2021-08-18","13:32:52",0,4.965,101
"7259","2021-08-18","13:32:58",1,5.175,101
"7260","2021-08-18","13:32:58",0,6.04,108
"7261","2021-08-18","13:33:04",1,5.81,106
"7262","2021-08-18","13:33:04",0,5.875,105
