"","date","time","hydrophone","value","signalpower"
"100689","2021-07-13","09:26:34",0,4.225,104
"100690","2021-07-13","09:26:40",1,7.905,95
"100691","2021-07-13","09:26:40",0,7.9,112
"100692","2021-07-13","09:28:15",1,3.295,107
"100693","2021-07-13","09:28:16",0,3.32,107
"100694","2021-07-13","09:28:21",1,2.79,102
"100695","2021-07-13","09:28:21",0,2.585,108
"100696","2021-07-13","09:28:31",1,3.58,102
"100697","2021-07-13","09:28:31",0,3.695,109
"100698","2021-07-13","09:28:37",1,4.235,103
"100699","2021-07-13","09:28:37",0,4.295,112
"100700","2021-07-13","09:28:42",0,4.85,110
"100701","2021-07-13","09:28:48",0,6.935,106
"100702","2021-07-13","09:32:05",1,6.7,92
"100703","2021-07-13","09:32:05",0,6.675,105
"100704","2021-07-13","09:32:22",1,6.38,96
"100705","2021-07-13","09:32:22",0,6.415,98
"100706","2021-07-13","09:32:27",0,5.915,100
"100707","2021-07-13","09:32:27",1,5.885,94
"100708","2021-07-13","09:32:33",1,8.015,97
"100709","2021-07-13","09:32:33",0,8.035,99
"100710","2021-07-13","09:32:38",0,5.73,94
"100711","2021-07-13","09:32:38",1,5.84,92
"100712","2021-07-13","09:32:44",1,4.95,98
"100713","2021-07-13","09:32:44",0,5.04,100
"100714","2021-07-13","09:32:49",0,5.31,98
"100715","2021-07-13","09:33:00",0,4.945,97
"100716","2021-07-13","09:33:00",1,4.885,95
"100717","2021-07-13","09:33:06",0,5.735,93
"100718","2021-07-13","09:33:06",1,5.71,97
"100719","2021-07-13","09:33:11",1,5.435,91
"100720","2021-07-13","09:33:11",0,4.99,92
"100721","2021-07-13","09:33:17",0,5.04,93
"100722","2021-07-13","09:33:17",1,4.62,93
"100723","2021-07-13","09:33:22",1,5.31,91
"100724","2021-07-13","09:33:22",0,5.315,93
"100725","2021-07-13","09:33:28",0,5.99,92
"100726","2021-07-13","09:33:28",1,5.855,97
"100727","2021-07-13","09:33:33",1,6.56,95
"100728","2021-07-13","09:33:33",0,6.89,87
"100729","2021-07-13","09:33:39",1,6.695,98
"100730","2021-07-13","09:33:39",0,6.24,89
"100731","2021-07-13","09:33:45",0,7.435,99
"100732","2021-07-13","09:33:45",1,7.535,95
"100733","2021-07-13","09:33:50",1,7.845,101
"100734","2021-07-13","09:33:50",0,7.9,94
"100735","2021-07-13","09:33:56",0,8.51,94
"100736","2021-07-13","09:33:56",1,8.465,102
"100737","2021-07-13","09:34:02",1,9.02,107
"100738","2021-07-13","09:34:02",0,9.005,107
"100739","2021-07-13","09:34:08",1,9.215,99
"100740","2021-07-13","09:34:08",0,9.225,98
