"","date","time","hydrophone","value","signalpower"
"40902","2021-09-06","09:02:50",0,2.155,93
"40903","2021-09-06","09:02:50",1,2.145,95
"40904","2021-09-06","09:02:56",0,1.44,89
"40905","2021-09-06","09:02:56",1,2.67,88
"40906","2021-09-06","09:03:01",1,0.315,104
"40907","2021-09-06","09:03:01",0,0.835,98
"40908","2021-09-06","09:03:11",0,1.9,104
"40909","2021-09-06","09:03:49",1,5.945,107
"40910","2021-09-06","09:03:54",1,3.475,105
"40911","2021-09-06","09:03:54",0,4,113
"40912","2021-09-06","09:03:59",1,4.41,111
"40913","2021-09-06","09:03:59",0,4.46,117
"40914","2021-09-06","09:04:05",1,4.915,109
"40915","2021-09-06","09:04:05",0,4.88,117
"40916","2021-09-06","09:04:10",1,4.88,108
"40917","2021-09-06","09:04:10",0,4.925,114
"40918","2021-09-06","09:04:21",1,7.49,110
"40919","2021-09-06","09:04:21",0,7.485,114
"40920","2021-09-06","09:05:02",1,7.425,108
"40921","2021-09-06","09:05:02",0,7.675,111
"40922","2021-09-06","09:05:08",1,7.66,110
"40923","2021-09-06","09:05:08",0,7.775,107
"40924","2021-09-06","09:06:24",1,8.095,101
"40925","2021-09-06","09:06:24",0,8.045,107
"40926","2021-09-06","09:06:30",1,6.725,108
"40927","2021-09-06","09:06:30",0,6.745,103
"40928","2021-09-06","09:06:35",0,6.93,103
"40929","2021-09-06","09:06:35",1,6.965,108
"40930","2021-09-06","09:06:41",1,6.455,109
"40931","2021-09-06","09:06:41",0,6.48,111
"40932","2021-09-06","09:06:47",1,7.95,93
"40933","2021-09-06","09:06:47",0,7.945,103
"40934","2021-09-06","09:06:52",1,6.375,105
"40935","2021-09-06","09:06:52",0,6.385,102
"40936","2021-09-06","09:07:03",1,5.95,104
"40937","2021-09-06","09:07:03",0,5.91,107
"40938","2021-09-06","09:07:08",1,5.675,102
"40939","2021-09-06","09:07:08",0,5.755,102
"40940","2021-09-06","09:07:14",1,5.8,101
"40941","2021-09-06","09:07:14",0,5.72,106
"40942","2021-09-06","09:07:19",0,5.755,105
"40943","2021-09-06","09:07:19",1,5.71,106
"40944","2021-09-06","09:07:25",1,5.75,103
"40945","2021-09-06","09:07:25",0,5.665,107
"40946","2021-09-06","09:07:30",0,5.53,95
"40947","2021-09-06","09:07:30",1,5.45,98
"40948","2021-09-06","09:07:36",0,5.815,108
"40949","2021-09-06","09:07:36",1,5.855,105
"40950","2021-09-06","09:07:41",0,6.31,110
"40951","2021-09-06","09:07:42",1,6.29,103
"40952","2021-09-06","09:07:47",1,6.685,100
"40953","2021-09-06","09:07:47",0,6.565,100
"40954","2021-09-06","09:07:53",0,6.795,99
"40955","2021-09-06","09:07:53",1,6.855,97
"40956","2021-09-06","09:07:58",1,6.845,103
"40957","2021-09-06","09:07:59",0,7.045,109
"40958","2021-09-06","09:08:04",1,7.105,105
"40959","2021-09-06","09:08:04",0,7.13,107
"40960","2021-09-06","09:08:10",0,7.46,101
"40961","2021-09-06","09:08:10",1,8.18,97
"40962","2021-09-06","09:08:15",0,7.355,103
"40963","2021-09-06","09:08:15",1,6.66,100
"40964","2021-09-06","09:08:21",0,7.59,99
"40965","2021-09-06","09:08:21",1,7.595,96
"40966","2021-09-06","09:08:27",0,7.365,98
"40967","2021-09-06","09:08:27",1,7.35,95
"40968","2021-09-06","09:08:32",1,7.345,101
"40969","2021-09-06","09:08:32",0,7.33,101
"40970","2021-09-06","09:08:38",1,7.55,101
"40971","2021-09-06","09:08:38",0,7.465,102
"40972","2021-09-06","09:08:44",0,7.285,106
"40973","2021-09-06","09:08:44",1,7.21,105
"40974","2021-09-06","09:08:54",1,7.805,100
"40975","2021-09-06","09:08:54",0,7.81,97
"40976","2021-09-06","09:09:00",0,7.935,95
"40977","2021-09-06","09:09:00",1,7.94,101
"40978","2021-09-06","09:09:06",1,7.91,97
