% Instrument type = SBE56
% Serial Number = 05607478
% Firmware Version = SBE56 V0.96
% Conversion Date = 2018-09-16
% Source file = C:\Users\Temp\Desktop\MINILOG 2018\test\anchor area 19 2017\SBE05607478_2018-09-16 area 19 2017-2018.xml
% Calibration Date = 2017-01-27
% Coefficients: 
%       A0 = -1.270082E-3
%       A1 = 3.415776E-4
%       A2 = -5.963219E-6
%       A3 = 1.882475E-7
"Date","Time","Temperature"
"2017-08-17","11:10:13","22.9301"
"2017-08-17","12:10:13","22.5669"
"2017-08-17","13:10:13","22.3757"
"2017-08-17","14:10:13","22.3405"
"2017-08-17","15:10:13","22.3823"
"2017-08-17","16:10:13","22.3542"
"2017-08-17","17:10:13","22.3043"
"2017-08-17","18:10:13","22.2915"
"2017-08-17","19:10:13","22.2907"
"2017-08-17","20:10:13","22.2650"
"2017-08-17","21:10:13","22.3239"
"2017-08-17","22:10:13","22.2920"
"2017-08-17","23:10:13","22.3382"
"2017-08-18","00:10:13","22.2996"
"2017-08-18","01:10:13","22.3357"
"2017-08-18","02:10:13","22.2819"
"2017-08-18","03:10:13","22.3161"
"2017-08-18","04:10:13","22.2539"
"2017-08-18","05:10:13","22.2701"
"2017-08-18","06:10:13","22.2426"
"2017-08-18","07:10:13","22.2000"
"2017-08-18","08:10:13","21.9866"
"2017-08-18","09:10:13","19.3972"
"2017-08-18","10:10:13","20.0908"
"2017-08-18","11:10:13","21.4139"
"2017-08-18","12:10:13","22.6106"
"2017-08-18","13:10:13","22.7843"
"2017-08-18","14:10:13","22.3747"
"2017-08-18","15:10:13","24.8721"
"2017-08-18","16:10:13","24.5726"
"2017-08-18","17:10:13","24.3391"
"2017-08-18","18:10:13","23.4628"
"2017-08-18","19:10:13","22.6989"
"2017-08-18","20:10:13","23.7779"
"2017-08-18","21:10:13","24.2402"
"2017-08-18","22:10:13","23.9937"
"2017-08-18","23:10:13","23.5718"
"2017-08-19","00:10:13","23.2951"
"2017-08-19","01:10:13","23.1661"
"2017-08-19","02:10:13","23.0576"
"2017-08-19","03:10:13","22.9248"
"2017-08-19","04:10:13","22.7126"
"2017-08-19","05:10:13","22.6346"
"2017-08-19","06:10:13","22.6320"
"2017-08-19","07:10:13","22.4679"
"2017-08-19","08:10:13","22.3630"
"2017-08-19","09:10:13","22.4101"
"2017-08-19","10:10:13","22.6453"
"2017-08-19","11:10:13","22.9541"
"2017-08-19","12:10:13","23.3427"
"2017-08-19","13:10:13","23.6648"
"2017-08-19","14:10:13","24.0315"
"2017-08-19","15:10:13","24.3709"
"2017-08-19","16:10:13","24.7258"
"2017-08-19","17:10:13","24.5588"
"2017-08-19","18:10:13","24.5272"
"2017-08-19","19:10:13","24.4685"
"2017-08-19","20:10:13","24.3774"
"2017-08-19","21:10:13","24.2852"
"2017-08-19","22:10:13","24.2126"
"2017-08-19","23:10:13","24.1414"
"2017-08-20","00:10:13","24.0762"
"2017-08-20","01:10:13","23.9664"
"2017-08-20","02:10:13","23.8094"
"2017-08-20","03:10:13","23.6511"
"2017-08-20","04:10:13","23.5160"
"2017-08-20","05:10:13","23.3984"
"2017-08-20","06:10:13","23.3127"
"2017-08-20","07:10:13","23.2472"
"2017-08-20","08:10:13","23.2679"
"2017-08-20","09:10:13","23.2506"
"2017-08-20","10:10:13","23.2540"
"2017-08-20","11:10:13","23.3543"
"2017-08-20","12:10:13","23.4958"
"2017-08-20","13:10:13","23.6346"
"2017-08-20","14:10:13","23.7996"
"2017-08-20","15:10:13","23.9741"
"2017-08-20","16:10:13","24.0051"
"2017-08-20","17:10:13","24.0154"
"2017-08-20","18:10:13","23.9569"
"2017-08-20","19:10:13","23.9700"
"2017-08-20","20:10:13","24.0240"
"2017-08-20","21:10:13","24.0470"
"2017-08-20","22:10:13","23.9393"
"2017-08-20","23:10:13","23.8456"
"2017-08-21","00:10:13","23.5962"
"2017-08-21","01:10:13","23.4868"
"2017-08-21","02:10:13","23.2638"
"2017-08-21","03:10:13","23.0363"
"2017-08-21","04:10:13","22.8698"
"2017-08-21","05:10:13","22.6880"
"2017-08-21","06:10:13","22.6557"
