Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_6385_20180709_1.vld
Source Device: Minilog-TD-6385
Study Description: test 3
Minilog Initialized: 2018-07-09 15:29:30 (UTC-3)
Study Start Time: 2018-07-09 15:29:30
Study Stop Time: 2018-07-09 15:32:19
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-07-09,15:29:30,20.96,7.60
2018-07-09,15:29:31,20.96,7.60
2018-07-09,15:29:32,20.96,7.60
2018-07-09,15:29:33,20.96,7.60
2018-07-09,15:29:34,20.96,7.60
2018-07-09,15:29:35,20.96,7.60
2018-07-09,15:29:36,20.96,7.60
2018-07-09,15:29:37,20.96,7.60
2018-07-09,15:29:38,20.96,7.60
2018-07-09,15:29:39,20.96,7.60
2018-07-09,15:29:40,20.96,7.60
2018-07-09,15:29:41,20.96,7.60
2018-07-09,15:29:42,20.96,7.60
2018-07-09,15:29:43,20.96,7.60
2018-07-09,15:29:44,20.96,7.60
2018-07-09,15:29:45,20.96,7.60
2018-07-09,15:29:46,20.96,7.60
2018-07-09,15:29:47,20.96,7.60
2018-07-09,15:29:48,20.96,7.60
2018-07-09,15:29:49,20.96,7.60
2018-07-09,15:29:50,20.96,7.60
2018-07-09,15:29:51,20.96,7.60
2018-07-09,15:29:52,20.96,7.60
2018-07-09,15:29:53,20.96,7.60
2018-07-09,15:29:54,20.96,7.60
2018-07-09,15:29:55,20.96,7.60
2018-07-09,15:29:56,20.96,7.60
2018-07-09,15:29:57,20.96,7.60
2018-07-09,15:29:58,20.96,7.60
2018-07-09,15:29:59,20.96,7.60
2018-07-09,15:30:00,20.96,7.60
2018-07-09,15:30:01,20.96,7.60
2018-07-09,15:30:02,20.96,7.60
2018-07-09,15:30:03,20.96,7.60
2018-07-09,15:30:04,20.96,7.60
2018-07-09,15:30:05,20.96,7.60
2018-07-09,15:30:06,20.96,7.60
2018-07-09,15:30:07,20.96,7.60
2018-07-09,15:30:08,20.96,7.60
2018-07-09,15:30:09,20.96,7.60
2018-07-09,15:30:10,20.96,7.60
2018-07-09,15:30:11,20.96,7.60
2018-07-09,15:30:12,20.96,7.60
2018-07-09,15:30:13,20.96,7.60
2018-07-09,15:30:14,20.96,7.60
2018-07-09,15:30:15,20.96,7.60
2018-07-09,15:30:16,20.96,7.60
2018-07-09,15:30:17,20.96,7.60
2018-07-09,15:30:18,20.96,7.60
2018-07-09,15:30:19,20.96,7.60
2018-07-09,15:30:20,20.96,7.60
2018-07-09,15:30:21,20.96,7.60
2018-07-09,15:30:22,20.96,7.60
2018-07-09,15:30:23,21.12,7.60
2018-07-09,15:30:24,20.96,7.60
2018-07-09,15:30:25,21.12,7.60
2018-07-09,15:30:26,20.96,7.60
2018-07-09,15:30:27,20.96,7.60
2018-07-09,15:30:28,21.12,7.60
2018-07-09,15:30:29,20.96,7.60
2018-07-09,15:30:30,21.12,7.60
2018-07-09,15:30:31,21.12,7.60
2018-07-09,15:30:32,21.12,7.60
2018-07-09,15:30:33,21.12,7.60
2018-07-09,15:30:34,21.12,7.60
2018-07-09,15:30:35,21.12,7.60
2018-07-09,15:30:36,21.12,7.60
2018-07-09,15:30:37,21.12,7.60
2018-07-09,15:30:38,21.12,7.60
2018-07-09,15:30:39,21.12,7.60
2018-07-09,15:30:40,21.12,7.60
2018-07-09,15:30:41,21.12,7.60
2018-07-09,15:30:42,21.12,7.60
2018-07-09,15:30:43,21.12,7.60
2018-07-09,15:30:44,21.12,7.60
2018-07-09,15:30:45,21.12,7.60
2018-07-09,15:30:46,21.12,7.60
2018-07-09,15:30:47,21.12,7.60
2018-07-09,15:30:48,21.12,7.60
2018-07-09,15:30:49,21.12,7.60
2018-07-09,15:30:50,21.28,7.60
2018-07-09,15:30:51,21.12,7.60
2018-07-09,15:30:52,21.28,7.60
2018-07-09,15:30:53,21.28,7.60
2018-07-09,15:30:54,21.12,7.60
2018-07-09,15:30:55,21.28,7.60
2018-07-09,15:30:56,21.28,7.60
2018-07-09,15:30:57,21.28,7.60
2018-07-09,15:30:58,21.28,7.60
2018-07-09,15:30:59,21.28,7.60
2018-07-09,15:31:00,21.28,7.60
2018-07-09,15:31:01,21.28,7.60
2018-07-09,15:31:02,21.28,7.60
2018-07-09,15:31:03,21.28,7.60
2018-07-09,15:31:04,21.28,7.60
2018-07-09,15:31:05,21.28,7.60
2018-07-09,15:31:06,21.28,7.60
2018-07-09,15:31:07,21.28,7.60
2018-07-09,15:31:08,21.28,7.60
2018-07-09,15:31:09,21.28,7.60
2018-07-09,15:31:10,21.28,7.60
2018-07-09,15:31:11,21.28,7.60
2018-07-09,15:31:12,21.28,7.60
2018-07-09,15:31:13,21.28,7.60
2018-07-09,15:31:14,21.28,7.60
2018-07-09,15:31:15,21.28,7.60
2018-07-09,15:31:16,21.28,7.60
2018-07-09,15:31:17,21.28,7.60
2018-07-09,15:31:18,21.28,7.60
2018-07-09,15:31:19,21.28,7.60
2018-07-09,15:31:20,21.43,7.60
2018-07-09,15:31:21,21.43,7.60
2018-07-09,15:31:22,21.28,7.60
2018-07-09,15:31:23,21.28,7.60
2018-07-09,15:31:24,21.43,7.60
2018-07-09,15:31:25,21.43,7.60
2018-07-09,15:31:26,21.43,7.60
2018-07-09,15:31:27,21.43,7.60
2018-07-09,15:31:28,21.43,7.60
2018-07-09,15:31:29,21.43,7.60
2018-07-09,15:31:30,21.43,7.60
2018-07-09,15:31:31,21.43,7.60
2018-07-09,15:31:32,21.43,7.60
2018-07-09,15:31:33,21.43,7.60
2018-07-09,15:31:34,21.43,7.60
2018-07-09,15:31:35,21.43,7.60
2018-07-09,15:31:36,21.43,7.60
2018-07-09,15:31:37,21.43,7.60
2018-07-09,15:31:38,21.43,7.60
2018-07-09,15:31:39,21.43,7.60
2018-07-09,15:31:40,21.43,7.60
2018-07-09,15:31:41,21.43,7.60
2018-07-09,15:31:42,21.43,7.60
2018-07-09,15:31:43,21.43,7.60
2018-07-09,15:31:44,21.43,7.60
2018-07-09,15:31:45,21.43,7.60
2018-07-09,15:31:46,21.43,7.60
2018-07-09,15:31:47,21.43,7.60
2018-07-09,15:31:48,21.43,7.60
2018-07-09,15:31:49,21.59,7.60
2018-07-09,15:31:50,21.59,7.60
2018-07-09,15:31:51,21.59,7.60
2018-07-09,15:31:52,21.59,7.60
2018-07-09,15:31:53,21.59,7.60
2018-07-09,15:31:54,21.59,7.60
2018-07-09,15:31:55,21.59,7.60
2018-07-09,15:31:56,21.59,7.60
2018-07-09,15:31:57,21.59,7.60
2018-07-09,15:31:58,21.59,7.60
2018-07-09,15:31:59,21.59,7.60
2018-07-09,15:32:00,21.43,7.60
2018-07-09,15:32:01,21.43,7.60
2018-07-09,15:32:02,21.43,7.60
2018-07-09,15:32:03,21.59,7.60
2018-07-09,15:32:04,21.59,7.60
2018-07-09,15:32:05,21.59,7.60
2018-07-09,15:32:06,21.59,7.60
2018-07-09,15:32:07,21.59,7.60
2018-07-09,15:32:08,21.59,7.60
2018-07-09,15:32:09,21.59,7.60
2018-07-09,15:32:10,21.59,7.60
2018-07-09,15:32:11,21.59,7.60
2018-07-09,15:32:12,21.59,7.60
2018-07-09,15:32:13,21.59,7.60
2018-07-09,15:32:14,21.59,7.60
2018-07-09,15:32:15,21.75,7.60
2018-07-09,15:32:16,21.59,7.60
2018-07-09,15:32:17,21.75,11.40
2018-07-09,15:32:18,21.59,7.60
2018-07-09,15:32:19,21.75,7.60
