Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4338_20180817_1.vld
Source Device: Minilog-TD-4338
Study Description: GP103F
Minilog Initialized: 2018-08-17 18:10:55 (UTC-3)
Study Start Time: 2018-08-17 18:10:55
Study Stop Time: 2018-08-17 18:55:04
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-08-17,18:10:55,20.62,-1.99
2018-08-17,18:10:56,20.62,-1.99
2018-08-17,18:10:57,20.62,-1.99
2018-08-17,18:10:58,20.62,-1.99
2018-08-17,18:10:59,20.62,-1.99
2018-08-17,18:11:00,20.62,-1.99
2018-08-17,18:11:01,20.62,-1.99
2018-08-17,18:11:02,20.62,0.00
2018-08-17,18:11:03,20.62,-1.99
2018-08-17,18:11:04,20.62,0.00
2018-08-17,18:11:05,20.62,0.00
2018-08-17,18:11:06,20.62,0.00
2018-08-17,18:11:07,20.62,-1.99
2018-08-17,18:11:08,20.62,0.00
2018-08-17,18:11:09,20.62,-1.99
2018-08-17,18:11:10,20.62,-1.99
2018-08-17,18:11:11,20.62,-1.99
2018-08-17,18:11:12,20.62,-1.99
2018-08-17,18:11:13,20.62,-1.99
2018-08-17,18:11:14,20.62,-1.99
2018-08-17,18:11:15,20.62,-1.99
2018-08-17,18:11:16,20.62,-1.99
2018-08-17,18:11:17,20.62,-1.99
2018-08-17,18:11:18,20.62,-1.99
2018-08-17,18:11:19,20.62,0.00
2018-08-17,18:11:20,20.62,0.00
2018-08-17,18:11:21,20.62,0.00
2018-08-17,18:11:22,20.62,0.00
2018-08-17,18:11:23,20.62,0.00
2018-08-17,18:11:24,20.62,0.00
2018-08-17,18:11:25,20.62,0.00
2018-08-17,18:11:26,20.62,-1.99
2018-08-17,18:11:27,20.62,-1.99
2018-08-17,18:11:28,20.62,-1.99
2018-08-17,18:11:29,20.62,-1.99
2018-08-17,18:11:30,20.62,0.00
2018-08-17,18:11:31,20.62,-1.99
2018-08-17,18:11:32,20.62,-1.99
