% Instrument type = SBE56
% Serial Number = 05607476
% Firmware Version = SBE56 V0.96
% Conversion Date = 2018-08-31
% Source file = C:\Users\Temp\Desktop\MINILOG 2018\SBE05607476_bradelle_2017.xml
% Calibration Date = 2017-01-27
% Coefficients: 
%       A0 = -1.347736E-3
%       A1 = 3.513584E-4
%       A2 = -6.481468E-6
%       A3 = 2.001875E-7
"Date","Time","Temperature"
"2017-08-17","11:01:12","23.0154"
"2017-08-17","12:01:12","22.7034"
"2017-08-17","13:01:12","22.5124"
"2017-08-17","14:01:12","22.3960"
"2017-08-17","15:01:12","22.3799"
"2017-08-17","16:01:12","22.3765"
"2017-08-17","17:01:12","22.3114"
"2017-08-17","18:01:12","22.3248"
"2017-08-17","19:01:12","22.2749"
"2017-08-17","20:01:12","22.3095"
"2017-08-17","21:01:12","22.2900"
"2017-08-17","22:01:12","22.3297"
"2017-08-17","23:01:12","22.2997"
"2017-08-18","00:01:12","22.3222"
"2017-08-18","01:01:12","22.3046"
"2017-08-18","02:01:12","22.3129"
"2017-08-18","03:01:12","22.2870"
"2017-08-18","04:01:12","22.3016"
"2017-08-18","05:01:12","22.2520"
"2017-08-18","06:01:12","22.2708"
"2017-08-18","07:01:12","22.2417"
"2017-08-18","08:01:12","22.0629"
"2017-08-18","09:01:12","20.9098"
"2017-08-18","10:01:12","19.8159"
"2017-08-18","11:01:12","20.7395"
"2017-08-18","12:01:12","21.8614"
"2017-08-18","13:01:12","22.9542"
"2017-08-18","14:01:12","22.0745"
"2017-08-18","15:01:12","24.4541"
"2017-08-18","16:01:12","24.9249"
"2017-08-18","17:01:12","24.9031"
"2017-08-18","18:01:12","23.8847"
"2017-08-18","19:01:12","22.8023"
"2017-08-18","20:01:12","23.9691"
"2017-08-18","21:01:12","24.1504"
"2017-08-18","22:01:12","23.8172"
"2017-08-18","23:01:12","23.3621"
"2017-08-19","00:01:12","23.1362"
"2017-08-19","01:01:12","23.0674"
"2017-08-19","02:01:12","22.9801"
"2017-08-19","03:01:12","22.8523"
"2017-08-19","04:01:12","22.6351"
"2017-08-19","05:01:12","22.5938"
"2017-08-19","06:01:12","22.6410"
"2017-08-19","07:01:12","22.3878"
"2017-08-19","08:01:12","22.2449"
"2017-08-19","09:01:12","22.2986"
"2017-08-19","10:01:12","22.5590"
"2017-08-19","11:01:12","22.8038"
"2017-08-19","12:01:12","23.1724"
"2017-08-19","13:01:12","23.4534"
"2017-08-19","14:01:12","23.7960"
"2017-08-19","15:01:12","24.1600"
"2017-08-19","16:01:12","24.5692"
"2017-08-19","17:01:12","24.3088"
