Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4338_20180723_GP072F.vld
Source Device: Minilog-TD-4338
Study Description: GP072F
Minilog Initialized: 2018-07-23 05:21:52 (UTC-3)
Study Start Time: 2018-07-23 05:21:52
Study Stop Time: 2018-07-23 06:28:01
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-07-23,05:21:52,20.62,-1.99
2018-07-23,05:21:53,20.62,0.00
2018-07-23,05:21:54,20.62,-1.99
2018-07-23,05:21:55,20.62,0.00
2018-07-23,05:21:56,20.62,0.00
2018-07-23,05:21:57,20.62,0.00
2018-07-23,05:21:58,20.62,-1.99
2018-07-23,05:21:59,20.62,-1.99
2018-07-23,05:22:00,20.62,-1.99
2018-07-23,05:22:01,20.62,0.00
2018-07-23,05:22:02,20.62,-1.99
2018-07-23,05:22:03,20.62,0.00
2018-07-23,05:22:04,20.62,0.00
2018-07-23,05:22:05,20.62,-1.99
2018-07-23,05:22:06,20.62,0.00
2018-07-23,05:22:07,20.62,-1.99
2018-07-23,05:22:08,20.62,-1.99
2018-07-23,05:22:09,20.62,-1.99
2018-07-23,05:22:10,20.62,-1.99
2018-07-23,05:22:11,20.62,-1.99
2018-07-23,05:22:12,20.62,-1.99
2018-07-23,05:22:13,20.62,-1.99
2018-07-23,05:22:14,20.62,-1.99
2018-07-23,05:22:15,20.62,0.00
2018-07-23,05:22:16,20.62,-1.99
2018-07-23,05:22:17,20.62,0.00
2018-07-23,05:22:18,20.62,-1.99
2018-07-23,05:22:19,20.62,-1.99
2018-07-23,05:22:20,20.62,-1.99
2018-07-23,05:22:21,20.62,-1.99
2018-07-23,05:22:22,20.62,-1.99
2018-07-23,05:22:23,20.62,0.00
2018-07-23,05:22:24,20.62,0.00
2018-07-23,05:22:25,20.62,0.00
2018-07-23,05:22:26,20.62,0.00
2018-07-23,05:22:27,20.62,0.00
2018-07-23,05:22:28,20.62,0.00
2018-07-23,05:22:29,20.62,-1.99
2018-07-23,05:22:30,20.62,0.00
2018-07-23,05:22:31,20.62,-1.99
2018-07-23,05:22:32,20.62,-1.99
2018-07-23,05:22:33,20.62,-1.99
2018-07-23,05:22:34,20.62,-1.99
2018-07-23,05:22:35,20.62,-1.99
2018-07-23,05:22:36,20.62,-1.99
2018-07-23,05:22:37,20.62,-1.99
2018-07-23,05:22:38,20.62,-1.99
2018-07-23,05:22:39,20.62,-1.99
2018-07-23,05:22:40,20.62,-1.99
2018-07-23,05:22:41,20.62,-1.99
2018-07-23,05:22:42,20.62,-1.99
2018-07-23,05:22:43,20.62,-1.99
2018-07-23,05:22:44,20.62,-1.99
2018-07-23,05:22:45,20.62,-1.99
2018-07-23,05:22:46,20.62,-1.99
2018-07-23,05:22:47,20.62,-1.99
2018-07-23,05:22:48,20.62,-1.99
2018-07-23,05:22:49,20.62,-1.99
2018-07-23,05:22:50,20.62,-1.99
2018-07-23,05:22:51,20.62,-1.99
2018-07-23,05:22:52,20.62,-1.99
2018-07-23,05:22:53,20.62,-1.99
2018-07-23,05:22:54,20.62,-1.99
2018-07-23,05:22:55,20.62,-1.99
2018-07-23,05:22:56,20.62,-1.99
2018-07-23,05:22:57,20.62,-1.99
2018-07-23,05:22:58,20.62,-1.99
2018-07-23,05:22:59,20.62,-1.99
2018-07-23,05:23:00,20.62,-1.99
2018-07-23,05:23:01,20.62,-1.99
2018-07-23,05:23:02,20.62,-1.99
2018-07-23,05:23:03,20.62,-1.99
2018-07-23,05:23:04,20.62,-1.99
2018-07-23,05:23:05,20.62,-1.99
2018-07-23,05:23:06,20.62,-3.98
2018-07-23,05:23:07,20.62,-1.99
2018-07-23,05:23:08,20.62,-1.99
2018-07-23,05:23:09,20.62,-3.98
2018-07-23,05:23:10,20.62,-1.99
2018-07-23,05:23:11,20.62,-3.98
2018-07-23,05:23:12,20.62,-1.99
2018-07-23,05:23:13,20.62,-1.99
2018-07-23,05:23:14,20.62,-1.99
2018-07-23,05:23:15,20.62,-1.99
2018-07-23,05:23:16,20.62,-1.99
2018-07-23,05:23:17,20.62,-1.99
2018-07-23,05:23:18,20.62,-1.99
2018-07-23,05:23:19,20.62,-1.99
2018-07-23,05:23:20,20.52,-1.99
2018-07-23,05:23:21,20.52,-1.99
2018-07-23,05:23:22,20.52,-1.99
2018-07-23,05:23:23,20.52,-1.99
2018-07-23,05:23:24,20.52,-1.99
2018-07-23,05:23:25,20.52,-1.99
2018-07-23,05:23:26,20.52,-1.99
2018-07-23,05:23:27,20.52,-1.99
2018-07-23,05:23:28,20.52,-1.99
2018-07-23,05:23:29,20.52,-1.99
2018-07-23,05:23:30,20.52,-1.99
2018-07-23,05:23:31,20.42,-1.99
2018-07-23,05:23:32,20.52,0.00
2018-07-23,05:23:33,20.42,-1.99
2018-07-23,05:23:34,20.42,-1.99
2018-07-23,05:23:35,20.42,0.00
2018-07-23,05:23:36,20.42,-1.99
2018-07-23,05:23:37,20.32,-1.99
2018-07-23,05:23:38,20.32,-1.99
2018-07-23,05:23:39,20.32,-1.99
2018-07-23,05:23:40,20.32,-1.99
2018-07-23,05:23:41,20.21,-1.99
2018-07-23,05:23:42,20.21,-1.99
2018-07-23,05:23:43,20.11,-1.99
2018-07-23,05:23:44,20.11,0.00
2018-07-23,05:23:45,20.01,-1.99
2018-07-23,05:23:46,20.01,-1.99
2018-07-23,05:23:47,19.91,-1.99
2018-07-23,05:23:48,19.91,-1.99
2018-07-23,05:23:49,19.91,-1.99
2018-07-23,05:23:50,19.91,-1.99
2018-07-23,05:23:51,19.91,-1.99
2018-07-23,05:23:52,19.91,-1.99
2018-07-23,05:23:53,19.81,-1.99
2018-07-23,05:23:54,19.81,-1.99
2018-07-23,05:23:55,19.81,-1.99
2018-07-23,05:23:56,19.71,-1.99
2018-07-23,05:23:57,19.71,-1.99
2018-07-23,05:23:58,19.71,-1.99
2018-07-23,05:23:59,19.71,-1.99
2018-07-23,05:24:00,19.71,-1.99
2018-07-23,05:24:01,19.71,-1.99
2018-07-23,05:24:02,19.71,-1.99
2018-07-23,05:24:03,19.71,-1.99
2018-07-23,05:24:04,19.71,-1.99
2018-07-23,05:24:05,19.71,-1.99
2018-07-23,05:24:06,19.71,-1.99
2018-07-23,05:24:07,19.71,-1.99
2018-07-23,05:24:08,19.71,-1.99
2018-07-23,05:24:09,19.71,-1.99
2018-07-23,05:24:10,19.41,-9.94
2018-07-23,05:24:11,17.93,-5.97
2018-07-23,05:24:12,16.95,-7.96
2018-07-23,05:24:13,16.37,-5.97
2018-07-23,05:24:14,16.08,-5.97
2018-07-23,05:24:15,15.88,-3.98
2018-07-23,05:24:16,15.79,-3.98
2018-07-23,05:24:17,15.59,-5.97
2018-07-23,05:24:18,15.59,-3.98
2018-07-23,05:24:19,15.59,-3.98
2018-07-23,05:24:20,15.59,-3.98
2018-07-23,05:24:21,15.50,-3.98
