Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4407_20180711_1.vld
Source Device: Minilog-TD-4407
Study Description: test ice
Minilog Initialized: 2018-07-11 09:02:51 (UTC-3)
Study Start Time: 2018-07-11 09:02:51
Study Stop Time: 2018-07-11 10:23:30
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-07-11,09:02:51,20.62,-1.92
2018-07-11,09:02:52,20.62,-1.92
2018-07-11,09:02:53,20.62,-1.92
2018-07-11,09:02:54,20.62,-1.92
2018-07-11,09:02:55,20.62,-1.92
2018-07-11,09:02:56,20.62,-1.92
2018-07-11,09:02:57,20.62,-1.92
2018-07-11,09:02:58,20.62,-1.92
2018-07-11,09:02:59,20.62,-1.92
2018-07-11,09:03:00,20.62,-1.92
2018-07-11,09:03:01,20.62,-1.92
2018-07-11,09:03:02,20.62,-1.92
2018-07-11,09:03:03,20.62,-1.92
2018-07-11,09:03:04,20.62,-1.92
2018-07-11,09:03:05,20.62,-1.92
2018-07-11,09:03:06,20.62,-1.92
2018-07-11,09:03:07,20.62,-1.92
2018-07-11,09:03:08,20.62,-1.92
2018-07-11,09:03:09,20.62,-1.92
2018-07-11,09:03:10,20.62,-1.92
2018-07-11,09:03:11,20.62,-1.92
2018-07-11,09:03:12,20.62,-1.92
2018-07-11,09:03:13,20.62,-1.92
2018-07-11,09:03:14,20.62,-1.92
2018-07-11,09:03:15,20.62,-1.92
2018-07-11,09:03:16,20.62,-1.92
2018-07-11,09:03:17,20.62,-1.92
2018-07-11,09:03:18,20.62,-1.92
2018-07-11,09:03:19,20.62,-1.92
2018-07-11,09:03:20,20.62,-1.92
2018-07-11,09:03:21,20.62,-1.92
2018-07-11,09:03:22,20.62,-1.92
2018-07-11,09:03:23,20.62,-1.92
2018-07-11,09:03:24,20.62,-1.92
2018-07-11,09:03:25,20.62,-1.92
2018-07-11,09:03:26,20.62,-1.92
2018-07-11,09:03:27,20.62,-1.92
2018-07-11,09:03:28,20.62,-1.92
2018-07-11,09:03:29,20.62,-1.92
2018-07-11,09:03:30,20.62,-1.92
2018-07-11,09:03:31,20.62,-1.92
2018-07-11,09:03:32,20.62,-1.92
2018-07-11,09:03:33,20.62,-1.92
2018-07-11,09:03:34,20.62,-1.92
2018-07-11,09:03:35,20.62,-1.92
2018-07-11,09:03:36,20.62,-1.92
2018-07-11,09:03:37,20.62,-1.92
2018-07-11,09:03:38,20.62,-1.92
