Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_6193_20180711_1.vld
Source Device: Minilog-TD-6193
Study Description: test ice
Minilog Initialized: 2018-07-11 09:01:23 (UTC-3)
Study Start Time: 2018-07-11 09:01:23
Study Stop Time: 2018-07-11 10:27:52
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-07-11,09:01:23,20.80,6.98
2018-07-11,09:01:24,20.96,6.98
2018-07-11,09:01:25,20.80,6.98
2018-07-11,09:01:26,20.80,6.98
2018-07-11,09:01:27,20.96,6.98
2018-07-11,09:01:28,20.96,6.98
2018-07-11,09:01:29,20.96,6.98
2018-07-11,09:01:30,20.96,6.98
2018-07-11,09:01:31,20.96,6.98
2018-07-11,09:01:32,20.96,6.98
2018-07-11,09:01:33,20.96,6.98
2018-07-11,09:01:34,20.96,6.98
2018-07-11,09:01:35,20.96,6.98
2018-07-11,09:01:36,20.96,6.98
2018-07-11,09:01:37,20.96,6.98
2018-07-11,09:01:38,20.96,6.98
2018-07-11,09:01:39,20.96,6.98
2018-07-11,09:01:40,20.96,6.98
2018-07-11,09:01:41,20.96,6.98
2018-07-11,09:01:42,20.96,6.98
2018-07-11,09:01:43,20.96,6.98
2018-07-11,09:01:44,20.96,6.98
2018-07-11,09:01:45,20.96,6.98
2018-07-11,09:01:46,20.96,6.98
2018-07-11,09:01:47,20.96,6.98
2018-07-11,09:01:48,20.96,6.98
2018-07-11,09:01:49,20.96,6.98
2018-07-11,09:01:50,20.96,6.98
2018-07-11,09:01:51,20.96,6.98
2018-07-11,09:01:52,20.96,6.98
2018-07-11,09:01:53,20.96,6.98
2018-07-11,09:01:54,20.96,6.98
2018-07-11,09:01:55,20.96,6.98
2018-07-11,09:01:56,20.96,6.98
2018-07-11,09:01:57,20.96,6.98
2018-07-11,09:01:58,20.96,6.98
2018-07-11,09:01:59,20.96,6.98
2018-07-11,09:02:00,20.96,6.98
2018-07-11,09:02:01,20.96,6.98
2018-07-11,09:02:02,20.96,6.98
2018-07-11,09:02:03,20.96,6.98
2018-07-11,09:02:04,20.96,6.98
2018-07-11,09:02:05,20.96,6.98
2018-07-11,09:02:06,20.96,6.98
2018-07-11,09:02:07,20.96,6.98
2018-07-11,09:02:08,20.96,6.98
2018-07-11,09:02:09,20.96,6.98
2018-07-11,09:02:10,20.96,6.98
2018-07-11,09:02:11,20.96,6.98
2018-07-11,09:02:12,20.96,6.98
2018-07-11,09:02:13,20.96,6.98
2018-07-11,09:02:14,20.96,6.98
2018-07-11,09:02:15,20.96,6.98
2018-07-11,09:02:16,20.96,6.98
2018-07-11,09:02:17,20.96,6.98
2018-07-11,09:02:18,20.96,6.98
2018-07-11,09:02:19,20.96,6.98
2018-07-11,09:02:20,20.96,6.98
2018-07-11,09:02:21,20.96,6.98
2018-07-11,09:02:22,20.96,6.98
2018-07-11,09:02:23,20.96,6.98
2018-07-11,09:02:24,20.96,6.98
2018-07-11,09:02:25,21.12,6.98
2018-07-11,09:02:26,20.96,6.98
2018-07-11,09:02:27,20.96,6.98
2018-07-11,09:02:28,20.96,6.98
2018-07-11,09:02:29,20.96,6.98
2018-07-11,09:02:30,20.96,6.98
2018-07-11,09:02:31,21.12,6.98
2018-07-11,09:02:32,20.96,6.98
2018-07-11,09:02:33,20.96,6.98
2018-07-11,09:02:34,20.96,6.98
2018-07-11,09:02:35,20.96,6.98
2018-07-11,09:02:36,21.12,6.98
2018-07-11,09:02:37,21.12,6.98
