Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4338_20180802_1.vld
Source Device: Minilog-TD-4338
Study Description: GP141F
Minilog Initialized: 2018-08-02 07:25:00 (UTC-3)
Study Start Time: 2018-08-02 07:25:00
Study Stop Time: 2018-08-02 08:00:09
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-08-02,07:25:00,20.62,-1.99
2018-08-02,07:25:01,20.62,-1.99
2018-08-02,07:25:02,20.62,-1.99
2018-08-02,07:25:03,20.62,0.00
2018-08-02,07:25:04,20.62,0.00
2018-08-02,07:25:05,20.62,0.00
2018-08-02,07:25:06,20.62,0.00
2018-08-02,07:25:07,20.62,-1.99
2018-08-02,07:25:08,20.62,0.00
2018-08-02,07:25:09,20.62,-1.99
2018-08-02,07:25:10,20.62,-1.99
2018-08-02,07:25:11,20.62,0.00
2018-08-02,07:25:12,20.62,-1.99
2018-08-02,07:25:13,20.62,-1.99
2018-08-02,07:25:14,20.62,0.00
2018-08-02,07:25:15,20.62,-1.99
2018-08-02,07:25:16,20.62,0.00
2018-08-02,07:25:17,20.62,0.00
2018-08-02,07:25:18,20.62,0.00
2018-08-02,07:25:19,20.62,-1.99
2018-08-02,07:25:20,20.62,0.00
2018-08-02,07:25:21,20.62,0.00
2018-08-02,07:25:22,20.62,0.00
2018-08-02,07:25:23,20.62,0.00
2018-08-02,07:25:24,20.62,0.00
2018-08-02,07:25:25,20.62,0.00
2018-08-02,07:25:26,20.62,0.00
2018-08-02,07:25:27,20.62,0.00
2018-08-02,07:25:28,20.62,0.00
2018-08-02,07:25:29,20.62,-1.99
2018-08-02,07:25:30,20.62,0.00
2018-08-02,07:25:31,20.62,-1.99
2018-08-02,07:25:32,20.62,-1.99
2018-08-02,07:25:33,20.62,-1.99
2018-08-02,07:25:34,20.62,0.00
2018-08-02,07:25:35,20.62,-1.99
2018-08-02,07:25:36,20.62,-1.99
2018-08-02,07:25:37,20.62,-1.99
2018-08-02,07:25:38,20.62,0.00
2018-08-02,07:25:39,20.62,0.00
2018-08-02,07:25:40,20.62,-1.99
2018-08-02,07:25:41,20.62,0.00
2018-08-02,07:25:42,20.62,0.00
2018-08-02,07:25:43,20.62,0.00
2018-08-02,07:25:44,20.62,0.00
2018-08-02,07:25:45,20.62,0.00
2018-08-02,07:25:46,20.62,0.00
2018-08-02,07:25:47,20.62,0.00
2018-08-02,07:25:48,20.62,0.00
2018-08-02,07:25:49,20.62,0.00
2018-08-02,07:25:50,20.62,0.00
2018-08-02,07:25:51,20.62,-1.99
2018-08-02,07:25:52,20.62,-1.99
2018-08-02,07:25:53,20.62,0.00
2018-08-02,07:25:54,20.62,0.00
2018-08-02,07:25:55,20.62,0.00
2018-08-02,07:25:56,20.62,0.00
2018-08-02,07:25:57,20.62,0.00
2018-08-02,07:25:58,20.62,0.00
2018-08-02,07:25:59,20.62,0.00
2018-08-02,07:26:00,20.62,0.00
2018-08-02,07:26:01,20.62,-1.99
2018-08-02,07:26:02,20.62,0.00
2018-08-02,07:26:03,20.62,0.00
2018-08-02,07:26:04,20.62,0.00
2018-08-02,07:26:05,20.62,-1.99
2018-08-02,07:26:06,20.62,0.00
2018-08-02,07:26:07,20.62,-1.99
2018-08-02,07:26:08,20.62,0.00
2018-08-02,07:26:09,20.62,0.00
2018-08-02,07:26:10,20.62,0.00
2018-08-02,07:26:11,20.62,-1.99
2018-08-02,07:26:12,20.62,0.00
2018-08-02,07:26:13,20.62,0.00
2018-08-02,07:26:14,20.62,0.00
2018-08-02,07:26:15,20.62,0.00
2018-08-02,07:26:16,20.62,0.00
2018-08-02,07:26:17,20.62,0.00
2018-08-02,07:26:18,20.62,0.00
2018-08-02,07:26:19,20.62,0.00
2018-08-02,07:26:20,20.62,0.00
2018-08-02,07:26:21,20.62,0.00
2018-08-02,07:26:22,20.62,0.00
2018-08-02,07:26:23,20.62,0.00
2018-08-02,07:26:24,20.62,0.00
2018-08-02,07:26:25,20.62,-1.99
2018-08-02,07:26:26,20.62,-1.99
2018-08-02,07:26:27,20.62,0.00
2018-08-02,07:26:28,20.62,0.00
2018-08-02,07:26:29,20.62,-1.99
2018-08-02,07:26:30,20.62,0.00
2018-08-02,07:26:31,20.62,-1.99
2018-08-02,07:26:32,20.62,0.00
2018-08-02,07:26:33,20.62,0.00
2018-08-02,07:26:34,20.62,0.00
2018-08-02,07:26:35,20.62,0.00
2018-08-02,07:26:36,20.62,0.00
2018-08-02,07:26:37,20.62,-1.99
2018-08-02,07:26:38,20.62,0.00
