Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4338_20180711_1.vld
Source Device: Minilog-TD-4338
Study Description: test glace
Minilog Initialized: 2018-07-11 08:47:29 (UTC-3)
Study Start Time: 2018-07-11 08:47:29
Study Stop Time: 2018-07-11 10:12:58
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-07-11,08:47:29,20.62,-1.99
2018-07-11,08:47:30,20.62,-1.99
2018-07-11,08:47:31,20.62,-1.99
2018-07-11,08:47:32,20.62,-1.99
2018-07-11,08:47:33,20.62,-1.99
2018-07-11,08:47:34,20.62,-1.99
2018-07-11,08:47:35,20.62,-1.99
2018-07-11,08:47:36,20.62,-1.99
2018-07-11,08:47:37,20.62,-1.99
2018-07-11,08:47:38,20.62,-1.99
2018-07-11,08:47:39,20.62,-1.99
2018-07-11,08:47:40,20.62,-1.99
2018-07-11,08:47:41,20.62,-1.99
2018-07-11,08:47:42,20.62,-1.99
2018-07-11,08:47:43,20.62,-1.99
2018-07-11,08:47:44,20.62,-1.99
2018-07-11,08:47:45,20.62,0.00
2018-07-11,08:47:46,20.62,-1.99
2018-07-11,08:47:47,20.62,-1.99
2018-07-11,08:47:48,20.62,-1.99
2018-07-11,08:47:49,20.62,-1.99
2018-07-11,08:47:50,20.62,-1.99
2018-07-11,08:47:51,20.62,-1.99
2018-07-11,08:47:52,20.62,0.00
2018-07-11,08:47:53,20.62,-1.99
2018-07-11,08:47:54,20.62,0.00
2018-07-11,08:47:55,20.62,-1.99
2018-07-11,08:47:56,20.62,-1.99
2018-07-11,08:47:57,20.62,-1.99
2018-07-11,08:47:58,20.62,-1.99
2018-07-11,08:47:59,20.62,-1.99
2018-07-11,08:48:00,20.62,-1.99
2018-07-11,08:48:01,20.62,-1.99
2018-07-11,08:48:02,20.62,-1.99
2018-07-11,08:48:03,20.62,-1.99
2018-07-11,08:48:04,20.62,-1.99
2018-07-11,08:48:05,20.62,-1.99
2018-07-11,08:48:06,20.62,-1.99
2018-07-11,08:48:07,20.62,0.00
2018-07-11,08:48:08,20.62,-1.99
2018-07-11,08:48:09,20.62,-1.99
2018-07-11,08:48:10,20.62,0.00
2018-07-11,08:48:11,20.62,-1.99
2018-07-11,08:48:12,20.62,-1.99
2018-07-11,08:48:13,20.62,0.00
2018-07-11,08:48:14,20.62,-1.99
2018-07-11,08:48:15,20.62,-1.99
2018-07-11,08:48:16,20.62,-1.99
2018-07-11,08:48:17,20.62,-1.99
2018-07-11,08:48:18,20.62,-1.99
2018-07-11,08:48:19,20.62,-1.99
2018-07-11,08:48:20,20.62,-1.99
2018-07-11,08:48:21,20.62,-1.99
2018-07-11,08:48:22,20.62,-1.99
2018-07-11,08:48:23,20.62,-1.99
2018-07-11,08:48:24,20.62,0.00
2018-07-11,08:48:25,20.62,-1.99
2018-07-11,08:48:26,20.62,0.00
2018-07-11,08:48:27,20.62,-1.99
2018-07-11,08:48:28,20.62,-1.99
2018-07-11,08:48:29,20.62,-1.99
2018-07-11,08:48:30,20.62,-1.99
2018-07-11,08:48:31,20.62,-1.99
2018-07-11,08:48:32,20.62,-1.99
2018-07-11,08:48:33,20.62,-1.99
2018-07-11,08:48:34,20.62,-1.99
2018-07-11,08:48:35,20.62,-1.99
2018-07-11,08:48:36,20.62,-1.99
2018-07-11,08:48:37,20.62,-1.99
2018-07-11,08:48:38,20.62,-1.99
2018-07-11,08:48:39,20.62,-1.99
2018-07-11,08:48:40,20.62,-1.99
2018-07-11,08:48:41,20.62,-1.99
2018-07-11,08:48:42,20.62,-1.99
2018-07-11,08:48:43,20.62,-1.99
2018-07-11,08:48:44,20.62,-1.99
2018-07-11,08:48:45,20.62,-1.99
2018-07-11,08:48:46,20.62,-1.99
2018-07-11,08:48:47,20.62,-1.99
2018-07-11,08:48:48,20.62,-1.99
2018-07-11,08:48:49,20.62,0.00
2018-07-11,08:48:50,20.62,-1.99
2018-07-11,08:48:51,20.62,-1.99
2018-07-11,08:48:52,20.62,-1.99
