Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4407_20180709_1.vld
Source Device: Minilog-TD-4407
Study Description: test 4
Minilog Initialized: 2018-07-09 15:32:05 (UTC-3)
Study Start Time: 2018-07-09 15:32:05
Study Stop Time: 2018-07-09 15:33:24
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-07-09,15:32:05,20.62,-3.84
2018-07-09,15:32:06,20.62,-3.84
2018-07-09,15:32:07,20.62,-3.84
2018-07-09,15:32:08,20.62,-3.84
2018-07-09,15:32:09,20.62,-3.84
2018-07-09,15:32:10,20.62,-3.84
2018-07-09,15:32:11,20.62,-1.92
2018-07-09,15:32:12,20.62,-3.84
2018-07-09,15:32:13,20.62,-3.84
2018-07-09,15:32:14,20.62,-3.84
2018-07-09,15:32:15,20.62,-1.92
2018-07-09,15:32:16,20.62,-3.84
2018-07-09,15:32:17,20.62,-3.84
2018-07-09,15:32:18,20.62,-3.84
2018-07-09,15:32:19,20.62,-3.84
2018-07-09,15:32:20,20.62,-1.92
2018-07-09,15:32:21,20.62,-1.92
2018-07-09,15:32:22,20.62,-3.84
2018-07-09,15:32:23,20.62,-1.92
2018-07-09,15:32:24,20.62,-1.92
2018-07-09,15:32:25,20.62,-3.84
2018-07-09,15:32:26,20.62,-3.84
2018-07-09,15:32:27,20.62,-1.92
2018-07-09,15:32:28,20.62,-1.92
2018-07-09,15:32:29,20.62,-3.84
2018-07-09,15:32:30,20.62,-1.92
2018-07-09,15:32:31,20.62,-1.92
2018-07-09,15:32:32,20.62,-3.84
2018-07-09,15:32:33,20.62,-1.92
2018-07-09,15:32:34,20.62,-3.84
2018-07-09,15:32:35,20.62,-1.92
2018-07-09,15:32:36,20.62,-1.92
2018-07-09,15:32:37,20.62,-1.92
2018-07-09,15:32:38,20.62,-1.92
2018-07-09,15:32:39,20.62,-1.92
2018-07-09,15:32:40,20.62,-1.92
2018-07-09,15:32:41,20.62,-3.84
2018-07-09,15:32:42,20.62,-1.92
2018-07-09,15:32:43,20.62,-3.84
2018-07-09,15:32:44,20.62,-3.84
2018-07-09,15:32:45,20.62,-1.92
2018-07-09,15:32:46,20.62,-3.84
2018-07-09,15:32:47,20.62,-1.92
2018-07-09,15:32:48,20.62,-3.84
2018-07-09,15:32:49,20.62,-3.84
2018-07-09,15:32:50,20.62,-3.84
2018-07-09,15:32:51,20.62,-1.92
2018-07-09,15:32:52,20.62,-3.84
2018-07-09,15:32:53,20.62,-1.92
2018-07-09,15:32:54,20.62,-1.92
2018-07-09,15:32:55,20.62,-1.92
2018-07-09,15:32:56,20.62,-1.92
2018-07-09,15:32:57,20.62,-1.92
2018-07-09,15:32:58,20.62,-1.92
2018-07-09,15:32:59,20.62,-1.92
2018-07-09,15:33:00,20.62,-1.92
2018-07-09,15:33:01,20.62,-1.92
2018-07-09,15:33:02,20.62,-3.84
2018-07-09,15:33:03,20.62,-3.84
2018-07-09,15:33:04,20.62,-3.84
2018-07-09,15:33:05,20.62,-1.92
2018-07-09,15:33:06,20.62,-1.92
2018-07-09,15:33:07,20.62,-1.92
2018-07-09,15:33:08,20.62,-1.92
2018-07-09,15:33:09,20.62,-1.92
2018-07-09,15:33:10,20.62,-3.84
2018-07-09,15:33:11,20.62,-3.84
2018-07-09,15:33:12,20.62,-1.92
2018-07-09,15:33:13,20.62,-1.92
2018-07-09,15:33:14,20.62,-3.84
2018-07-09,15:33:15,20.62,-3.84
2018-07-09,15:33:16,20.62,-3.84
2018-07-09,15:33:17,20.62,-3.84
2018-07-09,15:33:18,20.62,-3.84
2018-07-09,15:33:19,20.62,-1.92
2018-07-09,15:33:20,20.62,-1.92
2018-07-09,15:33:21,20.62,-3.84
2018-07-09,15:33:22,20.62,-1.92
2018-07-09,15:33:23,20.62,-3.84
2018-07-09,15:33:24,20.62,-3.84
