[NOTUS TEXTFILE V3.1]
File Created: 12-Jul-2020 17:49:19
Tow Date: 12-Jul-2020 6:29:05


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,06:29:12,---,---,46°15.455' N,64°30.690' W,---,
C24S,06:29:56,---,---,46°15.462' N,64°30.542' W,---,
C24S,06:30:40,---,---,46°15.493' N,64°30.410' W,---,
C24S,06:31:24,---,---,46°15.601' N,64°30.391' W,---,
C24S,06:32:09,---,---,46°15.717' N,64°30.374' W,---,
C24S,06:32:53,---,---,46°15.832' N,64°30.365' W,---,
C24S,06:33:37,---,---,46°15.948' N,64°30.354' W,---,
C24S,06:34:21,---,---,46°16.065' N,64°30.327' W,---,
C24S,06:35:05,---,---,46°16.146' N,64°30.209' W,---,
C24S,06:35:49,---,---,46°16.220' N,64°30.074' W,---,
C24S,06:36:33,---,---,46°16.292' N,64°29.939' W,---,
C24S,06:37:17,---,---,46°16.364' N,64°29.802' W,---,
C24S,06:38:01,---,---,46°16.434' N,64°29.664' W,---,
C24S,06:38:45,---,---,46°16.518' N,64°29.537' W,---,
C24S,06:39:29,---,---,46°16.616' N,64°29.428' W,---,
C24S,06:40:13,---,---,46°16.720' N,64°29.329' W,---,
C24S,06:40:57,---,---,46°16.840' N,64°29.262' W,---,
C24S,06:41:42,---,---,46°16.958' N,64°29.193' W,---,
C24S,06:42:26,---,---,46°17.075' N,64°29.121' W,---,
C24S,06:43:10,---,---,46°17.192' N,64°29.049' W,---,
C24S,06:43:54,---,---,46°17.312' N,64°28.983' W,---,
C24S,06:44:38,---,---,46°17.431' N,64°28.916' W,---,
C24S,06:45:22,---,---,46°17.549' N,64°28.849' W,---,
C24S,06:46:06,---,---,46°17.663' N,64°28.774' W,---,
C24S,06:46:50,---,---,46°17.781' N,64°28.705' W,---,
C24S,06:47:34,---,---,46°17.903' N,64°28.637' W,---,
C24S,06:48:18,---,---,46°18.022' N,64°28.572' W,---,
C24S,06:49:02,---,---,46°18.141' N,64°28.498' W,---,
C24S,06:49:46,---,---,46°18.259' N,64°28.425' W,---,
C24S,06:50:30,---,---,46°18.382' N,64°28.363' W,---,
C24S,06:51:14,---,---,46°18.500' N,64°28.284' W,---,
C24S,06:51:59,---,---,46°18.630' N,64°28.220' W,---,
C24S,06:52:43,---,---,46°18.749' N,64°28.148' W,---,
C24S,06:53:27,---,---,46°18.869' N,64°28.078' W,---,
C24S,06:54:11,---,---,46°18.991' N,64°28.007' W,---,
C24S,06:54:55,---,---,46°19.112' N,64°27.939' W,---,
C24S,06:55:39,---,---,46°19.232' N,64°27.873' W,---,
C24S,06:56:23,---,---,46°19.352' N,64°27.798' W,---,
C24S,06:57:07,---,---,46°19.468' N,64°27.720' W,---,
C24S,06:57:51,---,---,46°19.585' N,64°27.639' W,---,
C24S,06:58:35,---,---,46°19.705' N,64°27.566' W,---,
C24S,06:59:19,---,---,46°19.831' N,64°27.508' W,---,
C24S,07:00:03,---,---,46°19.959' N,64°27.463' W,---,
C24S,07:00:47,---,---,46°20.089' N,64°27.437' W,---,
C24S,07:01:31,---,---,46°20.222' N,64°27.418' W,---,
C24S,07:02:15,---,---,46°20.353' N,64°27.398' W,---,
C24S,07:03:00,---,---,46°20.487' N,64°27.375' W,---,
C24S,07:03:44,---,---,46°20.618' N,64°27.356' W,---,
C24S,07:04:28,---,---,46°20.747' N,64°27.331' W,---,
C24S,07:05:12,---,---,46°20.876' N,64°27.310' W,---,
C24S,07:05:56,---,---,46°21.007' N,64°27.294' W,---,
C24S,07:06:40,---,---,46°21.137' N,64°27.271' W,---,
C24S,07:07:24,---,---,46°21.266' N,64°27.247' W,---,
C24S,07:08:08,---,---,46°21.397' N,64°27.228' W,---,
C24S,07:08:52,---,---,46°21.526' N,64°27.212' W,---,
C24S,07:09:36,---,---,46°21.654' N,64°27.189' W,---,
C24S,07:10:20,---,---,46°21.783' N,64°27.169' W,---,
C24S,07:11:04,---,---,46°21.913' N,64°27.153' W,---,
