[NOTUS TEXTFILE V3.1]
File Created: 20-Jul-2020 12:49:12
Tow Date: 20-Jul-2020 6:24:06


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,06:24:13,---,---,46°15.273' N,64°31.497' W,---,
C24S,06:24:57,---,---,46°15.353' N,64°31.429' W,---,
C24S,06:25:41,---,---,46°15.381' N,64°31.307' W,---,
C24S,06:26:25,---,---,46°15.394' N,64°31.171' W,---,
C24S,06:27:10,---,---,46°15.414' N,64°31.037' W,---,
C24S,06:27:54,---,---,46°15.433' N,64°30.900' W,---,
C24S,06:28:38,---,---,46°15.444' N,64°30.747' W,---,
C24S,06:29:22,---,---,46°15.457' N,64°30.595' W,---,
C24S,06:30:06,---,---,46°15.478' N,64°30.443' W,---,
C24S,06:30:50,---,---,46°15.584' N,64°30.411' W,---,
C24S,06:31:34,---,---,46°15.698' N,64°30.382' W,---,
C24S,06:32:18,---,---,46°15.819' N,64°30.358' W,---,
C24S,06:33:02,---,---,46°15.931' N,64°30.317' W,---,
C24S,06:33:46,---,---,46°16.048' N,64°30.281' W,---,
C24S,06:34:30,---,---,46°16.126' N,64°30.146' W,---,
C24S,06:35:14,---,---,46°16.213' N,64°30.022' W,---,
C24S,06:35:58,---,---,46°16.277' N,64°29.871' W,---,
C24S,06:36:42,---,---,46°16.337' N,64°29.720' W,---,
C24S,06:37:27,---,---,46°16.399' N,64°29.568' W,---,
C24S,06:38:11,---,---,46°16.428' N,64°29.396' W,---,
C24S,06:38:55,---,---,46°16.423' N,64°29.216' W,---,
C24S,06:39:39,---,---,46°16.432' N,64°29.043' W,---,
C24S,06:40:23,---,---,46°16.437' N,64°28.867' W,---,
C24S,06:41:07,---,---,46°16.440' N,64°28.690' W,---,
C24S,06:41:51,---,---,46°16.447' N,64°28.511' W,---,
C24S,06:42:35,---,---,46°16.453' N,64°28.329' W,---,
C24S,06:43:19,---,---,46°16.459' N,64°28.149' W,---,
C24S,06:44:03,---,---,46°16.467' N,64°27.969' W,---,
C24S,06:44:47,---,---,46°16.470' N,64°27.789' W,---,
C24S,06:45:31,---,---,46°16.480' N,64°27.609' W,---,
C24S,06:46:15,---,---,46°16.485' N,64°27.428' W,---,
C24S,06:46:59,---,---,46°16.490' N,64°27.244' W,---,
C24S,06:47:44,---,---,46°16.495' N,64°27.055' W,---,
C24S,06:48:28,---,---,46°16.503' N,64°26.873' W,---,
C24S,06:49:12,---,---,46°16.517' N,64°26.691' W,---,
C24S,06:49:56,---,---,46°16.521' N,64°26.507' W,---,
C24S,06:50:40,---,---,46°16.532' N,64°26.325' W,---,
C24S,06:51:24,---,---,46°16.541' N,64°26.144' W,---,
C24S,06:52:08,---,---,46°16.562' N,64°25.962' W,---,
C24S,06:52:52,---,---,46°16.573' N,64°25.779' W,---,
C24S,06:53:36,---,---,46°16.590' N,64°25.597' W,---,
C24S,06:54:20,---,---,46°16.591' N,64°25.411' W,---,
C24S,06:55:04,---,---,46°16.601' N,64°25.227' W,---,
C24S,06:55:48,---,---,46°16.607' N,64°25.042' W,---,
C24S,06:56:32,---,---,46°16.610' N,64°24.855' W,---,
C24S,06:57:16,---,---,46°16.617' N,64°24.671' W,---,
C24S,06:58:00,---,---,46°16.621' N,64°24.483' W,---,
C24S,06:58:44,---,---,46°16.626' N,64°24.297' W,---,
C24S,06:59:28,---,---,46°16.629' N,64°24.110' W,---,
C24S,07:00:12,---,---,46°16.638' N,64°23.925' W,---,
C24S,07:00:56,---,---,46°16.642' N,64°23.737' W,---,
C24S,07:01:40,---,---,46°16.649' N,64°23.551' W,---,
C24S,07:02:25,---,---,46°16.656' N,64°23.365' W,---,
C24S,07:03:09,---,---,46°16.658' N,64°23.178' W,---,
C24S,07:03:53,---,---,46°16.662' N,64°22.990' W,---,
C24S,07:04:37,---,---,46°16.671' N,64°22.804' W,---,
C24S,07:05:21,---,---,46°16.671' N,64°22.617' W,---,
C24S,07:06:05,---,---,46°16.678' N,64°22.429' W,---,
C24S,07:06:49,---,---,46°16.683' N,64°22.244' W,---,
C24S,07:07:33,---,---,46°16.689' N,64°22.058' W,---,
C24S,07:08:17,---,---,46°16.689' N,64°21.869' W,---,
C24S,07:09:01,---,---,46°16.696' N,64°21.683' W,---,
C24S,07:09:45,---,---,46°16.699' N,64°21.494' W,---,
C24S,07:10:29,---,---,46°16.705' N,64°21.306' W,---,
C24S,07:11:13,---,---,46°16.708' N,64°21.117' W,---,
C24S,07:11:58,---,---,46°16.712' N,64°20.922' W,---,
C24S,07:12:42,---,---,46°16.718' N,64°20.734' W,---,
C24S,07:13:26,---,---,46°16.718' N,64°20.545' W,---,
C24S,07:14:10,---,---,46°16.720' N,64°20.355' W,---,
C24S,07:14:54,---,---,46°16.725' N,64°20.166' W,---,
C24S,07:15:38,---,---,46°16.730' N,64°19.975' W,---,
C24S,07:16:22,---,---,46°16.733' N,64°19.785' W,---,
C24S,07:17:06,---,---,46°16.735' N,64°19.595' W,---,
C24S,07:17:50,---,---,46°16.743' N,64°19.404' W,---,
C24S,07:18:34,---,---,46°16.746' N,64°19.216' W,---,
C24S,07:19:19,---,---,46°16.748' N,64°19.025' W,---,
C24S,07:20:03,---,---,46°16.753' N,64°18.835' W,---,
C24S,07:20:47,---,---,46°16.750' N,64°18.643' W,---,
C24S,07:21:31,---,---,46°16.750' N,64°18.456' W,---,
C24S,07:22:15,---,---,46°16.749' N,64°18.265' W,---,
C24S,07:23:00,---,---,46°16.749' N,64°18.065' W,---,
C24S,07:23:44,---,---,46°16.751' N,64°17.872' W,---,
