[NOTUS TEXTFILE V3.1]
File Created: 13-Jul-2020 11:29:18
Tow Date: 13-Jul-2020 6:19:21


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,06:19:28,---,---,46°49.569' N,64°52.123' W,---,
C24S,06:20:12,---,---,46°49.542' N,64°52.065' W,---,
C24S,06:20:57,---,---,46°49.510' N,64°51.995' W,---,
C24S,06:21:41,---,---,46°49.483' N,64°51.930' W,---,
C24S,06:22:25,---,---,46°49.458' N,64°51.866' W,---,
C24S,06:23:09,---,---,46°49.433' N,64°51.804' W,---,
C24S,06:23:53,---,---,46°49.412' N,64°51.739' W,---,
C24S,06:24:37,---,---,46°49.385' N,64°51.673' W,---,
C24S,06:25:21,---,---,46°49.359' N,64°51.613' W,---,
C24S,06:26:05,---,---,46°49.334' N,64°51.549' W,---,
C24S,06:26:49,---,---,46°49.313' N,64°51.489' W,---,
C24S,06:27:33,---,---,46°49.283' N,64°51.424' W,---,
C24S,06:28:17,---,---,46°49.260' N,64°51.363' W,---,
C24S,06:29:01,---,---,46°49.235' N,64°51.299' W,---,
C24S,06:29:45,---,---,46°49.209' N,64°51.236' W,---,
C24S,06:30:29,---,---,46°49.182' N,64°51.174' W,---,
C24S,06:31:13,---,---,46°49.160' N,64°51.112' W,---,
C24S,06:31:57,---,---,46°49.134' N,64°51.046' W,---,
C24S,06:32:42,---,---,46°49.108' N,64°50.986' W,---,
C24S,06:33:26,---,---,46°49.084' N,64°50.922' W,---,
C24S,06:34:10,---,---,46°49.055' N,64°50.846' W,---,
C24S,06:34:54,---,---,46°49.018' N,64°50.765' W,---,
C24S,06:35:38,---,---,46°48.986' N,64°50.683' W,---,
C24S,06:36:22,---,---,46°48.955' N,64°50.604' W,---,
C24S,06:37:06,---,---,46°48.921' N,64°50.515' W,---,
C24S,06:37:50,---,---,46°48.887' N,64°50.440' W,---,
C24S,06:38:34,---,---,46°48.855' N,64°50.352' W,---,
C24S,06:39:18,---,---,46°48.821' N,64°50.274' W,---,
C24S,06:40:02,---,---,46°48.788' N,64°50.193' W,---,
C24S,06:40:46,---,---,46°48.753' N,64°50.111' W,---,
C24S,06:41:30,---,---,46°48.721' N,64°50.029' W,---,
C24S,06:42:15,---,---,46°48.683' N,64°49.942' W,---,
C24S,06:42:59,---,---,46°48.652' N,64°49.863' W,---,
C24S,06:43:43,---,---,46°48.624' N,64°49.783' W,---,
C24S,06:44:27,---,---,46°48.592' N,64°49.702' W,---,
C24S,06:45:11,---,---,46°48.554' N,64°49.616' W,---,
C24S,06:45:55,---,---,46°48.518' N,64°49.534' W,---,
C24S,06:46:39,---,---,46°48.486' N,64°49.448' W,---,
C24S,06:47:23,---,---,46°48.452' N,64°49.368' W,---,
C24S,06:48:07,---,---,46°48.419' N,64°49.285' W,---,
C24S,06:48:51,---,---,46°48.385' N,64°49.209' W,---,
C24S,06:49:35,---,---,46°48.340' N,64°49.145' W,---,
C24S,06:50:19,---,---,46°48.297' N,64°49.066' W,---,
