[NOTUS TEXTFILE V3.1]
File Created: 25-Jul-2020 17:39:03
Tow Date: 25-Jul-2020 6:46:25


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,06:46:32,---,---,46°16.787' N,64°28.152' W,---,
C24S,06:47:16,---,---,46°16.824' N,64°27.988' W,---,
C24S,06:48:00,---,---,46°16.863' N,64°27.824' W,---,
C24S,06:48:43,---,---,46°16.904' N,64°27.663' W,---,
C24S,06:49:27,---,---,46°16.941' N,64°27.494' W,---,
C24S,06:50:12,---,---,46°16.981' N,64°27.329' W,---,
C24S,06:50:56,---,---,46°17.015' N,64°27.161' W,---,
C24S,06:51:40,---,---,46°17.051' N,64°27.000' W,---,
C24S,06:52:24,---,---,46°17.079' N,64°26.832' W,---,
C24S,06:53:08,---,---,46°17.105' N,64°26.660' W,---,
C24S,06:53:52,---,---,46°17.128' N,64°26.490' W,---,
C24S,06:54:36,---,---,46°17.151' N,64°26.320' W,---,
C24S,06:55:20,---,---,46°17.176' N,64°26.152' W,---,
C24S,06:56:04,---,---,46°17.202' N,64°25.985' W,---,
C24S,06:56:48,---,---,46°17.226' N,64°25.814' W,---,
C24S,06:57:32,---,---,46°17.250' N,64°25.647' W,---,
C24S,06:58:16,---,---,46°17.271' N,64°25.477' W,---,
C24S,06:59:00,---,---,46°17.296' N,64°25.314' W,---,
C24S,06:59:44,---,---,46°17.311' N,64°25.141' W,---,
C24S,07:00:29,---,---,46°17.334' N,64°24.968' W,---,
C24S,07:01:13,---,---,46°17.356' N,64°24.801' W,---,
C24S,07:01:57,---,---,46°17.375' N,64°24.631' W,---,
C24S,07:02:41,---,---,46°17.403' N,64°24.466' W,---,
C24S,07:03:23,1542.6,---,46°17.417' N,64°24.303' W,---,
C24S,07:04:07,---,---,46°17.434' N,64°24.133' W,---,
C24S,07:04:52,---,---,46°17.453' N,64°23.964' W,---,
C24S,07:05:36,---,---,46°17.474' N,64°23.795' W,---,
C24S,07:06:20,---,---,46°17.490' N,64°23.625' W,---,
C24S,07:07:04,---,---,46°17.514' N,64°23.460' W,---,
C24S,07:07:48,---,---,46°17.530' N,64°23.292' W,---,
C24S,07:08:32,---,---,46°17.544' N,64°23.123' W,---,
C24S,07:09:16,---,---,46°17.564' N,64°22.958' W,---,
C24S,07:10:00,---,---,46°17.584' N,64°22.790' W,---,
C24S,07:10:44,---,---,46°17.602' N,64°22.619' W,---,
C24S,07:11:28,---,---,46°17.621' N,64°22.452' W,---,
C24S,07:12:12,---,---,46°17.645' N,64°22.289' W,---,
C24S,07:12:56,---,---,46°17.661' N,64°22.119' W,---,
C24S,07:13:40,---,---,46°17.679' N,64°21.951' W,---,
C24S,07:14:25,---,---,46°17.693' N,64°21.773' W,---,
C24S,07:15:09,---,---,46°17.714' N,64°21.605' W,---,
C24S,07:15:53,---,---,46°17.734' N,64°21.438' W,---,
C24S,07:16:37,---,---,46°17.754' N,64°21.269' W,---,
C24S,07:17:21,---,---,46°17.774' N,64°21.105' W,---,
C24S,07:18:05,---,---,46°17.790' N,64°20.945' W,---,
C24S,07:18:49,---,---,46°17.812' N,64°20.788' W,---,
C24S,07:19:33,---,---,46°17.824' N,64°20.624' W,---,
C24S,07:20:17,---,---,46°17.844' N,64°20.467' W,---,
C24S,07:21:01,---,---,46°17.863' N,64°20.312' W,---,
C24S,07:21:45,---,---,46°17.881' N,64°20.154' W,---,
C24S,07:22:29,---,---,46°17.899' N,64°19.996' W,---,
C24S,07:23:13,---,---,46°17.922' N,64°19.840' W,---,
C24S,07:23:57,---,---,46°17.937' N,64°19.680' W,---,
C24S,07:24:41,---,---,46°17.958' N,64°19.523' W,---,
C24S,07:25:26,---,---,46°17.973' N,64°19.368' W,---,
C24S,07:26:10,---,---,46°17.994' N,64°19.212' W,---,
C24S,07:26:54,---,---,46°18.013' N,64°19.056' W,---,
C24S,07:27:38,---,---,46°18.027' N,64°18.899' W,---,
C24S,07:28:22,---,---,46°18.052' N,64°18.745' W,---,
C24S,07:29:06,---,---,46°18.069' N,64°18.589' W,---,
C24S,07:29:50,---,---,46°18.089' N,64°18.433' W,---,
C24S,07:30:34,---,---,46°18.109' N,64°18.278' W,---,
C24S,07:31:18,---,---,46°18.125' N,64°18.121' W,---,
C24S,07:32:02,---,---,46°18.136' N,64°17.973' W,---,
C24S,07:32:46,---,---,46°18.159' N,64°17.814' W,---,
C24S,07:33:30,---,---,46°18.175' N,64°17.654' W,---,
C24S,07:34:14,---,---,46°18.190' N,64°17.501' W,---,
C24S,07:34:59,---,---,46°18.160' N,64°17.419' W,---,
C24S,07:35:43,---,---,46°18.088' N,64°17.385' W,---,
C24S,07:36:20,61.5,2.2,46°18.026' N,64°17.355' W,---,
