[NOTUS TEXTFILE V3.1]
File Created: 22-Jul-2020 17:59:47
Tow Date: 22-Jul-2020 6:29:46


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,06:29:53,---,---,46°15.445' N,64°30.716' W,---,
C24S,06:30:37,---,---,46°15.459' N,64°30.560' W,---,
C24S,06:31:21,---,---,46°15.492' N,64°30.419' W,---,
C24S,06:32:05,---,---,46°15.592' N,64°30.379' W,---,
C24S,06:32:50,---,---,46°15.704' N,64°30.351' W,---,
C24S,06:33:34,---,---,46°15.809' N,64°30.325' W,---,
C24S,06:34:18,---,---,46°15.918' N,64°30.304' W,---,
C24S,06:35:02,---,---,46°16.026' N,64°30.291' W,---,
C24S,06:35:46,---,---,46°16.100' N,64°30.188' W,---,
C24S,06:36:30,---,---,46°16.159' N,64°30.058' W,---,
C24S,06:37:14,---,---,46°16.219' N,64°29.928' W,---,
C24S,06:37:58,---,---,46°16.282' N,64°29.793' W,---,
C24S,06:38:42,---,---,46°16.352' N,64°29.654' W,---,
C24S,06:39:26,---,---,46°16.429' N,64°29.519' W,---,
C24S,06:40:10,---,---,46°16.503' N,64°29.382' W,---,
C24S,06:40:55,---,---,46°16.574' N,64°29.239' W,---,
C24S,06:41:39,---,---,46°16.650' N,64°29.102' W,---,
C24S,06:42:23,---,---,46°16.729' N,64°28.971' W,---,
C24S,06:43:07,---,---,46°16.809' N,64°28.839' W,---,
C24S,06:43:51,---,---,46°16.892' N,64°28.711' W,---,
C24S,06:44:35,---,---,46°16.988' N,64°28.600' W,---,
C24S,06:45:19,---,---,46°17.090' N,64°28.504' W,---,
C24S,06:46:03,---,---,46°17.194' N,64°28.408' W,---,
C24S,06:46:47,---,---,46°17.303' N,64°28.330' W,---,
C24S,06:47:31,---,---,46°17.418' N,64°28.279' W,---,
C24S,06:48:15,---,---,46°17.532' N,64°28.226' W,---,
C24S,06:48:59,---,---,46°17.643' N,64°28.152' W,---,
C24S,06:49:43,---,---,46°17.747' N,64°28.062' W,---,
C24S,06:50:27,---,---,46°17.851' N,64°27.971' W,---,
C24S,06:51:11,---,---,46°17.957' N,64°27.883' W,---,
C24S,06:51:55,---,---,46°18.059' N,64°27.794' W,---,
C24S,06:52:40,---,---,46°18.167' N,64°27.698' W,---,
C24S,06:53:24,---,---,46°18.269' N,64°27.601' W,---,
C24S,06:54:08,---,---,46°18.371' N,64°27.509' W,---,
C24S,06:54:52,---,---,46°18.475' N,64°27.420' W,---,
C24S,06:55:36,---,---,46°18.574' N,64°27.327' W,---,
C24S,06:56:20,---,---,46°18.677' N,64°27.234' W,---,
C24S,06:57:04,---,---,46°18.778' N,64°27.139' W,---,
C24S,06:57:48,---,---,46°18.882' N,64°27.048' W,---,
C24S,06:58:32,---,---,46°18.984' N,64°26.956' W,---,
C24S,06:59:16,---,---,46°19.083' N,64°26.862' W,---,
C24S,07:00:00,---,---,46°19.191' N,64°26.784' W,---,
C24S,07:00:44,---,---,46°19.296' N,64°26.703' W,---,
