Source File: C:\Users\Temp\Documents\Vemco\LoggerVUE\Minilog-TD_4338_20190712_1.vld
Source Device: Minilog-TD-4338
Study Description: GP351F
Minilog Initialized: 2019-07-12 06:40:46 (UTC-3)
Study Start Time: 2019-07-12 06:40:46
Study Stop Time: 2019-07-12 07:28:05
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2019-07-12,06:40:46,18.72,-1.99
2019-07-12,06:40:47,18.72,-1.99
2019-07-12,06:40:48,18.72,-1.99
2019-07-12,06:40:49,18.72,-1.99
2019-07-12,06:40:50,18.72,-1.99
2019-07-12,06:40:51,18.72,-1.99
2019-07-12,06:40:52,18.72,-1.99
2019-07-12,06:40:53,18.72,-1.99
2019-07-12,06:40:54,18.72,-1.99
2019-07-12,06:40:55,18.72,-1.99
2019-07-12,06:40:56,18.72,-1.99
2019-07-12,06:40:57,18.72,-1.99
2019-07-12,06:40:58,18.72,-1.99
2019-07-12,06:40:59,18.62,-1.99
2019-07-12,06:41:00,18.62,-1.99
2019-07-12,06:41:01,18.62,-1.99
2019-07-12,06:41:02,18.52,-1.99
2019-07-12,06:41:03,18.52,-1.99
2019-07-12,06:41:04,18.52,0.00
2019-07-12,06:41:05,18.52,-1.99
2019-07-12,06:41:06,18.52,-1.99
2019-07-12,06:41:07,18.52,-1.99
2019-07-12,06:41:08,18.52,0.00
2019-07-12,06:41:09,18.42,-1.99
2019-07-12,06:41:10,18.42,-1.99
2019-07-12,06:41:11,18.32,-1.99
2019-07-12,06:41:12,18.32,-1.99
2019-07-12,06:41:13,18.32,-1.99
2019-07-12,06:41:14,18.32,-1.99
2019-07-12,06:41:15,18.22,-1.99
2019-07-12,06:41:16,18.22,-1.99
2019-07-12,06:41:17,18.12,-1.99
2019-07-12,06:41:18,18.12,-1.99
2019-07-12,06:41:19,18.22,-1.99
2019-07-12,06:41:20,18.22,-1.99
2019-07-12,06:41:21,18.22,-1.99
2019-07-12,06:41:22,18.32,-1.99
2019-07-12,06:41:23,18.32,-1.99
2019-07-12,06:41:24,18.32,-1.99
2019-07-12,06:41:25,18.32,0.00
2019-07-12,06:41:26,18.32,-1.99
2019-07-12,06:41:27,18.32,-1.99
2019-07-12,06:41:28,18.32,-1.99
2019-07-12,06:41:29,18.32,-1.99
2019-07-12,06:41:30,18.32,-1.99
2019-07-12,06:41:31,18.32,-1.99
2019-07-12,06:41:32,18.32,-1.99
2019-07-12,06:41:33,18.32,-1.99
2019-07-12,06:41:34,18.32,-1.99
2019-07-12,06:41:35,18.32,-1.99
2019-07-12,06:41:36,18.22,-1.99
2019-07-12,06:41:37,18.22,-1.99
2019-07-12,06:41:38,18.22,-1.99
2019-07-12,06:41:39,18.32,-1.99
2019-07-12,06:41:40,18.32,-1.99
2019-07-12,06:41:41,18.32,-1.99
2019-07-12,06:41:42,18.32,-1.99
2019-07-12,06:41:43,18.32,-1.99
2019-07-12,06:41:44,18.32,-1.99
2019-07-12,06:41:45,18.32,-1.99
2019-07-12,06:41:46,18.32,-1.99
2019-07-12,06:41:47,18.32,-1.99
2019-07-12,06:41:48,18.32,-1.99
2019-07-12,06:41:49,18.32,-1.99
2019-07-12,06:41:50,18.42,-1.99
2019-07-12,06:41:51,18.42,-1.99
2019-07-12,06:41:52,18.32,-1.99
2019-07-12,06:41:53,18.32,-1.99
2019-07-12,06:41:54,18.32,-1.99
2019-07-12,06:41:55,18.32,-1.99
2019-07-12,06:41:56,18.32,-1.99
2019-07-12,06:41:57,18.42,-1.99
2019-07-12,06:41:58,18.42,-1.99
2019-07-12,06:41:59,18.42,-1.99
2019-07-12,06:42:00,18.32,-1.99
2019-07-12,06:42:01,18.32,-1.99
2019-07-12,06:42:02,18.32,-1.99
2019-07-12,06:42:03,18.32,-1.99
2019-07-12,06:42:04,18.42,-1.99
2019-07-12,06:42:05,18.42,-1.99
2019-07-12,06:42:06,18.42,-1.99
2019-07-12,06:42:07,18.32,-1.99
2019-07-12,06:42:08,18.32,-1.99
2019-07-12,06:42:09,18.32,-1.99
2019-07-12,06:42:10,18.32,-1.99
2019-07-12,06:42:11,18.32,-1.99
2019-07-12,06:42:12,18.32,-1.99
2019-07-12,06:42:13,18.32,-1.99
2019-07-12,06:42:14,18.42,-1.99
