Source File: C:\Users\Temp\Desktop\MINILOG 2019\Minilog-TD_4338_20190712_1.vld
Source Device: Minilog-TD-4338
Study Description: GP353FR
Minilog Initialized: 2019-07-12 09:25:44 (UTC-3)
Study Start Time: 2019-07-12 09:25:44
Study Stop Time: 2019-07-12 10:45:23
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2019-07-12,09:25:44,17.14,-1.99
2019-07-12,09:25:45,17.14,0.00
2019-07-12,09:25:46,17.14,0.00
2019-07-12,09:25:47,17.14,-1.99
2019-07-12,09:25:48,17.24,33.79
2019-07-12,09:25:49,17.44,11.92
2019-07-12,09:25:50,17.54,3.97
2019-07-12,09:25:51,17.54,1.98
2019-07-12,09:25:52,17.54,1.98
2019-07-12,09:25:53,17.54,0.00
2019-07-12,09:25:54,17.54,0.00
2019-07-12,09:25:55,17.44,0.00
2019-07-12,09:25:56,17.34,0.00
2019-07-12,09:25:57,17.34,0.00
2019-07-12,09:25:58,17.34,-1.99
2019-07-12,09:25:59,17.24,-1.99
2019-07-12,09:26:00,17.24,-1.99
2019-07-12,09:26:01,17.24,-1.99
2019-07-12,09:26:02,17.24,-1.99
2019-07-12,09:26:03,17.14,-1.99
2019-07-12,09:26:04,17.14,0.00
2019-07-12,09:26:05,17.14,-1.99
2019-07-12,09:26:06,17.14,0.00
2019-07-12,09:26:07,17.14,-1.99
2019-07-12,09:26:08,17.05,-1.99
2019-07-12,09:26:09,17.05,0.00
2019-07-12,09:26:10,17.14,-1.99
2019-07-12,09:26:11,17.14,0.00
2019-07-12,09:26:12,17.14,-1.99
2019-07-12,09:26:13,17.14,-1.99
2019-07-12,09:26:14,17.05,-1.99
2019-07-12,09:26:15,17.05,-1.99
2019-07-12,09:26:16,16.95,-1.99
2019-07-12,09:26:17,16.95,-1.99
2019-07-12,09:26:18,16.95,-1.99
2019-07-12,09:26:19,16.95,-1.99
2019-07-12,09:26:20,16.95,-1.99
2019-07-12,09:26:21,16.95,-1.99
2019-07-12,09:26:22,16.95,-1.99
2019-07-12,09:26:23,16.95,-1.99
2019-07-12,09:26:24,16.85,-1.99
2019-07-12,09:26:25,16.85,-1.99
2019-07-12,09:26:26,16.85,-1.99
2019-07-12,09:26:27,16.85,-1.99
2019-07-12,09:26:28,16.85,-1.99
2019-07-12,09:26:29,16.85,-1.99
2019-07-12,09:26:30,16.85,-1.99
2019-07-12,09:26:31,16.85,-1.99
2019-07-12,09:26:32,16.76,0.00
2019-07-12,09:26:33,16.76,-1.99
2019-07-12,09:26:34,16.85,-1.99
2019-07-12,09:26:35,16.76,-1.99
2019-07-12,09:26:36,16.76,-1.99
2019-07-12,09:26:37,16.76,-1.99
2019-07-12,09:26:38,16.76,-1.99
2019-07-12,09:26:39,16.76,-1.99
2019-07-12,09:26:40,16.76,-1.99
2019-07-12,09:26:41,16.85,-1.99
2019-07-12,09:26:42,16.85,-1.99
2019-07-12,09:26:43,16.76,-1.99
2019-07-12,09:26:44,16.76,-1.99
2019-07-12,09:26:45,16.76,-1.99
2019-07-12,09:26:46,16.76,-1.99
2019-07-12,09:26:47,16.76,-1.99
2019-07-12,09:26:48,16.76,-1.99
2019-07-12,09:26:49,16.76,-1.99
2019-07-12,09:26:50,16.76,-1.99
2019-07-12,09:26:51,16.76,-1.99
2019-07-12,09:26:52,16.76,-1.99
2019-07-12,09:26:53,16.76,-1.99
2019-07-12,09:26:54,16.76,-1.99
2019-07-12,09:26:55,16.76,-1.99
2019-07-12,09:26:56,16.76,-1.99
2019-07-12,09:26:57,16.76,-1.99
2019-07-12,09:26:58,16.76,-1.99
2019-07-12,09:26:59,16.76,-1.99
2019-07-12,09:27:00,16.76,-1.99
2019-07-12,09:27:01,16.76,-1.99
2019-07-12,09:27:02,16.76,-1.99
2019-07-12,09:27:03,16.76,0.00
2019-07-12,09:27:04,16.76,0.00
