Source File: C:\Users\Temp\Desktop\MINILOG 2019\Minilog-TD_4338_20190713_1.vld
Source Device: Minilog-TD-4338
Study Description: GP334A2
Minilog Initialized: 2019-07-13 05:32:24 (UTC-3)
Study Start Time: 2019-07-13 05:32:24
Study Stop Time: 2019-07-13 06:03:33
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2019-07-13,05:32:24,20.62,0.00
2019-07-13,05:32:25,20.62,-1.99
2019-07-13,05:32:26,20.62,0.00
2019-07-13,05:32:27,20.62,-1.99
2019-07-13,05:32:28,20.62,-1.99
2019-07-13,05:32:29,20.62,-1.99
2019-07-13,05:32:30,20.62,0.00
2019-07-13,05:32:31,20.62,0.00
2019-07-13,05:32:32,20.62,-1.99
2019-07-13,05:32:33,20.62,-1.99
2019-07-13,05:32:34,20.62,0.00
2019-07-13,05:32:35,20.62,0.00
2019-07-13,05:32:36,20.62,-1.99
2019-07-13,05:32:37,20.62,-1.99
2019-07-13,05:32:38,20.62,0.00
2019-07-13,05:32:39,20.62,0.00
2019-07-13,05:32:40,20.62,0.00
2019-07-13,05:32:41,20.62,0.00
2019-07-13,05:32:42,20.62,-1.99
2019-07-13,05:32:43,20.62,0.00
2019-07-13,05:32:44,20.62,-1.99
2019-07-13,05:32:45,20.62,0.00
2019-07-13,05:32:46,20.62,0.00
2019-07-13,05:32:47,20.62,0.00
2019-07-13,05:32:48,20.62,0.00
2019-07-13,05:32:49,20.62,-1.99
2019-07-13,05:32:50,20.62,-1.99
2019-07-13,05:32:51,20.62,-1.99
2019-07-13,05:32:52,20.62,0.00
2019-07-13,05:32:53,20.62,0.00
2019-07-13,05:32:54,20.62,0.00
2019-07-13,05:32:55,20.62,0.00
2019-07-13,05:32:56,20.62,0.00
2019-07-13,05:32:57,20.62,-1.99
2019-07-13,05:32:58,20.62,-1.99
2019-07-13,05:32:59,20.62,-1.99
2019-07-13,05:33:00,20.62,-1.99
2019-07-13,05:33:01,20.62,-1.99
2019-07-13,05:33:02,20.62,-1.99
2019-07-13,05:33:03,20.62,-1.99
2019-07-13,05:33:04,20.62,-1.99
2019-07-13,05:33:05,20.62,-1.99
2019-07-13,05:33:06,20.62,-1.99
2019-07-13,05:33:07,20.62,-1.99
2019-07-13,05:33:08,20.62,-1.99
2019-07-13,05:33:09,20.62,-1.99
2019-07-13,05:33:10,20.62,-1.99
2019-07-13,05:33:11,20.62,-1.99
2019-07-13,05:33:12,20.62,-1.99
2019-07-13,05:33:13,20.62,-1.99
2019-07-13,05:33:14,20.62,-1.99
2019-07-13,05:33:15,20.62,-1.99
2019-07-13,05:33:16,20.62,-1.99
2019-07-13,05:33:17,20.52,-3.98
2019-07-13,05:33:18,20.42,-3.98
2019-07-13,05:33:19,20.42,-1.99
2019-07-13,05:33:20,20.32,-1.99
2019-07-13,05:33:21,20.32,-1.99
2019-07-13,05:33:22,20.32,-1.99
2019-07-13,05:33:23,20.32,-1.99
2019-07-13,05:33:24,20.21,-1.99
2019-07-13,05:33:25,20.11,-1.99
2019-07-13,05:33:26,20.01,-1.99
2019-07-13,05:33:27,19.91,-3.98
2019-07-13,05:33:28,19.91,-1.99
2019-07-13,05:33:29,19.91,-1.99
2019-07-13,05:33:30,19.91,-1.99
2019-07-13,05:33:31,19.91,-1.99
2019-07-13,05:33:32,19.91,-1.99
2019-07-13,05:33:33,19.91,-3.98
2019-07-13,05:33:34,19.91,-1.99
2019-07-13,05:33:35,19.81,-1.99
2019-07-13,05:33:36,19.81,-1.99
2019-07-13,05:33:37,19.81,-1.99
2019-07-13,05:33:38,19.81,-3.98
2019-07-13,05:33:39,19.71,-3.98
2019-07-13,05:33:40,19.61,-1.99
2019-07-13,05:33:41,19.61,-3.98
2019-07-13,05:33:42,19.51,-1.99
2019-07-13,05:33:43,19.51,-1.99
2019-07-13,05:33:44,19.51,-3.98
2019-07-13,05:33:45,19.51,-1.99
2019-07-13,05:33:46,19.51,-1.99
2019-07-13,05:33:47,19.51,-1.99
2019-07-13,05:33:48,19.51,-1.99
2019-07-13,05:33:49,19.41,-1.99
2019-07-13,05:33:50,19.41,-3.98
2019-07-13,05:33:51,19.41,-1.99
2019-07-13,05:33:52,19.31,-3.98
2019-07-13,05:33:53,19.41,-1.99
2019-07-13,05:33:54,19.41,-1.99
2019-07-13,05:33:55,19.31,-1.99
2019-07-13,05:33:56,19.31,-1.99
2019-07-13,05:33:57,19.21,-1.99
2019-07-13,05:33:58,19.31,-1.99
2019-07-13,05:33:59,19.21,-3.98
2019-07-13,05:34:00,19.21,-3.98
2019-07-13,05:34:01,19.21,-3.98
2019-07-13,05:34:02,19.11,-3.98
2019-07-13,05:34:03,19.11,-3.98
2019-07-13,05:34:04,19.11,-3.98
2019-07-13,05:34:05,19.11,-1.99
2019-07-13,05:34:06,19.01,-1.99
2019-07-13,05:34:07,19.01,-1.99
2019-07-13,05:34:08,19.01,-1.99
2019-07-13,05:34:09,18.92,-1.99
2019-07-13,05:34:10,19.01,-1.99
2019-07-13,05:34:11,18.92,-1.99
2019-07-13,05:34:12,18.92,-1.99
2019-07-13,05:34:13,18.82,-1.99
2019-07-13,05:34:14,18.82,-1.99
2019-07-13,05:34:15,18.82,-1.99
2019-07-13,05:34:16,18.82,-1.99
2019-07-13,05:34:17,18.72,-1.99
2019-07-13,05:34:18,18.72,-1.99
2019-07-13,05:34:19,18.72,-1.99
2019-07-13,05:34:20,18.72,-1.99
2019-07-13,05:34:21,18.72,-1.99
2019-07-13,05:34:22,18.72,-1.99
2019-07-13,05:34:23,18.72,-1.99
2019-07-13,05:34:24,18.72,-1.99
2019-07-13,05:34:25,18.72,-1.99
2019-07-13,05:34:26,18.62,-1.99
2019-07-13,05:34:27,18.62,-1.99
2019-07-13,05:34:28,18.62,-1.99
2019-07-13,05:34:29,18.52,-1.99
2019-07-13,05:34:30,18.52,-3.98
2019-07-13,05:34:31,18.52,-1.99
2019-07-13,05:34:32,18.52,-1.99
2019-07-13,05:34:33,18.42,-1.99
2019-07-13,05:34:34,18.42,-1.99
2019-07-13,05:34:35,18.32,-1.99
2019-07-13,05:34:36,18.32,-1.99
2019-07-13,05:34:37,18.32,-1.99
2019-07-13,05:34:38,18.32,-1.99
2019-07-13,05:34:39,18.32,-1.99
2019-07-13,05:34:40,18.32,-1.99
