Source File: C:\Users\Temp\Documents\Vemco\LoggerVUE\Minilog-TD_4338_20190712_1.vld
Source Device: Minilog-TD-4338
Study Description: GP354F
Minilog Initialized: 2019-07-12 04:50:47 (UTC-3)
Study Start Time: 2019-07-12 04:50:47
Study Stop Time: 2019-07-12 05:50:46
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2019-07-12,04:50:47,20.62,-1.99
2019-07-12,04:50:48,20.62,-1.99
2019-07-12,04:50:49,20.62,-1.99
2019-07-12,04:50:50,20.62,-1.99
2019-07-12,04:50:51,20.62,-1.99
2019-07-12,04:50:52,20.62,-1.99
2019-07-12,04:50:53,20.62,-1.99
2019-07-12,04:50:54,20.62,-1.99
2019-07-12,04:50:55,20.62,-1.99
2019-07-12,04:50:56,20.62,-1.99
2019-07-12,04:50:57,20.62,-1.99
2019-07-12,04:50:58,20.62,-1.99
2019-07-12,04:50:59,20.62,-1.99
2019-07-12,04:51:00,20.62,-1.99
2019-07-12,04:51:01,20.62,-1.99
2019-07-12,04:51:02,20.62,-1.99
2019-07-12,04:51:03,20.62,-1.99
2019-07-12,04:51:04,20.62,-1.99
2019-07-12,04:51:05,20.62,-1.99
2019-07-12,04:51:06,20.62,-1.99
2019-07-12,04:51:07,20.62,-1.99
2019-07-12,04:51:08,20.62,-1.99
2019-07-12,04:51:09,20.62,-1.99
2019-07-12,04:51:10,20.62,-1.99
2019-07-12,04:51:11,20.62,-1.99
2019-07-12,04:51:12,20.62,-1.99
2019-07-12,04:51:13,20.62,-1.99
2019-07-12,04:51:14,20.62,-1.99
2019-07-12,04:51:15,20.62,-1.99
2019-07-12,04:51:16,20.62,0.00
2019-07-12,04:51:17,20.62,-1.99
2019-07-12,04:51:18,20.62,-1.99
2019-07-12,04:51:19,20.62,-1.99
2019-07-12,04:51:20,20.62,-1.99
2019-07-12,04:51:21,20.62,-1.99
2019-07-12,04:51:22,20.62,-1.99
2019-07-12,04:51:23,20.62,-1.99
2019-07-12,04:51:24,20.62,-1.99
2019-07-12,04:51:25,20.62,-1.99
2019-07-12,04:51:26,20.62,-1.99
2019-07-12,04:51:27,20.62,-1.99
2019-07-12,04:51:28,20.62,-1.99
2019-07-12,04:51:29,20.62,-1.99
2019-07-12,04:51:30,20.62,-1.99
2019-07-12,04:51:31,20.62,-1.99
2019-07-12,04:51:32,20.62,-1.99
2019-07-12,04:51:33,20.62,-1.99
2019-07-12,04:51:34,20.62,-1.99
2019-07-12,04:51:35,20.62,-1.99
2019-07-12,04:51:36,20.62,-1.99
2019-07-12,04:51:37,20.62,-1.99
2019-07-12,04:51:38,20.62,-1.99
2019-07-12,04:51:39,20.62,-1.99
2019-07-12,04:51:40,20.62,-1.99
2019-07-12,04:51:41,20.62,-1.99
2019-07-12,04:51:42,20.62,-1.99
2019-07-12,04:51:43,20.62,-1.99
2019-07-12,04:51:44,20.62,-1.99
2019-07-12,04:51:45,20.62,-1.99
2019-07-12,04:51:46,20.62,-1.99
2019-07-12,04:51:47,20.62,-1.99
2019-07-12,04:51:48,20.62,-1.99
2019-07-12,04:51:49,20.62,-1.99
2019-07-12,04:51:50,20.62,-1.99
2019-07-12,04:51:51,20.62,-1.99
2019-07-12,04:51:52,20.62,-1.99
2019-07-12,04:51:53,20.62,-1.99
2019-07-12,04:51:54,20.62,-1.99
2019-07-12,04:51:55,20.62,-1.99
2019-07-12,04:51:56,20.62,-1.99
2019-07-12,04:51:57,20.62,-1.99
2019-07-12,04:51:58,20.62,-1.99
2019-07-12,04:51:59,20.62,-1.99
2019-07-12,04:52:00,20.62,-1.99
2019-07-12,04:52:01,20.62,-1.99
2019-07-12,04:52:02,20.62,-1.99
2019-07-12,04:52:03,20.62,-1.99
2019-07-12,04:52:04,20.62,-1.99
2019-07-12,04:52:05,20.62,-1.99
2019-07-12,04:52:06,20.62,-1.99
2019-07-12,04:52:07,20.62,-1.99
2019-07-12,04:52:08,20.62,-1.99
2019-07-12,04:52:09,20.62,-1.99
2019-07-12,04:52:10,20.62,-1.99
2019-07-12,04:52:11,20.62,-1.99
2019-07-12,04:52:12,20.62,-1.99
2019-07-12,04:52:13,20.62,-1.99
2019-07-12,04:52:14,20.62,-1.99
2019-07-12,04:52:15,20.62,-1.99
2019-07-12,04:52:16,20.62,-1.99
2019-07-12,04:52:17,20.62,-1.99
2019-07-12,04:52:18,20.62,-1.99
2019-07-12,04:52:19,20.62,-1.99
2019-07-12,04:52:20,20.62,-1.99
2019-07-12,04:52:21,20.62,-1.99
2019-07-12,04:52:22,20.62,-1.99
2019-07-12,04:52:23,20.62,-1.99
2019-07-12,04:52:24,20.62,-1.99
2019-07-12,04:52:25,20.62,-1.99
2019-07-12,04:52:26,20.62,-1.99
2019-07-12,04:52:27,20.62,-1.99
2019-07-12,04:52:28,20.62,-1.99
2019-07-12,04:52:29,20.62,-1.99
2019-07-12,04:52:30,20.62,-1.99
2019-07-12,04:52:31,20.62,-1.99
2019-07-12,04:52:32,20.62,-1.99
2019-07-12,04:52:33,20.62,-1.99
2019-07-12,04:52:34,20.62,-1.99
2019-07-12,04:52:35,20.62,-1.99
2019-07-12,04:52:36,20.62,-1.99
2019-07-12,04:52:37,20.62,-1.99
2019-07-12,04:52:38,20.62,-1.99
2019-07-12,04:52:39,20.62,-1.99
2019-07-12,04:52:40,20.62,-1.99
2019-07-12,04:52:41,20.62,-1.99
2019-07-12,04:52:42,20.62,-1.99
2019-07-12,04:52:43,20.62,-1.99
2019-07-12,04:52:44,20.62,-1.99
2019-07-12,04:52:45,20.62,-1.99
2019-07-12,04:52:46,20.62,-1.99
2019-07-12,04:52:47,20.62,-1.99
2019-07-12,04:52:48,20.62,-1.99
2019-07-12,04:52:49,20.62,-1.99
2019-07-12,04:52:50,20.62,-1.99
2019-07-12,04:52:51,20.62,-1.99
2019-07-12,04:52:52,20.62,-1.99
2019-07-12,04:52:53,20.62,-1.99
2019-07-12,04:52:54,20.62,-1.99
2019-07-12,04:52:55,20.62,-1.99
2019-07-12,04:52:56,20.62,-1.99
2019-07-12,04:52:57,20.62,-1.99
2019-07-12,04:52:58,20.62,-1.99
2019-07-12,04:52:59,20.62,-1.99
2019-07-12,04:53:00,20.62,-1.99
2019-07-12,04:53:01,20.62,-1.99
2019-07-12,04:53:02,20.62,-1.99
2019-07-12,04:53:03,20.62,-1.99
2019-07-12,04:53:04,20.62,-1.99
2019-07-12,04:53:05,20.62,-1.99
2019-07-12,04:53:06,20.62,-1.99
2019-07-12,04:53:07,20.62,-1.99
2019-07-12,04:53:08,20.62,-1.99
2019-07-12,04:53:09,20.62,-1.99
2019-07-12,04:53:10,20.62,-1.99
2019-07-12,04:53:11,20.62,-1.99
2019-07-12,04:53:12,20.62,-1.99
2019-07-12,04:53:13,20.62,-1.99
2019-07-12,04:53:14,20.62,-1.99
2019-07-12,04:53:15,20.62,-1.99
2019-07-12,04:53:16,20.62,-1.99
2019-07-12,04:53:17,20.62,-1.99
2019-07-12,04:53:18,20.62,-1.99
2019-07-12,04:53:19,20.62,-1.99
2019-07-12,04:53:20,20.62,-1.99
2019-07-12,04:53:21,20.62,-1.99
2019-07-12,04:53:22,20.62,-1.99
2019-07-12,04:53:23,20.62,-1.99
2019-07-12,04:53:24,20.62,-1.99
2019-07-12,04:53:25,20.62,-1.99
2019-07-12,04:53:26,20.62,-1.99
2019-07-12,04:53:27,20.62,-1.99
2019-07-12,04:53:28,20.62,-1.99
2019-07-12,04:53:29,20.62,-1.99
2019-07-12,04:53:30,20.62,-1.99
2019-07-12,04:53:31,20.62,-1.99
2019-07-12,04:53:32,20.62,-1.99
2019-07-12,04:53:33,20.62,-1.99
2019-07-12,04:53:34,20.62,-1.99
2019-07-12,04:53:35,20.62,-1.99
2019-07-12,04:53:36,20.62,-1.99
2019-07-12,04:53:37,20.62,-1.99
2019-07-12,04:53:38,20.62,-1.99
2019-07-12,04:53:39,20.62,-1.99
2019-07-12,04:53:40,20.62,-1.99
2019-07-12,04:53:41,20.62,-1.99
2019-07-12,04:53:42,20.62,-1.99
2019-07-12,04:53:43,20.62,-1.99
2019-07-12,04:53:44,20.62,-1.99
2019-07-12,04:53:45,20.62,-1.99
2019-07-12,04:53:46,20.62,-1.99
2019-07-12,04:53:47,20.62,-1.99
2019-07-12,04:53:48,20.62,-1.99
2019-07-12,04:53:49,20.62,-1.99
2019-07-12,04:53:50,20.62,-1.99
2019-07-12,04:53:51,20.62,-1.99
2019-07-12,04:53:52,20.62,-1.99
2019-07-12,04:53:53,20.62,-1.99
2019-07-12,04:53:54,20.62,-1.99
2019-07-12,04:53:55,20.62,-1.99
2019-07-12,04:53:56,20.62,-1.99
2019-07-12,04:53:57,20.62,-1.99
2019-07-12,04:53:58,20.62,-1.99
2019-07-12,04:53:59,20.62,-1.99
2019-07-12,04:54:00,20.62,-1.99
2019-07-12,04:54:01,20.62,-1.99
2019-07-12,04:54:02,20.62,-1.99
2019-07-12,04:54:03,20.62,-1.99
2019-07-12,04:54:04,20.62,-1.99
2019-07-12,04:54:05,20.62,-1.99
2019-07-12,04:54:06,20.62,-1.99
2019-07-12,04:54:07,20.62,-1.99
2019-07-12,04:54:08,20.62,-1.99
2019-07-12,04:54:09,20.62,-1.99
2019-07-12,04:54:10,20.62,-1.99
2019-07-12,04:54:11,20.62,-1.99
2019-07-12,04:54:12,20.62,-1.99
2019-07-12,04:54:13,20.62,-1.99
2019-07-12,04:54:14,20.62,-1.99
2019-07-12,04:54:15,20.62,-1.99
2019-07-12,04:54:16,20.62,-1.99
2019-07-12,04:54:17,20.62,-1.99
2019-07-12,04:54:18,20.62,-1.99
2019-07-12,04:54:19,20.62,-1.99
2019-07-12,04:54:20,20.62,-1.99
2019-07-12,04:54:21,20.62,-1.99
2019-07-12,04:54:22,20.62,-1.99
2019-07-12,04:54:23,20.62,-1.99
2019-07-12,04:54:24,20.62,-1.99
2019-07-12,04:54:25,20.62,-1.99
2019-07-12,04:54:26,20.62,-1.99
2019-07-12,04:54:27,20.62,-1.99
2019-07-12,04:54:28,20.62,-1.99
2019-07-12,04:54:29,20.62,-1.99
2019-07-12,04:54:30,20.62,-1.99
2019-07-12,04:54:31,20.62,-1.99
2019-07-12,04:54:32,20.62,-1.99
2019-07-12,04:54:33,20.62,-1.99
2019-07-12,04:54:34,20.62,-1.99
2019-07-12,04:54:35,20.62,-1.99
2019-07-12,04:54:36,20.62,-1.99
2019-07-12,04:54:37,20.62,-1.99
2019-07-12,04:54:38,20.62,-1.99
2019-07-12,04:54:39,20.62,-1.99
2019-07-12,04:54:40,20.62,-1.99
2019-07-12,04:54:41,20.62,-1.99
2019-07-12,04:54:42,20.62,-1.99
2019-07-12,04:54:43,20.62,-1.99
2019-07-12,04:54:44,20.62,-1.99
2019-07-12,04:54:45,20.62,-1.99
2019-07-12,04:54:46,20.62,-1.99
2019-07-12,04:54:47,20.62,-1.99
2019-07-12,04:54:48,20.62,-1.99
2019-07-12,04:54:49,20.62,-1.99
2019-07-12,04:54:50,20.62,-1.99
2019-07-12,04:54:51,20.62,-1.99
2019-07-12,04:54:52,20.62,-3.98
2019-07-12,04:54:53,20.62,-3.98
2019-07-12,04:54:54,20.62,-3.98
2019-07-12,04:54:55,20.62,-3.98
2019-07-12,04:54:56,20.62,-3.98
2019-07-12,04:54:57,20.62,-3.98
2019-07-12,04:54:58,20.62,-1.99
2019-07-12,04:54:59,20.62,-1.99
2019-07-12,04:55:00,20.62,-1.99
2019-07-12,04:55:01,20.62,-1.99
2019-07-12,04:55:02,20.62,-3.98
2019-07-12,04:55:03,20.62,-3.98
2019-07-12,04:55:04,20.62,-1.99
2019-07-12,04:55:05,20.62,-3.98
2019-07-12,04:55:06,20.62,-1.99
2019-07-12,04:55:07,20.62,-1.99
2019-07-12,04:55:08,20.62,-3.98
2019-07-12,04:55:09,20.62,-1.99
2019-07-12,04:55:10,20.62,-3.98
2019-07-12,04:55:11,20.62,-3.98
2019-07-12,04:55:12,20.62,-3.98
2019-07-12,04:55:13,20.62,-3.98
2019-07-12,04:55:14,20.62,-3.98
2019-07-12,04:55:15,20.62,-3.98
2019-07-12,04:55:16,20.62,-3.98
2019-07-12,04:55:17,20.62,-1.99
2019-07-12,04:55:18,20.62,-3.98
2019-07-12,04:55:19,20.62,-3.98
2019-07-12,04:55:20,20.62,-3.98
2019-07-12,04:55:21,20.62,-3.98
2019-07-12,04:55:22,20.62,-1.99
2019-07-12,04:55:23,20.62,-3.98
2019-07-12,04:55:24,20.62,-3.98
2019-07-12,04:55:25,20.62,-3.98
2019-07-12,04:55:26,20.62,-3.98
2019-07-12,04:55:27,20.62,-3.98
2019-07-12,04:55:28,20.62,-3.98
2019-07-12,04:55:29,20.62,-3.98
2019-07-12,04:55:30,20.62,-3.98
2019-07-12,04:55:31,20.62,-3.98
2019-07-12,04:55:32,20.62,-3.98
2019-07-12,04:55:33,20.62,-3.98
2019-07-12,04:55:34,20.62,-3.98
2019-07-12,04:55:35,20.62,-3.98
2019-07-12,04:55:36,20.62,-3.98
2019-07-12,04:55:37,20.62,-3.98
2019-07-12,04:55:38,20.62,-3.98
2019-07-12,04:55:39,20.62,-3.98
2019-07-12,04:55:40,20.62,-3.98
2019-07-12,04:55:41,20.62,-3.98
2019-07-12,04:55:42,20.62,-3.98
2019-07-12,04:55:43,20.62,-3.98
2019-07-12,04:55:44,20.62,-3.98
2019-07-12,04:55:45,20.62,-3.98
2019-07-12,04:55:46,20.62,-3.98
2019-07-12,04:55:47,20.62,-3.98
2019-07-12,04:55:48,20.62,-3.98
2019-07-12,04:55:49,20.62,-3.98
2019-07-12,04:55:50,20.62,-3.98
2019-07-12,04:55:51,20.62,-3.98
2019-07-12,04:55:52,20.62,-3.98
2019-07-12,04:55:53,20.62,-3.98
2019-07-12,04:55:54,20.62,-3.98
2019-07-12,04:55:55,20.62,-1.99
2019-07-12,04:55:56,20.62,-3.98
2019-07-12,04:55:57,20.62,-3.98
2019-07-12,04:55:58,20.62,-1.99
2019-07-12,04:55:59,20.62,-3.98
2019-07-12,04:56:00,20.62,-3.98
2019-07-12,04:56:01,20.62,-3.98
2019-07-12,04:56:02,20.62,-3.98
2019-07-12,04:56:03,20.62,-3.98
2019-07-12,04:56:04,20.62,-3.98
2019-07-12,04:56:05,20.62,-1.99
2019-07-12,04:56:06,20.62,-1.99
2019-07-12,04:56:07,20.62,-1.99
2019-07-12,04:56:08,20.62,-1.99
2019-07-12,04:56:09,20.62,-1.99
2019-07-12,04:56:10,20.62,-1.99
2019-07-12,04:56:11,20.62,-3.98
2019-07-12,04:56:12,20.62,-1.99
2019-07-12,04:56:13,20.62,-3.98
2019-07-12,04:56:14,20.62,-3.98
2019-07-12,04:56:15,20.62,-3.98
2019-07-12,04:56:16,20.62,-3.98
2019-07-12,04:56:17,20.62,-1.99
2019-07-12,04:56:18,20.62,-1.99
2019-07-12,04:56:19,20.62,-1.99
2019-07-12,04:56:20,20.62,-3.98
2019-07-12,04:56:21,20.62,-1.99
2019-07-12,04:56:22,20.62,-1.99
2019-07-12,04:56:23,20.62,-3.98
2019-07-12,04:56:24,20.62,-3.98
2019-07-12,04:56:25,20.62,-3.98
2019-07-12,04:56:26,20.62,-1.99
2019-07-12,04:56:27,20.62,-1.99
2019-07-12,04:56:28,20.52,-1.99
2019-07-12,04:56:29,20.52,-3.98
2019-07-12,04:56:30,20.52,-3.98
2019-07-12,04:56:31,20.52,-3.98
2019-07-12,04:56:32,20.52,-1.99
2019-07-12,04:56:33,20.42,-3.98
2019-07-12,04:56:34,20.42,-1.99
2019-07-12,04:56:35,20.42,-3.98
2019-07-12,04:56:36,20.42,-1.99
2019-07-12,04:56:37,20.42,-1.99
2019-07-12,04:56:38,20.32,-1.99
2019-07-12,04:56:39,20.32,-1.99
2019-07-12,04:56:40,20.32,-3.98
2019-07-12,04:56:41,20.32,-3.98
2019-07-12,04:56:42,20.32,-1.99
2019-07-12,04:56:43,20.32,-3.98
2019-07-12,04:56:44,20.32,-1.99
2019-07-12,04:56:45,20.32,-3.98
2019-07-12,04:56:46,20.21,-1.99
2019-07-12,04:56:47,20.21,-3.98
2019-07-12,04:56:48,20.21,-3.98
2019-07-12,04:56:49,20.11,-3.98
2019-07-12,04:56:50,20.01,-3.98
2019-07-12,04:56:51,19.91,-3.98
2019-07-12,04:56:52,19.91,-3.98
2019-07-12,04:56:53,19.91,-1.99
