* ID=Minilog-T
* Serial Number=0619
* Study ID=pleasant bay - surface
* Start Time=95-05-23 02:59:53
* Finish Time=95-06-08 21:39:22
* Sample Period=02:00:00
* Date(yy-mm-dd),Time(hh:mm:ss),Temp(øC)
95-05-23,02:59:53,12.1
95-05-23,04:59:53,12.1
95-05-23,06:59:53,12.1
95-05-23,08:59:53,12.1
95-05-23,10:59:53,12.1
95-05-23,12:59:53,12.1
95-05-23,14:59:53,12.1
95-05-23,16:59:53,12.1
95-05-23,18:59:53,12.1
95-05-23,20:59:53,12.1
95-05-23,22:59:53,12.1
95-05-24,00:59:53,12.1
95-05-24,02:59:53,12.1
95-05-24,04:59:53,12.1
95-05-24,06:59:53,12.1
95-05-24,08:59:53,12.1
95-05-24,10:59:53,12.1
95-05-24,12:59:53,12.1
95-05-24,14:59:53,12.1
95-05-24,16:59:53,12.1
95-05-24,18:59:53,12.1
95-05-24,20:59:53,12.1
95-05-24,22:59:53,12.1
95-05-25,00:59:53,12.1
95-05-25,02:59:53,12.1
95-05-25,04:59:53,12.1
95-05-25,06:59:53,10.4
95-05-25,08:59:53,3.9
95-05-25,10:59:53,1.3
95-05-25,12:59:53,-1.6
95-05-25,14:59:53,-1.4
95-05-25,16:59:53,1.5
95-05-25,18:59:53,3.6
95-05-25,20:59:53,4.9
95-05-25,22:59:53,7.0
95-05-26,00:59:53,10.7
95-05-26,02:59:53,12.1
95-05-26,04:59:53,12.1
95-05-26,06:59:53,11.0
95-05-26,08:59:53,8.5
95-05-26,10:59:53,6.1
95-05-26,12:59:53,4.3
95-05-26,14:59:53,3.4
95-05-26,16:59:53,3.7
95-05-26,18:59:53,5.4
95-05-26,20:59:53,6.1
95-05-26,22:59:53,8.4
95-05-27,00:59:53,9.2
95-05-27,02:59:53,10.6
95-05-27,04:59:53,9.8
95-05-27,06:59:53,8.1
95-05-27,08:59:53,6.9
95-05-27,10:59:53,5.5
95-05-27,12:59:53,3.9
95-05-27,14:59:53,1.9
95-05-27,16:59:53,2.2
95-05-27,18:59:53,4.4
95-05-27,20:59:53,6.1
95-05-27,22:59:53,10.0
95-05-28,00:59:53,12.1
95-05-28,02:59:53,12.1
95-05-28,04:59:53,11.9
95-05-28,06:59:53,9.7
95-05-28,08:59:53,8.3
95-05-28,10:59:53,7.7
95-05-28,12:59:53,5.1
95-05-28,14:59:53,4.2
95-05-28,16:59:53,3.1
95-05-28,18:59:53,5.1
95-05-28,20:59:53,7.5
95-05-28,22:59:53,10.1
95-05-29,00:59:53,11.7
95-05-29,02:59:53,12.1
95-05-29,04:59:53,12.1
95-05-29,06:59:53,10.7
95-05-29,08:59:53,9.5
95-05-29,10:59:53,8.6
95-05-29,12:59:53,8.1
95-05-29,14:59:53,8.0
95-05-29,16:59:53,8.3
95-05-29,18:59:53,8.4
95-05-29,20:59:53,9.6
95-05-29,22:59:53,9.2
95-05-30,00:59:53,9.3
95-05-30,02:59:53,8.6
95-05-30,04:59:53,7.6
95-05-30,06:59:53,7.2
95-05-30,08:59:53,6.9
95-05-30,10:59:53,7.0
95-05-30,12:59:53,7.0
95-05-30,14:59:53,6.8
95-05-30,16:59:53,6.5
95-05-30,18:59:53,6.6
95-05-30,20:59:53,6.8
95-05-30,22:59:53,7.5
95-05-31,00:59:53,6.7
95-05-31,02:59:53,6.8
95-05-31,04:59:53,6.7
95-05-31,06:59:53,6.7
95-05-31,08:59:53,6.7
95-05-31,10:59:53,6.7
95-05-31,12:59:53,6.6
95-05-31,14:59:53,6.7
95-05-31,16:59:53,6.7
95-05-31,18:59:53,6.5
95-05-31,20:59:53,6.8
95-05-31,22:59:53,6.9
95-06-01,00:59:53,7.0
95-06-01,02:59:53,7.1
95-06-01,04:59:53,7.0
95-06-01,06:59:53,7.5
95-06-01,08:59:53,7.0
95-06-01,10:59:53,7.1
95-06-01,12:59:53,7.1
95-06-01,14:59:53,7.1
95-06-01,16:59:53,7.1
95-06-01,18:59:53,7.2
95-06-01,20:59:53,7.4
95-06-01,22:59:53,7.7
95-06-02,00:59:53,7.5
95-06-02,02:59:53,7.6
95-06-02,04:59:53,8.0
95-06-02,06:59:53,7.7
95-06-02,08:59:53,8.0
95-06-02,10:59:53,8.3
95-06-02,12:59:53,8.4
95-06-02,14:59:53,8.0
95-06-02,16:59:53,8.2
95-06-02,18:59:53,8.5
95-06-02,20:59:53,7.8
95-06-02,22:59:53,8.0
95-06-03,00:59:53,8.4
95-06-03,02:59:53,8.3
95-06-03,04:59:53,8.0
95-06-03,06:59:53,8.2
95-06-03,08:59:53,8.4
95-06-03,10:59:53,8.8
95-06-03,12:59:53,8.3
95-06-03,14:59:53,8.4
95-06-03,16:59:53,8.0
95-06-03,18:59:53,7.8
95-06-03,20:59:53,8.1
95-06-03,22:59:53,7.9
95-06-04,00:59:53,8.1
95-06-04,02:59:53,7.7
95-06-04,04:59:53,8.2
95-06-04,06:59:53,7.2
95-06-04,08:59:53,8.4
95-06-04,10:59:53,8.1
95-06-04,12:59:53,7.9
95-06-04,14:59:53,7.0
95-06-04,16:59:53,7.1
95-06-04,18:59:53,6.3
95-06-04,20:59:53,6.7
95-06-04,22:59:53,6.7
95-06-05,00:59:53,7.5
95-06-05,02:59:53,7.2
95-06-05,04:59:53,7.6
95-06-05,06:59:53,7.9
95-06-05,08:59:53,7.2
95-06-05,10:59:53,7.5
95-06-05,12:59:53,7.9
95-06-05,14:59:53,7.1
95-06-05,16:59:53,6.8
95-06-05,18:59:53,7.0
95-06-05,20:59:53,6.7
95-06-05,22:59:53,7.8
95-06-06,00:59:53,8.2
95-06-06,02:59:53,7.8
95-06-06,04:59:53,12.1
95-06-06,06:59:53,12.1
95-06-06,08:59:53,12.1
95-06-06,10:59:53,12.1
95-06-06,12:59:53,12.1
95-06-06,14:59:53,11.9
95-06-06,16:59:53,11.8
95-06-06,18:59:53,12.1
95-06-06,20:59:53,12.1
95-06-06,22:59:53,12.1
95-06-07,00:59:53,12.1
95-06-07,02:59:53,12.1
95-06-07,04:59:53,12.1
95-06-07,06:59:53,12.1
95-06-07,08:59:53,12.1
95-06-07,10:59:53,12.1
95-06-07,12:59:53,12.1
95-06-07,14:59:53,12.1
95-06-07,16:59:53,12.1
95-06-07,18:59:53,12.1
95-06-07,20:59:53,12.1
95-06-07,22:59:53,12.1
95-06-08,00:59:53,12.1
95-06-08,02:59:53,12.1
95-06-08,04:59:53,12.1
95-06-08,06:59:53,12.1
95-06-08,08:59:53,12.1
95-06-08,10:59:53,12.1
95-06-08,12:59:53,12.1
95-06-08,14:59:53,12.1
95-06-08,16:59:53,12.1
95-06-08,18:59:53,12.1
95-06-08,20:59:53,12.1
