FileName: C:\DOCUME~1\NETMIND\DESKTOP\ZONE12~1\GP147F.TXT
Local Time: Sat Aug 11 13:01:40 2007

Ship: Trawl survey southern Gulf Trip: GP147F Tow: tow 8
Comments: Zone 12 - Vallée de Shédiac
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
070811  160141  47  32.6612 N  64  14.1576 W   5.9        4.5       10.5*      15.2*     579.3*
070811  160142  47  32.6606 N  64  14.1560 W   5.6        4.5       10.5       15.2      579.3 
070811  160143  47  32.6600 N  64  14.1544 W   5.4        4.5       10.5       15.2      579.3 
070811  160144  47  32.6594 N  64  14.1529 W   5.3        4.5       10.5       15.2      579.3 
070811  160145  47  32.6588 N  64  14.1514 W   5.1        4.5       10.5       15.2      579.3 
070811  160146  47  32.6583 N  64  14.1500 W   4.9        4.5       10.5       15.2      579.3 
070811  160147  47  32.6577 N  64  14.1486 W   4.8        4.5       10.5       15.2      579.3 
070811  160148  47  32.6572 N  64  14.1472 W   4.6        4.5       10.5       15.2      579.3 
070811  160149  47  32.6567 N  64  14.1459 W   4.5        4.5       10.5       15.2      579.3 
070811  160150  47  32.6561 N  64  14.1445 W   4.4        4.5       10.5       15.2      579.3 
070811  160151  47  32.6557 N  64  14.1432 W   4.3        4.5       10.5       15.2      579.3 
070811  160152  47  32.6552 N  64  14.1418 W   4.1        4.5       10.5       15.2      579.3 
070811  160153  47  32.6547 N  64  14.1406 W   4.0        4.5       10.5       15.2      579.3 
070811  160154  47  32.6543 N  64  14.1393 W   3.9        4.5       10.5       15.2      579.3 
070811  160155  47  32.6539 N  64  14.1380 W   3.8        4.5       10.5       15.2      579.3 
070811  160156  47  32.6535 N  64  14.1369 W   3.7        4.5       10.5       15.2      579.3 
070811  160157  47  32.6530 N  64  14.1358 W   3.7        4.5       10.5       15.2      579.3 
070811  160158  47  32.6526 N  64  14.1346 W   3.6        4.5       10.5       15.2      579.3 
070811  160159  47  32.6522 N  64  14.1335 W   3.5        4.5       10.5       15.2      579.3 
070811  160200  47  32.6517 N  64  14.1324 W   3.4        4.5       10.5       15.2      579.3 
070811  160201  47  32.6513 N  64  14.1313 W   3.4        4.5       10.5       15.2      579.3 
070811  160202  47  32.6509 N  64  14.1301 W   3.4        4.5       10.5       15.2      579.3 
070811  160203  47  32.6505 N  64  14.1289 W   3.4        4.5       10.5       15.2      579.3 
070811  160204  47  32.6500 N  64  14.1277 W   3.4        4.5       10.5       15.2      579.3 
070811  160205  47  32.6495 N  64  14.1262 W   3.5        4.5       10.5       15.2      579.3 
070811  160206  47  32.6490 N  64  14.1246 W   3.6        4.5       10.5       15.2      579.3 
070811  160207  47  32.6484 N  64  14.1230 W   3.7        4.5       10.5       15.2      579.3 
070811  160208  47  32.6477 N  64  14.1213 W   3.9        4.5       10.5       15.2      579.3 
070811  160209  47  32.6470 N  64  14.1194 W   4.1        4.5       10.5       15.2      579.3 
070811  160210  47  32.6463 N  64  14.1174 W   4.4        4.5       10.5       15.2      579.3 
070811  160211  47  32.6455 N  64  14.1153 W   4.6        4.5       10.5       15.2      579.3 
070811  160212  47  32.6447 N  64  14.1131 W   4.8        4.5       10.5       15.2      579.3 
070811  160213  47  32.6438 N  64  14.1108 W   5.1        4.5       10.5       15.2      579.3 
070811  160214  47  32.6429 N  64  14.1085 W   5.3        4.5       10.5       15.2      579.3 
070811  160215  47  32.6420 N  64  14.1060 W   5.5        4.5       10.5       15.2      579.3 
070811  160216  47  32.6412 N  64  14.1036 W   5.7        4.5       10.5       15.2      579.3 
070811  160217  47  32.6403 N  64  14.1011 W   5.9        4.5       10.5       15.2      579.3 
070811  160218  47  32.6394 N  64  14.0986 W   6.1        4.5       10.5       15.2      579.3 
070811  160219  47  32.6384 N  64  14.0961 W   6.3        4.5       10.5       15.2      579.3 
070811  160220  47  32.6375 N  64  14.0934 W   6.4        4.5       10.5       15.2      579.3 
070811  160221  47  32.6365 N  64  14.0907 W   6.6        4.5       10.5       15.2      579.3 
070811  160222  47  32.6356 N  64  14.0880 W   6.7        4.5       10.5       15.2      579.3 
070811  160223  47  32.6346 N  64  14.0852 W   6.8        4.5       10.5       15.2      579.3 
070811  160224  47  32.6337 N  64  14.0824 W   7.0        4.5       10.5       15.2      579.3 
070811  160225  47  32.6327 N  64  14.0796 W   7.1        4.5       10.5       15.2      579.3 
070811  160226  47  32.6318 N  64  14.0767 W   7.1        4.5       10.5       15.2      579.3 
070811  160227  47  32.6309 N  64  14.0739 W   7.2        4.5       10.5       15.2      579.3 
070811  160228  47  32.6300 N  64  14.0710 W   7.3        4.5       10.5       15.2      579.3 
070811  160229  47  32.6292 N  64  14.0681 W   7.3        4.5       10.5       15.2      579.3 
070811  160230  47  32.6282 N  64  14.0654 W   7.4        4.5       10.5       15.2      579.3 
070811  160231  47  32.6273 N  64  14.0626 W   7.4        4.5       10.5       15.2      579.3 
070811  160232  47  32.6263 N  64  14.0597 W   7.5        4.5       10.5       15.2      579.3 
070811  160233  47  32.6254 N  64  14.0568 W   7.5        4.5       10.5       15.2      579.3 
070811  160234  47  32.6246 N  64  14.0539 W   7.6        4.5       10.5       15.2      579.3 
070811  160235  47  32.6236 N  64  14.0510 W   7.6        4.5       10.5       15.2      579.3 
070811  160236  47  32.6227 N  64  14.0482 W   7.6        4.5       10.5       15.2      579.3 
070811  160237  47  32.6219 N  64  14.0453 W   7.6        4.5       10.5       15.2      579.3 
070811  160238  47  32.6210 N  64  14.0424 W   7.6        4.5       10.5       15.2      579.3 
070811  160239  47  32.6201 N  64  14.0395 W   7.6        4.5       10.5       15.2      579.3 
070811  160240  47  32.6192 N  64  14.0367 W   7.6        4.5       10.5       15.2      579.3 
070811  160241  47  32.6183 N  64  14.0338 W   7.6        4.5       10.5       15.2      579.3 
070811  160242  47  32.6174 N  64  14.0309 W   7.7        4.5       10.5       15.2      579.3 
070811  160243  47  32.6165 N  64  14.0280 W   7.7        4.5       10.5       15.2      579.3 
070811  160244  47  32.6156 N  64  14.0251 W   7.7        4.5       10.5       15.2      579.3 
070811  160245  47  32.6148 N  64  14.0222 W   7.7        4.5       10.5       15.2      579.3 
070811  160246  47  32.6139 N  64  14.0194 W   7.7        4.5       10.5       15.2      579.3 
070811  160247  47  32.6131 N  64  14.0166 W   7.7        4.5       10.5       15.2      579.3 
070811  160248  47  32.6122 N  64  14.0138 W   7.7        4.5       10.5       15.2      579.3 
070811  160249  47  32.6114 N  64  14.0109 W   7.7        4.5       10.5       15.2      579.3 
070811  160250  47  32.6105 N  64  14.0081 W   7.7        4.5       10.5       15.2      579.3 
070811  160251  47  32.6097 N  64  14.0052 W   7.7        4.5       10.5       15.2      579.3 
070811  160252  47  32.6087 N  64  14.0024 W   7.7        4.5       10.5       15.2      579.3 
070811  160253  47  32.6079 N  64  13.9995 W   7.7        4.5       10.5       15.2      579.3 
070811  160254  47  32.6070 N  64  13.9966 W   7.7        4.5       10.5       15.2      579.3 
070811  160255  47  32.6062 N  64  13.9938 W   7.7        4.5       10.5       15.2      579.3 
070811  160256  47  32.6054 N  64  13.9908 W   7.7        4.5       10.5       15.2      579.3 
070811  160257  47  32.6047 N  64  13.9879 W   7.7        4.5       10.5       15.2      579.3 
070811  160258  47  32.6038 N  64  13.9851 W   7.7        4.5       10.5       15.2      579.3 
070811  160259  47  32.6029 N  64  13.9822 W   7.7        4.5       10.5       15.2      579.3 
070811  160300  47  32.6022 N  64  13.9792 W   7.6        4.5       10.5       15.2      579.3 
070811  160301  47  32.6015 N  64  13.9764 W   7.6        4.5       10.5       15.2      579.3 
