09 20 2019 12 01 00 00000000 10111100    1.165    0.927    1.472    22    23    22  12.9 1509.7  24.8 158.3 161.7   0.013  15.99     0     0    1.489    51.49
09 20 2019 12 01 01 00000000 10111100   -2.232   -0.803   -1.692    22    22    22  12.9 1509.7  24.7 158.2 161.7   0.000  15.99     0     0    2.372   250.21
09 20 2019 12 01 02 00000000 10111100   -0.838    0.495    0.113    22    22    22  12.9 1509.7  24.3 158.3 161.7   0.009  15.99     0     0    0.973   300.57
09 20 2019 12 01 03 00000000 10111100   -0.843   -1.061   -1.573    22    23    22  12.9 1509.8  24.6 158.2 161.7   0.000  16.00     0     0    1.355   218.47
09 20 2019 12 01 04 00000000 10111100    0.677   -0.641   -0.078    23    22    22  12.9 1509.8  23.9 158.3 161.7   0.016  16.00     0     0    0.932   133.44
09 20 2019 12 01 05 00000000 10111100   -0.281    0.137    0.488    23    22    22  12.9 1509.8  24.2 158.3 161.7   0.008  16.00     0     0    0.313   295.99
09 20 2019 12 01 06 00000000 10111100   -1.693   -0.518   -0.606    22    23    22  12.9 1509.8  23.4 158.3 161.7   0.000  16.00     0     0    1.770   252.99
09 20 2019 12 01 07 00000000 10111100   -3.084   -0.882   -1.610    23    23    22  12.9 1509.8  24.0 158.3 161.7   0.000  16.00     0     0    3.208   254.04
09 20 2019 12 01 08 00000000 10111100   -1.722    0.475    0.134    23    23    22  12.9 1509.8  23.1 158.3 161.7   0.010  16.01     0     0    1.786   285.42
09 20 2019 12 01 09 00000000 10111100   -0.498    0.181    1.589    23    23    22  12.9 1509.8  23.1 158.3 161.7   0.014  16.01     0     0    0.530   289.97
09 20 2019 12 01 10 00000000 10111100   -0.365   -0.019   -0.064    23    22    22  12.9 1509.8  23.4 158.3 161.6   0.020  16.01     0     0    0.365   267.02
09 20 2019 12 01 11 00000000 10111100   -0.370    1.565    0.163    23    23    22  12.9 1509.8  23.7 158.3 161.7   0.001  16.01     0     0    1.608   346.70
09 20 2019 12 01 12 00000000 10111100   -1.537   -0.375   -0.869    23    23    22  12.9 1509.8  23.2 158.3 161.7   0.010  16.01     0     0    1.582   256.29
09 20 2019 12 01 13 00000000 10111100    1.732   -0.562   -0.223    23    23    22  12.9 1509.8  23.5 158.3 161.7   0.005  16.02     0     0    1.821   107.98
09 20 2019 12 01 14 00000000 10111100   -0.771   -0.532   -1.278    22    22    22  12.9 1509.8  23.3 158.3 161.7   0.018  16.02     0     0    0.937   235.39
09 20 2019 12 01 15 00000000 10111100   -1.061   -0.138   -0.410    22    23    22  12.9 1509.8  23.4 158.3 161.8   0.002  16.02     0     0    1.070   262.59
09 20 2019 12 01 16 00000000 10111100    1.038    0.592    0.920    22    23    22  12.9 1509.8  23.8 158.3 161.7   0.022  16.02     0     0    1.195    60.30
09 20 2019 12 01 17 00000000 10111100    0.041   -0.241   -1.876    23    24    23  12.9 1509.8  24.1 158.3 161.7   0.003  16.02     0     0    0.244   170.35
09 20 2019 12 01 18 00000000 10111100    0.260    0.551   -0.972    24    24    23  12.9 1509.8  24.4 158.3 161.8   0.004  16.02     0     0    0.609    25.26
09 20 2019 12 01 19 00000000 10111100   -0.644    0.158   -1.322    23    23    22  12.9 1509.9  24.0 158.3 161.7   0.004  16.03     0     0    0.663   283.78
09 20 2019 12 01 20 00000000 10111100    1.020   -0.084   -0.355    23    23    22  12.9 1509.9  24.5 158.3 161.8   0.000  16.03     0     0    1.023    94.71
09 20 2019 12 01 21 00000000 10111100   -1.415   -2.097   -3.180    16    16    15  12.9 1509.9  24.4 158.3 161.7   0.013  16.03     0     0    2.530   214.01
09 20 2019 12 01 22 00000000 10111100   -1.233   -0.311   -0.405    16    16    15  12.9 1509.9  24.7 158.3 161.7   0.001  16.03     0     0    1.272   255.84
09 20 2019 12 01 23 00000000 10111100   -1.595   -0.500    0.611    16    16    15  12.9 1509.9  24.7 158.4 161.7   0.000  16.03     0     0    1.672   252.59
