09 19 2019 06 21 57 00000000 10101000   -1.080   -0.085    2.309    21    22    21  13.1 1490.3 265.9  16.9 -163.4   0.046  10.14     0     0    1.083   265.50
09 19 2019 06 21 58 00000000 10101000   -0.742    0.514    1.104    21    22    21  13.1 1490.3 264.0  25.2 -163.5   0.061  10.15     0     0    0.903   304.71
09 19 2019 06 21 59 00000000 10101100    0.823   -0.016    4.743    21    22    21  13.0 1490.3 262.8  32.1 -163.3   0.056  10.15     0     0    0.823    91.11
09 19 2019 06 22 00 00000000 10101100   -0.438   -0.230    2.347    21    23    21  13.1 1490.3 263.6  31.8 -163.3   0.050  10.15     0     0    0.495   242.30
09 19 2019 06 22 01 00000000 10101000   -1.003    0.393    1.129    22    23    22  13.1 1490.4 265.1  21.6 -163.3   0.060  10.16     0     0    1.077   291.40
09 19 2019 06 22 02 00000000 10101000   -0.445    0.123    1.604    22    24    22  13.1 1490.4 264.7  19.1 -163.4   0.061  10.16     0     0    0.462   285.45
09 19 2019 06 22 03 00000000 10101000    0.856    0.938    0.731    22    23    22  13.1 1490.4 263.1  29.7 -163.4   0.053  10.16     0     0    1.270    42.38
09 19 2019 06 22 04 00000000 10101000    0.268    0.531    1.706    22    24    22  13.1 1490.4 263.5  24.8 -163.5   0.058  10.17     0     0    0.595    26.78
09 19 2019 06 22 05 00000000 10101000    0.387    0.812    1.011    22    23    22  13.1 1490.4 263.2  26.2 -163.4   0.048  10.17     0     0    0.900    25.48
09 19 2019 06 22 06 00000000 10101100    0.503   -0.246    1.252    22    23    22  13.1 1490.4 263.5  32.2 -163.4   0.061  10.17     0     0    0.560   116.06
09 19 2019 06 22 07 00000000 10101000   -0.549   -0.343    0.839    22    23    22  13.1 1490.4 264.3  26.5 -163.4   0.049  10.18     0     0    0.647   238.00
09 19 2019 06 22 08 00000000 10101000    0.009    0.358   -0.285    22    23    22  13.1 1490.4 265.7  11.1 -163.2   0.059  10.18     0     0    0.358     1.44
09 19 2019 06 22 09 00000000 10101000    0.042   -1.399   -0.331    22    23    22  13.0 1490.5 262.9  27.7 -163.5   0.074  10.19     0     0    1.400   178.28
09 19 2019 06 22 10 00000000 10101100    0.901    1.651    2.413    22    23    22  13.0 1490.5 262.8  34.5 -163.5   0.055  10.19     0     0    1.881    28.62
09 19 2019 06 22 11 00000000 10101000   -0.699   -0.719    1.029    22    23    22  13.1 1490.5 265.1  22.7 -163.4   0.049  10.19     0     0    1.003   224.19
09 19 2019 06 22 12 00000000 10101000   -0.937   -0.287    1.926    21    23    22  13.1 1490.5 264.9  13.6 -163.3   0.052  10.20     0     0    0.980   252.97
09 19 2019 06 22 13 00000000 10101000   -0.459   -0.985    0.035    22    23    22  13.1 1490.5 262.6  29.7 -163.4   0.049  10.20     0     0    1.087   204.99
09 19 2019 06 22 14 00000000 10101100    0.890   -0.414    1.172    22    23    22  13.1 1490.5 262.6  31.9 -163.5   0.063  10.21     0     0    0.982   114.95
09 19 2019 06 22 15 00000000 10101000   -0.114   -0.545    0.186    22    23    22  13.1 1490.5 264.7  23.9 -163.4   0.049  10.21     0     0    0.557   191.81
